GEO_ID,B20017E_001E,B20017E_001M,B20017E_002E,B20017E_002M,B20017E_003E,B20017E_003M,B20017E_004E,B20017E_004M,B20017E_005E,B20017E_005M,B20017E_006E,B20017E_006M,B20017E_007E,B20017E_007M,NAME,B20017E_001MA,B20017E_001EA,B20017E_002EA,B20017E_002MA,B20017E_003EA,B20017E_003MA,B20017E_004EA,B20017E_004MA,B20017E_005MA,B20017E_005EA,B20017E_006MA,B20017E_006EA,B20017E_007EA,B20017E_007MA,state
0400000US34,26361,12081,24523,9510,26858,36471,17238,6898,32976,16824,80034,55947,15989,14771,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,14403,24600,6543,23851,27298,39885,2499,-333333333,37125,15565,45379,13696,13736,261,Ohio,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,39
0400000US29,27517,6740,31920,21355,35347,20199,4111,5885,24894,3486,25294,3470,15281,43283,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,35735,8343,31466,25319,31551,29038,-666666666,-222222222,37542,12357,45954,14742,31135,30545,Pennsylvania,null,null,null,null,null,null,-,**,null,null,null,null,null,null,42
0400000US26,40640,17985,40551,27859,51750,24637,18051,19016,40721,23063,50362,12256,16934,9772,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,30157,6952,30938,7663,31867,44570,20929,9170,22448,16186,30395,6680,6811,5559,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,19006,22954,22992,10414,19450,5880,31224,4942,8915,79194,101526,52773,6979,5396,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,42258,13772,50849,23760,52052,25460,-666666666,-222222222,31800,36980,-666666666,-222222222,-666666666,-222222222,New Mexico,null,null,null,null,null,null,-,**,null,null,**,-,-,**,35
0400000US15,30604,1115,33105,4157,40913,1493,13232,3046,27724,2699,36034,1965,9297,2256,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,South Dakota,**,-,-,**,-,**,-,**,**,-,**,-,-,**,46
0400000US53,32450,2364,33550,3687,36800,5671,16835,4319,31720,3725,39888,6126,11869,1574,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,31409,10550,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Rhode Island,null,null,-,**,-,**,-,**,**,-,**,-,-,**,44
0400000US04,30400,5564,26909,12782,37364,8895,8442,8379,31818,10216,41458,13165,10970,18859,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,29780,13229,28702,7543,28558,6791,35375,22463,42628,24950,43916,27151,25050,31984,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
