GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001EA,B19001F_001MA,B19001F_002EA,B19001F_002MA,B19001F_003EA,B19001F_003MA,B19001F_004EA,B19001F_004MA,B19001F_005EA,B19001F_005MA,B19001F_006EA,B19001F_006MA,B19001F_007EA,B19001F_007MA,B19001F_008EA,B19001F_008MA,B19001F_009EA,B19001F_009MA,B19001F_010EA,B19001F_010MA,B19001F_011EA,B19001F_011MA,B19001F_012EA,B19001F_012MA,B19001F_013EA,B19001F_013MA,B19001F_014EA,B19001F_014MA,B19001F_015EA,B19001F_015MA,B19001F_016EA,B19001F_016MA,B19001F_017EA,B19001F_017MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,85558,4893,4195,1058,3588,1502,6115,1666,8426,1712,9144,1942,6744,1739,4855,1247,6357,1647,3490,1060,9559,1846,10285,2139,4960,1348,3452,940,1277,698,1805,851,1306,680,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,76499,4931,6182,1607,2846,1072,2941,1014,5645,1641,3362,1337,4141,1380,3878,1354,4980,1601,4056,1481,9261,1965,8607,1780,9269,2314,4671,1448,2290,903,3023,1191,1347,642,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,19859,2467,2434,984,1130,546,2330,1015,1135,588,1576,759,1050,542,1903,942,918,681,1038,705,1291,612,2042,846,1606,731,384,321,465,385,494,332,63,61,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,100525,4474,8141,1810,2293,772,4644,1022,6767,1495,6820,1472,6506,1375,7132,1835,7517,1535,5092,1352,8817,1555,11319,1853,12943,2287,6092,1252,3496,1012,1451,669,1495,759,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,30607,2341,2245,685,1631,712,1244,531,1960,691,2488,776,2451,635,2879,829,1910,727,1818,691,3656,956,2791,593,3054,936,1362,487,581,451,296,226,241,219,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,35285,2871,3179,938,1517,663,1866,732,2460,891,2232,756,2799,913,2368,748,2122,817,1227,609,3788,952,4218,887,2774,724,2794,710,982,562,550,312,409,283,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,206035,7016,68070,4113,25988,2664,20189,2411,16769,2311,12820,2237,11541,1929,8017,1712,5863,1353,6695,1461,8149,1619,8072,1565,6131,1542,2899,1065,1479,693,1480,700,1873,735,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,54606,3342,2985,1164,1237,697,1815,808,3368,1098,3716,1332,3233,1207,2736,1082,2498,834,2013,825,5378,1491,5330,1184,7571,1562,5544,1133,2185,809,2655,808,2342,798,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,24437,2963,1711,851,1859,671,1336,755,1812,937,1678,809,944,601,1398,748,2281,843,1977,996,1502,665,2707,1099,2926,1036,1068,558,227,261,754,595,257,225,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,38497,3372,2357,793,1159,713,1908,814,1983,831,2156,911,2971,921,2207,869,1168,600,2829,1234,4267,1118,4694,1746,4124,1481,2520,1128,1175,816,1527,672,1452,812,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1361355,16530,68739,4368,55692,4344,57024,4255,68200,5411,70922,4134,72915,4445,67712,4817,73376,4494,66165,4511,115194,5595,161794,7093,182969,8243,124858,6129,68625,4028,62434,3530,44736,3613,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,6812,1507,804,824,529,416,186,236,892,653,167,214,219,238,335,218,674,379,404,331,428,310,819,548,902,503,52,102,107,127,178,227,116,159,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,62177,4007,6880,1362,6722,1564,3463,1339,5512,1485,3676,1245,3939,1081,3988,1353,2691,1076,3025,1232,4461,1126,4814,1581,5210,1281,3256,974,1925,748,1500,831,1115,540,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,487302,11921,35651,3847,24668,2626,31362,3591,32837,3084,34312,4214,30800,3861,29563,3472,27692,3303,24117,2698,43907,4031,50983,4460,54292,4893,33375,3615,14766,2820,12155,2601,6822,1508,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,70547,4415,2838,880,2057,863,1512,832,2587,997,2808,938,3773,1105,3691,1310,4451,1196,2978,1124,5765,1327,9833,1860,13558,2412,5704,1458,3615,921,3827,1089,1550,764,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,199900,8833,14091,2620,7873,1674,11354,2372,15098,2677,14491,2049,12373,2252,12862,2364,11041,2218,10394,2033,20172,2536,18107,2387,22468,3097,11304,1997,7544,1847,5596,1556,5132,1367,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,95496,5163,9802,2011,6894,1387,5311,1559,7800,1714,4291,1060,4209,1144,4108,1315,4680,1371,5697,1605,6044,1326,9308,2064,9643,1842,6853,1428,3475,1255,3668,1381,3713,1140,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,8683,1658,507,409,0,213,464,510,561,636,221,329,1187,783,253,334,209,267,693,514,843,511,1336,733,502,387,786,610,475,399,253,290,393,372,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,40139,3095,1486,651,1142,642,1264,668,2824,1038,1602,611,2734,1209,2308,1004,2251,856,2542,937,4929,1435,6148,1472,4480,1294,3808,1219,1156,584,972,456,493,278,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,512525,12280,61365,4509,37794,3660,31820,3760,34211,3542,24705,3768,26756,3150,22978,3047,19878,3040,20183,2442,42006,3321,45483,4398,58261,4966,34613,3243,18311,2373,19918,2474,14243,1956,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,175246,7514,15320,2731,6512,1576,11271,1948,10265,2006,9752,2179,9864,2388,6360,1362,9252,2069,7181,1974,14696,2162,19192,2705,21612,2680,13037,2149,7491,1484,8901,1548,4540,1091,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,34036,2830,3698,1237,3091,1021,1544,765,1851,798,1590,747,2738,873,1345,552,1981,640,2552,967,3279,1072,2989,983,2789,897,2351,868,992,769,557,384,689,486,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,17298,2319,1784,812,2249,1087,1329,667,652,541,989,603,1211,618,604,525,1828,876,830,593,837,558,2330,806,1052,503,611,459,661,458,192,147,139,183,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,92550,5094,13148,1824,7767,1890,7906,1888,7694,1670,5251,1489,4372,1168,5707,1595,4518,1203,3759,1130,6987,1706,8593,1749,6248,1445,4904,1223,2248,880,1430,628,2018,768,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,33550,2808,2414,701,2290,796,994,450,1992,757,2379,939,2170,745,1563,576,1455,422,1929,751,2783,933,2775,825,4604,1287,3221,1061,1195,605,1134,583,652,401,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,13133,1445,906,579,261,250,671,429,1511,795,849,447,629,458,1245,737,493,423,967,533,1521,516,1194,490,1356,721,580,431,270,233,226,173,454,381,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,16225,2368,1257,692,348,292,676,560,1843,1060,572,400,817,608,1459,671,1426,899,636,481,1537,849,1798,823,1935,819,826,636,190,248,273,241,632,520,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,49123,3436,7260,1874,3822,933,2433,795,3853,1145,4975,1350,3442,1203,2513,908,1973,719,1962,745,1882,600,5054,1067,4385,1042,2438,852,1444,696,1161,516,526,324,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,90405,4636,4139,1306,2560,912,2449,801,4280,1518,5574,1686,4791,1493,7207,1911,5957,1566,4861,1554,10792,1893,12390,2077,12635,1900,6122,1530,2824,914,2206,932,1618,578,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,18436,2654,3011,1015,1005,780,1248,887,1709,909,982,637,1598,1210,1215,836,1018,643,550,513,2038,1032,1310,673,1654,795,436,369,146,188,309,404,207,222,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,103862,5444,7727,1624,4233,1369,5872,1569,6256,1515,5219,1174,5805,1266,6259,1460,6537,1610,4904,1253,10798,1922,11456,1939,11357,1905,6858,1313,4890,1263,3510,1191,2181,843,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,25941,2697,2314,772,935,522,1415,744,1788,817,2105,811,2618,946,2306,824,1374,765,1344,634,1254,679,2778,1096,2319,657,1837,955,896,646,403,367,255,229,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,20818,2151,1468,634,1061,537,1050,597,1415,654,1291,580,1459,749,678,449,2082,846,2095,631,2676,742,2228,770,1274,500,980,579,575,540,404,285,82,112,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
