GEO_ID,B10051I_001E,B10051I_001M,B10051I_002E,B10051I_002M,B10051I_003E,B10051I_003M,B10051I_004E,B10051I_004M,B10051I_005E,B10051I_005M,B10051I_006E,B10051I_006M,B10051I_007E,B10051I_007M,NAME,B10051I_001MA,B10051I_001EA,B10051I_002MA,B10051I_002EA,B10051I_003MA,B10051I_003EA,B10051I_004MA,B10051I_004EA,B10051I_005MA,B10051I_005EA,B10051I_006MA,B10051I_006EA,B10051I_007MA,B10051I_007EA,state
0400000US09,11708,2059,4036,1331,3531,1280,505,381,7672,1537,4121,1188,3551,1293,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,390240,13129,117436,7687,79134,6101,38302,4238,272804,10526,140735,7961,132069,7393,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,20343,3361,3528,1216,2767,1105,761,513,16815,3061,7359,2236,9456,2266,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,166660,7519,31734,4192,16345,2801,15389,3083,134926,7496,54352,4958,80574,6368,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,18588,2932,4284,1327,3236,1144,1048,546,14304,2691,8482,1765,5822,1666,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,10125,2375,2122,1134,1665,1012,457,471,8003,2013,4190,1753,3813,1308,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,108213,7326,27406,3512,15643,2279,11763,2493,80807,6009,35760,4072,45047,4413,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,48925,4618,11166,2255,7116,1771,4050,1449,37759,3944,16537,2574,21222,2990,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,7787,1652,3226,1343,2338,1075,888,565,4561,1243,2409,1041,2152,730,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4704,1546,2190,994,1514,780,676,480,2514,1143,566,308,1948,1106,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,24499,3556,7662,2471,5645,2113,2017,829,16837,2825,9082,2259,7755,1631,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9854,1562,1548,530,895,417,653,301,8306,1493,3838,1036,4468,1227,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,2981,983,480,370,353,290,127,171,2501,939,1363,742,1138,585,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,6214,1597,1270,603,1100,563,170,187,4944,1543,2665,1182,2279,1000,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,28437,4147,14638,2643,8115,2045,6523,1733,13799,2637,6791,1848,7008,1739,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,3705,889,1613,599,814,442,799,355,2092,695,1178,564,914,377,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,20125,3343,3925,1234,2563,1149,1362,538,16200,3039,9588,2363,6612,1785,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,5067,1778,1223,685,960,609,263,364,3844,1548,2770,1203,1074,832,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,82539,5830,24403,3262,14693,2468,9710,1980,58136,4741,32406,3867,25730,3031,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6608,1395,2594,1119,2098,1070,496,446,4014,1030,2462,783,1552,605,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,8753,2083,4277,1504,3394,1320,883,485,4476,1295,2496,931,1980,857,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
