GEO_ID,B12002B_001E,B12002B_001M,B12002B_002E,B12002B_002M,B12002B_003E,B12002B_003M,B12002B_004E,B12002B_004M,B12002B_005E,B12002B_005M,B12002B_006E,B12002B_006M,B12002B_007E,B12002B_007M,B12002B_008E,B12002B_008M,B12002B_009E,B12002B_009M,B12002B_010E,B12002B_010M,B12002B_011E,B12002B_011M,B12002B_012E,B12002B_012M,B12002B_013E,B12002B_013M,NAME,B12002B_001MA,B12002B_001EA,B12002B_002MA,B12002B_002EA,B12002B_003MA,B12002B_003EA,B12002B_004MA,B12002B_004EA,B12002B_005EA,B12002B_005MA,B12002B_006EA,B12002B_006MA,B12002B_007MA,B12002B_007EA,B12002B_008MA,B12002B_008EA,B12002B_009MA,B12002B_009EA,B12002B_010MA,B12002B_010EA,B12002B_011EA,B12002B_011MA,B12002B_012MA,B12002B_012EA,B12002B_013MA,B12002B_013EA,state
0400000US02,19472,1464,10662,959,4307,1039,4828,981,205,231,70,113,1252,617,8810,1053,2708,1011,3596,976,197,239,881,411,1428,1147,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1040524,5262,472539,4409,238301,7403,147545,6955,16077,2323,15334,2004,55282,3929,567985,3725,264256,7797,145901,7463,23169,3392,52041,3368,82618,4825,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,221233,4987,108451,2847,52416,3373,34903,2643,3388,875,2464,951,15280,1832,112782,3073,54121,3255,29641,2489,2218,694,8149,1418,18653,2339,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,59454,2588,35087,2113,18899,1938,8545,1289,943,473,979,574,5721,1457,24367,2050,11407,1717,6614,1384,1208,704,2229,680,2909,891,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,224665,3752,110694,3325,52561,2583,38403,2683,3553,1023,3242,840,12935,1537,113971,2083,51321,2768,32870,2255,3643,903,10057,1375,16080,2057,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,276241,3984,131833,2937,83118,3427,29665,2109,2926,885,2070,721,14054,1860,144408,2411,88288,3578,25888,2646,4537,1017,9014,1299,16681,1898,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,349530,14668,172874,8340,78944,6329,63589,3854,2898,894,6428,1526,21015,2385,176656,8623,72293,5266,54908,4092,5555,1603,20321,2472,23579,2644,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1331625,8674,634855,5027,297872,7676,231299,6852,18471,2602,20590,2545,66623,4431,696770,6238,300731,7421,207148,7072,27403,3442,63546,3216,97942,4862,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,19084,1421,11904,1167,6577,1350,3919,1023,481,458,0,161,927,606,7180,1099,2719,988,3394,981,308,380,63,119,696,703,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1084501,6078,494663,4295,255750,6536,158540,5595,18062,2234,16985,2274,45326,3849,589838,4017,284725,6801,146368,6571,27692,2581,62925,3494,68128,3921,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,65458,2741,36804,1789,18327,2313,11701,1892,1031,796,1157,746,4588,1418,28654,2198,14611,2149,8258,1596,508,362,1682,623,3595,757,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1884463,9911,934007,6687,486574,9907,304836,7066,26703,3386,23483,2452,92411,5365,950456,7046,456697,9339,246451,7275,33964,3833,77116,3698,136228,6030,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,886770,4848,408273,3956,208790,6020,128546,6530,16411,2647,13883,2283,40643,3316,478497,3133,230641,6346,120100,5646,21360,2769,46726,3209,59670,5028,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,314094,4725,148271,2967,76235,3717,51647,2787,3128,1280,2772,915,14489,2225,165823,3046,84384,3508,43608,3062,4985,1057,12080,1566,20766,2304,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,2761104,12829,1309191,7582,630519,10429,463229,10722,36037,4609,28628,3680,150778,6765,1451913,10096,651065,12259,412779,10864,63075,5670,110507,5167,214487,8281,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1470255,6009,673639,4163,314350,7055,260305,5929,17414,2313,15545,1795,66025,5156,796616,3839,355175,7595,246077,6481,29945,3627,58642,3595,106777,5484,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,2693723,15211,1275944,10361,639445,12010,442460,10942,36175,3936,29425,3505,128439,6795,1417779,9097,665632,11405,393452,10482,54812,4441,107584,5082,196299,7702,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,427175,7006,206582,4614,108767,3711,72187,4383,5777,1390,3174,937,16677,2223,220593,4566,112862,4553,60170,4459,7987,1449,12877,2268,26697,3095,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,259910,2651,114938,1649,75245,2506,22163,2409,3536,892,3213,888,10781,1779,144972,1684,86746,3027,24062,2169,4380,1134,12199,1659,17585,1881,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,27602,1960,16554,1418,8732,1848,6444,1091,196,228,65,110,1117,575,11048,1237,5473,1017,3219,767,559,491,238,231,1559,725,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2510477,13846,1151177,8118,610072,9625,389197,8622,35428,3095,27534,2702,88946,5255,1359300,8719,682750,11270,349210,7646,64872,4816,119220,5731,143248,5145,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,979118,8811,454328,4602,237214,6205,159500,6004,15831,2654,8637,1574,33146,3148,524790,5163,253437,6804,152174,7494,20279,2518,38857,2848,60043,3846,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1137847,8108,534146,5118,290838,7025,147994,6085,13773,1874,16232,1965,65309,3438,603701,5116,314611,6700,131300,5534,20707,2549,51230,3140,85853,4780,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,554440,4682,258565,3489,136425,4983,77441,4792,9373,1608,7480,1435,27846,2587,295875,3302,146296,5869,69793,4397,11825,2083,25364,2041,42597,3607,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,1129515,9002,537422,5438,315604,7197,144994,6237,19128,2559,12736,1850,44960,4328,592093,5890,317451,6525,127854,5450,26914,3056,54005,3759,65869,4330,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1088393,5592,506659,4039,284232,6234,136351,4849,13502,1999,14373,1916,58201,3113,581734,3826,304626,6047,122927,4966,18402,2430,54776,2979,81003,4375,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,69192,2276,36024,2049,16874,2069,13381,1599,1273,710,745,430,3751,873,33168,1138,15961,1562,9036,1576,1414,674,1998,634,4759,1028,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,38998,2538,22844,2325,11216,2103,8213,1541,149,154,345,338,2921,907,16154,1670,6637,1454,5571,1018,360,364,1432,667,2154,580,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,24240,1315,15766,1271,6958,1315,6962,956,52,95,181,243,1613,725,8474,580,2628,782,4205,771,268,403,139,107,1234,591,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,13595,1820,7984,1096,4174,998,2082,932,375,513,149,264,1204,886,5611,1615,3536,1697,866,466,0,163,230,276,979,643,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,230093,5374,126740,3956,56642,3765,51799,3660,2056,729,2793,856,13450,1967,103353,3281,45741,3380,35435,3158,2470,788,5382,1159,14325,2016,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,54432,2758,28085,1966,17259,1645,8787,1240,733,541,483,312,823,435,26347,1803,14925,1689,7487,1187,836,597,1076,450,2023,800,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,262494,5152,136187,3310,66227,3882,47724,3249,4285,1242,1993,664,15958,2103,126307,2955,60391,4022,36070,2936,4012,1216,8207,1332,17627,1996,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,896985,7021,418379,4430,221458,5928,131707,6143,14835,2146,8235,1511,42144,3402,478606,5249,238943,7510,122798,6535,19758,3043,36560,2735,60547,3913,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,132989,3769,70731,2528,36231,2619,23834,2350,1893,705,1145,449,7628,1444,62258,2717,27119,2464,18958,2065,2416,947,4607,931,9158,1584,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
