B27001D_015E,B27001D_015M,B27001D_016E,B27001D_016M,B27001D_017E,B27001D_017M,B27001D_018E,B27001D_018M,B27001D_019E,B27001D_019M,B27001D_020E,B27001D_020M,B27001D_021E,B27001D_021M,B27001D_022E,B27001D_022M,B27001D_023E,B27001D_023M,B27001D_024E,B27001D_024M,B27001D_025E,B27001D_025M,B27001D_026E,B27001D_026M,B27001D_027E,B27001D_027M,B27001D_028E,B27001D_028M,GEO_ID,B27001D_001E,B27001D_001M,B27001D_002E,B27001D_002M,B27001D_003E,B27001D_003M,B27001D_004E,B27001D_004M,B27001D_005E,B27001D_005M,B27001D_006E,B27001D_006M,B27001D_007E,B27001D_007M,B27001D_008E,B27001D_008M,B27001D_009E,B27001D_009M,B27001D_010E,B27001D_010M,B27001D_011E,B27001D_011M,B27001D_012E,B27001D_012M,B27001D_013E,B27001D_013M,B27001D_014E,B27001D_014M,B27001D_015EA,B27001D_015MA,B27001D_016MA,B27001D_016EA,B27001D_017MA,B27001D_017EA,B27001D_018MA,B27001D_018EA,B27001D_019EA,B27001D_019MA,B27001D_020EA,B27001D_020MA,B27001D_021MA,B27001D_021EA,B27001D_022MA,B27001D_022EA,B27001D_023MA,B27001D_023EA,B27001D_024MA,B27001D_024EA,B27001D_025EA,B27001D_025MA,B27001D_026MA,B27001D_026EA,B27001D_027MA,B27001D_027EA,B27001D_028MA,B27001D_028EA,NAME,B27001D_001EA,B27001D_001MA,B27001D_002MA,B27001D_002EA,B27001D_003EA,B27001D_003MA,B27001D_004MA,B27001D_004EA,B27001D_005MA,B27001D_005EA,B27001D_006EA,B27001D_006MA,B27001D_007EA,B27001D_007MA,B27001D_008EA,B27001D_008MA,B27001D_009MA,B27001D_009EA,B27001D_010MA,B27001D_010EA,B27001D_011EA,B27001D_011MA,B27001D_012EA,B27001D_012MA,B27001D_013MA,B27001D_013EA,B27001D_014EA,B27001D_014MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
2734,676,129,174,2317,923,2198,898,119,139,1668,694,1648,698,20,34,1419,556,1419,556,0,170,403,419,403,419,0,170,0400000US23,15675,1316,557,273,557,273,0,170,2937,724,2852,716,85,101,1540,671,1328,507,212,282,1971,664,1726,637,245,224,2863,693,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
52221,2834,5296,1497,40517,2019,37444,2180,3073,921,25037,1585,21634,2152,3403,1446,19139,1547,18945,1550,194,211,6388,1068,6274,1091,114,133,0400000US37,303482,5022,23671,2385,22801,2341,870,700,51827,2971,49040,2980,2787,1004,29275,2661,26766,2615,2509,848,50111,3218,43867,3480,6244,1786,57517,2869,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
68288,2863,7975,2064,64498,2878,56279,2609,8219,2659,41825,1546,35810,1900,6015,1201,24399,1731,23230,1726,1169,713,14847,1561,14556,1554,291,202,0400000US13,434031,6279,29357,2065,26883,1965,2474,1055,73450,3319,67281,3572,6169,1553,46028,3064,39873,3095,6155,1549,63364,2696,55431,2964,7933,2066,76263,2454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
6061,1058,660,347,6205,1223,5057,1242,1148,626,4956,867,4487,839,469,360,3869,1128,3699,1133,170,216,1745,572,1745,572,0,157,0400000US02,45934,2678,2668,574,2599,558,69,83,7504,1451,6918,1362,586,558,4653,969,3726,825,927,732,7613,1270,6771,1208,842,418,6721,984,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
10472,1848,1118,770,9254,1695,7677,1377,1577,1015,5612,1430,5143,1555,469,369,4789,1264,4631,1228,158,238,2237,912,2183,912,54,88,0400000US01,64772,3498,4649,1303,4254,1238,395,505,10818,1796,10311,1828,507,488,6354,1146,5240,1112,1114,520,9469,2027,8731,2009,738,435,11590,1852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
35020,2201,3503,1358,36211,1433,31916,1590,4295,1030,36032,1034,33605,1403,2427,802,28907,578,28284,713,623,484,16357,676,15903,779,454,338,0400000US32,249099,6016,10735,1939,10623,1930,112,102,29507,2513,26850,2568,2657,1440,18258,1299,16178,1438,2080,868,34569,2098,29875,1928,4694,1286,38523,1883,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1725,693,0,201,1443,666,1313,639,130,192,1667,607,1389,523,278,323,1352,616,1352,616,0,201,286,267,286,267,0,201,0400000US54,13365,1992,566,408,566,408,0,201,2454,862,2397,866,57,45,981,696,981,696,0,201,2891,1127,2131,769,760,661,1725,693,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
12363,1067,1718,736,10015,881,8556,1009,1459,553,7706,747,6598,839,1108,617,6328,758,6226,754,102,114,1953,466,1913,470,40,67,0400000US40,83777,2906,5729,939,5393,839,336,270,13711,1323,12814,1441,897,540,9571,1273,7841,1163,1730,685,14683,1431,12294,1352,2389,837,14081,1175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
25161,1673,1190,520,17100,1382,16653,1318,447,296,11885,1376,10625,1269,1260,635,5399,1066,5197,1076,202,168,3754,936,3636,928,118,174,0400000US55,164935,4029,13117,1445,12909,1460,208,170,32043,2230,30315,2202,1728,924,24321,2172,20939,2126,3382,837,30965,2172,27767,2300,3198,1084,26351,1773,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
90121,2724,6142,1737,82689,2181,75724,2447,6965,1543,57074,1799,52949,1934,4125,1065,38922,1864,37559,1789,1363,669,23851,1623,22945,1650,906,416,0400000US51,549347,8385,31946,2545,30663,2485,1283,582,89699,4035,83268,3906,6431,1715,50327,2721,43535,2590,6792,1838,78576,2981,71344,2771,7232,1468,96263,2530,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
2350,889,28,36,1735,624,1706,622,29,55,404,327,309,254,95,123,392,209,392,209,0,161,157,152,157,152,0,161,0400000US38,13651,2160,877,574,794,556,83,117,2411,799,2356,792,55,68,1528,691,1246,558,282,289,3769,1070,3304,1077,465,343,2378,887,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
11866,2070,1743,952,11456,2134,10075,2054,1381,874,7975,1081,6849,882,1126,713,4951,1176,4951,1176,0,214,2453,674,2453,674,0,214,0400000US45,80413,3676,3892,1154,3618,1168,274,217,14677,2083,13677,2147,1000,583,10001,1752,8129,1660,1872,919,11399,1902,10049,1893,1350,733,13609,2197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
30466,1605,1485,594,27626,1622,26072,1781,1554,577,19745,1291,18361,1264,1384,628,13937,1113,13101,1226,836,578,6569,1060,6314,1110,255,285,0400000US41,190117,5279,8944,1247,8744,1312,200,305,28090,2470,27597,2472,493,385,22383,1645,19800,1554,2583,1305,30872,2115,27749,2194,3123,1100,31951,1505,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
835644,6926,41221,3744,825354,3962,787592,5761,37762,3905,733637,4285,695957,5113,37680,3728,521594,3145,512415,3625,9179,1658,371400,3242,368024,3404,3376,1024,0400000US06,5791349,21594,326703,6856,321339,6900,5364,1133,769893,9403,749430,9233,20463,2317,515980,8235,479289,8814,36691,3728,849923,8918,793094,9157,56829,4357,876865,6061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
3003,871,874,591,3580,927,3283,879,297,254,2864,710,2530,723,334,267,1378,605,1362,612,16,31,788,481,774,480,14,26,0400000US28,25691,2279,1739,671,1595,648,144,196,4133,968,3731,933,402,328,3812,1007,3169,984,643,444,3520,850,2803,702,717,448,3877,1088,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
26874,1484,3093,992,23389,1197,22147,1275,1242,587,15370,565,14317,893,1053,745,10206,1037,9637,1069,569,396,4371,790,4229,829,142,167,0400000US09,165308,2620,9753,1215,9541,1229,212,246,26872,2085,26072,2086,800,475,15501,1525,14218,1443,1283,751,29879,1887,27975,1757,1904,900,29967,1143,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
223347,4649,26654,3550,200722,3443,174085,3948,26637,3260,138654,2778,119827,3544,18827,2788,95584,2564,88623,2963,6961,1888,47068,2026,44800,2151,2268,891,0400000US48,1423463,9640,105109,4501,100257,4962,4852,1571,232347,5659,216215,5381,16132,2399,136322,5354,112717,4822,23605,3543,217656,4393,186434,5605,31222,3401,250001,3891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
57752,1946,3898,1329,57629,1835,54557,2097,3072,1037,45739,1327,42642,1600,3097,1034,29202,1267,28023,1330,1179,535,19522,1103,19124,1153,398,263,0400000US24,377190,5970,21533,2033,21234,2064,299,245,60584,2925,59369,2827,1215,525,30010,2065,28370,1999,1640,546,51321,2390,46674,2568,4647,1708,61650,1689,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
82840,2934,14385,2616,82806,2567,73256,3080,9550,2066,70787,2598,62639,2533,8148,1588,54728,2959,52400,2837,2328,1392,30178,1972,29481,2042,697,593,0400000US12,590871,8090,30468,2704,28562,2336,1906,1014,86440,4312,79287,4027,7153,2230,61022,3835,50258,3515,10764,2041,77217,3814,65701,3582,11516,2076,97225,3071,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
75471,2176,2349,1025,61499,1362,60081,1513,1418,777,44062,1204,42746,1327,1316,609,26465,1102,25643,1211,822,528,16489,976,16489,976,0,211,0400000US25,471373,6216,30172,2059,29962,2073,210,235,70267,3564,68523,3549,1744,788,61076,2925,57253,2897,3823,1110,83523,2457,80474,2403,3049,915,77820,2010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
5915,794,501,464,2997,275,2997,275,0,213,1458,261,1458,261,0,213,1374,523,1374,523,0,213,894,412,894,412,0,213,0400000US11,27332,1407,538,380,538,380,0,213,1948,641,1948,641,0,213,4704,611,4591,607,113,132,7003,930,7003,930,0,213,6416,667,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
10696,1416,914,538,9742,1043,9030,1000,712,307,7315,687,6596,765,719,507,5137,914,5003,921,134,156,2000,152,1879,184,121,110,0400000US49,75631,3301,3949,1101,3816,1103,133,207,9653,1560,8754,1680,899,731,11325,1453,9881,1482,1444,677,14900,1452,12990,1764,1910,953,11610,1273,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
234618,3932,19355,2628,230189,2395,211965,3569,18224,2681,209748,2165,193438,3285,16310,2312,131973,2062,128238,2510,3735,1321,81975,1719,80542,1935,1433,877,0400000US36,1659791,12392,100493,4132,97457,4080,3036,1692,224035,4636,216050,5073,7985,1685,161822,3807,148406,4038,13416,2089,265583,4570,238715,4880,26868,2872,253973,3452,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
146592,2307,7399,1847,126475,1368,118177,2188,8298,1631,97314,1398,89687,2207,7627,1570,62699,1692,61087,1684,1612,640,37028,1605,36169,1585,859,446,0400000US34,866383,6136,59219,2632,57919,2444,1300,674,137287,3055,132097,3735,5190,1677,70517,2506,66727,2792,3790,1187,121853,3085,112178,3420,9675,1885,153991,1901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
43080,2694,2161,1097,36609,2826,33615,2446,2994,1046,23011,1538,20431,1734,2580,1090,15702,1445,14483,1532,1219,713,9590,1048,9261,1025,329,311,0400000US39,271135,5943,20396,1784,19835,1790,561,421,43726,3973,40701,4122,3025,892,28789,2687,25704,2856,3085,1526,48071,2618,44730,2664,3341,993,45241,2615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
18848,1937,837,503,14296,1555,13385,1485,911,536,11803,1145,11027,1122,776,392,7823,1198,7242,1143,581,523,3749,954,3680,982,69,106,0400000US29,119970,3556,6646,1005,6334,1001,312,214,19774,2081,19118,2058,656,522,14015,1803,12273,1629,1742,837,22179,2038,19527,2079,2652,998,19685,1968,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
64571,2667,4665,1255,63314,2255,57237,2111,6077,1246,43974,1799,40952,2034,3022,958,30366,1634,29329,1828,1037,616,15146,1412,14431,1514,715,521,0400000US42,453590,6407,31859,2227,31533,2204,326,240,72838,3423,70440,3434,2398,875,49983,2542,46534,2450,3449,909,76874,2737,69664,2689,7210,1715,69236,2592,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
50722,2053,2131,860,43798,1438,42437,1552,1361,560,28320,1494,26613,1464,1707,917,19177,1356,18414,1251,763,535,10148,1375,10148,1375,0,172,0400000US26,325030,5422,20082,1543,19726,1603,356,306,54214,2619,52704,2550,1510,602,42447,2491,37907,2318,4540,1257,53991,2425,50752,2465,3239,1145,52853,1982,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
6461,770,613,352,4816,732,4438,693,378,238,3067,580,2866,606,201,188,2319,524,2237,551,82,106,826,421,826,421,0,161,0400000US31,45466,2127,3909,681,3788,685,121,144,7537,909,6805,1008,732,558,6664,919,5408,907,1256,630,9254,938,7755,1021,1499,671,7074,798,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
3079,923,403,496,4779,934,4550,947,229,243,2149,684,1848,588,301,276,2211,758,2154,753,57,98,1740,1157,1740,1157,0,204,0400000US16,26790,2633,1325,408,1325,408,0,204,3700,1364,3584,1358,116,166,3491,1066,2561,930,930,466,3913,1048,3384,1012,529,557,3482,865,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
