GEO_ID,B16003_001E,B16003_001M,B16003_002E,B16003_002M,B16003_003E,B16003_003M,B16003_004E,B16003_004M,B16003_005E,B16003_005M,B16003_006E,B16003_006M,B16003_007E,B16003_007M,B16003_008E,B16003_008M,B16003_009E,B16003_009M,B16003_010E,B16003_010M,B16003_011E,B16003_011M,B16003_012E,B16003_012M,NAME,B16003_001MA,B16003_001EA,B16003_002EA,B16003_002MA,B16003_003EA,B16003_003MA,B16003_004MA,B16003_004EA,B16003_005MA,B16003_005EA,B16003_006EA,B16003_006MA,B16003_007EA,B16003_007MA,B16003_008EA,B16003_008MA,B16003_009MA,B16003_009EA,B16003_010MA,B16003_010EA,B16003_011EA,B16003_011MA,B16003_012MA,B16003_012EA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,10016,2508,2451,1315,71,91,58,108,357,330,0,170,1965,1255,7565,1632,337,262,4619,1259,729,437,1880,1013,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,223328,13294,55268,4871,3034,1115,42852,4389,2922,1535,4797,1263,1663,1011,168060,9997,114763,7666,17752,3576,29110,4341,6435,2733,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,288208,16554,68531,6938,4417,1910,50463,6480,3589,1327,6583,1581,3479,1965,219677,12245,130309,8918,26122,4720,51721,5134,11525,3758,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,9769,2193,1210,715,303,306,106,112,32,52,437,322,332,430,8559,1890,946,524,930,503,6117,1764,566,266,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,58002,7301,15367,3184,1006,778,11468,2620,484,488,1984,1023,425,556,42635,5175,26785,3766,4520,1658,9260,2080,2070,1107,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,156375,12244,30539,3579,3878,1557,24036,3473,396,298,1327,623,902,578,125836,10233,88544,7791,6512,1628,25012,4108,5768,2456,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,76079,6972,18333,3070,1186,587,13948,2504,209,329,2052,901,938,1400,57746,5099,39324,4453,2504,913,13499,2476,2419,1304,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,85854,6514,20069,2635,2215,766,11568,2342,1802,699,4060,1341,424,399,65785,4694,38394,4052,10138,1961,15598,2303,1655,1098,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,213189,16240,43468,5537,4098,1572,26408,4172,2871,1009,6310,1703,3781,1676,169721,12353,90866,9987,18904,2847,49366,5029,10585,2573,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,8462,2327,1042,447,208,193,247,262,258,320,280,338,49,89,7420,2150,934,443,4326,1750,1134,1041,1026,675,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,67742,8004,18484,3620,1257,719,13596,3426,1948,1285,1683,934,0,214,49258,5697,33111,4904,5956,1851,9625,2321,566,568,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,111460,10911,23776,4053,685,482,16327,3266,1459,801,4129,1171,1176,1251,87684,8711,49132,7121,7220,1833,28448,3915,2884,1145,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,2919368,43796,544711,15511,38551,4197,385272,13887,25052,4391,81393,5816,14443,3777,2374657,35253,1347538,30295,208070,12756,763994,18246,55055,5579,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,20766,3760,4942,1412,449,423,3835,1188,0,218,287,330,371,597,15824,2724,10766,2320,1313,738,3007,1055,738,665,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,167115,11088,30873,3357,3399,1473,19389,3440,5606,1579,1703,758,776,476,136242,9276,79045,6833,40501,4969,14976,2477,1720,1136,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1975021,44571,458670,17354,30819,4317,391028,15749,10180,3569,18299,3203,8344,2746,1516351,32564,1287854,30480,51711,6828,149027,10584,27759,5258,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,199438,13435,46092,4932,4734,1674,28380,3932,4020,1402,6005,1778,2953,1535,153346,9855,77323,6246,24352,3811,38074,5164,13597,3200,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,1272476,33027,201407,10472,12980,2666,159067,8998,21032,3975,5003,1680,3325,1415,1071069,27074,864255,23846,142590,10722,50099,6203,14125,3129,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,356281,18182,63309,5758,7097,1962,33837,4058,12940,2809,6546,1714,2889,1701,292972,14897,128323,9742,92048,8898,61497,7355,11104,2336,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,23821,5387,5730,2148,331,330,4327,1923,224,263,453,469,395,648,18091,3794,11442,2828,1471,971,3399,1622,1779,896,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,62064,7546,17343,3710,740,470,12538,2982,1061,1461,1696,992,1308,1701,44721,5315,29816,4913,4229,1393,7897,2215,2779,1716,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1331049,29269,219954,11170,19895,2979,112847,9097,40670,5659,37132,4123,9410,2246,1111095,23732,517687,17878,267515,12298,288440,12841,37453,4647,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,518641,20250,97331,8440,7775,1718,64704,7003,11967,2149,9350,1966,3535,1834,421310,15376,248917,12737,91663,7952,64802,5794,15928,3280,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,157482,12177,31733,5254,3096,1477,11044,2583,10132,2354,3287,1148,4174,2363,125749,9067,43349,4812,38724,3888,24824,4119,18852,3975,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,69650,8114,16302,4374,1727,1249,7310,2605,2809,1817,1625,928,2831,2145,53348,5405,18288,3280,12009,2853,18223,3052,4828,1906,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,278153,14817,56593,6391,7448,1893,27512,4383,10415,2044,9244,1828,1974,955,221560,10821,105637,8550,56390,6078,50009,4932,9524,2427,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,158137,10855,32272,4941,4685,1457,7961,2349,3816,1127,5290,1612,10520,2947,125865,7760,31150,3834,27368,3731,31496,3641,35851,5010,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,46179,5481,10895,2173,725,509,7229,1821,996,901,1301,769,644,455,35284,3995,22176,3090,3459,1300,6206,1649,3443,1546,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,30271,4892,9291,2095,193,286,7791,1917,171,215,518,535,618,623,20980,3383,15632,2926,1584,840,2346,1470,1418,1023,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,94848,8385,14725,2934,725,433,11218,2546,0,201,129,145,2653,1150,80123,6696,61298,6058,1532,795,3308,1278,13985,1925,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,58615,7169,9063,2278,1461,657,400,503,539,727,6440,1953,223,261,49552,5571,2477,1539,865,507,45283,5390,927,541,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,8237,1890,426,293,0,163,251,245,117,145,0,163,58,94,7811,1838,2146,797,1284,655,2014,787,2367,1298,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,256561,15255,53143,5425,5056,2127,32034,3771,3772,884,8309,1741,3972,2120,203418,11760,81469,7766,28497,3807,76817,5127,16635,4369,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,47256,6650,7146,2256,443,418,5272,2049,832,602,599,449,0,220,40110,5373,25695,4297,8602,2101,4264,1782,1549,1900,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,238630,15562,53195,6426,3754,1131,42438,5751,1473,1213,1853,1017,3677,1986,185435,11275,136883,10242,9946,2405,18474,2731,20132,3248,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,101061,10220,26433,3970,2014,1548,18426,2946,1117,800,2724,1028,2152,1516,74628,7873,45440,4757,5862,2028,12521,2215,10805,4443,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,74415,8170,17185,3396,632,442,14185,2954,410,334,845,473,1113,1166,57230,6023,38124,4355,4469,1596,12816,2735,1821,1068,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
