C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,GEO_ID,C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014MA,C23002B_014EA,C23002B_015EA,C23002B_015MA,C23002B_016EA,C23002B_016MA,C23002B_017EA,C23002B_017MA,C23002B_018MA,C23002B_018EA,C23002B_019MA,C23002B_019EA,C23002B_020EA,C23002B_020MA,C23002B_021EA,C23002B_021MA,C23002B_022EA,C23002B_022MA,C23002B_023MA,C23002B_023EA,C23002B_024MA,C23002B_024EA,C23002B_025EA,C23002B_025MA,C23002B_026EA,C23002B_026MA,C23002B_027EA,C23002B_027MA,NAME,C23002B_001MA,C23002B_001EA,C23002B_002MA,C23002B_002EA,C23002B_003EA,C23002B_003MA,C23002B_004EA,C23002B_004MA,C23002B_005MA,C23002B_005EA,C23002B_006MA,C23002B_006EA,C23002B_007MA,C23002B_007EA,C23002B_008EA,C23002B_008MA,C23002B_009EA,C23002B_009MA,C23002B_010MA,C23002B_010EA,C23002B_011EA,C23002B_011MA,C23002B_012MA,C23002B_012EA,C23002B_013MA,C23002B_013EA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
520,304,5901,919,5682,903,4992,879,0,170,4992,879,4657,855,335,302,690,363,219,181,0,170,0,170,0,170,219,181,0400000US23,14292,1544,8391,1242,7687,1272,6330,1276,91,122,6239,1272,5964,1270,275,272,1357,563,704,343,184,160,163,156,21,51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
92181,2456,961644,6404,789034,6488,573376,9097,1653,673,571723,9136,530207,8679,41516,4190,215658,7496,172610,1858,27714,2379,26688,2306,1026,495,144896,2447,0400000US37,1764535,9717,802891,5915,689735,5870,485420,7836,10385,1729,475035,7713,433381,7985,41654,3979,204315,7592,113156,1982,20975,2083,19731,2121,1244,564,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
108576,3299,1405896,6664,1199597,6500,875303,10238,1628,761,873675,10191,814007,11089,59668,4922,324294,10102,206299,2230,28662,3044,27187,3009,1475,628,177637,3714,0400000US13,2585127,11302,1179231,7807,1043170,7652,730270,9985,7688,1337,722582,9994,666092,9830,56490,5286,312900,10322,136061,2556,27485,2497,26406,2462,1079,475,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
939,410,8746,1043,7517,985,6052,1054,328,265,5724,1071,5724,1071,0,157,1465,654,1229,484,114,102,94,95,20,38,1115,479,0400000US02,18990,1504,10244,967,9060,1012,8026,1099,992,481,7034,1191,6514,1226,520,368,1034,514,1184,494,245,223,245,223,0,157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
55961,1820,560912,3743,462827,3656,299504,5673,445,383,299059,5640,271653,5820,27406,3152,163323,6420,98085,1718,12277,1652,11599,1654,678,416,85808,2182,0400000US01,1025447,5430,464535,4854,399107,4867,255468,6352,1780,729,253688,6516,228426,7066,25262,3364,143639,7029,65428,1661,9467,1252,9129,1215,338,250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
11498,818,110738,2918,93572,2718,63142,2908,371,417,62771,2943,57359,2715,5412,1168,30430,2512,17166,755,2575,816,2405,770,170,311,14591,1028,0400000US32,217778,4913,107040,2955,92920,2782,62512,2820,734,435,61778,2815,56759,2967,5019,1430,30408,2746,14120,496,2622,781,2464,762,158,162,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
4684,911,24169,2041,18875,1955,13053,1630,0,201,13053,1630,12348,1584,705,434,5822,1432,5294,819,964,484,851,466,113,119,4330,749,0400000US54,58831,2616,34662,2147,28957,2214,15106,2163,0,201,15106,2163,12666,2243,2440,967,13851,1949,5705,1018,1021,540,1021,540,0,201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
10196,881,111422,2165,92749,2127,65420,2690,360,255,65060,2689,60484,2773,4576,1126,27329,2466,18673,967,3797,776,3770,770,27,44,14876,1017,0400000US40,220020,3781,108598,3304,95341,3136,65497,3208,2183,889,63314,3098,57309,3181,6005,1511,29844,2195,13257,869,3061,654,2917,629,144,124,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
9937,885,142057,2506,123600,2437,86608,3526,0,151,86608,3526,81278,3795,5330,1447,36992,2814,18457,854,2057,549,2057,549,0,151,16400,834,0400000US55,270232,3922,128175,2846,116271,2869,72030,3453,646,813,71384,3412,64464,3293,6920,1445,44241,2979,11904,648,1967,694,1841,707,126,155,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
34278,2678,174947,8577,133113,7761,68273,5325,42,71,68231,5315,57157,5078,11074,2299,64840,5154,41834,3536,1174,459,1097,445,77,90,40660,3474,0400000US72,345358,14385,170411,8064,133842,6893,84265,5377,178,232,84087,5281,67906,5061,16181,2602,49577,4329,36569,2657,2291,631,2231,613,60,95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
64850,2589,684235,6121,562952,5627,421087,7394,5122,1374,415965,7333,390066,7677,25899,2671,141865,7204,121283,1948,19675,2506,19121,2456,554,302,101608,2961,0400000US51,1309035,8622,624800,5094,539037,4700,398987,6753,13992,2590,384995,6705,356058,7019,28937,3700,140050,6392,85763,2041,20913,2355,20131,2339,782,505,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
291,293,7159,1098,7159,1098,5092,1233,427,266,4665,1183,3731,1180,934,684,2067,1030,0,161,0,161,0,161,0,161,0,161,0400000US38,19063,1423,11904,1167,11602,1160,9193,1392,854,762,8339,1332,7576,1406,763,306,2409,715,302,287,11,23,11,23,0,161,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
60313,2444,582518,4289,473882,4066,333861,6817,2209,826,331652,6727,306546,6671,25106,3070,140021,6318,108636,1096,15141,1920,14583,1897,558,342,93495,2118,0400000US45,1067731,6591,485213,4523,409157,4631,278913,6321,3771,1070,275142,6299,250005,6743,25137,3417,130244,5816,76056,1186,15743,2071,15238,2007,505,392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2984,659,28230,2212,24213,1926,17389,1596,0,207,17389,1596,16611,1597,778,529,6824,1369,4017,637,1214,580,1214,580,0,207,2803,558,0400000US41,64077,2610,35847,1805,32309,1946,23821,2241,18,52,23803,2233,22226,2128,1577,579,8488,1680,3538,613,554,391,554,391,0,207,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
102913,2497,935036,7502,764067,7550,530971,10303,2893,1363,528078,10423,482531,9447,45547,4036,233096,7701,170969,1738,27620,2631,25943,2677,1677,890,143349,2764,0400000US06,1853676,10163,918640,6932,792640,7010,538513,9195,14326,3005,524187,9015,469637,8498,54550,4840,254127,7805,126000,1782,23087,2479,21571,2376,1516,585,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
42970,1802,471830,3244,394203,3258,255102,5845,337,222,254765,5848,230114,5251,24651,3309,139101,6272,77627,1590,8999,1401,8676,1365,323,214,68628,2100,0400000US28,874976,4988,403146,3879,350461,3792,216398,5540,1001,641,215397,5547,190903,5963,24494,3163,134063,6183,52685,1304,9715,1636,9474,1603,241,237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
12352,1111,163795,2994,138044,2861,108317,3314,109,197,108208,3341,99089,3407,9119,1911,29727,2348,25751,784,4688,1129,4600,1109,88,119,21063,1361,0400000US09,309572,4672,145777,2948,129590,2894,91811,3620,475,363,91336,3589,81082,3645,10254,1922,37779,3008,16187,683,3835,825,3623,820,212,200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
104565,3565,1426492,10560,1229991,10274,898154,14206,3758,1284,894396,13998,833417,13498,60979,5448,331837,13336,196501,2643,35343,3232,33852,3231,1491,614,161158,4005,0400000US48,2710458,13854,1283966,8098,1147696,7689,814928,10545,9318,1790,805610,10838,739269,11345,66341,6403,332768,9895,136270,2618,31705,2908,30353,2841,1352,526,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
67215,1932,784898,3923,645977,3648,503367,7069,1429,730,501938,7077,465972,7900,35966,3458,142610,6058,138921,1535,25966,2214,24370,2300,1596,532,112955,2314,0400000US24,1447091,6060,662193,4430,572452,4491,431671,6454,3948,1203,427723,6494,396904,6857,30819,3276,140781,5950,89741,1015,22526,1823,21485,1801,1041,513,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
130297,4167,1394143,8927,1168521,8496,847730,12106,1569,702,846161,12092,778396,12405,67765,6101,320791,9521,225622,3489,31233,2839,28919,2609,2314,715,194389,4351,0400000US12,2645573,15651,1251430,10900,1085210,10452,756703,10454,4914,1198,751789,10301,685166,11486,66623,6120,328507,10017,166220,3159,35923,3697,33780,3505,2143,838,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
15323,1297,215554,4352,184891,4023,142956,4614,89,130,142867,4613,133733,4750,9134,1975,41935,3835,30663,1481,6032,973,5520,968,512,367,24631,1732,0400000US25,419040,6855,203486,4647,182105,4441,137755,4532,241,249,137514,4521,125196,4444,12318,2101,44350,3672,21381,824,6058,1155,5442,1136,616,574,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
14932,887,143148,1838,112696,1743,81016,2938,164,132,80852,2945,69174,3544,11678,1873,31680,2857,30452,476,4824,1043,4573,994,251,207,25628,1075,0400000US11,256890,2754,113742,1823,95311,1726,65505,2528,570,332,64935,2629,55046,2609,9889,1717,29806,2515,18431,445,3499,783,3231,703,268,282,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
588,384,10851,1190,9936,1204,7098,1077,0,193,7098,1077,6711,1210,387,411,2838,1022,915,408,423,339,423,339,0,193,492,283,0400000US49,27035,1936,16184,1428,15293,1490,11886,1275,138,150,11748,1291,10833,1367,915,484,3407,908,891,421,303,243,303,243,0,193,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
123721,3323,1340000,8524,1084809,7418,768998,8762,692,486,768306,8803,710154,9590,58152,4756,315811,8289,255191,2662,32148,2822,31361,2838,787,353,223043,3534,0400000US36,2472737,13357,1132737,8128,978467,7474,666460,9461,1569,454,664891,9409,602077,9079,62814,4050,312007,7888,154270,2166,30549,2537,29147,2572,1402,583,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
44074,2030,516958,5261,425103,4982,319784,6495,708,504,319076,6569,294453,6796,24623,3549,105319,5324,91855,1387,16043,1980,15508,2029,535,376,75812,2140,0400000US34,963016,8856,446058,4689,388978,4473,282189,6819,356,258,281833,6836,251266,6943,30567,3794,106789,5786,57080,1032,13006,1715,12044,1661,962,537,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
59304,2151,594665,4811,486452,4621,354638,7577,461,448,354177,7545,326593,7889,27584,3151,131814,6834,108213,1755,18163,1784,17218,1852,945,353,90050,2505,0400000US39,1117259,8225,522594,5413,450556,5701,309500,7033,354,237,309146,7015,272276,6833,36870,4184,141056,5540,72038,1441,12734,1535,12096,1472,638,344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
26372,1248,291001,3126,242222,3072,178072,4288,707,542,177365,4251,164734,4375,12631,2698,64150,3998,48779,1357,7931,1206,6996,1206,935,519,40848,1754,0400000US29,546160,4444,255159,3547,222879,3457,150783,3804,1542,909,149241,3726,134381,3825,14860,2133,72096,4047,32280,915,5908,1134,5534,1108,374,302,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
53191,1569,581137,5525,477603,5527,341360,7184,178,222,341182,7176,307174,6775,34008,3653,136243,6836,103534,1630,14881,2018,13498,1725,1383,719,88653,2434,0400000US42,1108786,8564,527649,5369,462597,5108,300635,7305,383,343,300252,7320,260901,6613,39351,4148,161962,5954,65052,1178,11861,1355,10841,1396,1020,444,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
61523,1612,573552,4117,466984,3917,326652,5680,151,173,326501,5681,295038,5532,31463,3404,140332,5481,106568,1134,13587,1612,12663,1572,924,400,92981,1798,0400000US26,1069352,5724,495800,4172,424712,4173,276923,5815,177,211,276746,5809,240497,6296,36249,3869,147789,4966,71088,818,9565,1438,8812,1384,753,386,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
2865,329,32557,1147,28694,1136,22937,1388,46,59,22891,1387,21142,1548,1749,769,5757,1156,3863,326,648,340,552,327,96,115,3215,406,0400000US31,67789,2277,35232,2037,31897,1984,24665,2072,156,156,24509,2071,22006,1951,2503,1102,7232,1079,3335,351,470,238,470,238,0,161,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
3783,1258,15977,1641,12719,1649,9318,1553,121,176,9197,1537,8793,1551,404,332,3401,1040,3258,854,185,173,185,173,0,201,3073,822,0400000US35,38398,2537,22421,2267,18454,1844,12633,1654,897,470,11736,1774,10679,1752,1057,559,5821,1327,3967,1244,184,175,184,175,0,201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
