GEO_ID,C17010B_001E,C17010B_001M,C17010B_002E,C17010B_002M,C17010B_003E,C17010B_003M,C17010B_004E,C17010B_004M,C17010B_005E,C17010B_005M,C17010B_006E,C17010B_006M,C17010B_007E,C17010B_007M,C17010B_008E,C17010B_008M,C17010B_009E,C17010B_009M,C17010B_010E,C17010B_010M,C17010B_011E,C17010B_011M,C17010B_012E,C17010B_012M,C17010B_013E,C17010B_013M,C17010B_014E,C17010B_014M,C17010B_015E,C17010B_015M,C17010B_016E,C17010B_016M,C17010B_017E,C17010B_017M,NAME,C17010B_001EA,C17010B_001MA,C17010B_002MA,C17010B_002EA,C17010B_003EA,C17010B_003MA,C17010B_004EA,C17010B_004MA,C17010B_005EA,C17010B_005MA,C17010B_006EA,C17010B_006MA,C17010B_007EA,C17010B_007MA,C17010B_008EA,C17010B_008MA,C17010B_009EA,C17010B_009MA,C17010B_010EA,C17010B_010MA,C17010B_011EA,C17010B_011MA,C17010B_012MA,C17010B_012EA,C17010B_013MA,C17010B_013EA,C17010B_014EA,C17010B_014MA,C17010B_015EA,C17010B_015MA,C17010B_016EA,C17010B_016MA,C17010B_017EA,C17010B_017MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,3641,694,698,361,338,302,249,271,360,233,97,114,0,170,263,185,199,188,2943,719,1636,643,845,604,1307,721,649,379,135,163,658,624,512,600,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,507431,9853,88267,5243,12693,2080,5839,1221,75574,5323,9673,1860,6957,1645,65901,5034,56505,4586,419164,9896,229619,7571,91141,5768,189545,8079,34880,3359,15479,2366,154665,7407,87819,6079,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,732677,11048,123054,5994,21071,2679,12110,2239,101983,5659,13809,2713,10108,2353,88174,5091,74744,4947,609623,9605,323401,8586,143071,6993,286222,7888,55643,4702,26903,3728,230579,7725,139499,7829,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,288707,6562,67515,4171,10091,1735,5237,1358,57424,4444,5313,1253,3763,1101,52111,4262,45075,4020,221192,6300,119843,5640,45757,3645,101349,4794,21319,2859,11307,2300,80030,4131,41683,3312,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,56639,2792,10087,1795,2102,904,995,512,7985,1395,1349,555,1045,523,6636,1334,6042,1354,46552,2632,24482,2162,9135,1714,22070,2267,8152,1810,4683,1361,13918,1853,8675,1591,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,12542,1647,3062,954,389,232,100,165,2673,935,127,197,108,196,2546,940,1817,815,9480,1388,5872,1098,2278,835,3608,1004,1128,572,335,313,2480,819,1517,765,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,61945,2716,14811,1937,2691,807,1453,591,12120,1655,1964,717,1536,658,10156,1552,9201,1510,47134,2433,27650,1772,13079,1452,19484,2082,4691,1276,3095,944,14793,1604,8608,1254,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,78166,3664,22156,2439,2371,851,1544,709,19785,2490,3326,997,2733,1002,16459,2391,15305,2297,56010,3109,21040,2170,10188,1838,34970,2835,9277,1836,5116,1479,25693,2405,17573,2327,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,101361,4863,40819,2868,15646,1690,6360,1248,25173,2426,4842,1032,2810,892,20331,2113,12436,1667,60542,3624,37748,2977,9563,1876,22794,2357,5891,1205,2435,909,16903,2048,6038,1224,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,363923,7830,47710,4119,8609,1999,5411,1576,39101,3322,3297,1093,2646,991,35804,3063,30908,2909,316213,7288,183111,5913,76518,4120,133102,6193,32179,3564,15335,2655,100923,4388,55608,4266,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,308969,6766,65374,4023,11319,1943,5754,1434,54055,3664,7218,1727,4901,1475,46837,3452,40079,3376,243595,6764,123112,5149,43658,3823,120483,5447,20396,2401,9887,2178,100087,5137,53011,4243,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,13719,1736,2307,997,661,517,661,517,1646,811,620,549,358,485,1026,635,858,617,11412,1419,7055,1298,3490,1076,4357,1125,1482,757,895,556,2875,881,1979,733,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,471644,8725,68595,4633,10576,1730,6055,1324,58019,4293,8820,1588,6409,1248,49199,3793,41194,3688,403049,7389,211645,5948,89606,5405,191404,7029,48456,4218,24457,3016,142948,5928,74794,4611,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,255040,6086,66428,4757,10587,2099,5604,1562,55841,4318,4559,1189,3434,1055,51282,4256,41663,3631,188612,5470,100715,5353,41580,3955,87897,4686,17557,2680,8035,1621,70340,3819,39245,3036,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,86814,2926,11983,2401,2216,762,1369,595,9767,2305,795,471,546,435,8972,2190,6864,1786,74831,2888,36804,2643,19338,2423,38027,2828,6352,1400,3583,1059,31675,2574,18665,2367,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,773622,13173,127453,7048,24560,3206,12492,2412,102893,5966,11582,2200,8012,1683,91311,5324,77730,5170,646169,13037,349756,9924,167972,7973,296413,10306,66541,5698,35667,4915,229872,9260,143008,7778,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,408114,6782,40511,3657,7511,1472,4327,1165,33000,3245,4169,1174,3256,1063,28831,3064,23006,2702,367603,7229,210656,5604,95260,4882,156947,6327,30374,3094,14098,2463,126573,5866,72053,4608,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,698529,11725,119155,6168,23573,2683,14430,1991,95582,6105,13229,2113,10426,1986,82353,5528,68142,5214,579374,10871,313277,9216,131600,7450,266097,8527,58401,5091,26695,3522,207696,7439,121339,6128,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,111826,4629,16183,2147,3115,965,2044,843,13068,1905,1222,842,685,426,11846,1836,10357,1697,95643,4329,47404,3109,26286,2403,48239,3903,10105,1592,4808,1141,38134,3690,22732,2894,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,55825,2865,11098,1683,1011,416,297,288,10087,1653,1157,613,915,570,8930,1615,6871,1451,44727,2749,17308,1848,5369,1217,27419,2617,5435,1186,2189,912,21984,2291,11771,1814,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,6008,1083,1085,754,505,453,391,394,580,566,39,65,39,65,541,558,494,554,4923,936,3108,905,1937,817,1815,729,619,404,258,262,1196,648,628,480,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,675055,9627,116051,6640,20850,3106,11444,2109,95201,5529,13154,2409,7793,1795,82047,5082,63338,4674,559004,8925,267301,7121,124406,4998,291703,8427,58079,4707,25352,3289,233624,7311,120315,5877,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,272063,6873,35013,3056,6304,1363,3346,1014,28709,2632,3081,1013,2073,883,25628,2468,20107,2183,237050,6712,126430,6361,61684,4616,110620,5577,24414,2936,11358,2347,86206,4473,46853,3782,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,318068,7166,76091,4958,8925,1681,5648,1486,67166,4588,7124,1502,6052,1413,60042,4504,55478,4198,241977,6895,109490,4589,45765,3765,132487,6143,29111,3569,15786,2956,103376,5586,62260,4635,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,158099,4204,32195,3354,4399,1414,3494,1354,27796,3089,3771,1220,2947,1070,24025,2718,21473,2510,125904,4969,57866,3795,20689,2908,68038,5205,13962,2353,7718,1766,54076,4266,30295,3274,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,290005,7126,62223,4600,9207,1931,4563,1261,53016,4175,7818,1794,6483,1778,45198,3681,38995,3208,227782,6863,99673,5211,44432,3592,128109,5569,25484,2861,13838,2363,102625,4935,61684,4488,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,299670,5418,67088,3838,8417,1548,4289,1043,58671,3490,8643,1578,7047,1547,50028,3341,41719,3131,232582,5550,101171,3685,39356,3114,131411,5005,27705,2531,12913,2149,103706,4488,59239,3798,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,19348,1563,3938,1017,711,358,562,307,3227,982,643,580,643,580,2584,840,2548,837,15410,1481,8337,1474,4481,1001,7073,1331,1413,564,799,471,5660,1169,3963,1093,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,8894,1162,2347,1056,1166,811,151,178,1181,619,192,228,69,131,989,569,400,407,6547,1067,4402,972,1905,670,2145,786,856,601,37,60,1289,524,721,427,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,60351,3669,9324,2051,3009,1187,2293,1040,6315,1776,742,552,255,275,5573,1704,4998,1637,51027,3572,32651,2894,15599,2067,18376,2680,7370,1628,4350,1266,11006,2011,6617,1735,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,14578,1083,2623,1010,365,363,159,254,2258,899,33,62,0,220,2225,896,1703,697,11955,1300,6516,1046,3298,962,5439,1073,1037,496,418,298,4402,1016,2840,884,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,68948,3614,10988,1851,4076,1155,2793,1005,6912,1490,980,534,259,303,5932,1432,5537,1398,57960,3624,31726,2660,14794,2103,26234,2414,8300,1666,5111,1314,17934,2001,11888,1755,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,257851,6108,57845,5235,9018,1676,5232,1489,48827,4885,5616,1498,3711,1168,43211,4314,38375,4203,200006,5666,102242,5352,41874,3501,97764,4658,21616,2662,9355,1723,76148,3951,45081,3561,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,35329,2404,7055,1567,1495,631,1394,609,5560,1283,631,460,631,460,4929,1260,3767,1020,28274,2023,17185,1801,6675,1257,11089,1583,2623,898,1339,590,8466,1294,5849,1114,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
