GEO_ID,B17020B_001E,B17020B_001M,B17020B_002E,B17020B_002M,B17020B_003E,B17020B_003M,B17020B_004E,B17020B_004M,B17020B_005E,B17020B_005M,B17020B_006E,B17020B_006M,B17020B_007E,B17020B_007M,B17020B_008E,B17020B_008M,B17020B_009E,B17020B_009M,B17020B_010E,B17020B_010M,B17020B_011E,B17020B_011M,B17020B_012E,B17020B_012M,B17020B_013E,B17020B_013M,B17020B_014E,B17020B_014M,B17020B_015E,B17020B_015M,B17020B_016E,B17020B_016M,B17020B_017E,B17020B_017M,NAME,B17020B_001EA,B17020B_001MA,B17020B_002MA,B17020B_002EA,B17020B_003EA,B17020B_003MA,B17020B_004EA,B17020B_004MA,B17020B_005EA,B17020B_005MA,B17020B_006EA,B17020B_006MA,B17020B_007EA,B17020B_007MA,B17020B_008EA,B17020B_008MA,B17020B_009MA,B17020B_009EA,B17020B_010MA,B17020B_010EA,B17020B_011MA,B17020B_011EA,B17020B_012EA,B17020B_012MA,B17020B_013EA,B17020B_013MA,B17020B_014EA,B17020B_014MA,B17020B_015MA,B17020B_015EA,B17020B_016MA,B17020B_016EA,B17020B_017EA,B17020B_017MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,17514,1816,3531,1365,265,221,455,373,315,243,2201,992,295,281,0,170,0,170,13983,2169,951,711,2339,996,1548,1017,8104,1470,789,447,252,198,0,170,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2135818,14461,450218,20012,51941,5485,57608,5388,48196,5259,224353,11514,49635,3855,13785,1950,4700,1196,1685600,22177,96792,5787,122190,6765,129071,6030,995282,12625,264761,6877,59962,3384,17542,2126,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3196234,15893,640712,22697,77970,5801,89761,6786,73742,6689,313596,11854,64852,5023,16344,2502,4447,1105,2555522,21826,174151,7250,194465,8201,211274,10135,1544807,14434,343884,7070,64894,3763,22047,2469,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,23967,1852,2719,1743,499,650,205,319,331,431,1564,866,120,122,0,157,0,157,21248,2479,1332,787,1904,829,2066,829,12354,1523,2882,823,317,272,393,300,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1261791,8060,349597,14518,42865,3733,46920,5350,40199,3713,170795,8658,37858,3153,7679,1421,3281,805,912194,15484,56372,4821,63925,4668,65793,4813,538848,9855,143047,4553,32531,2417,11678,1679,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,272539,7178,58573,7148,8840,2039,6871,1618,4719,1419,30207,3843,5665,1229,2065,943,206,228,213966,8159,15729,2408,16416,2502,16534,2760,128700,4787,27490,2004,7233,1052,1864,722,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,60718,2743,17378,3047,2220,1198,398,259,2234,867,9030,2001,2674,845,693,541,129,186,43340,2961,2191,825,2121,776,3256,898,24329,2472,8636,1448,1949,839,858,481,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,271075,5801,74777,6614,10923,1758,12409,2078,7883,1736,34377,3950,7607,1230,1179,482,399,236,196298,7777,12231,2014,13897,1892,16625,2093,116441,5600,28383,1745,6036,872,2685,654,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,349711,6165,111254,7720,18877,2558,15757,2538,11770,2191,54636,3828,8787,1327,1128,447,299,254,238457,8854,17484,2928,21285,2968,24186,2642,138454,4527,29198,1692,5804,898,2046,676,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,397448,17171,177787,10099,10302,1988,13621,2212,13972,2470,97411,6515,29064,3473,10647,1838,2770,882,219661,12945,4987,1324,9288,1992,13157,2107,130839,8742,41311,3488,14960,1806,5119,1660,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1558310,13804,271557,15804,33827,4604,31761,3833,31292,4158,129379,7963,31725,3121,9881,1787,3692,1059,1286753,17794,73675,5113,92420,5734,94439,5026,772392,9359,191331,5848,45926,2655,16570,2024,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,25088,1936,6305,2487,1632,345,703,651,522,460,3300,1456,11,23,137,229,0,161,18783,2769,1310,666,1452,748,1483,1020,13977,1786,407,387,154,176,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1305150,9688,331947,14915,42531,4296,43467,4402,38894,4113,153593,8159,40534,3987,9526,1778,3402,1004,973203,14214,56243,4188,68324,5897,72720,5432,567721,9361,160285,4118,37809,2625,10101,1643,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,78424,3940,15758,4795,812,678,2308,1817,2343,1431,8460,2198,1439,678,396,362,0,207,62666,4738,4288,1340,5323,1623,5634,1385,38022,2495,7518,1143,1524,510,357,309,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,2183798,15233,424631,18251,47180,5080,46759,4865,41554,4736,218357,10319,54601,3529,11542,1819,4638,1237,1759167,18997,103346,5785,114780,6062,123992,6059,1064791,12710,253248,5229,73241,2866,25769,2529,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1089708,6781,334553,13772,38555,3463,47128,4531,41385,4359,161613,8731,34258,3268,9138,1586,2476,697,755155,14373,45589,3510,60179,4628,61589,4530,443168,8988,115887,3977,22524,1952,6219,1337,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,374605,6938,69733,7371,7332,1604,8512,1849,7371,1779,35405,4098,8284,1732,2505,783,324,269,304872,8646,18244,2014,23321,2768,28449,2300,185879,5629,36346,2834,9710,1243,2923,990,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3379971,22568,662608,24039,83952,8679,85831,7542,75645,7021,329797,11382,67604,5207,15021,1967,4758,1116,2717363,29095,204515,10881,219273,8360,228394,9556,1652057,16285,325116,6762,66368,3375,21640,2613,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1754415,9833,232083,14718,25455,3531,25606,3691,25845,3315,116491,8314,28623,2905,7774,1762,2289,790,1522332,17509,103000,4868,109675,5696,113888,5371,904330,10096,222318,5439,52426,3153,16695,2145,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3291774,20611,698541,25680,95090,7481,92731,8064,79179,7009,330326,12416,75714,5443,18615,2665,6886,1649,2593233,29418,176221,9579,192253,10015,213622,9520,1546177,16610,350153,8143,87293,3956,27514,2982,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,515926,8559,92336,7753,10718,2547,10257,2045,8294,2007,49841,4354,7928,1595,4000,1190,1298,606,423590,11007,30272,3085,33846,2908,37324,3680,256150,7287,52710,3114,9885,1079,3403,1008,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,307995,4638,77830,8384,9385,3010,9148,2189,6151,1824,36387,3647,11316,1788,3771,953,1672,700,230165,9035,15316,2844,14178,3077,14966,2006,135506,4681,34939,2340,10296,1575,4964,1006,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,38396,2675,8006,3505,985,887,1747,1563,615,759,3499,1173,977,587,129,209,54,97,30390,3383,3626,1072,3623,1483,2640,871,18014,1687,2249,634,173,197,65,83,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2956137,17275,592130,21833,57813,4929,61195,5522,57766,5696,314593,12847,70776,4740,23529,3148,6458,1343,2364007,22899,156336,5895,156295,6740,171861,6982,1404823,14480,345246,6659,95345,4542,34101,3041,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1162730,12643,188638,11257,21338,3220,21632,3276,20427,2898,93444,5514,22594,2527,6611,1230,2592,898,974092,15577,63970,4314,73507,4802,72768,3916,585144,9999,130628,3722,37672,2298,10403,1622,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1384012,12780,397619,19061,57002,5081,51107,4419,45027,5398,192560,9651,42222,3362,7725,1377,1976,588,986393,19258,58471,4481,71771,5291,78203,4912,571581,11128,149538,4624,41272,2723,15557,1912,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,672581,6689,173133,11600,24348,3644,23182,3439,21124,3457,82878,6607,15580,1939,3453,814,2568,953,499448,11941,33579,3523,37333,3523,36175,3987,295177,6755,73770,3119,16473,1871,6941,1305,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,1344715,12698,350658,20207,38917,4411,44339,5118,38953,4242,178320,11542,38268,3506,7710,1444,4151,1070,994057,18855,68867,4873,74248,5105,83564,5634,580412,12712,135435,4639,39094,2478,12437,1927,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1327896,8849,363270,13838,48261,4451,43121,4383,38409,3284,182871,8432,40474,2904,8062,1213,2072,682,964626,14691,64712,5259,70989,4220,74095,3910,550361,10403,150941,3773,38792,2218,14736,1669,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,87192,3832,20624,3663,2968,1157,2996,1146,1686,690,10746,2001,1985,643,195,157,48,84,66568,5146,4828,1363,7259,2034,5722,1153,41244,2641,5012,775,1709,491,794,391,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,43424,3047,11596,2855,337,400,592,473,766,689,7799,2368,1426,895,406,563,270,392,31828,3064,1289,870,2560,1093,2410,923,18421,2021,4831,1130,1631,545,686,327,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,26330,1712,1449,711,90,156,77,123,0,189,1172,594,110,107,0,189,0,189,24881,1750,1720,480,1593,487,1169,464,18641,1292,1560,392,198,178,0,189,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,282661,8457,56543,8170,8286,2258,7162,2880,3688,1762,32737,4187,3511,948,945,661,214,234,226118,10610,16633,2939,16924,2738,19547,2792,141650,5647,25261,1945,4007,896,2096,952,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,66887,4069,11962,2983,1396,787,1567,949,1002,821,6980,1980,884,530,133,169,0,220,54925,4627,4819,1428,4773,964,4851,1113,32403,2898,6451,869,1468,410,160,175,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,320565,7797,62453,7536,8988,1975,7615,2048,6310,2021,31702,3750,5927,1488,1405,694,506,500,258112,10311,18239,2511,22613,3086,22899,3145,154977,6089,31539,1788,6075,1065,1770,604,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1099464,10770,290776,17550,45106,4361,41367,5196,28930,3697,142242,8891,25743,3412,5363,1107,2025,697,808688,19357,46486,5150,55719,5339,67902,4917,485442,10180,118722,4156,26493,2177,7924,1350,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,160357,6140,40545,5631,7078,1493,4810,1615,2336,1026,22149,3196,3710,1042,318,269,144,150,119812,5960,7935,1579,9353,1339,12389,1936,68554,3472,15175,1557,4205,817,2201,918,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
