GEO_ID,B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,NAME,B19001B_001EA,B19001B_001MA,B19001B_002EA,B19001B_002MA,B19001B_003EA,B19001B_003MA,B19001B_004EA,B19001B_004MA,B19001B_005EA,B19001B_005MA,B19001B_006EA,B19001B_006MA,B19001B_007EA,B19001B_007MA,B19001B_008EA,B19001B_008MA,B19001B_009EA,B19001B_009MA,B19001B_010MA,B19001B_010EA,B19001B_011EA,B19001B_011MA,B19001B_012EA,B19001B_012MA,B19001B_013EA,B19001B_013MA,B19001B_014EA,B19001B_014MA,B19001B_015EA,B19001B_015MA,B19001B_016EA,B19001B_016MA,B19001B_017EA,B19001B_017MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,852982,9371,96369,6056,63794,4509,55243,4232,60635,4758,55629,4198,56641,4617,51264,4381,49600,4158,39358,3678,69011,5233,76097,5473,76442,4724,41926,3620,25216,3105,21106,2253,14651,1904,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1179551,12906,124696,6372,67714,4728,68726,4554,75344,5823,65809,5229,69109,4939,52805,4244,64345,6249,50578,4244,92216,6575,121029,7150,123230,5833,88173,6773,44947,4359,43176,4141,27654,2986,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,8478,1065,220,178,343,362,6,11,60,65,1229,856,221,264,335,299,494,375,424,369,516,532,1707,692,803,448,440,395,202,186,625,446,853,665,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,493021,8071,78469,4542,44067,3801,41705,4436,36903,3876,25643,2615,26462,2852,28155,3078,23963,2820,18741,2297,38359,3448,38077,3004,44257,3548,22901,2883,10836,1844,9181,1769,5302,1212,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,104371,3565,14246,1947,8046,1896,5805,1210,6388,1486,4141,1069,7906,1554,4737,1192,7191,1572,3851,1101,8033,1394,9335,1871,10067,1954,6721,1363,3342,1009,2672,917,1890,773,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,26856,2264,4134,1111,2475,1000,2610,954,2895,1002,910,491,2236,937,2249,853,1097,699,447,290,1218,621,2309,856,1300,563,1201,577,631,426,537,434,607,532,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,107725,3407,15847,1791,8631,1270,7346,1385,7845,1478,5905,1079,6996,1492,5773,1049,6540,1099,5456,1101,7329,1431,9304,1387,9603,1360,5265,1040,2875,810,1538,626,1472,427,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,135758,4063,19995,2270,14158,2101,9257,1819,12216,1881,10579,2095,8289,1504,7753,1552,6498,1463,6293,1662,9396,1791,11872,2151,8827,1721,5641,1303,2132,675,1558,579,1294,535,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,150486,5810,42878,3487,18279,2178,15523,1899,13714,1970,10032,1425,8554,1533,8806,1694,6085,1324,4933,999,5985,1064,7330,1273,4853,1303,2487,777,476,377,162,145,389,257,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,597962,8491,50730,3976,35992,2996,31486,3163,30089,3047,31258,3236,31631,3519,28015,3374,28841,2920,30582,3512,45538,4253,61214,4386,64053,4385,46851,3441,27494,3001,28196,2819,25992,2779,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,9134,1196,1239,771,175,305,0,161,841,551,360,304,756,655,412,294,363,455,1313,955,1624,821,1046,633,537,377,385,366,0,161,0,161,83,145,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,496173,7275,67942,5069,39212,3782,37632,3478,38903,3519,32792,3488,33906,3606,27270,3160,23069,3028,24032,2493,39308,3866,44624,3669,44188,4249,19944,2219,9101,1777,8323,1598,5927,1529,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,27381,1781,3102,1065,758,471,2154,1081,1221,704,1677,905,1377,693,1392,839,1732,987,1306,622,2030,894,2970,925,3155,896,1297,651,1006,601,853,496,1351,532,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,814526,9600,77896,5087,65632,3697,38204,3558,42260,4095,33884,3694,35696,3763,28996,2834,32086,3386,27185,2712,57631,4506,78891,5000,94608,5270,66924,4638,41168,2680,45685,3386,47780,3426,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,406504,6039,67181,4137,38132,3391,35268,3019,30199,3030,28636,3170,25152,2782,23387,2943,19217,3209,16430,2153,25512,2663,30946,3126,36402,3306,14003,2122,6230,1435,6972,1783,2837,896,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,136688,3693,13914,2014,10998,2213,6456,1557,5572,1236,7021,1488,5782,1252,5435,1278,8073,1584,4964,1101,10862,1926,12076,2066,16670,1805,9271,1633,7076,1409,7919,1355,4599,1271,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1269557,14183,135893,7290,77907,5944,68088,5004,75329,6338,65464,4781,78731,6566,65999,5839,60189,5029,56513,4293,103534,6788,121861,6838,136004,6926,92495,6250,51981,4009,44868,4626,34701,3683,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,649208,8193,47733,3405,26043,3305,25200,3031,22161,2780,19150,2273,25376,3082,25415,3207,29127,3018,22929,2994,51837,3724,60855,4107,84202,4710,69164,4732,44915,3105,50095,3778,45006,3097,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,1090941,14166,111075,6467,71376,5179,73957,5845,71704,4546,66121,4696,63171,4925,65764,5733,63392,4641,52702,4566,93650,5355,107040,7533,108992,6010,62830,5066,29490,2957,28493,3565,21184,2918,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,177589,5325,15441,2495,12223,2398,10031,2129,8816,2057,6402,1670,8323,1717,7323,1638,8346,1691,6008,1339,11477,1634,18220,2685,20891,2377,15779,2158,8502,1436,10686,1918,9121,1939,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,124979,2771,19046,2072,10364,1647,5225,1191,5049,1293,5914,1159,6114,1534,5226,1298,5389,1608,4034,1208,7518,1274,11436,1979,13863,1993,8095,1393,5962,1226,6596,1190,5148,1280,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,10328,1539,1326,790,451,304,165,127,389,314,773,621,346,261,1320,708,453,413,874,397,789,652,293,216,1247,650,605,430,561,432,302,285,434,459,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1104145,11118,135146,6580,78432,5821,58895,4405,54954,4385,48048,3849,54528,4632,45192,3993,46498,4199,40743,3501,76052,4435,95340,5083,119617,5512,77261,4678,55477,3799,63172,3674,54790,4311,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,435136,7316,41116,3493,24453,2889,21508,2488,21457,2618,18291,2353,20177,3257,16783,2264,19234,2515,15438,2194,33627,3371,40778,3778,53923,4016,36887,3398,26112,3024,24605,2727,20747,2513,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,598666,7091,98699,5297,50110,4126,43452,4078,40206,3294,37315,3236,40506,3177,34171,3648,33723,3463,23353,2615,42717,3338,49755,4266,47684,3650,27005,3579,12632,1995,11332,1783,6006,1119,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,281929,4491,38010,2950,22106,2769,22285,2627,21284,2911,17292,2406,16750,2415,14879,2148,14375,2050,13440,2227,23190,3062,21432,2916,25877,2992,13232,2085,8612,1347,4553,1181,4612,1116,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,518485,8276,79192,5119,35966,3540,37906,3338,32122,3000,30306,3080,30663,2966,25323,2997,22255,2740,21191,2965,40016,3663,50244,3898,48821,4012,28829,2902,15038,2372,9882,1519,10731,2179,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,537672,6768,89409,4744,41015,3982,32754,2754,33434,3474,35744,3261,39373,3027,28928,2740,26658,2640,25109,2487,39162,3520,44087,3123,43211,3224,26223,2496,12773,1896,13663,2042,6129,1117,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,34360,1877,3958,1075,2859,900,2012,879,1892,763,2526,783,2520,1008,1873,786,1283,606,2304,774,2704,792,4078,1058,2774,774,1901,646,760,365,695,372,221,243,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,18901,2063,3269,1355,1487,785,1732,936,2185,1322,827,414,1239,623,578,419,1023,646,1117,667,1119,515,1596,651,1139,580,532,313,286,262,304,184,468,349,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,10329,1428,273,280,189,304,249,325,335,306,155,191,669,524,1599,1004,194,231,138,156,735,480,1749,890,1397,476,1050,467,397,310,841,284,359,230,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,103926,4003,9292,1767,5101,1874,5233,1531,5139,1597,4452,1331,3657,1130,4845,1233,5726,1449,4925,1515,5777,1528,11774,2430,13259,2185,9198,1550,4499,1150,5571,1202,5478,1593,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,21315,1597,2917,1045,1409,628,1609,839,1279,705,498,471,1112,555,372,356,847,386,875,396,1490,568,1891,746,3132,993,1978,748,711,424,630,432,565,374,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,113312,3788,9966,1849,6340,1714,5553,1378,6995,1780,4565,1125,6801,1516,6403,1539,5300,1357,4631,1429,10379,2106,10855,2020,14278,2255,7802,1667,5430,1179,4567,1089,3447,1035,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,429625,6203,54446,4525,33513,3430,32601,3280,28261,3423,26868,3544,29961,3326,23438,3575,21555,2812,17671,2150,33636,3685,38661,3622,39685,3249,21554,2412,9074,1660,11792,1956,6909,1452,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,62880,2655,9228,1591,4766,1092,4475,1143,4592,1058,4330,1314,3838,1014,2518,740,3787,1227,2517,834,4109,979,4797,1272,5520,1160,4002,904,1144,692,2187,741,1070,483,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
