GEO_ID,B14007D_001E,B14007D_001M,B14007D_002E,B14007D_002M,B14007D_003E,B14007D_003M,B14007D_004E,B14007D_004M,B14007D_005E,B14007D_005M,B14007D_006E,B14007D_006M,B14007D_007E,B14007D_007M,B14007D_008E,B14007D_008M,B14007D_009E,B14007D_009M,B14007D_010E,B14007D_010M,B14007D_011E,B14007D_011M,B14007D_012E,B14007D_012M,B14007D_013E,B14007D_013M,B14007D_014E,B14007D_014M,B14007D_015E,B14007D_015M,B14007D_016E,B14007D_016M,B14007D_017E,B14007D_017M,B14007D_018E,B14007D_018M,B14007D_019E,B14007D_019M,NAME,B14007D_001EA,B14007D_001MA,B14007D_002EA,B14007D_002MA,B14007D_003EA,B14007D_003MA,B14007D_004EA,B14007D_004MA,B14007D_005EA,B14007D_005MA,B14007D_006EA,B14007D_006MA,B14007D_007EA,B14007D_007MA,B14007D_008EA,B14007D_008MA,B14007D_009EA,B14007D_009MA,B14007D_010EA,B14007D_010MA,B14007D_011EA,B14007D_011MA,B14007D_012EA,B14007D_012MA,B14007D_013EA,B14007D_013MA,B14007D_014EA,B14007D_014MA,B14007D_015EA,B14007D_015MA,B14007D_016EA,B14007D_016MA,B14007D_017MA,B14007D_017EA,B14007D_018EA,B14007D_018MA,B14007D_019EA,B14007D_019MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,294951,4785,85431,4014,4289,1008,4609,1089,4032,969,3497,898,3236,714,2949,790,5274,1492,3845,835,4327,1119,2915,880,3486,758,4905,1151,3601,1034,5076,1105,17190,1856,12200,2025,209520,4285,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,422309,5722,125210,4410,7012,1294,4785,1169,5561,1302,5978,1368,4355,1229,5121,1160,6184,1337,4992,1386,7516,1489,4730,1113,5839,1190,5430,1155,6454,1281,6050,1334,32159,3254,13044,2216,297099,5522,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,45297,2599,11822,1895,381,297,583,358,404,254,501,386,572,358,595,517,315,227,579,357,812,557,504,306,830,457,474,290,722,299,637,393,3544,954,369,384,33475,1969,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,63157,3338,19790,2111,945,668,577,412,860,453,467,399,247,230,1190,625,470,326,1151,676,1170,595,1380,877,738,451,776,520,491,327,1107,557,4328,1085,3893,1207,43367,3036,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,245357,5467,51409,3731,1401,636,2129,789,1273,648,2388,868,1316,504,1877,752,2588,915,2078,677,3163,923,3571,955,1907,546,2413,745,2320,695,2849,731,16504,1975,3632,952,193948,3831,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,81755,2748,26990,2453,1004,375,880,418,966,538,1081,466,578,409,1495,468,671,270,1319,565,867,394,1267,547,1007,440,1131,462,1133,604,1176,496,7225,1383,5190,1517,54765,2315,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,158730,3830,55525,3511,2071,528,2904,800,2419,622,2656,723,2781,997,2442,710,2279,652,2651,711,2313,728,2271,762,2213,584,2394,888,2652,812,2675,823,15672,2260,5132,1123,103205,3265,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,540161,8205,153403,5494,7822,1436,6653,1224,7591,1141,6342,1380,7092,1342,5262,1101,7172,1324,5833,1004,7116,1404,7043,1222,5863,1190,7202,1198,5788,1108,8294,1415,41682,3340,16648,2021,386758,7092,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,78567,3531,25183,2926,690,460,730,490,791,425,733,388,772,477,1086,451,893,557,939,584,1535,779,1264,584,761,569,751,478,1997,898,774,447,7927,1581,3540,1066,53384,2333,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,186344,5186,55182,3540,1997,636,1545,497,2096,621,1915,695,2689,780,1887,824,2329,675,2315,776,1680,825,1942,784,2318,745,2210,677,2140,892,2682,901,19891,2793,5546,1249,131162,3558,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,5664949,21196,1427625,15309,79209,4538,62848,4321,54314,3865,49902,3144,56020,3589,52241,3048,54611,3226,59556,4011,59982,3780,59667,3959,61680,3510,59113,3229,59775,3219,66607,4090,447642,8809,144458,6619,4237324,14145,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,25322,2132,8490,1345,396,265,552,340,248,273,316,253,268,269,129,117,63,102,517,271,23,38,310,255,175,143,520,336,322,264,214,246,2920,834,1517,605,16832,1803,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,160291,2481,45489,2898,1807,614,1506,471,2142,646,1344,529,2571,725,2123,667,3017,776,1614,559,1955,613,1719,609,1683,586,1757,556,2266,656,2814,875,10652,1610,6519,1366,114802,2403,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1380838,9663,415184,9337,22336,2559,21661,3481,20023,2440,15575,2544,20137,2806,15937,2405,18636,2051,15452,1914,16938,2792,18997,3586,16490,1823,16631,2044,19400,2325,19938,2588,101808,5841,55225,5370,965654,9441,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,368558,5763,100037,3728,5547,1400,4479,948,4575,1013,3588,745,3942,929,5525,1181,3996,1020,4832,950,3077,778,5117,1133,5155,1008,4750,852,4326,804,4069,936,24893,2080,12166,1914,268521,4984,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,579761,8031,158236,6847,5501,1370,6032,1275,4014,1138,5981,1424,5480,1473,6785,1196,6443,1454,7724,1922,4418,1008,7560,1620,7365,1408,7740,1447,5942,1110,10014,2057,46241,4141,20996,2425,421525,7148,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,458458,6120,148532,6298,9862,1702,5269,1128,6071,1312,4862,1117,4542,1016,4733,1092,3701,924,5218,1264,3565,860,5625,1192,4531,1014,4802,1000,5496,1075,7257,1301,48219,3935,24779,3166,309926,4875,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,73995,3032,23752,2325,721,410,542,338,344,316,570,368,715,396,1282,450,925,523,386,325,642,347,876,412,629,307,413,324,884,513,1944,627,8457,1465,4422,1507,50243,2447,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1617486,11639,408844,7077,23556,2351,17073,2006,13542,1356,14111,1478,18044,2028,16567,1840,17435,1781,18440,2097,17757,1918,17720,1932,19285,2058,15726,2071,14994,1157,19249,1941,114496,4746,50849,4354,1208642,10173,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,840765,5983,224808,4258,15369,1709,12321,1846,11519,1553,11182,1744,10124,1372,10154,1686,10190,1459,11689,1771,10396,1472,9541,1542,9142,1376,11265,1421,10192,1287,10247,1347,49914,3040,21563,2345,615957,5262,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,261012,5991,82031,4299,4798,1144,3374,1049,3184,966,3877,1019,3345,1024,2040,682,2865,786,2815,822,2428,705,3827,941,2826,878,2603,685,2863,896,3373,949,25211,2551,12602,1759,178981,4610,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,118502,3605,38733,3219,1965,580,1124,552,1690,723,1266,441,1472,512,1030,454,1919,763,1837,704,1385,555,645,369,1582,578,1725,658,1419,575,1319,622,10353,2093,8002,1998,79769,3178,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,441441,6307,136623,4509,7951,1338,6161,1512,5604,1197,5163,1144,4687,1121,4773,951,4937,934,5177,1111,5217,1124,5451,1017,6921,1411,6435,1266,5689,1126,5005,1172,38414,2335,19038,2328,304818,4992,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,315724,4911,102570,3872,4006,713,4393,1004,4246,1008,2810,708,5627,1008,2836,756,3578,897,3808,847,4364,887,4113,714,3133,806,4818,842,5248,957,3377,763,29476,2566,16737,1958,213154,3784,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,43517,2031,13929,1372,667,339,579,341,193,152,604,381,396,291,687,326,879,501,232,183,504,265,385,245,582,267,757,372,385,241,939,493,4401,929,1739,613,29588,1666,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,26237,2498,6085,1506,446,318,17,30,301,290,19,39,176,315,394,495,106,116,509,495,245,362,147,190,492,345,163,219,221,187,188,184,1828,787,833,551,20152,2076,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,32889,2283,8461,1509,141,186,198,166,224,222,144,187,249,291,204,215,223,198,394,372,572,449,81,126,718,379,504,408,914,579,598,359,1995,651,1302,559,24428,1867,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,523773,10304,91261,5372,5393,1207,3670,880,2941,829,2891,790,5120,1313,4110,1081,3595,848,5016,1252,4012,928,4324,892,4152,1149,3640,852,5270,1128,4909,1105,26768,2571,5450,1254,432512,8203,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,644458,7811,161986,6433,8862,1512,5819,1058,6610,1272,6361,1205,7441,1450,6180,1229,5955,1294,7357,1245,6366,1104,6166,1090,6868,1266,6326,1030,7239,1268,6123,876,52550,4244,15763,2529,482472,6583,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,34953,1667,11514,1606,108,159,426,296,227,212,624,387,41,67,470,362,160,173,547,330,381,350,298,277,291,209,432,399,625,356,375,328,4011,927,2498,1151,23439,1433,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,231353,4639,65532,4095,2026,613,2085,708,1932,691,2242,761,3221,986,2971,824,2943,749,1968,737,3132,883,2144,669,2455,709,2732,599,2374,706,4266,1152,19844,2348,9197,2013,165821,3748,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,115514,4255,34871,2595,1576,656,2004,706,1218,561,1297,663,1160,567,2255,907,975,473,1601,657,1408,587,1401,621,1859,611,1522,723,2173,557,1312,536,9077,1305,4033,1193,80643,3578,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,79844,3469,26344,2815,1600,525,855,476,589,284,619,312,929,478,803,547,1057,464,909,357,1716,567,1191,413,1580,665,795,366,1320,521,1317,468,7119,1430,3945,1916,53500,2554,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
