GEO_ID,B10051C_001E,B10051C_001M,B10051C_002E,B10051C_002M,B10051C_003E,B10051C_003M,B10051C_004E,B10051C_004M,B10051C_005E,B10051C_005M,B10051C_006E,B10051C_006M,B10051C_007E,B10051C_007M,NAME,B10051C_001MA,B10051C_001EA,B10051C_002MA,B10051C_002EA,B10051C_003MA,B10051C_003EA,B10051C_004MA,B10051C_004EA,B10051C_005MA,B10051C_005EA,B10051C_006MA,B10051C_006EA,B10051C_007MA,B10051C_007EA,state
0400000US06,10397,1400,3901,1165,1997,758,1904,843,6496,1222,3064,941,3432,837,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,4545,1602,1843,1101,989,670,854,693,2702,1187,1286,942,1416,682,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,1568,674,1038,639,483,437,555,491,530,311,206,228,324,223,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1869,798,795,568,328,320,467,363,1074,586,703,523,371,254,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1162,432,438,235,95,111,343,205,724,311,508,274,216,162,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,806,288,441,209,262,149,179,140,365,221,245,215,120,61,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,496,228,380,209,109,81,271,193,116,95,28,41,88,97,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,9929,1410,5207,1235,2473,889,2734,731,4722,855,1900,576,2822,668,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,5940,864,4191,813,2657,737,1534,521,1749,390,590,260,1159,375,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,3849,894,1523,516,894,355,629,347,2326,722,1397,537,929,493,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,18418,2135,8161,1586,4020,1018,4141,1057,10257,1668,4084,1101,6173,1575,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
