GEO_ID,B11002F_001E,B11002F_001M,B11002F_002E,B11002F_002M,B11002F_003E,B11002F_003M,B11002F_004E,B11002F_004M,B11002F_005E,B11002F_005M,B11002F_006E,B11002F_006M,B11002F_007E,B11002F_007M,B11002F_008E,B11002F_008M,B11002F_009E,B11002F_009M,B11002F_010E,B11002F_010M,B11002F_011E,B11002F_011M,B11002F_012E,B11002F_012M,NAME,B11002F_001EA,B11002F_001MA,B11002F_002EA,B11002F_002MA,B11002F_003EA,B11002F_003MA,B11002F_004MA,B11002F_004EA,B11002F_005MA,B11002F_005EA,B11002F_006MA,B11002F_006EA,B11002F_007EA,B11002F_007MA,B11002F_008EA,B11002F_008MA,B11002F_009EA,B11002F_009MA,B11002F_010EA,B11002F_010MA,B11002F_011EA,B11002F_011MA,B11002F_012EA,B11002F_012MA,state
0400000US24,291817,16265,269774,15755,166066,14317,159854,14905,6212,2204,40366,8302,34453,7333,5913,1576,63342,10119,58225,9370,5117,1635,22043,4077,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,668606,34808,588596,35054,358873,27754,352522,27328,6351,2613,80772,12016,70555,10720,10217,2817,148951,15945,138606,15205,10345,2427,80010,8335,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,293235,16940,250514,16390,122339,12756,120759,12657,1580,960,32847,5836,29076,5285,3771,1139,95328,11000,89098,10409,6230,2169,42721,5654,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,28152,5726,24684,5444,10992,4304,10649,4072,343,483,3550,2223,3159,2185,391,568,10142,4618,9292,4289,850,785,3468,1575,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,160313,11001,147962,11494,91667,11577,90435,11855,1232,1598,19938,4809,16565,4191,3373,1351,36357,8735,32659,7827,3698,2027,12351,4228,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1630183,43051,1446652,39256,763752,34227,745522,33524,18230,4125,169245,15848,146308,14008,22937,3643,513655,24939,483862,23812,29793,4949,183531,11481,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,586791,26350,533076,26127,298720,21547,294414,21200,4306,1390,71529,9610,60015,8250,11514,2457,162827,16087,152548,15325,10279,2167,53715,6046,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,94887,8472,80377,8351,40971,7296,40871,7293,100,166,13752,4431,11292,3672,2460,1116,25654,5707,24522,5543,1132,497,14510,2521,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,45473,6731,38278,6465,24557,5109,24375,5107,182,267,3454,2019,2959,1721,495,378,10267,2992,9242,2779,1025,575,7195,1591,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,287205,17317,252526,17544,111874,10694,110301,10597,1573,1085,29563,6880,26331,6300,3232,1148,111089,12412,103826,11876,7263,1881,34679,4742,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,108617,9321,95208,9300,68352,7050,67892,7031,460,331,8030,2569,6988,2272,1042,545,18826,4474,17611,4093,1215,739,13409,2542,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,42288,4935,39762,4936,23651,4401,23431,4379,220,173,5860,2682,5191,2457,669,445,10251,3231,9383,2982,868,468,2526,853,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,56936,8095,51402,7638,38341,7356,38341,7356,0,204,4197,2712,3626,2203,571,612,8864,3911,8440,3826,424,258,5534,1857,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,128160,9975,104508,10079,63871,7813,63215,7765,656,554,12452,3619,11230,3249,1222,618,28185,5441,26597,5151,1588,964,23652,3087,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,15556,4154,14106,4170,9341,3404,8860,3165,481,642,2662,1823,2582,1779,80,136,2103,2072,1854,1759,249,352,1450,624,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,321505,16991,294346,17534,171973,15556,169286,15473,2687,1090,37632,7294,32589,6270,5043,1861,84741,10345,75238,9189,9503,2322,27159,4937,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,56943,8225,50215,8206,24567,6551,24567,6551,0,220,5530,2395,5062,2298,468,315,20118,5531,19284,5330,834,640,6728,1857,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,343882,19924,301333,20313,184158,16520,180772,16257,3386,1904,46151,8324,39291,7005,6860,1796,71024,10192,66483,9354,4541,1654,42549,5226,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,89440,9749,78020,9403,49159,7727,48684,7635,475,467,11447,3832,9996,3427,1451,724,17414,4590,16173,4442,1241,615,11420,3388,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,69269,7894,62061,7882,39940,6510,39725,6441,215,257,8827,3687,7787,3252,1040,641,13294,4024,12818,3933,476,360,7208,1874,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
