GEO_ID,B15002F_001E,B15002F_001M,B15002F_002E,B15002F_002M,B15002F_003E,B15002F_003M,B15002F_004E,B15002F_004M,B15002F_005E,B15002F_005M,B15002F_006E,B15002F_006M,B15002F_007E,B15002F_007M,B15002F_008E,B15002F_008M,B15002F_009E,B15002F_009M,B15002F_010E,B15002F_010M,B15002F_011E,B15002F_011M,B15002F_012E,B15002F_012M,B15002F_013E,B15002F_013M,B15002F_014E,B15002F_014M,B15002F_015E,B15002F_015M,B15002F_016E,B15002F_016M,B15002F_017E,B15002F_017M,B15002F_018E,B15002F_018M,B15002F_019E,B15002F_019M,NAME,B15002F_001EA,B15002F_001MA,B15002F_002EA,B15002F_002MA,B15002F_003EA,B15002F_003MA,B15002F_004EA,B15002F_004MA,B15002F_005EA,B15002F_005MA,B15002F_006EA,B15002F_006MA,B15002F_007EA,B15002F_007MA,B15002F_008EA,B15002F_008MA,B15002F_009MA,B15002F_009EA,B15002F_010EA,B15002F_010MA,B15002F_011EA,B15002F_011MA,B15002F_012EA,B15002F_012MA,B15002F_013EA,B15002F_013MA,B15002F_014EA,B15002F_014MA,B15002F_015EA,B15002F_015MA,B15002F_016EA,B15002F_016MA,B15002F_017EA,B15002F_017MA,B15002F_018EA,B15002F_018MA,B15002F_019EA,B15002F_019MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,167033,9123,85793,5678,27370,3091,12178,2385,22199,3103,3163,1152,7735,1621,3197,1088,6894,1574,3057,998,81240,5013,21803,2868,10772,1833,17514,2694,2796,1074,11709,1663,5831,1432,7701,1700,3114,1097,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,162987,9548,88766,5938,27382,4252,12545,2404,19762,3152,3468,1220,11581,2138,2565,1130,7826,1936,3637,1292,74221,5633,20538,3502,9246,1972,19160,3124,1670,682,8026,1784,3388,1317,8221,1924,3972,1192,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,7105,1692,4066,1072,627,539,141,152,1287,570,329,310,785,456,288,261,327,279,282,242,3039,887,223,209,490,450,825,444,19,31,567,322,395,401,352,338,168,194,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,38761,4129,20950,2741,5893,1719,3463,1158,5455,1865,588,446,3046,1530,383,355,1248,1003,874,686,17811,2484,4802,1456,2370,1070,4210,1401,931,529,1499,774,1267,523,1676,923,1056,502,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,208757,9244,105929,5180,20384,2762,19920,2857,32218,3349,2812,793,18424,2913,3655,1341,6661,1618,1855,624,102828,5742,19924,3021,17362,2332,28893,3079,3174,805,17730,3093,4887,1378,8681,1783,2177,949,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,59625,4548,33196,2971,9669,1503,5215,1280,9719,1689,1392,533,4096,914,947,413,1383,622,775,552,26429,2391,5959,1111,4665,1221,7168,1248,832,333,4005,1026,1163,409,1814,546,823,336,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,66414,4732,36432,2769,8009,1249,8179,1353,9929,1649,1686,626,4987,1099,1585,681,1750,630,307,276,29982,2524,6047,1158,4576,1122,7344,1333,1925,749,4998,1063,1809,690,2699,833,584,324,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,383886,12357,180057,6217,31250,3662,18532,2237,58447,4773,6608,1543,19142,2656,13080,1932,22843,2751,10155,1694,203829,7975,30060,3060,15309,2247,52412,4389,5224,1238,22374,2991,20894,2460,40725,3406,16831,2689,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,119016,7019,62010,4192,14419,2667,10466,2088,14772,2441,1733,758,9033,2015,3423,1195,5827,1232,2337,750,57006,4100,9649,2022,8709,1902,14943,2260,1220,611,8812,1730,2691,787,6642,1350,4340,1115,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,5702,1408,3253,1134,73,97,824,713,566,315,116,152,431,330,201,226,947,786,95,145,2449,917,74,120,331,331,368,286,410,405,619,523,337,259,267,262,43,71,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,49211,4894,26650,3345,6788,1654,2618,856,7463,1761,2404,1044,1732,751,1813,930,3127,1142,705,555,22561,2337,4950,1458,2387,935,6451,1766,2374,1232,1392,572,2033,819,2272,840,702,382,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,76228,6314,40126,3804,10844,1890,5984,1525,10195,2403,1813,721,6503,1632,1597,794,2612,825,578,366,36102,3637,9055,2317,6034,1540,6730,1629,1947,796,6078,1795,2434,1335,2312,711,1512,623,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,3294082,40047,1679330,24589,387096,12346,259852,8072,446552,11486,55891,4840,289177,8868,81074,4903,119888,6355,39800,4077,1614752,20382,395325,10206,211603,7475,400918,12778,39244,3075,284028,9620,91880,4997,140906,6957,50848,4041,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,14824,2571,9157,1669,2304,806,1643,691,2457,843,168,212,973,453,521,436,880,625,211,206,5667,1498,2025,875,240,184,1085,575,182,252,451,338,443,320,1147,1024,94,159,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,119036,6535,62295,4101,12963,2182,8952,1867,19548,2715,3342,989,7885,1885,2328,971,5767,1606,1510,652,56741,3777,10547,2083,6973,1530,15381,2205,2311,837,10698,2090,3397,1110,5122,1129,2312,743,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1024214,21712,531478,13556,129080,7347,87785,5759,135839,7204,24060,2817,79464,5535,21450,2968,39282,4224,14518,2627,492736,12673,114533,6161,75652,6220,109566,6502,26589,3093,78809,6365,26342,3133,45341,4439,15904,2505,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,168335,9043,86247,5110,24487,3389,14367,1959,21465,2421,2168,1063,12795,2458,1265,594,7082,1578,2618,1191,82088,4696,19946,2758,9789,1606,19328,2263,1347,726,14502,2227,2905,873,8689,1918,5582,1663,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,457182,21152,228113,12111,34968,4902,23689,3519,62936,5552,8863,2056,39539,4151,20002,3629,26598,3489,11518,2185,229069,11780,29934,3743,19369,3053,65019,6281,7598,1918,33925,3909,24115,3664,34774,4634,14335,2162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,186363,9274,95097,5437,19859,2984,10048,1730,28553,4005,5351,1470,15643,2680,3621,1075,8095,1987,3927,1426,91266,5746,14767,2326,12469,2279,20896,2712,3307,865,18012,2797,6172,1490,11174,2357,4469,1179,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,17805,3112,8530,1844,1850,866,1426,1124,621,610,478,395,1353,800,69,123,1455,776,1278,716,9275,1811,2314,1004,630,517,1224,780,388,364,1532,1059,279,380,2022,1201,886,431,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,89194,6098,47311,3696,7734,1983,7930,1738,13845,2712,1978,885,8017,1727,2624,990,3708,1445,1475,778,41883,3501,7224,1483,6298,1521,12039,2674,1684,859,6414,1593,1922,801,4899,1060,1403,753,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1058459,25421,511784,14653,104008,6019,68117,4983,131658,6654,28225,2713,81221,6174,30087,4053,49537,5116,18931,2561,546675,14381,111246,6095,70661,4733,125118,7720,22395,2568,88271,6456,36127,4037,66644,4404,26213,2722,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,363872,15456,183523,8184,31505,3902,20056,2654,60355,5685,7169,1485,32607,3758,7018,1581,17985,2793,6828,1949,180349,8855,30597,3428,19728,2411,57541,4413,4224,1174,29920,3287,12091,2072,20001,3019,6247,1447,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,61730,4804,31416,3624,5083,1491,4432,1331,7970,1653,1791,745,4925,1375,2368,971,3192,1288,1655,713,30314,2523,3085,1057,4046,1050,6451,1259,1352,535,6705,1514,3486,1053,3559,893,1630,595,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,31177,3524,17264,2270,2649,1048,1678,744,3466,906,1085,843,4755,1369,969,553,2100,971,562,348,13913,1910,2668,1033,1583,676,3116,1131,107,132,2826,860,855,471,1721,735,1037,501,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,178971,9579,88088,6006,12660,2167,17758,2686,26287,3098,5937,1529,10737,2165,4511,1406,6906,1618,3292,1043,90883,5361,14252,2355,12643,2092,25216,3648,5568,1168,15362,2568,4747,1395,8830,1534,4265,1319,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,68375,5118,35091,3358,8153,1706,4632,1177,6084,1085,2435,947,5473,1188,1586,619,4152,1147,2576,1149,33284,2819,5809,1184,3552,966,6280,1372,2075,761,6297,1231,3346,1032,4226,894,1699,802,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,25889,2513,13464,1562,3049,859,2037,816,3446,916,868,530,1895,644,732,450,994,656,443,379,12425,1360,2282,697,2066,798,2689,879,588,346,2267,746,1035,520,1073,472,425,355,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,34431,4031,18074,2421,5630,2357,1882,699,4888,1597,1096,640,2393,908,1125,646,663,462,397,408,16357,2199,4437,897,2868,1085,2977,1208,988,572,3399,1256,862,579,480,341,346,280,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,97029,6129,48868,3785,7351,1717,6669,1676,12436,2265,4223,1149,11785,2116,1813,717,2747,867,1844,642,48161,3642,3595,876,8192,1829,10936,1834,3164,1283,10779,1975,4469,1169,4676,1319,2350,772,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,10291,1892,5713,1355,536,483,780,520,753,395,99,117,1062,545,762,417,1139,627,582,344,4578,953,312,283,501,447,364,261,0,189,657,470,225,213,1736,789,783,398,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,186160,8973,97912,5312,26317,3154,15985,2374,25372,2974,3730,1126,12851,2296,4569,1218,6261,1694,2827,845,88248,4596,21964,2829,14451,2647,16983,2391,4721,1310,13496,1962,6008,1524,7751,1707,2874,932,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,35335,4549,18098,2776,3221,1204,3335,1627,4158,1397,2017,1533,1807,906,1094,730,838,502,1628,1005,17237,2547,2306,762,2493,967,3882,1272,1802,1344,2771,880,1186,614,1697,905,1100,881,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,229490,10858,119001,6364,19190,2603,20067,2749,27206,3064,7958,1818,27196,3576,7150,1524,6517,1306,3717,1219,110489,6257,18958,2601,15350,2068,26036,3211,4804,1112,23890,2818,6998,1325,10245,1655,4208,1152,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,51236,5397,27460,3132,8384,1813,3679,1193,7377,1743,960,500,3167,1095,308,247,1705,822,1880,903,23776,3239,4480,1108,3268,930,6314,1511,997,502,3129,1194,1594,1013,2169,656,1825,1013,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,39936,3924,21325,2316,6920,1431,3216,1004,4422,1224,965,561,3081,1054,773,510,1137,649,811,497,18611,2138,4719,1275,3369,908,3628,1037,699,371,2694,820,1022,518,1865,839,615,485,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
