GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001MA,B17010F_001EA,B17010F_002MA,B17010F_002EA,B17010F_003EA,B17010F_003MA,B17010F_004EA,B17010F_004MA,B17010F_005MA,B17010F_005EA,B17010F_006MA,B17010F_006EA,B17010F_007MA,B17010F_007EA,B17010F_008MA,B17010F_008EA,B17010F_009MA,B17010F_009EA,B17010F_010MA,B17010F_010EA,B17010F_011MA,B17010F_011EA,B17010F_012MA,B17010F_012EA,B17010F_013EA,B17010F_013MA,B17010F_014EA,B17010F_014MA,B17010F_015EA,B17010F_015MA,B17010F_016MA,B17010F_016EA,B17010F_017MA,B17010F_017EA,B17010F_018MA,B17010F_018EA,B17010F_019MA,B17010F_019EA,B17010F_020MA,B17010F_020EA,B17010F_021MA,B17010F_021EA,B17010F_022MA,B17010F_022EA,B17010F_023MA,B17010F_023EA,B17010F_024EA,B17010F_024MA,B17010F_025EA,B17010F_025MA,B17010F_026EA,B17010F_026MA,B17010F_027MA,B17010F_027EA,B17010F_028MA,B17010F_028EA,B17010F_029MA,B17010F_029EA,B17010F_030MA,B17010F_030EA,B17010F_031MA,B17010F_031EA,B17010F_032MA,B17010F_032EA,B17010F_033MA,B17010F_033EA,B17010F_034MA,B17010F_034EA,B17010F_035MA,B17010F_035EA,B17010F_036EA,B17010F_036MA,B17010F_037EA,B17010F_037MA,B17010F_038MA,B17010F_038EA,B17010F_039MA,B17010F_039EA,B17010F_040MA,B17010F_040EA,B17010F_041MA,B17010F_041EA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,67354,4665,14997,2288,6427,1674,5669,1509,420,335,1740,772,3509,1340,758,410,8570,1497,910,474,910,474,63,103,320,258,527,377,0,210,7660,1399,7356,1351,1170,741,2391,947,3795,1032,304,286,52357,4063,34766,3564,23933,2634,3560,1344,5463,1140,14910,2187,10833,1990,17591,2654,7624,1692,4780,1366,748,385,355,290,3677,1249,2844,963,9967,1902,7514,1803,954,664,1370,701,5190,1498,2453,854,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,60370,4298,13031,2427,6872,1810,5503,1730,297,258,2403,1195,2803,1189,1369,846,6159,1540,841,551,681,506,119,187,398,367,164,259,160,211,5318,1485,5121,1482,328,327,1983,964,2810,1205,197,202,47339,4236,35588,3810,25017,3244,3949,1462,4895,1419,16173,2833,10571,1900,11751,2224,6737,2077,2883,1228,576,580,365,484,1942,964,3854,1662,5014,1311,3787,1073,305,308,961,621,2521,837,1227,673,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,16225,2170,5634,1298,2824,1027,2620,999,283,285,1499,778,838,530,204,261,2810,1001,335,216,314,209,0,201,141,157,173,147,21,36,2475,959,2475,959,519,394,474,486,1482,811,0,201,10591,2137,7362,1841,5416,1774,1030,563,1374,691,3012,1189,1946,660,3229,1132,1504,802,1317,784,225,326,449,475,643,474,187,209,1725,773,1565,773,426,360,332,412,807,572,160,135,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,75221,4043,12609,1861,4256,1281,3347,1067,525,404,1673,720,1149,658,909,537,8353,1586,1747,665,1339,527,0,211,463,381,876,484,408,345,6606,1475,6186,1544,1039,557,1521,904,3626,1104,420,313,62612,3882,37011,3404,23422,2740,3653,1409,5004,1389,14765,2443,13589,2354,25601,2820,10901,2038,7272,1588,611,369,934,505,5727,1425,3629,1223,14700,2044,9259,1555,938,616,1830,673,6491,1328,5441,1453,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,24260,2100,5500,1093,2834,877,2569,828,55,90,1549,641,965,500,265,211,2666,747,224,159,131,119,14,22,117,117,0,161,93,99,2442,749,2396,745,441,383,689,426,1266,468,46,78,18760,1964,13193,1543,8309,1320,1239,531,2576,897,4494,974,4884,858,5567,1087,2612,872,1432,619,713,511,181,168,538,292,1180,582,2955,851,2253,773,112,126,313,207,1828,729,702,358,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,26424,2475,5800,1299,1637,633,1265,543,0,151,582,345,683,440,372,274,4163,1147,1298,592,1135,559,141,172,221,220,773,533,163,177,2865,909,2632,897,299,291,362,278,1971,782,233,255,20624,2238,12421,1651,7916,1384,1106,588,2543,861,4267,1007,4505,893,8203,1447,3355,916,2218,702,126,131,240,159,1852,639,1137,583,4848,1032,3221,854,602,450,580,423,2039,715,1627,656,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,133582,4942,62066,3895,22282,2231,8797,1397,1135,579,1065,637,6597,1295,13485,1748,39784,3624,10367,1922,6776,1502,1489,608,960,529,4327,1147,3591,1113,29417,2816,19931,2367,1925,662,3542,1023,14464,1991,9486,1703,71516,4423,47067,3258,14673,1857,2206,876,1099,459,11368,1735,32394,2709,24449,2723,7486,1557,2937,965,411,316,157,198,2369,917,4549,1371,16963,2137,6478,1233,556,299,563,397,5359,1062,10485,1726,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,43149,3143,5758,1532,1665,939,1620,932,291,317,695,671,634,480,45,76,4093,1163,647,512,600,498,0,206,135,224,465,435,47,89,3446,1040,3196,994,221,307,1620,736,1355,665,250,330,37391,3149,26034,2913,16741,2326,2744,1031,4172,1215,9825,1780,9293,1642,11357,1787,5665,1115,3517,914,1047,639,869,545,1601,659,2148,784,5692,1374,3827,1198,160,214,701,463,2966,1081,1865,754,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,19086,2589,4858,1404,2032,915,1837,896,200,212,1068,742,569,394,195,202,2826,1155,458,334,458,334,239,228,123,195,96,167,0,214,2368,1049,2271,1047,0,214,965,630,1306,868,97,129,14228,2084,9630,1682,5418,1357,318,294,1474,707,3626,1099,4212,1014,4598,1313,2827,1160,1957,1033,617,573,319,371,1021,701,870,661,1771,649,1179,604,151,185,189,198,839,534,592,341,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,29141,3549,4110,1090,2205,864,1943,820,233,298,883,647,827,436,262,267,1905,725,568,510,568,510,244,394,207,259,117,199,0,207,1337,668,1337,668,54,100,382,417,901,531,0,207,25031,3337,15912,2432,10977,1892,1171,611,2721,1151,7085,1464,4935,1315,9119,2323,4131,1500,2840,1126,707,716,1016,694,1117,618,1291,720,4988,1759,3640,1464,306,484,599,465,2735,1157,1348,678,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1096978,16046,160542,6792,69396,4513,52972,3917,3859,1090,21825,2428,27288,2814,16424,2016,91146,5006,19527,2650,15838,2408,2350,980,5689,1462,7799,1451,3689,965,71619,4415,64297,4325,8384,1566,23003,2652,32910,3001,7322,1400,936436,14356,622249,12140,376309,11399,47000,4148,96898,4959,232411,8023,245940,7010,314187,7732,127284,6828,70386,4630,12312,2218,13816,2228,44258,3589,56898,4466,186903,6969,107855,6131,13164,2000,22000,2711,72691,5096,79048,4553,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,43046,3449,10883,1773,2311,788,1957,793,51,84,463,385,1443,694,354,293,8572,1570,1468,766,1257,732,41,65,262,299,954,718,211,223,7104,1383,5961,1283,610,418,1820,772,3531,1065,1143,581,32163,2981,16342,2132,9211,1813,1092,702,1695,737,6424,1474,7131,1433,15821,2379,6385,1719,3919,1310,1222,707,600,611,2097,938,2466,1035,9436,1855,6672,1561,1610,834,1690,851,3372,1031,2764,906,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
