GEO_ID,B08505F_001E,B08505F_001M,B08505F_002E,B08505F_002M,B08505F_003E,B08505F_003M,B08505F_004E,B08505F_004M,B08505F_005E,B08505F_005M,B08505F_006E,B08505F_006M,B08505F_007E,B08505F_007M,NAME,B08505F_001EA,B08505F_001MA,B08505F_002MA,B08505F_002EA,B08505F_003EA,B08505F_003MA,B08505F_004EA,B08505F_004MA,B08505F_005EA,B08505F_005MA,B08505F_006EA,B08505F_006MA,B08505F_007MA,B08505F_007EA,state
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,146561,7663,102874,6040,28501,4119,1741,784,2034,751,2823,1208,8588,2287,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,130569,8962,88808,6931,25454,4739,2444,1423,3170,1356,5622,1725,5071,1513,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,6930,1942,4884,1612,1225,752,0,198,429,342,135,131,257,243,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,182691,10031,136401,8634,23407,3542,6941,1480,4465,1631,7373,1668,4104,1232,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,53441,4277,42084,3772,6988,1445,602,509,1193,649,1800,743,774,307,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,57301,4318,42307,4186,8450,1589,1250,462,2366,849,1795,663,1133,672,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,161409,8066,137726,7224,9525,2239,3702,1025,3213,1057,3409,1162,3834,965,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,113505,7075,74650,5536,18517,3098,6091,1868,4775,1570,4927,1353,4545,1352,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,43268,4525,30519,3535,11018,2264,0,198,195,213,616,475,920,712,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,71511,6420,47437,5339,10983,2360,3512,1304,3040,1048,3795,1406,2744,1168,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,2562279,35079,1861678,29956,329298,10993,147964,8279,66216,5108,80683,7084,76440,5067,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,90343,6669,59602,5131,15901,2873,4929,1252,4714,2276,2738,1188,2459,942,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,810897,20000,624732,17494,117210,7709,14906,2710,12337,2325,18361,2980,23351,3331,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,124133,7824,77578,6577,23571,3676,12357,2676,2882,1100,4487,1776,3258,1165,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,349222,17981,258734,14308,50493,6374,8418,2829,6970,2184,12713,3163,11894,3120,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,151173,9285,91507,7795,21564,3391,16995,3204,10883,2827,4763,1474,5461,1804,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,42454,4396,19875,2704,7483,1937,13093,2235,1113,734,452,278,438,369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,80204,6247,56214,4819,16379,3294,2056,846,1744,1012,629,425,3182,1227,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,768534,21837,235334,11695,52842,4486,374765,15788,60952,5845,18856,3083,25785,3436,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,280554,13108,162648,8694,42595,4568,28004,4006,18929,3286,22399,5151,5979,1749,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,50399,4615,36520,3645,9000,2148,1110,538,1906,788,1098,599,765,456,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,26617,3356,20536,2976,3914,1040,426,371,937,643,463,407,341,283,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,129689,8668,82564,6820,19527,2683,14617,2897,5159,1328,5203,1826,2619,1099,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,56191,4710,42088,4181,9626,1734,1728,851,1213,618,823,588,713,482,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,22777,2490,17220,1995,3332,1115,0,198,673,404,650,428,902,468,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,28150,3781,21016,3244,4518,1990,348,409,449,324,691,759,1128,764,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,62283,5695,53081,5155,5431,1744,328,253,644,544,961,555,1838,953,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,10783,2122,6881,1619,1918,1109,417,647,1239,642,292,350,36,81,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,165062,8195,115452,7175,28374,3477,9207,1982,4210,1037,3610,1335,4209,1253,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,21295,3982,14347,2723,2764,1234,1684,1642,1385,1064,867,1107,248,234,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,180918,10144,135053,9030,29529,3744,4166,1143,3944,1635,4266,1499,3960,1016,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,47635,5893,35770,5025,7445,1883,424,357,1219,620,1943,856,834,398,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,34192,4203,27769,3987,5158,1290,194,200,434,283,569,491,68,98,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
