GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,NAME,B17010I_001EA,B17010I_001MA,B17010I_002EA,B17010I_002MA,B17010I_003EA,B17010I_003MA,B17010I_004MA,B17010I_004EA,B17010I_005MA,B17010I_005EA,B17010I_006MA,B17010I_006EA,B17010I_007MA,B17010I_007EA,B17010I_008EA,B17010I_008MA,B17010I_009EA,B17010I_009MA,B17010I_010MA,B17010I_010EA,B17010I_011MA,B17010I_011EA,B17010I_012MA,B17010I_012EA,B17010I_013MA,B17010I_013EA,B17010I_014EA,B17010I_014MA,B17010I_015MA,B17010I_015EA,B17010I_016MA,B17010I_016EA,B17010I_017MA,B17010I_017EA,B17010I_018EA,B17010I_018MA,B17010I_019EA,B17010I_019MA,B17010I_020MA,B17010I_020EA,B17010I_021MA,B17010I_021EA,B17010I_022MA,B17010I_022EA,B17010I_023MA,B17010I_023EA,B17010I_024MA,B17010I_024EA,B17010I_025MA,B17010I_025EA,B17010I_026MA,B17010I_026EA,B17010I_027MA,B17010I_027EA,B17010I_028MA,B17010I_028EA,B17010I_029MA,B17010I_029EA,B17010I_030EA,B17010I_030MA,B17010I_031EA,B17010I_031MA,B17010I_032EA,B17010I_032MA,B17010I_033MA,B17010I_033EA,B17010I_034MA,B17010I_034EA,B17010I_035MA,B17010I_035EA,B17010I_036EA,B17010I_036MA,B17010I_037MA,B17010I_037EA,B17010I_038MA,B17010I_038EA,B17010I_039MA,B17010I_039EA,B17010I_040EA,B17010I_040MA,B17010I_041EA,B17010I_041MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,204302,5772,45173,4070,19731,2683,17002,2531,1345,659,7232,1593,8425,2010,2729,1021,25442,3233,5165,1426,4882,1360,687,467,1901,808,2294,1043,283,341,20277,2828,19504,2704,3697,1192,5882,1438,9925,1859,773,565,159129,5195,110588,4532,72313,3628,12406,2243,16626,2076,43281,3362,38275,3013,48541,3840,21123,2493,12455,2037,2197,805,2622,925,7636,1821,8668,1343,27418,2776,19442,2471,2561,858,2894,757,13987,2225,7976,1577,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,203811,5736,38338,3407,18275,2516,15477,2348,1439,643,6600,1891,7438,1487,2798,1143,20063,2718,3308,1265,2737,1116,377,371,975,551,1385,886,571,645,16755,2483,15541,2459,1320,588,5545,1443,8676,2155,1214,866,165473,6044,119259,5754,80682,4908,11839,2470,18003,2638,50840,3934,38577,3244,46214,3748,19589,2775,10454,2120,2235,1158,1537,814,6682,1675,9135,2033,26625,3064,18504,2868,2618,1183,2075,784,13811,2444,8121,1591,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,40124,2541,11469,1894,6132,1418,5272,1303,523,351,2791,996,1958,825,860,566,5337,1314,890,553,810,528,0,201,176,172,634,536,80,140,4447,1266,4360,1255,886,470,1352,818,2122,816,87,107,28655,2377,21761,2399,13755,2408,2639,874,2673,972,8443,1913,8006,1182,6894,1725,2637,1002,1918,876,296,336,693,573,929,513,719,468,4257,1364,3370,1292,574,406,462,383,2334,1174,887,414,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,180888,4390,26453,2704,10282,1751,8086,1591,1051,587,3068,980,3967,1163,2196,729,16171,2230,3945,1008,3130,906,472,432,1125,545,1533,678,815,468,12226,2035,11231,2023,1882,801,2826,1022,6523,1397,995,470,154435,4374,100267,3881,59786,3411,8634,1877,15821,2067,35331,3061,40481,3103,54168,3967,23741,2781,14700,2105,1696,606,2975,987,10029,1962,9041,1743,30427,2834,19140,2056,2497,857,3498,918,13145,1833,11287,1949,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,84311,2696,17331,1783,7682,1369,6470,1294,366,187,3392,971,2712,766,1212,534,9649,1430,908,378,629,348,59,62,223,159,347,322,279,201,8741,1389,8272,1357,1575,702,2798,726,3899,981,469,203,66980,2817,48099,2463,30762,2303,5553,1102,8641,1476,16568,1762,17337,1861,18881,1897,8832,1318,5648,1186,1705,741,1134,623,2809,784,3184,716,10049,1214,7344,1168,929,382,1630,615,4785,895,2705,593,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,79931,3108,13583,1929,5763,1325,4436,1138,174,172,2277,834,1985,768,1327,528,7820,1510,1681,650,1518,625,141,172,453,334,924,550,163,177,6139,1380,5771,1335,1092,500,1407,592,3272,1134,368,285,66348,3115,43048,2835,26623,2444,4892,1257,7385,1382,14346,1678,16425,1702,23300,2230,8827,1695,6098,1390,491,392,1313,720,4294,1104,2729,827,14473,1846,10615,1833,1547,708,1846,651,7222,1524,3858,838,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,782959,11553,312246,8265,116748,5104,43028,3139,5991,1345,7206,1542,29831,2767,73720,4047,195498,6541,40218,3510,25218,2829,5784,1316,3919,1055,15515,2341,15000,2113,155280,5489,100840,4467,15048,2174,17183,2050,68609,3745,54440,3722,470713,9188,315793,7186,88402,4412,11909,1659,8972,1684,67521,3843,227391,6121,154920,5577,41331,3160,15317,1966,3038,903,1292,542,10987,1718,26014,2874,113589,4189,40458,3168,4993,1088,2549,836,32916,2940,73131,3399,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,165851,5417,18146,2889,6338,1641,5226,1608,1393,811,1651,1002,2182,897,1112,575,11808,2433,1530,742,1218,669,139,210,256,268,823,548,312,308,10278,2189,9623,2101,1244,731,3613,1165,4766,1313,655,464,147705,5507,105968,4391,66251,3801,11665,1837,16342,2314,38244,3356,39717,3293,41737,3762,17911,2151,9953,1714,2214,879,2179,892,5560,1407,7958,1536,23826,2903,17207,2722,1539,629,3157,999,12511,2544,6619,1396,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,56351,3056,13144,2064,4722,1361,4198,1326,617,411,1539,804,2042,823,524,354,8422,1789,929,510,852,507,239,228,123,195,490,382,77,89,7493,1667,6651,1605,56,61,2350,864,4245,1453,842,567,43207,2792,31711,2454,18395,2161,2384,871,4203,1324,11808,1773,13316,1630,11496,1723,6323,1506,4225,1258,1068,646,917,656,2240,809,2098,974,5173,995,3475,885,502,466,504,416,2469,712,1698,576,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,107780,4467,16539,2599,7580,1793,6378,1698,541,615,2785,1165,3052,1126,1202,753,8959,1865,1842,839,1842,839,244,394,556,399,1042,603,0,207,7117,1724,6677,1767,620,462,3055,1249,3002,1102,440,481,91241,4211,61983,3831,39756,3649,6063,1676,9995,1900,23698,3058,22227,2733,29258,3347,12231,2235,6600,1665,1092,770,2137,999,3371,1163,5631,1396,17027,2578,12033,2057,1884,882,1546,761,8603,1636,4994,1253,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,3088380,16537,439924,10231,184526,6620,140792,5529,9944,1757,55843,3244,75005,4176,43734,3527,255398,7740,45990,3811,35695,3416,5086,1434,12194,2352,18415,2132,10295,1601,209408,7767,184141,7160,21438,2351,62745,4361,99958,5067,25267,2468,2648456,15280,1790114,15546,1046145,14377,136335,6341,259223,8660,650587,12051,743969,12373,858342,11817,323027,8593,179752,6299,31077,3598,36611,3653,112064,5089,143275,7422,535315,10357,310648,8940,37389,2637,58729,4281,214530,7423,224667,7580,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
