GEO_ID,C15010F_001E,C15010F_001M,C15010F_002E,C15010F_002M,C15010F_003E,C15010F_003M,C15010F_004E,C15010F_004M,C15010F_005E,C15010F_005M,C15010F_006E,C15010F_006M,NAME,C15010F_001MA,C15010F_001EA,C15010F_002EA,C15010F_002MA,C15010F_003EA,C15010F_003MA,C15010F_004EA,C15010F_004MA,C15010F_005MA,C15010F_005EA,C15010F_006EA,C15010F_006MA,state
0400000US49,11485,2001,3736,1248,1791,765,2869,1175,1552,825,1537,707,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,161325,8302,51594,5252,14818,2510,39307,3831,15083,1995,40523,3811,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,51061,4371,15497,2225,3220,1126,14209,2317,5703,1218,12432,2465,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,10036,2074,3126,1028,1421,649,2518,1192,653,396,2318,811,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5420,1324,1996,816,660,442,985,576,389,234,1390,626,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,23293,3242,9164,1999,1768,788,4289,1148,3042,982,5030,1443,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,12653,2306,4819,1320,1307,546,2300,941,765,518,3462,961,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,2935,1110,1466,925,247,222,244,191,234,194,744,400,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1886,637,679,476,176,169,589,399,142,162,300,249,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,11617,1909,4290,1276,855,458,2654,1013,2271,835,1547,587,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,4240,1103,1785,720,48,80,479,366,230,247,1698,813,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,19713,2772,8609,1711,2082,980,3233,1246,1836,684,3953,1025,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,5263,1998,2553,1696,477,465,166,183,536,538,1531,732,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,24687,2867,7750,1367,1268,591,4553,1362,4600,1292,6516,1531,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,7579,2200,3349,1218,467,301,1686,884,507,595,1570,1134,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,4428,1290,1514,745,909,692,899,488,446,330,660,453,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
