GEO_ID,B05003G_001E,B05003G_001M,B05003G_002E,B05003G_002M,B05003G_003E,B05003G_003M,B05003G_004E,B05003G_004M,B05003G_005E,B05003G_005M,B05003G_006E,B05003G_006M,B05003G_007E,B05003G_007M,B05003G_008E,B05003G_008M,B05003G_009E,B05003G_009M,B05003G_010E,B05003G_010M,B05003G_011E,B05003G_011M,B05003G_012E,B05003G_012M,B05003G_013E,B05003G_013M,B05003G_014E,B05003G_014M,B05003G_015E,B05003G_015M,B05003G_016E,B05003G_016M,B05003G_017E,B05003G_017M,B05003G_018E,B05003G_018M,B05003G_019E,B05003G_019M,B05003G_020E,B05003G_020M,B05003G_021E,B05003G_021M,B05003G_022E,B05003G_022M,B05003G_023E,B05003G_023M,NAME,B05003G_001MA,B05003G_001EA,B05003G_002MA,B05003G_002EA,B05003G_003MA,B05003G_003EA,B05003G_004MA,B05003G_004EA,B05003G_005MA,B05003G_005EA,B05003G_006MA,B05003G_006EA,B05003G_007EA,B05003G_007MA,B05003G_008MA,B05003G_008EA,B05003G_009MA,B05003G_009EA,B05003G_010MA,B05003G_010EA,B05003G_011MA,B05003G_011EA,B05003G_012MA,B05003G_012EA,B05003G_013MA,B05003G_013EA,B05003G_014MA,B05003G_014EA,B05003G_015MA,B05003G_015EA,B05003G_016MA,B05003G_016EA,B05003G_017MA,B05003G_017EA,B05003G_018EA,B05003G_018MA,B05003G_019MA,B05003G_019EA,B05003G_020MA,B05003G_020EA,B05003G_021MA,B05003G_021EA,B05003G_022MA,B05003G_022EA,B05003G_023MA,B05003G_023EA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,298143,13105,149310,8310,72740,5427,71284,5331,1456,954,148,240,1308,803,76570,5651,67576,5372,8994,2071,3982,958,5012,1733,148833,8276,70607,5676,69122,5576,1485,750,341,337,1144,672,78226,5503,70087,4798,8139,1807,4437,1261,3702,1249,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,286406,13656,138320,8449,65265,5367,64268,5262,997,617,97,115,900,617,73055,6024,62369,5546,10686,1818,5839,1480,4847,1227,148086,8498,71323,5465,70572,5385,751,552,151,234,600,500,76763,6066,66570,5648,10193,1783,5459,1286,4734,1259,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,62196,4631,31865,2733,13864,1832,13836,1829,28,38,0,157,28,38,18001,2123,17177,1962,824,454,559,377,265,266,30331,2815,14526,1685,14375,1693,151,244,0,157,151,244,15805,2141,15224,2116,581,399,221,209,360,278,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,101011,7687,49192,4399,22164,2849,22164,2849,0,201,0,201,0,201,27028,2926,24981,2887,2047,1007,818,492,1229,829,51819,4853,21522,3023,21479,3022,43,70,0,201,43,70,30297,3243,27020,2932,3277,1450,1952,976,1325,873,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,155830,9895,77854,5623,38019,4224,37622,4263,397,476,327,458,70,113,39835,3581,34044,3244,5791,1576,2332,640,3459,1491,77976,5984,33959,3914,33832,3936,127,127,56,92,71,83,44017,3517,38035,3358,5982,1410,3343,899,2639,1072,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,34411,2884,17351,2278,8763,1725,8763,1725,0,201,0,201,0,201,8588,1414,7678,1330,910,498,114,97,796,515,17060,2111,7379,1230,7379,1230,0,201,0,201,0,201,9681,1716,9139,1703,542,390,361,306,181,265,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,303744,9210,152054,5361,64760,3244,64622,3222,138,153,24,42,114,146,87294,3853,84878,3711,2416,934,1152,517,1264,635,151690,5839,61448,3312,61129,3298,319,326,91,152,228,288,90242,3981,87787,3867,2455,846,1146,489,1309,549,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,146513,8731,73269,5014,36363,3259,35749,3246,614,465,155,160,459,447,36906,2987,33275,2842,3631,1237,1310,476,2321,1079,73244,5103,37998,3341,37267,3265,731,500,176,196,555,485,35246,3265,30696,3040,4550,1457,1592,661,2958,1232,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,153216,9563,75212,5039,18920,2597,18799,2591,121,202,0,228,121,202,56292,3346,54943,3375,1349,626,792,450,557,417,78004,5950,13875,2059,13644,2021,231,325,0,228,231,325,64129,4942,61815,4872,2314,652,1350,568,964,426,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,349504,14736,170601,8937,84290,5568,81867,5544,2423,960,449,248,1974,967,86311,5702,69068,4577,17243,3228,9482,2342,7761,2194,178903,8843,80139,5904,77736,5752,2403,845,670,433,1733,772,98764,5604,78757,5289,20007,3029,12530,2226,7477,1563,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,121197,9549,62817,5957,31915,3681,31117,3712,798,608,266,254,532,558,30902,3446,27595,3485,3307,1009,1137,546,2170,870,58380,5226,28765,3476,28474,3508,291,268,145,178,146,202,29615,3345,26088,3274,3527,992,1552,573,1975,897,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,197222,8160,98228,5663,39405,3219,38810,3248,595,420,57,93,538,413,58823,3949,53140,3491,5683,1745,2299,1117,3384,1367,98994,5402,36757,3334,36149,3295,608,497,189,310,419,394,62237,4073,54736,3620,7501,1842,4595,1555,2906,1015,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,2004462,33391,1002468,20148,435940,13303,426940,13257,9000,1777,1562,666,7438,1663,566528,13641,463690,12343,102838,6192,58083,4246,44755,3588,1001994,21349,418558,11820,410752,11751,7806,1638,1303,602,6503,1518,583436,14744,468988,12416,114448,6541,66527,4367,47921,4168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,44950,5616,23467,3673,13234,2945,13143,2955,91,124,91,124,0,218,10233,1933,9423,1912,810,436,438,322,372,239,21483,3182,10962,2147,10852,2117,110,187,110,187,0,218,10521,1903,10165,1878,356,296,113,128,243,274,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,121390,7616,58780,4373,29634,3337,29497,3359,137,165,0,207,137,165,29146,2628,22770,2526,6376,1770,2956,1000,3420,1324,62610,5170,29050,3040,28409,2949,641,492,114,175,527,461,33560,3307,27073,3102,6487,1548,3135,992,3352,1117,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,763990,22649,385945,12476,168894,10251,165764,10144,3130,1231,351,295,2779,1168,217051,8006,180684,7864,36367,4063,18700,2444,17667,3035,378045,13830,173001,8881,169437,8819,3564,1322,425,337,3139,1305,205044,8351,172980,7745,32064,3383,16095,2122,15969,2814,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,223015,10957,111648,6867,53845,4560,53100,4539,745,584,96,157,649,570,57803,3918,48472,3653,9331,1682,6238,1464,3093,1013,111367,6209,48179,4119,47488,4131,691,392,91,114,600,373,63188,4383,50966,4287,12222,2093,7561,1506,4661,1140,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,613925,21526,299810,13624,137627,9342,132550,8955,5077,1646,1010,706,4067,1417,162183,8633,121165,7192,41018,4080,25316,2979,15702,3362,314115,12403,128432,7696,125569,7562,2863,1094,935,697,1928,885,185683,8860,132388,8010,53295,4646,35060,3560,18235,3005,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,234744,12591,113373,7427,49035,4383,46627,4166,2408,1124,664,686,1744,897,64338,4801,42265,3552,22073,3628,6583,1307,15490,3544,121371,7091,50295,4650,47656,4245,2639,1092,1066,543,1573,920,71076,4253,48284,3545,22792,2785,8906,1551,13886,2155,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,25167,2776,12141,1780,4285,1089,4142,1061,143,241,0,213,143,241,7856,1399,6393,1257,1463,586,822,494,641,329,13026,1833,4019,955,4019,955,0,213,0,213,0,213,9007,1582,6813,1457,2194,790,814,470,1380,621,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,101151,6568,49249,4227,24459,2736,24301,2743,158,243,158,243,0,193,24790,2529,22232,2376,2558,727,1237,511,1321,584,51902,4102,27604,2888,27219,2864,385,372,137,211,248,299,24298,2417,20968,2283,3330,927,1922,702,1408,670,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,647655,24504,314151,14584,132688,7322,128203,7247,4485,1147,1291,560,3194,1038,181463,9808,116276,6889,65187,5991,36613,3559,28574,4454,333504,12608,129451,7096,125567,6832,3884,1252,1127,439,2757,1157,204053,8336,134076,5898,69977,4887,43497,3723,26480,3584,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,247399,16035,125392,9031,57717,5604,56534,5543,1183,597,726,528,457,305,67675,5524,48876,3988,18799,2890,13612,2567,5187,1347,122007,9641,51092,5848,49789,5859,1303,703,561,492,742,497,70915,5858,49292,4807,21623,3196,12977,2039,8646,2011,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,358398,15444,181700,8808,92983,6539,92171,6515,812,510,140,181,672,445,88717,5086,82122,5209,6595,1358,3598,1088,2997,1031,176698,8989,91392,6219,90492,6206,900,509,372,354,528,370,85306,5178,77949,4707,7357,1474,4304,1139,3053,1013,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,173864,7671,86209,5296,45417,3969,44984,3936,433,336,302,319,131,164,40792,3546,37677,3233,3115,1023,1615,725,1500,657,87655,4852,41663,3428,41322,3413,341,321,135,201,206,219,45992,3041,43429,3150,2563,842,1447,619,1116,565,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,333545,13725,164283,8217,78987,5252,78168,5221,819,555,471,482,348,300,85296,5413,74891,5051,10405,2012,3954,988,6451,1577,169262,8322,79958,4467,77896,4207,2062,1249,669,540,1393,1106,89304,5617,76636,4770,12668,2351,7125,1411,5543,1517,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,292665,10365,147287,6797,70683,4348,70011,4246,672,413,322,404,350,223,76604,4643,69273,4586,7331,1394,4253,951,3078,945,145378,6665,65649,4236,65277,4272,372,252,167,181,205,161,79729,4290,73284,3970,6445,1218,4407,936,2038,680,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,58961,5128,29811,3160,14396,1793,14242,1787,154,190,0,161,154,190,15415,2066,13475,1910,1940,733,1192,594,748,370,29150,3218,15975,2411,15913,2406,62,94,0,161,62,94,13175,1768,12055,1629,1120,559,780,449,340,218,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,53255,5086,27840,3040,12324,2362,12324,2362,0,204,0,204,0,204,15516,2312,14136,2085,1380,838,120,177,1260,788,25415,3513,10375,2229,10375,2229,0,204,0,204,0,204,15040,2420,14074,2290,966,551,530,343,436,426,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,67186,5531,36401,3492,16414,2381,16187,2345,227,309,0,201,227,309,19987,2449,18203,2438,1784,625,801,400,983,445,30785,3211,12738,2262,12661,2271,77,94,0,201,77,94,18047,2144,17208,2137,839,364,508,357,331,220,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,345775,12027,176188,6624,66392,3796,65589,3700,803,609,314,477,489,377,109796,4413,105794,4270,4002,992,2542,795,1460,652,169587,6907,64315,4012,64214,4018,101,112,52,87,49,70,105272,5006,101004,4791,4268,1324,3337,1158,931,428,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,452633,15689,222995,8661,99805,5826,98136,5736,1669,773,830,525,839,590,123190,5677,111545,5480,11645,1781,5059,805,6586,1597,229638,10629,100961,6516,99516,6561,1445,756,577,435,868,580,128677,7135,116428,6961,12249,1861,6585,1394,5664,1417,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,32730,3451,17347,2465,7601,1791,7519,1799,82,137,0,220,82,137,9746,1892,8595,1725,1151,538,331,256,820,480,15383,2190,4925,1099,4925,1099,0,220,0,220,0,220,10458,1843,9131,1650,1327,596,916,465,411,326,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,286980,13897,142684,8999,62341,5414,61335,5410,1006,588,494,378,512,437,80343,5667,70874,5577,9469,1589,4811,895,4658,1272,144296,7546,61561,4801,61126,4791,435,586,0,211,435,586,82735,5515,70242,4959,12493,1929,7415,1609,5078,1155,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,151792,8781,71651,5758,38859,4496,38499,4470,360,377,180,295,180,251,32792,3693,29948,3545,2844,1074,1228,578,1616,930,80141,5392,38261,4097,38028,4093,233,217,233,217,0,211,41880,3626,39474,3545,2406,837,1657,709,749,431,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,108051,7339,55898,4461,27506,2730,27466,2727,40,68,40,68,0,177,28392,3361,26200,3038,2192,883,858,438,1334,723,52153,4121,25361,2678,25266,2687,95,116,37,62,58,99,26792,2640,24512,2255,2280,972,1012,506,1268,676,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
