GEO_ID,B19101B_001E,B19101B_001M,B19101B_002E,B19101B_002M,B19101B_003E,B19101B_003M,B19101B_004E,B19101B_004M,B19101B_005E,B19101B_005M,B19101B_006E,B19101B_006M,B19101B_007E,B19101B_007M,B19101B_008E,B19101B_008M,B19101B_009E,B19101B_009M,B19101B_010E,B19101B_010M,B19101B_011E,B19101B_011M,B19101B_012E,B19101B_012M,B19101B_013E,B19101B_013M,B19101B_014E,B19101B_014M,B19101B_015E,B19101B_015M,B19101B_016E,B19101B_016M,B19101B_017E,B19101B_017M,NAME,B19101B_001MA,B19101B_001EA,B19101B_002MA,B19101B_002EA,B19101B_003MA,B19101B_003EA,B19101B_004EA,B19101B_004MA,B19101B_005EA,B19101B_005MA,B19101B_006MA,B19101B_006EA,B19101B_007MA,B19101B_007EA,B19101B_008MA,B19101B_008EA,B19101B_009MA,B19101B_009EA,B19101B_010MA,B19101B_010EA,B19101B_011EA,B19101B_011MA,B19101B_012MA,B19101B_012EA,B19101B_013EA,B19101B_013MA,B19101B_014MA,B19101B_014EA,B19101B_015MA,B19101B_015EA,B19101B_016EA,B19101B_016MA,B19101B_017EA,B19101B_017MA,state
0400000US48,773622,13173,56718,4540,32898,4431,34207,3311,39182,4080,37154,3518,45133,4768,36566,3823,30939,3899,35867,3617,65418,5500,78141,6044,101673,6580,71404,5928,41152,3532,38458,4219,28712,3338,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,408114,6782,17467,2163,9633,1997,12502,2083,10911,1760,10966,2278,15567,2727,15516,2585,13760,2474,12505,1947,31182,3297,38718,3634,55135,3417,47985,3894,35407,3074,40948,3029,39912,3123,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,698529,11725,45724,4884,29798,3172,38045,3769,39979,4378,42929,4491,38636,3784,40266,4341,42452,3740,34792,3910,65369,4695,82725,6897,85411,5405,47852,3908,25531,2866,22152,2711,16868,2641,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,111826,4629,5378,1431,4003,1274,5255,1424,4490,1376,4411,1295,4953,1251,4978,1303,5197,1193,3299,1064,8578,1470,11706,1975,14653,1990,11877,1865,7029,1383,8799,1654,7220,1712,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,55825,2865,6417,1331,2987,865,2443,886,2259,853,3070,1125,2397,743,1899,762,1881,749,1923,790,3420,790,6004,1251,6566,1375,3813,891,3341,926,3700,1018,3705,1053,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,675055,9627,54730,4195,29810,3547,27488,2843,28292,2827,28255,2982,29780,3661,26092,3042,28362,3341,26906,2724,51588,4171,63176,4496,81955,4843,59468,4232,46317,3609,50481,3379,42355,3741,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,272063,6873,15343,2074,8525,1842,10552,1714,12217,2317,10901,1646,13402,2594,10199,1746,11057,2023,9225,1993,19517,2468,25810,3181,38721,3083,27855,2815,19815,2865,21316,2467,17608,2423,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,318068,7166,34679,3514,15883,2531,18969,2581,19967,2588,21541,3100,21866,2832,19375,2220,17130,2427,13651,1939,25125,2649,29999,3002,33910,3356,20585,2768,10927,1994,9552,1525,4909,1054,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,158099,4204,14216,1915,6479,1484,11024,2269,11625,2191,9632,1913,9359,1715,8882,1734,6744,1403,7597,1555,13866,2297,14522,1981,18179,2454,10631,1950,7413,1315,4298,1107,3632,995,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,290005,7126,27325,3178,12670,2475,17592,2270,16557,2385,18016,2459,16983,2516,13399,2098,12320,2218,13960,2261,24627,2630,31154,3294,34242,3433,22979,2746,11487,1828,8353,1351,8341,1820,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,299670,5418,34559,3130,16408,2431,13791,1944,16629,2097,21170,2694,18597,2322,16022,1876,15489,2115,14938,2413,24491,2530,29765,2997,31682,3314,19680,2072,10682,1637,11236,1733,4531,878,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,19348,1563,1527,752,1000,466,1145,616,1184,664,1216,591,1300,682,636,501,1139,608,925,456,2170,667,2049,611,2091,755,1631,601,658,360,456,291,221,243,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,8894,1162,1631,912,390,394,455,384,638,536,298,264,607,552,437,374,345,311,475,351,980,512,770,420,641,411,338,211,184,195,304,184,401,357,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,6701,1113,0,189,0,189,0,189,168,136,155,191,189,205,873,631,194,231,69,110,555,419,1452,823,622,323,989,443,399,298,765,270,271,229,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,60351,3669,2554,946,1791,978,2927,1281,3409,1252,1968,862,2311,813,2383,977,4108,1382,2625,1061,3319,1292,7364,1989,9236,1798,4980,1325,3176,933,5078,1451,3122,970,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,14578,1083,1082,689,674,472,844,693,808,509,601,498,885,500,589,377,483,294,534,419,878,455,1256,664,2424,900,1674,695,651,412,630,432,565,374,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,68948,3614,4508,1116,1981,919,2741,871,3952,1152,2970,1009,3085,986,3125,1142,2887,965,2893,957,7067,1820,7189,1637,10181,1946,5334,1421,4374,1018,3754,1020,2907,1018,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,257851,6108,23825,2950,13093,2238,16595,2577,15178,2172,14399,2391,15983,3014,12739,2407,13376,2056,10977,1915,22329,2652,28247,3142,29636,2621,17692,2408,7689,1604,9904,1657,6189,1405,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,35329,2404,2803,1035,2120,831,1655,696,2186,796,1614,757,1795,755,1793,574,2560,1156,1649,573,2772,859,3867,1048,3934,1132,3266,832,974,629,1696,637,645,371,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
