GEO_ID,C17010D_001E,C17010D_001M,C17010D_002E,C17010D_002M,C17010D_003E,C17010D_003M,C17010D_004E,C17010D_004M,C17010D_005E,C17010D_005M,C17010D_006E,C17010D_006M,C17010D_007E,C17010D_007M,C17010D_008E,C17010D_008M,C17010D_009E,C17010D_009M,C17010D_010E,C17010D_010M,C17010D_011E,C17010D_011M,C17010D_012E,C17010D_012M,C17010D_013E,C17010D_013M,C17010D_014E,C17010D_014M,C17010D_015E,C17010D_015M,C17010D_016E,C17010D_016M,C17010D_017E,C17010D_017M,NAME,C17010D_001MA,C17010D_001EA,C17010D_002EA,C17010D_002MA,C17010D_003EA,C17010D_003MA,C17010D_004EA,C17010D_004MA,C17010D_005EA,C17010D_005MA,C17010D_006EA,C17010D_006MA,C17010D_007EA,C17010D_007MA,C17010D_008EA,C17010D_008MA,C17010D_009EA,C17010D_009MA,C17010D_010MA,C17010D_010EA,C17010D_011MA,C17010D_011EA,C17010D_012MA,C17010D_012EA,C17010D_013EA,C17010D_013MA,C17010D_014EA,C17010D_014MA,C17010D_015EA,C17010D_015MA,C17010D_016EA,C17010D_016MA,C17010D_017EA,C17010D_017MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,77087,3242,6935,1360,4185,934,3398,901,2750,972,757,531,729,517,1993,839,1273,675,70152,3372,60556,3127,38048,2441,9596,1394,3735,1006,1302,526,5861,1236,3128,976,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,104278,3506,7893,1607,6021,1418,3584,1130,1872,788,665,396,269,255,1207,619,851,553,96385,3525,84419,3105,49246,2670,11966,2062,4794,1242,1837,823,7172,1441,3641,1055,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,9838,1113,1008,545,304,287,218,247,704,431,383,362,179,274,321,244,317,245,8830,1170,6463,984,3720,765,2367,1047,344,253,88,91,2023,1019,1274,850,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,14400,1521,1061,541,794,484,379,280,267,188,47,62,18,31,220,193,130,155,13339,1464,10961,1315,5895,1135,2378,721,1112,485,467,356,1266,536,640,405,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,2027,476,360,318,314,315,276,306,46,58,0,157,0,157,46,58,46,58,1667,497,1103,432,627,288,564,319,218,206,137,163,346,296,56,72,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,59343,2569,3919,975,2051,613,1091,481,1868,691,440,311,223,296,1428,563,685,393,55424,2337,39846,2144,14790,1751,15578,2063,6799,1616,2031,720,8779,1567,4176,957,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,18877,1366,2099,685,1200,465,600,292,899,455,394,326,85,145,505,323,390,313,16778,1396,13292,1390,7745,1202,3486,802,1499,500,336,228,1987,654,879,417,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,34929,1870,3521,788,2050,685,1461,576,1471,625,341,252,295,244,1130,547,1130,547,31408,1997,25464,1956,16667,1551,5944,1392,2430,879,1273,603,3514,1067,2286,847,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,134249,4479,7100,1435,4173,1046,2327,862,2927,1003,878,603,641,585,2049,774,1421,639,127149,4101,108495,4084,62052,3263,18654,2139,6586,1475,2640,908,12068,1549,6334,1317,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,17154,1571,1143,694,690,446,182,195,453,425,304,390,271,387,149,144,88,111,16011,1612,14104,1668,7104,1315,1907,712,892,467,608,417,1015,473,758,409,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,43548,2522,3231,966,1910,724,900,462,1321,669,551,505,110,178,770,479,530,397,40317,2577,34621,2570,19383,2094,5696,1118,2403,751,655,373,3293,906,1696,702,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1369414,10702,94178,5375,56523,3908,25822,2311,37655,3407,9643,1653,4069,1064,28012,3023,19049,2558,1275236,10693,1033795,10823,499569,9177,241441,6896,83141,4599,26918,3032,158300,5288,56345,3343,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,4912,931,768,434,373,331,141,161,395,283,93,141,93,141,302,252,112,145,4144,823,3540,730,1868,486,604,319,324,265,166,202,280,184,15,27,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,41955,1831,2301,775,1606,659,814,505,695,454,105,159,0,207,590,436,505,420,39654,1970,34150,2123,19681,1731,5504,1033,2839,798,723,458,2665,715,1223,506,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,341799,6248,26929,3079,17341,2225,9341,1565,9588,2153,2328,1208,942,562,7260,1751,4910,1520,314870,6435,278302,5947,163983,5870,36568,3100,13363,1982,4329,1022,23205,2407,12379,2058,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,94838,2695,4135,1249,3017,1001,1699,737,1118,521,41,73,0,206,1077,521,697,412,90703,2785,77935,2520,41069,2283,12768,1705,3696,878,1106,485,9072,1516,4744,1071,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,130168,4145,11453,1714,8464,1408,3586,906,2989,1070,778,503,684,480,2211,938,1555,768,118715,4386,99176,3940,48867,2840,19539,2329,7351,1552,3091,991,12188,1644,5837,1165,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,107753,3074,7255,1412,4921,1015,2551,831,2334,935,563,463,262,307,1771,883,1198,675,100498,3331,85350,3424,50366,2746,15148,1716,5397,1229,1928,702,9751,1319,4105,935,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,17531,1578,1752,832,886,654,618,575,866,437,160,139,140,136,706,432,610,415,15779,1445,12566,1461,6704,1157,3213,1083,1334,712,664,558,1879,839,846,577,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,393921,5594,47250,3176,33048,2791,17885,1773,14202,1805,3581,1139,1337,606,10621,1454,6300,1155,346671,5374,281737,5819,134806,4702,64934,3647,25160,2231,8000,1627,39774,3192,13826,1907,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,227700,3847,11655,1807,8390,1515,4723,1145,3265,1028,627,373,313,281,2638,928,1502,690,216045,4116,192757,4226,105714,3448,23288,2315,7907,1309,2358,791,15381,1926,5448,1139,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,62054,2696,4508,1097,2398,769,1858,662,2110,821,378,266,174,201,1732,797,1512,764,57546,2612,51947,2774,30186,2453,5599,1151,2959,847,1498,623,2640,753,1371,679,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,27488,1769,1451,890,1286,880,312,254,165,161,101,134,0,190,64,84,33,59,26037,1827,23056,1714,13304,1396,2981,918,1170,603,541,364,1811,714,1258,685,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,105534,3181,10143,1580,6282,1186,4382,1014,3861,992,1044,536,384,335,2817,813,1982,565,95391,2812,82055,3125,47683,2704,13336,1931,4561,1245,1709,701,8775,1460,4843,1148,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,74187,2600,5413,1140,3639,986,2826,845,1774,656,223,168,126,143,1551,633,1373,630,68774,2656,61833,2791,36666,2039,6941,1087,3178,888,1267,474,3763,811,2013,598,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,9371,1004,547,305,346,238,250,217,201,217,120,116,120,116,81,182,0,161,8824,958,7329,822,5021,734,1495,620,792,416,556,417,703,457,511,436,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,8040,1388,544,332,367,266,124,141,177,216,0,201,0,201,177,216,177,216,7496,1365,5945,1290,2706,834,1551,607,693,490,514,454,858,434,398,267,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,126069,3969,4539,1015,2483,750,643,374,2056,657,249,195,94,105,1807,675,1219,557,121530,3871,90639,4026,36209,2474,30891,2803,9432,1364,3712,1051,21459,2400,7779,1258,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,162568,4623,10645,1742,6428,1477,3421,1225,4217,971,798,578,548,523,3419,797,2474,749,151923,4686,127864,4369,66510,3042,24059,2688,8786,1667,3613,1100,15273,1749,6668,1253,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,7406,999,1056,556,368,268,142,191,688,437,255,270,0,220,433,326,219,249,6350,987,5197,916,2592,842,1153,548,365,424,34,57,788,467,556,404,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,56235,2628,4569,1070,3234,886,2074,762,1335,639,216,169,216,169,1119,615,536,411,51666,2458,45243,2482,25771,2067,6423,1007,2557,658,1466,517,3866,858,2039,663,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,27663,1905,2071,892,1087,622,664,555,984,637,57,74,0,211,927,637,927,637,25592,2031,22756,2181,11000,1685,2836,852,947,538,592,468,1889,653,598,377,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,19556,1764,1313,571,777,423,599,436,536,402,0,177,0,177,536,402,383,338,18243,1789,14934,1684,8694,1334,3309,1018,721,376,332,244,2588,899,1710,714,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
