GEO_ID,B20017E_001E,B20017E_001M,B20017E_002E,B20017E_002M,B20017E_003E,B20017E_003M,B20017E_004E,B20017E_004M,B20017E_005E,B20017E_005M,B20017E_006E,B20017E_006M,B20017E_007E,B20017E_007M,NAME,B20017E_001MA,B20017E_001EA,B20017E_002EA,B20017E_002MA,B20017E_003MA,B20017E_003EA,B20017E_004EA,B20017E_004MA,B20017E_005EA,B20017E_005MA,B20017E_006EA,B20017E_006MA,B20017E_007EA,B20017E_007MA,state
0400000US17,36083,12408,32051,35822,54460,22870,26316,28145,36325,8484,37267,9776,-666666666,-222222222,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,-,**,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,35567,16515,32476,17053,37135,13840,-666666666,-222222222,36316,35767,46181,33571,3958,14402,Iowa,null,null,null,null,null,null,-,**,null,null,null,null,null,null,19
0400000US20,19360,5940,19533,6784,19614,10066,-666666666,-222222222,14096,42798,-666666666,-222222222,11500,10240,Kansas,null,null,null,null,null,null,-,**,null,null,-,**,null,null,20
0400000US21,45350,23586,45780,10128,45832,10601,-666666666,-222222222,23086,9087,23542,7975,-666666666,-222222222,Kentucky,null,null,null,null,null,null,-,**,null,null,null,null,-,**,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Maine,**,-,-,**,**,-,-,**,-,**,-,**,-,**,23
0400000US24,36451,8045,41345,9697,41017,9373,-666666666,-222222222,32485,12948,42348,50841,30629,30355,Maryland,null,null,null,null,null,null,-,**,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,34234,28005,45696,17079,45997,8942,18707,25325,14386,15300,26064,21562,6806,9972,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,18915,7844,21156,15776,25104,17984,2499,-333333333,18671,17795,50596,14353,8919,15489,Minnesota,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,27
0400000US28,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Mississippi,**,-,-,**,**,-,-,**,-,**,-,**,-,**,28
0400000US29,28527,3006,38911,17778,57304,36701,4717,4800,27079,2916,27643,2423,2543,2165,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,17024,25763,16726,4834,16726,4834,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Montana,null,null,null,null,null,null,-,**,-,**,-,**,-,**,30
0400000US31,19360,9064,19598,16127,19812,19628,-666666666,-222222222,19167,8180,19963,147250,10143,13882,Nebraska,null,null,null,null,null,null,-,**,null,null,null,null,null,null,31
0400000US32,22325,5791,26735,11796,31683,9848,17221,17122,21246,5519,27337,7401,12028,5496,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,New Hampshire,**,-,-,**,**,-,-,**,-,**,-,**,-,**,33
0400000US34,49250,24149,48625,33229,65858,29718,18333,25439,50383,36677,51250,32218,-666666666,-222222222,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,-,**,34
0400000US35,15026,16258,14394,5073,-666666666,-222222222,13960,3089,32508,43247,33995,11897,6019,6387,New Mexico,null,null,null,null,**,-,null,null,null,null,null,null,null,null,35
0400000US36,25408,12560,26995,15715,36435,20073,16535,5532,12454,22342,40531,21961,9099,7030,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,20999,7434,25372,8994,31103,14215,15404,8132,14857,7557,27229,22204,7094,9913,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26550,7630,37748,19541,60977,32381,22881,22805,25731,13850,26319,5017,16521,15703,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30607,4536,15566,29766,53181,8758,4354,2201,31439,2276,31674,3712,2499,-333333333,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,"2,500-",***,40
0400000US41,20215,6478,21306,12301,35813,6484,5778,11975,18211,12595,35401,4640,7216,3806,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,45091,52114,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,South Dakota,null,null,-,**,**,-,-,**,-,**,-,**,-,**,46
0400000US47,17452,13197,9282,24225,40659,10887,6032,1776,19267,27650,33758,14287,-666666666,-222222222,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,-,**,47
0400000US48,31354,6562,35620,11566,40464,5808,7865,15461,27063,9389,30196,10549,15461,8613,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22084,4121,28462,6007,35389,7228,10849,3281,16897,9327,33229,14117,6189,1093,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Vermont,**,-,-,**,**,-,-,**,-,**,-,**,-,**,50
0400000US51,31148,29144,40077,59378,81165,34769,13405,4514,17185,28019,42315,24656,2499,-333333333,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,"2,500-",***,51
0400000US53,25743,6093,31920,2029,42407,9351,13075,2253,21195,1613,27621,6210,10344,5206,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31341,3288,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,65714,23528,-666666666,-222222222,-666666666,-222222222,Wyoming,null,null,-,**,**,-,-,**,null,null,-,**,-,**,56
0400000US72,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Puerto Rico,**,-,-,**,**,-,-,**,-,**,-,**,-,**,72
