GEO_ID,B25032G_001E,B25032G_001M,B25032G_002E,B25032G_002M,B25032G_003E,B25032G_003M,B25032G_004E,B25032G_004M,B25032G_005E,B25032G_005M,B25032G_006E,B25032G_006M,B25032G_007E,B25032G_007M,B25032G_008E,B25032G_008M,B25032G_009E,B25032G_009M,B25032G_010E,B25032G_010M,B25032G_011E,B25032G_011M,NAME,B25032G_001MA,B25032G_001EA,B25032G_002EA,B25032G_002MA,B25032G_003EA,B25032G_003MA,B25032G_004EA,B25032G_004MA,B25032G_005EA,B25032G_005MA,B25032G_006MA,B25032G_006EA,B25032G_007EA,B25032G_007MA,B25032G_008MA,B25032G_008EA,B25032G_009EA,B25032G_009MA,B25032G_010EA,B25032G_010MA,B25032G_011MA,B25032G_011EA,state
0400000US13,45963,3704,27946,3434,3088,1027,258,190,2913,935,3345,1176,2481,866,2405,1152,1527,718,2000,645,0,214,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,68768,3702,42074,3101,5693,1097,1467,685,2594,928,4058,956,4034,1230,3093,941,5654,1294,101,108,0,185,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,9441,1709,6187,1389,360,261,155,140,735,440,517,449,158,178,509,424,30,58,784,363,6,12,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,62424,3548,28878,2522,2561,869,4794,1020,5257,1218,7076,1741,4359,1245,2784,881,5134,1276,1581,538,0,185,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30597,2655,19255,2168,998,549,1107,556,1878,686,1586,686,2704,1115,986,596,1031,533,987,507,65,118,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10270,1460,6325,1082,705,417,657,384,692,410,313,205,589,355,300,227,598,367,91,78,0,157,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18483,1995,11520,1552,1087,440,443,247,752,452,1118,595,990,522,966,591,461,493,1146,473,0,170,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19115,1985,12019,1608,563,325,659,384,1441,701,1523,644,809,468,832,523,329,329,940,405,0,189,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19678,2065,9434,1198,1115,570,1043,386,1169,544,847,606,876,403,916,575,853,433,3106,985,319,374,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38197,3032,16417,1603,9315,1552,791,437,1701,941,2320,909,3582,892,604,327,2916,814,551,386,0,197,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,46610,3350,12556,1619,3410,939,5384,1125,10369,1677,4796,1289,3257,1020,2284,777,4248,912,306,253,0,203,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,56356,3157,34730,2260,2669,619,2086,650,2520,740,4144,1226,2954,925,1986,651,2127,707,3140,739,0,168,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,28240,2016,12993,1585,3184,784,814,365,832,529,1536,505,2431,839,2736,816,2777,922,915,394,22,44,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7121,1308,4553,1058,40,72,443,426,479,411,399,367,179,187,84,105,173,158,640,359,131,170,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,33614,3011,19024,2172,1213,514,1927,861,1655,548,3031,1040,2121,805,1245,634,965,641,2199,805,234,385,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8890,1357,6173,1309,319,240,249,230,179,166,403,266,574,302,387,265,240,304,366,244,0,157,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27161,2417,14862,1734,724,332,155,166,1530,624,3232,1021,1588,586,856,418,2042,678,2172,767,0,206,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5879,1137,2523,660,212,235,802,417,561,340,419,366,284,349,271,285,403,269,404,345,0,185,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,46029,3822,17704,1954,5247,1270,6621,1466,3812,972,3570,911,3453,1174,2085,635,3037,899,416,365,84,137,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16311,1969,9936,1646,733,389,313,225,1296,510,637,572,697,362,273,263,405,232,1992,751,29,48,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,135581,6274,36878,2704,7385,1240,18472,2427,11573,1875,9662,1662,8132,1508,17844,2520,23201,2470,2434,758,0,193,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,50687,3459,28577,2685,3008,703,1266,715,1756,742,3855,932,3161,1072,494,306,810,435,7643,1650,117,131,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3630,904,1206,478,218,166,121,170,583,430,282,215,257,235,115,152,245,242,603,506,0,149,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,61929,4299,34634,2777,2726,952,3969,1090,4283,1219,4681,1176,4057,1327,1957,797,2954,924,2557,845,111,153,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,76537,3053,53321,2537,1016,375,1736,483,2835,555,2992,961,3671,925,1200,456,1720,647,7724,1135,322,258,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42053,3063,21110,2435,1171,426,1092,592,2793,961,2476,782,2656,850,2134,777,3488,1243,4552,1114,581,439,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,57487,3809,20109,2311,16197,1925,4593,1249,4669,1072,3678,1035,2534,764,2231,1005,2418,791,912,464,146,142,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5518,1228,1928,746,269,247,672,360,1004,491,828,523,144,153,482,527,191,209,0,210,0,210,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19566,2459,10299,1609,1199,645,526,378,404,311,1041,578,894,615,638,457,496,322,4005,1202,64,81,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5930,1233,2760,722,124,128,159,244,428,329,499,383,598,467,545,489,0,155,790,394,27,38,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31092,2776,18168,2109,1668,592,2602,977,1386,593,1980,697,798,369,495,289,1053,584,2942,914,0,203,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,162771,7656,93505,5894,5507,1282,3681,911,6335,1297,9895,1960,14936,2611,8792,1573,11224,1769,8377,1625,519,318,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11229,1647,6638,1307,1267,462,126,134,491,321,804,456,555,342,148,145,813,461,387,232,0,185,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,57385,4161,28911,2420,7608,1313,1423,592,3090,818,3896,1105,6208,1649,1710,620,3017,1037,1320,477,202,290,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,81145,4267,41875,3505,3530,1049,3867,1123,4123,1062,4980,1251,5591,1608,6230,1469,5231,1218,5604,1116,114,133,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8762,1546,5361,1221,255,180,258,221,387,313,538,371,139,138,82,100,269,249,1473,612,0,190,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25088,2436,11686,1530,1134,543,2959,783,1398,611,2312,678,734,361,2655,1111,1424,566,669,392,117,199,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,108153,4503,66329,3152,9144,1401,10873,1577,5199,1097,5329,1250,5281,1151,2469,930,3087,926,442,385,0,225,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
