GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001MA,B10051F_001EA,B10051F_002EA,B10051F_002MA,B10051F_003EA,B10051F_003MA,B10051F_004EA,B10051F_004MA,B10051F_005EA,B10051F_005MA,B10051F_006MA,B10051F_006EA,B10051F_007EA,B10051F_007MA,state
0400000US25,9871,2142,2307,813,1285,503,1022,514,7564,1940,3694,1241,3870,1467,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1838,744,609,348,483,282,126,202,1229,600,1064,599,165,148,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2625,924,876,643,836,645,40,50,1749,803,1246,661,503,404,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1246,600,550,315,295,212,255,195,696,422,399,287,297,255,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,9755,2492,2504,1048,1593,842,911,632,7251,2187,3562,1274,3689,1629,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,18832,2552,6249,1964,4269,1608,1980,867,12583,2108,7961,1847,4622,1229,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6331,1548,3201,1126,2090,924,1111,603,3130,1006,1455,774,1675,653,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,59670,5422,18502,2869,12888,2449,5614,1597,41168,4981,21187,3781,19981,3051,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7176,2241,2200,1072,2200,1072,0,201,4976,1755,3248,1428,1728,933,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2293,884,1031,522,756,451,275,269,1262,646,884,550,378,273,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3992,1071,2038,971,2008,971,30,34,1954,685,1138,476,816,476,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1756,769,491,451,296,327,195,293,1265,660,687,429,578,449,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8534,2061,3221,1380,2843,1356,378,251,5313,1478,3226,1330,2087,715,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2222,1122,1310,927,1310,927,0,203,912,508,804,501,108,108,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,69323,5546,27615,3550,20546,3075,7069,1717,41708,4548,23072,3411,18636,2980,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4171,1377,1582,1044,1305,1025,277,286,2589,1019,1348,770,1241,671,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3821,1346,1071,658,952,639,119,148,2750,1110,886,462,1864,910,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7595,1955,2377,1216,1751,933,626,778,5218,1741,2831,1295,2387,1056,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3551,1387,1280,928,1280,928,0,149,2271,1149,1004,1057,1267,869,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,11469,1965,5082,1578,3289,1244,1793,1015,6387,1608,3308,1240,3079,878,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
