GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001EA,C21001B_001MA,C21001B_002EA,C21001B_002MA,C21001B_003EA,C21001B_003MA,C21001B_004MA,C21001B_004EA,C21001B_005EA,C21001B_005MA,C21001B_006EA,C21001B_006MA,C21001B_007EA,C21001B_007MA,C21001B_008EA,C21001B_008MA,C21001B_009MA,C21001B_009EA,C21001B_010EA,C21001B_010MA,C21001B_011EA,C21001B_011MA,C21001B_012MA,C21001B_012EA,C21001B_013MA,C21001B_013EA,C21001B_014MA,C21001B_014EA,C21001B_015MA,C21001B_015EA,state
0400000US13,2241222,6949,1018100,4828,918870,5177,120581,5740,798289,7458,99230,2002,37194,2613,62036,2780,1223122,5246,1066538,4793,33238,3458,1033300,6001,156584,2130,1568,528,155016,2220,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,16730,2015,9423,1756,8427,1665,4463,1071,3964,1248,996,411,854,373,142,149,7307,765,6770,732,1690,664,5080,726,537,251,0,185,537,251,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1353002,5802,614290,3934,537640,3623,47399,3348,490241,4876,76650,1128,30949,2045,45701,2415,738712,3899,619526,3690,8613,1176,610913,3603,119186,1127,1629,513,117557,1244,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,429977,3796,201133,2933,178963,2833,19067,2124,159896,3338,22170,1192,9126,988,13044,1193,228844,2791,196822,2762,3172,935,193650,2915,32022,1020,708,385,31314,1065,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,65882,1899,33277,1379,31504,1342,2557,771,28947,1413,1773,436,551,343,1222,324,32605,1367,30058,1369,212,232,29846,1401,2547,335,0,157,2547,335,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,119601,2787,58209,2146,52855,2122,9615,1442,43240,2112,5354,514,2494,574,2860,521,61392,1791,52997,1689,1432,685,51565,1757,8395,693,122,146,8273,667,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,255856,3916,121731,3047,108286,3073,13026,1606,95260,3441,13445,926,7717,1051,5728,1022,134125,2649,114961,2495,2691,884,112270,2590,19164,1171,491,265,18673,1257,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1069921,4379,493503,2580,438725,2817,40697,3304,398028,4308,54778,1417,16028,1709,38750,1682,576418,2941,493723,2754,8374,1349,485349,3001,82695,1501,299,152,82396,1467,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9022,968,5698,872,5457,896,610,495,4847,897,241,161,74,97,167,133,3324,705,3151,675,18,30,3133,673,173,191,0,165,173,191,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1318209,5208,597005,3196,526186,3207,64631,3573,461555,4264,70819,939,34720,1734,36099,1934,721204,3562,613289,3269,18095,2453,595194,4253,107915,1278,1363,510,106552,1219,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,352187,6115,165330,3551,149254,3479,5839,1150,143415,3357,16076,752,3802,757,12274,988,186857,4149,162213,3883,727,498,161486,3951,24644,712,122,146,24522,721,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1017528,5373,469049,3134,410060,3265,34351,2514,375709,3696,58989,823,24090,1655,34899,1684,548479,3763,460690,3777,5424,1263,455266,4082,87789,935,993,399,86796,1012,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,193381,3163,97743,2267,92388,2265,4848,1005,87540,2293,5355,565,2113,512,3242,713,95638,2079,88579,2131,328,387,88251,2101,7059,407,63,113,6996,416,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,805937,4570,365398,2914,326840,2779,26229,2681,300611,3816,38558,1263,8079,1086,30479,1358,440539,3181,378567,3294,5856,1304,372711,3437,61972,1358,283,204,61689,1388,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,503773,4332,230335,3082,203033,3190,24192,2309,178841,3933,27302,992,9770,1021,17532,1121,273438,2474,232525,2429,4224,1146,228301,2687,40913,1036,316,224,40597,1064,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,58912,1461,30170,1187,27397,1169,3576,708,23821,1168,2773,363,1638,409,1135,340,28742,1326,25031,1281,395,272,24636,1325,3711,369,37,62,3674,379,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,172852,3112,85366,2084,75451,2003,10335,1807,65116,2653,9915,285,5797,809,4118,763,87486,1817,74347,1702,2722,867,71625,1869,13139,415,213,165,12926,450,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11505,1683,5648,1256,5407,1218,852,662,4555,1051,241,200,82,103,159,172,5857,1074,4972,1084,46,72,4926,1078,885,547,47,82,838,535,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,911257,7458,417036,4639,367990,4490,26184,2534,341806,4755,49046,1145,17277,1436,31769,1754,494221,4361,413293,4029,6563,1250,406730,4447,80928,1227,210,157,80718,1250,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,30676,1908,17677,1402,15594,1411,3166,848,12428,1351,2083,430,1191,451,892,389,12999,1486,11602,1499,1076,741,10526,1626,1397,293,35,58,1362,286,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2342131,13308,1050707,7632,921546,7258,45459,2804,876087,7114,129161,2342,30450,2267,98711,3005,1291424,8797,1073140,8369,9532,1616,1063608,8273,218284,2620,929,435,217355,2779,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1572331,6561,709543,5120,620096,4964,88444,5285,531652,7340,89447,1708,32651,2438,56796,2791,862788,4173,728604,4067,18733,2484,709871,4888,134184,1198,850,402,133334,1240,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1025039,5913,476983,4501,417576,4158,44630,3199,372946,4828,59407,1032,29179,1785,30228,1770,548056,4090,455845,3715,7079,1297,448766,3847,92211,1413,1044,352,91167,1475,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,199363,2434,96578,2065,86162,2037,13312,1505,72850,2124,10416,646,5352,844,5064,635,102785,2001,88969,2038,2347,722,86622,2106,13816,728,228,172,13588,765,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,52810,2226,29627,1690,26985,1640,2627,948,24358,1691,2642,328,1234,390,1408,360,23183,1300,20251,1270,860,524,19391,1346,2932,453,67,118,2865,427,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1037978,7249,488716,5280,433957,5252,39128,3161,394829,5193,54759,1253,23579,1789,31180,1747,549262,3969,460525,3682,6488,1238,454037,3849,88737,1424,712,361,88025,1415,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,47719,3366,23185,2085,21321,2073,1102,573,20219,2015,1864,384,258,241,1606,337,24534,1891,22102,1812,167,160,21935,1801,2432,275,0,210,2432,275,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,974550,3917,443737,2852,385921,3008,49346,3830,336575,3983,57816,921,21029,1604,36787,1584,530813,2525,444359,2496,10518,1611,433841,3100,86454,799,663,362,85791,933,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,799749,4553,367704,3197,329535,3136,37917,3864,291618,3971,38169,1203,14837,1340,23332,1672,432045,2749,372795,2831,8509,1549,364286,3126,59250,1487,464,243,58786,1553,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2280229,8775,1078624,5854,973840,6160,118731,6249,855109,8595,104784,2501,43131,2603,61653,2832,1201605,6449,1048742,6380,28517,3496,1020225,7041,152863,2342,1304,583,151559,2523,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19796,1351,11553,984,10672,960,1340,437,9332,1023,881,481,228,233,653,415,8243,1096,7667,1123,0,185,7667,1123,576,367,50,81,526,371,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1187545,7846,550604,5171,483022,5013,81696,4597,401326,7037,67582,1509,28809,1888,38773,1873,636941,4513,537747,4473,26074,2648,511673,5185,99194,1745,1568,485,97626,1800,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,185787,4602,100924,3208,92556,3005,16951,2228,75605,3116,8368,706,4918,835,3450,677,84863,2782,75584,2636,2919,1065,72665,2635,9279,837,96,157,9183,828,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,49511,2450,27258,1809,24465,1668,4120,992,20345,1498,2793,569,1397,402,1396,478,22253,1461,18002,1387,795,381,17207,1435,4251,930,74,89,4177,927,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,243914,3307,117310,2301,107501,2284,9703,1424,97798,2359,9809,611,3005,646,6804,663,126604,1867,112615,1948,1958,641,110657,2024,13989,581,95,103,13894,575,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,226233,9648,109452,5839,87786,5161,3107,926,84679,4981,21666,2275,3818,946,17848,1936,116781,6254,89438,5250,173,175,89265,5245,27343,2661,147,191,27196,2619,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
