GEO_ID,B14007D_001E,B14007D_001M,B14007D_002E,B14007D_002M,B14007D_003E,B14007D_003M,B14007D_004E,B14007D_004M,B14007D_005E,B14007D_005M,B14007D_006E,B14007D_006M,B14007D_007E,B14007D_007M,B14007D_008E,B14007D_008M,B14007D_009E,B14007D_009M,B14007D_010E,B14007D_010M,B14007D_011E,B14007D_011M,B14007D_012E,B14007D_012M,B14007D_013E,B14007D_013M,B14007D_014E,B14007D_014M,B14007D_015E,B14007D_015M,B14007D_016E,B14007D_016M,B14007D_017E,B14007D_017M,B14007D_018E,B14007D_018M,B14007D_019E,B14007D_019M,NAME,B14007D_001EA,B14007D_001MA,B14007D_002MA,B14007D_002EA,B14007D_003EA,B14007D_003MA,B14007D_004EA,B14007D_004MA,B14007D_005EA,B14007D_005MA,B14007D_006MA,B14007D_006EA,B14007D_007MA,B14007D_007EA,B14007D_008EA,B14007D_008MA,B14007D_009MA,B14007D_009EA,B14007D_010MA,B14007D_010EA,B14007D_011EA,B14007D_011MA,B14007D_012EA,B14007D_012MA,B14007D_013MA,B14007D_013EA,B14007D_014EA,B14007D_014MA,B14007D_015MA,B14007D_015EA,B14007D_016EA,B14007D_016MA,B14007D_017EA,B14007D_017MA,B14007D_018MA,B14007D_018EA,B14007D_019MA,B14007D_019EA,state
0400000US17,611410,4704,183603,4803,9910,1479,8883,1572,6186,1267,7676,1340,8231,1265,8306,1363,7229,1135,7886,1291,7006,1434,7286,1205,6393,926,8370,1203,6319,1156,7069,1407,48311,2857,28542,3276,427807,4507,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,111431,3624,41539,2524,2134,702,1700,696,1186,562,2093,731,1667,608,1429,646,1706,652,1160,524,1712,587,934,581,1355,673,1270,547,630,352,1715,825,14436,1490,6412,1323,69892,3136,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,60898,2299,22761,1914,1169,414,1013,496,782,398,754,427,392,229,1283,530,1060,431,349,200,497,263,929,482,1075,492,1004,529,686,418,932,339,6410,1036,4426,1191,38137,2033,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,70206,3091,26539,2884,1681,1007,1072,432,677,410,578,319,1614,653,741,384,996,381,1163,789,716,380,1432,725,887,357,931,415,494,259,911,436,9515,1525,3131,1227,43667,1500,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,51267,2226,19619,1771,1373,445,578,313,994,575,767,336,1244,772,1454,601,1109,543,1058,563,601,446,751,436,505,251,1158,596,487,372,588,376,3659,765,3293,862,31648,1861,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,70877,2537,20799,1644,1617,568,1088,493,1183,599,853,436,734,465,1331,480,850,382,555,382,829,559,807,471,695,375,682,336,984,470,651,351,4968,1133,2972,1005,50078,2322,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13765,1425,4939,1278,110,139,79,154,202,226,197,225,167,172,274,266,286,272,346,211,474,346,202,219,161,195,255,216,90,126,255,223,1280,702,561,437,8826,955,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,343208,4515,99168,4149,5803,1074,5198,1169,3659,994,4755,1043,4955,1140,3821,844,4018,836,4398,888,3911,911,4348,928,4022,838,3931,876,4726,983,3922,821,24175,2442,13526,1857,244040,3839,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,375676,4774,125327,4427,6225,1082,5582,1092,5039,1073,5656,986,4516,915,3311,699,3987,784,4013,1029,4103,878,5680,1054,3410,694,4603,854,3635,845,4936,1381,38016,2819,22615,2658,250349,4042,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,257382,4384,92574,3242,4558,1073,3355,671,2921,757,3705,720,4857,1021,3548,696,4466,986,4348,1014,3489,1035,4046,850,3840,795,4358,865,2842,701,3672,924,24576,2109,13993,1839,164808,3272,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,224277,3559,79642,3448,4842,931,3279,852,4430,861,3625,736,4109,938,4043,791,4268,857,4980,944,3630,802,2626,667,3510,739,3485,668,3433,716,4081,978,19584,1917,5717,1207,144635,3018,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,26840,2287,10133,1372,250,202,210,222,376,279,360,280,645,424,390,341,209,227,364,345,476,330,915,388,58,100,152,133,344,245,474,343,3560,977,1350,619,16707,1718,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,99260,3368,35314,2656,1917,813,1817,728,1164,520,1721,842,873,396,1242,551,1945,621,1294,436,1224,458,679,334,867,438,656,353,828,326,1442,658,10147,1370,7498,1283,63946,2466,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36030,1608,13784,1317,638,383,548,369,478,253,617,330,438,279,596,339,394,205,610,310,796,374,412,262,302,176,490,272,625,280,1151,506,3751,826,1938,591,22246,1271,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,209508,4116,48017,3423,1306,491,2506,1231,2669,681,2015,780,2143,529,2237,1108,1551,541,2785,1007,1695,634,2160,548,2265,776,2423,647,3772,650,2372,742,13364,1889,2754,963,161491,3677,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29984,1665,10709,1752,729,400,587,459,367,237,418,243,732,444,412,258,384,309,303,175,325,224,506,344,482,236,213,138,492,299,324,220,2231,701,2204,984,19275,1567,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,771420,5872,211015,4781,16192,1851,11330,1723,9685,1461,9338,1246,10873,1623,10669,1402,11096,1537,10217,1506,10409,1716,8729,1310,9235,1342,11564,1188,8273,1311,9181,1549,44494,2572,19730,2614,560405,4967,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27892,2479,10347,2063,302,201,450,474,609,440,269,282,471,465,115,144,858,657,545,477,250,225,341,239,0,195,368,277,267,294,292,272,2466,693,2744,1047,17545,1317,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1502204,9540,411441,7565,20613,2578,18956,1927,14508,2162,16108,1826,15484,1628,17424,1584,17216,1708,17008,2040,18118,1747,18447,1957,15881,1856,18132,1726,16455,1706,19301,1607,120953,5420,46837,3901,1090763,8938,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,227877,4247,75278,3732,4020,880,3860,980,4236,1212,3040,740,4039,1057,2753,748,3901,783,2884,737,3623,964,3567,1053,2785,759,3316,573,3139,816,3115,829,17701,2079,9299,1919,152599,3827,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,203205,4850,64446,3290,2695,839,3651,896,3388,953,2023,682,3417,862,2700,848,2184,744,2203,689,3733,1160,2391,822,2516,951,2780,786,1522,456,2101,603,16275,1836,10867,1457,138759,3356,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,68421,3347,24115,2230,874,353,1240,464,932,432,748,315,1035,368,1099,390,1260,461,698,281,1294,548,531,274,943,544,732,282,1227,571,966,537,6468,935,4068,1117,44306,2116,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,146879,4236,44462,2804,1233,509,1252,513,1565,643,1702,577,2167,773,1638,603,1457,565,2091,723,1407,496,1846,625,1659,640,1932,737,2371,776,1635,618,17194,1865,3313,946,102417,3262,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,370087,4652,123662,4250,6216,1306,5230,1146,5898,1093,5826,1235,4814,983,5106,949,4085,900,5476,1138,4617,1128,4780,1163,4491,1144,5669,1119,4037,802,5016,1076,34961,2692,17440,1980,246425,4354,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32413,2352,12461,1500,478,253,542,345,708,487,88,117,441,304,257,237,850,498,530,300,195,217,118,160,369,285,97,131,465,308,428,293,4040,1063,2855,1020,19952,1847,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63005,3015,18054,2356,905,460,1076,511,786,372,803,448,1271,545,418,263,478,310,866,386,514,272,482,253,649,315,791,404,496,354,1551,1209,4973,1089,1995,644,44951,2780,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8504,1188,3494,1084,132,141,513,441,167,185,437,416,170,152,162,140,64,113,7,37,107,92,265,209,200,328,65,104,96,141,52,82,617,384,440,396,5010,846,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,95019,3191,29160,2045,1415,564,1885,684,1994,650,2416,926,850,460,802,422,1396,574,1370,598,1293,633,1041,476,1621,595,1500,554,489,383,932,369,7246,1375,2910,936,65859,2836,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1050031,9615,331111,8031,16472,2020,15870,1827,14739,2051,16028,2078,18552,2607,14271,1984,15088,1930,14836,1793,16505,1942,12954,1896,12317,1688,13336,1960,14170,1732,12329,1921,81144,4769,42500,3446,718920,7211,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,59686,2530,18203,1905,838,552,580,411,655,317,680,490,895,381,766,348,478,281,337,229,838,393,702,389,710,355,479,285,869,358,1344,711,5932,1001,2100,824,41483,2165,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,468381,5841,141228,5161,7507,1196,7172,1221,6132,1291,6182,1175,5971,1060,8072,1344,5656,1126,7390,1458,5092,1069,4735,1059,6407,1215,6390,1143,6150,1074,5272,1120,37805,3187,15295,2029,327153,5287,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,519894,7719,144253,5353,7257,1382,5996,1567,6221,1340,6466,1352,6636,1249,6029,1172,7462,1542,7253,1651,6715,1331,5324,1099,6363,1224,5257,1025,7756,1331,5899,1311,41145,3501,12474,1974,375641,6307,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,136326,3332,53319,2738,2411,732,3019,580,2255,535,2658,809,1866,493,2173,578,2479,684,2284,597,2470,679,2277,758,2395,643,1749,496,1966,639,3468,783,14420,1524,5429,1348,83007,3058,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
