GEO_ID,C24010B_001E,C24010B_001M,C24010B_002E,C24010B_002M,C24010B_003E,C24010B_003M,C24010B_004E,C24010B_004M,C24010B_005E,C24010B_005M,C24010B_006E,C24010B_006M,C24010B_007E,C24010B_007M,C24010B_008E,C24010B_008M,C24010B_009E,C24010B_009M,C24010B_010E,C24010B_010M,C24010B_011E,C24010B_011M,C24010B_012E,C24010B_012M,C24010B_013E,C24010B_013M,NAME,C24010B_001EA,C24010B_001MA,C24010B_002MA,C24010B_002EA,C24010B_003EA,C24010B_003MA,C24010B_004EA,C24010B_004MA,C24010B_005EA,C24010B_005MA,C24010B_006EA,C24010B_006MA,C24010B_007EA,C24010B_007MA,C24010B_008EA,C24010B_008MA,C24010B_009EA,C24010B_009MA,C24010B_010EA,C24010B_010MA,C24010B_011EA,C24010B_011MA,C24010B_012EA,C24010B_012MA,C24010B_013EA,C24010B_013MA,state
0400000US13,1252272,13997,562723,8900,123212,5922,114879,6336,108900,7112,62954,5194,152778,7225,689549,10157,225605,8774,164152,6792,234863,8871,5120,1392,59809,4377,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,9901,1792,5477,1429,2112,524,922,500,894,384,253,225,1296,1085,4424,878,1860,692,1463,613,906,440,158,266,37,59,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,657282,8918,284868,6422,66522,4332,64655,4238,55907,4236,25466,2826,72318,4215,372414,6648,117484,5279,103072,5426,124392,5633,1743,635,25723,2898,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,230014,6089,102843,4723,19718,2459,25262,3078,16509,1986,7608,1856,33746,3406,127171,3928,34245,2458,38583,3166,39105,2997,1045,544,14193,1881,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38530,2393,19484,1572,4671,1328,3999,892,3414,997,768,460,6632,1474,19046,1764,4363,980,6864,1257,5342,1013,302,361,2175,705,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,67590,3275,30504,2352,6175,1493,7425,1384,6847,1357,2171,742,7886,1189,37086,2125,11688,1334,8967,1564,12117,1767,580,304,3734,1104,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,143526,4290,66356,2839,14279,1880,14026,1963,8881,1689,5510,1319,23660,2644,77170,3297,22533,2486,23302,2807,21039,2429,360,255,9936,1667,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,563036,8584,250785,6380,37909,3482,57606,4321,34124,3049,49753,3386,71393,4803,312251,5937,88794,5247,110975,6618,94428,5153,2777,899,15277,2308,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4973,770,3255,805,915,427,1444,553,567,447,135,149,194,165,1718,559,383,222,954,309,233,189,0,165,148,263,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,830816,8033,367407,6130,115736,5135,76859,4499,71785,4443,37694,3052,65333,4629,463409,5552,193939,6715,109453,4772,141614,5687,2606,803,15797,2473,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,216417,6417,103447,4007,29115,2750,24969,3001,20116,2684,7257,1357,21990,2544,112970,4378,38891,3206,37322,3764,32096,2882,498,387,4163,1216,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,480875,8817,208611,5325,41171,3395,50188,3786,36594,3016,19139,2209,61519,4346,272264,6627,74795,3943,80527,4519,85689,4723,2860,894,28393,2583,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,117945,4011,58594,3311,12194,1734,14587,1974,10198,1880,3306,968,18309,2360,59351,2952,16732,1970,22114,2510,14435,1929,634,559,5436,1516,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,404147,9353,176182,5597,24072,2377,36545,3453,23402,2983,27017,2794,65146,4599,227965,6392,63653,4220,69742,5075,66120,4206,1505,773,26945,2668,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,279280,6008,122304,4599,22343,2346,33614,2947,26336,2716,11311,1916,28700,2826,156976,3902,46068,3392,45077,3232,52699,3182,720,346,12412,1845,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37472,2072,19998,1409,4627,1013,4350,1066,3753,1005,1765,669,5503,1174,17474,1781,5932,1178,5016,1298,5256,931,0,157,1270,513,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,89596,4638,44452,3169,8841,1357,14929,2232,7012,1489,3537,1220,10133,1653,45144,3319,12318,2103,14538,2194,16095,2301,0,206,2193,1006,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6912,1319,3773,1173,1237,647,954,610,420,296,494,661,668,675,3139,801,1071,560,340,359,934,445,0,185,794,741,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,513384,8490,236307,5869,59259,3870,56178,4650,46200,3364,20653,2659,54017,4097,277077,5881,99246,4932,76656,4269,83164,4895,1231,568,16780,2532,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17908,1581,10605,1199,2802,1015,2515,1014,1715,750,2324,1034,1249,535,7303,1046,2353,807,2581,862,1914,584,40,68,415,336,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1276393,15215,572604,10519,135351,6047,151469,6384,113039,4905,69117,5134,103628,5138,703789,9690,235744,7338,240251,7482,199201,6784,4242,1237,24351,2328,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,862674,10391,374095,7312,71973,4518,83832,5119,66217,4793,39377,3771,112696,5834,488579,8099,152795,5419,129001,5431,150425,6885,1734,671,54624,3748,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5510,1287,3346,880,147,128,1092,653,657,385,730,464,720,519,2164,829,628,401,655,547,489,460,0,149,392,473,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,542228,9364,240981,5571,46533,3591,58196,3658,47249,4119,20037,2484,68966,4211,301247,6857,88382,4510,92092,4022,93335,4461,1878,723,25560,2726,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,114695,3365,54198,2459,10474,1526,11272,1703,10432,1471,6646,1170,15374,1910,60497,2559,19526,1699,19490,2042,18242,1944,400,277,2839,825,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27909,2618,15107,1888,5407,1381,2192,749,2983,1157,651,410,3874,1322,12802,1555,3940,1114,3482,1238,4402,1171,310,367,668,545,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,528072,10701,236364,7152,55124,4165,64778,4167,43193,3349,18328,2239,54941,4177,291708,6690,94116,4891,96699,5294,86992,4940,1676,829,12225,1888,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,29003,2679,14877,1852,2565,714,4287,1351,2466,839,2237,1067,3322,1150,14126,1952,4161,1127,5667,1538,3005,829,78,132,1215,651,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,517655,9016,226872,6304,38836,3129,48177,4666,33160,3612,27561,3525,79138,4696,290783,6243,82207,5154,78804,5262,90533,5530,2151,846,37088,2705,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5098,1498,3415,1138,565,369,1093,763,216,185,645,674,896,601,1683,649,312,200,353,241,706,411,0,155,312,320,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,451959,9159,205619,5607,37622,3399,41765,3652,41478,3615,19106,2369,65648,4790,246340,7034,78919,5023,58168,3568,76844,4921,1971,757,30438,3306,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1358846,14703,635332,10084,162676,7036,119006,6027,125285,6458,60792,5515,167573,5888,723514,11026,271756,8592,178628,7499,232351,10244,4232,1348,36547,3716,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11922,1528,7651,1107,2362,756,528,373,1070,531,1475,861,2216,847,4271,1034,1284,622,1040,614,1689,638,0,185,258,283,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3241,798,2021,745,159,142,344,298,438,280,21,32,1059,521,1220,363,531,309,406,225,278,200,0,151,5,11,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,704847,10193,318580,6871,79538,5081,71196,4501,56884,4553,34137,3192,76825,3943,386267,6723,134687,5386,99117,5158,121974,5323,2547,1047,27942,2686,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,108338,4941,59786,3199,14534,2179,13328,2101,12032,1974,5316,1371,14576,2208,48552,3169,15686,2175,15929,2481,14094,1885,493,352,2350,899,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21896,1769,10508,1359,1959,687,2629,726,2462,746,636,347,2822,1015,11388,1207,3201,741,2938,811,5073,1114,0,190,176,193,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,123040,4430,53517,2914,12326,1728,11586,1736,7759,1330,4514,1142,17332,2158,69523,2897,17297,1909,22865,2269,22681,2158,335,329,6345,1266,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,87259,4905,46267,3329,9096,1693,11899,2200,8199,1620,10277,1872,6796,1407,40992,3823,14445,2331,10883,1725,13224,1790,298,177,2142,627,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
