GEO_ID,C17010D_001E,C17010D_001M,C17010D_002E,C17010D_002M,C17010D_003E,C17010D_003M,C17010D_004E,C17010D_004M,C17010D_005E,C17010D_005M,C17010D_006E,C17010D_006M,C17010D_007E,C17010D_007M,C17010D_008E,C17010D_008M,C17010D_009E,C17010D_009M,C17010D_010E,C17010D_010M,C17010D_011E,C17010D_011M,C17010D_012E,C17010D_012M,C17010D_013E,C17010D_013M,C17010D_014E,C17010D_014M,C17010D_015E,C17010D_015M,C17010D_016E,C17010D_016M,C17010D_017E,C17010D_017M,NAME,C17010D_001EA,C17010D_001MA,C17010D_002EA,C17010D_002MA,C17010D_003EA,C17010D_003MA,C17010D_004EA,C17010D_004MA,C17010D_005EA,C17010D_005MA,C17010D_006EA,C17010D_006MA,C17010D_007MA,C17010D_007EA,C17010D_008MA,C17010D_008EA,C17010D_009EA,C17010D_009MA,C17010D_010MA,C17010D_010EA,C17010D_011EA,C17010D_011MA,C17010D_012EA,C17010D_012MA,C17010D_013MA,C17010D_013EA,C17010D_014MA,C17010D_014EA,C17010D_015MA,C17010D_015EA,C17010D_016MA,C17010D_016EA,C17010D_017EA,C17010D_017MA,state
0400000US13,80924,2787,9828,1879,5876,1460,3730,1130,3952,1007,437,311,189,178,3515,1016,2970,969,71096,2859,61834,2891,37186,2811,9262,1562,3137,969,2079,935,6125,1309,3066,880,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,129518,3266,6041,1042,3014,724,1187,493,3027,704,428,212,359,197,2599,650,1913,550,123477,3465,93313,3317,37556,2460,30164,2527,9429,1458,3878,1072,20735,2068,8413,1473,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4833,651,657,443,471,391,359,362,186,165,38,66,38,66,148,153,148,153,4176,685,3767,647,2630,622,409,242,131,112,0,193,278,214,47,78,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,151011,3321,12567,1856,8571,1461,4738,1043,3996,1018,1251,554,753,469,2745,876,1489,567,138444,3479,119047,3739,64011,2990,19397,2457,7359,1601,3190,1024,12038,1643,4820,1051,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23960,1834,3705,949,2675,824,1682,658,1030,471,206,259,206,259,824,439,639,409,20255,1725,17063,1972,9192,1513,3192,962,1351,686,648,565,1841,726,885,482,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,12865,1058,1415,616,929,546,530,368,486,322,134,136,134,136,352,273,352,273,11450,981,10089,965,6564,870,1361,509,390,221,205,171,971,461,690,461,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,16327,1235,2080,874,1076,615,844,579,1004,550,264,267,62,68,740,480,587,417,14247,1139,12247,1146,7098,1077,2000,690,738,372,507,320,1262,544,662,406,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11208,1219,983,437,472,346,410,332,511,302,0,189,0,189,511,302,511,302,10225,1174,8507,1198,4956,789,1718,665,688,516,565,515,1030,472,463,308,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15111,1102,2494,644,1624,556,840,452,870,458,171,191,0,203,699,395,338,291,12617,1042,10378,1088,6103,842,2239,620,1420,514,742,493,819,415,396,269,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,86106,3105,6373,1202,4909,1123,3329,939,1464,464,219,184,104,115,1245,464,903,430,79733,3275,69013,3195,37735,2106,10720,1708,3520,885,1572,707,7200,1501,3423,985,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86505,2623,8296,1352,5029,1048,3593,1019,3267,948,357,240,141,139,2910,992,2254,946,78209,2577,66118,2740,39482,2339,12091,1588,4968,1217,2246,814,7123,1289,3492,899,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,57637,2182,5210,1011,3560,895,2137,641,1650,539,602,320,127,159,1048,446,653,353,52427,2081,46920,2079,29154,1826,5507,1088,1806,651,1232,641,3701,938,1794,526,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,48768,1845,6670,1119,3210,712,2649,656,3460,968,352,285,203,176,3108,887,2822,847,42098,2012,33594,1907,22658,1829,8504,1290,3576,758,2128,620,4928,1193,3502,990,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21996,1549,2356,810,1951,703,1155,497,405,323,177,207,46,84,228,225,57,90,19640,1483,17289,1466,10173,1430,2351,615,822,458,307,273,1529,544,968,469,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8102,811,1078,459,656,343,601,364,422,311,142,136,47,81,280,284,280,284,7024,775,5927,651,3852,560,1097,477,367,326,0,157,730,361,418,246,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,47253,2057,3492,880,2097,801,1146,543,1395,456,364,245,193,183,1031,390,614,290,43761,1903,35282,1879,18439,1723,8479,1110,2899,739,1191,494,5580,995,2769,751,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,206436,3790,10377,1601,6730,1172,4461,1108,3647,1027,902,573,524,418,2745,860,2234,830,196059,3631,175059,3955,101200,3849,21000,2266,8314,1407,3069,1016,12686,1889,4684,970,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,5798,940,363,241,253,202,196,187,110,128,0,195,0,195,110,128,110,128,5435,936,4482,945,2509,737,953,449,156,206,133,202,797,421,293,202,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,348724,5347,54480,3817,41048,3480,24611,2500,13432,1879,3179,929,1232,519,10253,1753,7341,1346,294244,5830,237680,5863,121854,4567,56564,3733,22211,2458,6389,1326,34353,2987,13978,1967,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,54603,2692,6153,1345,4467,1167,3256,971,1686,604,552,363,477,351,1134,472,874,403,48450,2643,43036,2522,27202,2173,5414,1205,1288,456,521,242,4126,1089,2485,787,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,47659,2357,3238,740,2084,552,1301,448,1154,582,467,343,162,186,687,457,614,453,44421,2242,39394,2219,22207,1932,5027,1201,2099,795,951,568,2928,977,1957,770,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,14802,1205,2087,696,1108,392,1009,386,979,541,153,182,153,182,826,548,589,503,12715,934,10294,1026,5450,841,2421,585,663,352,307,231,1758,604,1272,522,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,33903,1970,3900,960,3054,800,1397,501,846,507,265,265,219,259,581,440,456,377,30003,1972,23833,1865,12999,1670,6170,1402,2657,918,1021,700,3513,1180,2712,1049,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,85387,2912,11202,1862,6710,1311,4568,1117,4492,1308,1397,670,914,552,3095,1133,2128,877,74185,2903,65103,2633,37184,2507,9082,1650,3959,1081,872,495,5123,1211,1993,695,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6569,973,747,603,530,504,342,407,217,329,217,329,0,210,0,210,0,210,5822,875,4296,797,2916,646,1526,562,500,328,28,52,1026,473,808,439,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14216,1518,2023,660,766,453,572,432,1257,509,329,277,235,269,928,466,817,413,12193,1476,10487,1384,5625,1076,1706,707,797,556,519,490,909,503,236,205,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22404,1847,1428,687,958,570,678,477,470,433,0,203,0,203,470,433,470,433,20976,1786,18058,1716,10945,1346,2918,795,955,541,277,260,1963,563,980,435,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,263469,5784,21344,2557,13931,1934,9194,1499,7413,1650,2263,753,1268,644,5150,1465,3644,1235,242125,6064,206772,5834,121638,5346,35353,2942,12147,2056,4899,1659,23206,2411,12590,1977,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14119,1228,2114,716,1454,614,972,499,660,356,297,246,257,224,363,280,315,277,12005,1130,9878,1075,6003,1069,2127,697,809,355,353,220,1318,631,200,185,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,111700,3331,6360,1142,4694,973,2695,743,1666,570,406,279,241,179,1260,526,845,361,105340,3268,90762,3182,55102,2699,14578,1715,5326,1112,1831,666,9252,1640,4694,1105,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,122472,3668,12035,2091,5829,1360,3579,1140,6206,1620,1758,845,1050,784,4448,1379,3212,1095,110437,3645,92601,3317,50538,3052,17836,2068,5700,1233,2393,876,12136,1674,6142,1388,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,28520,1479,3960,1040,2076,844,1719,670,1884,629,486,253,318,221,1398,594,1220,564,24560,1314,19986,1235,13966,1252,4574,905,1605,516,831,309,2969,754,1930,734,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2774,841,1865,782,364,356,203,299,1501,700,0,225,0,225,1501,700,1231,624,909,407,499,362,317,318,410,263,0,225,0,225,410,263,148,170,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
