GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001MA,B21001C_001EA,B21001C_002EA,B21001C_002MA,B21001C_003EA,B21001C_003MA,B21001C_004MA,B21001C_004EA,B21001C_005MA,B21001C_005EA,B21001C_006MA,B21001C_006EA,B21001C_007EA,B21001C_007MA,B21001C_008EA,B21001C_008MA,B21001C_009MA,B21001C_009EA,B21001C_010EA,B21001C_010MA,B21001C_011MA,B21001C_011EA,B21001C_012MA,B21001C_012EA,B21001C_013EA,B21001C_013MA,B21001C_014EA,B21001C_014MA,B21001C_015MA,B21001C_015EA,B21001C_016MA,B21001C_016EA,B21001C_017MA,B21001C_017EA,B21001C_018MA,B21001C_018EA,B21001C_019EA,B21001C_019MA,B21001C_020MA,B21001C_020EA,B21001C_021EA,B21001C_021MA,B21001C_022MA,B21001C_022EA,B21001C_023EA,B21001C_023MA,B21001C_024MA,B21001C_024EA,B21001C_025EA,B21001C_025MA,B21001C_026MA,B21001C_026EA,B21001C_027EA,B21001C_027MA,B21001C_028EA,B21001C_028MA,B21001C_029EA,B21001C_029MA,B21001C_030EA,B21001C_030MA,B21001C_031MA,B21001C_031EA,B21001C_032MA,B21001C_032EA,B21001C_033MA,B21001C_033EA,state
0400000US13,16297,2497,7856,1520,1438,724,88,131,1350,718,3153,1002,494,363,2659,925,1480,631,548,324,932,534,1483,670,694,485,789,410,302,216,162,186,140,161,8441,1760,1980,1061,105,194,1875,1037,3596,1165,148,246,3448,1126,1566,673,9,18,1557,673,709,466,0,214,709,466,590,405,0,214,590,405,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14135,1653,6790,1050,2428,662,11,21,2417,663,2417,561,360,231,2057,524,1235,470,549,362,686,307,501,216,155,124,346,176,209,137,144,128,65,77,7345,1201,2333,748,393,496,1940,481,3013,865,0,193,3013,865,1043,415,158,164,885,386,575,302,0,193,575,302,381,288,61,86,320,276,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,19339,2181,10123,1475,3075,837,0,185,3075,837,4419,896,766,439,3653,825,1700,540,442,234,1258,529,600,337,139,145,461,299,329,284,94,101,235,273,9216,1167,3029,699,0,185,3029,699,3745,882,0,185,3745,882,930,426,0,185,930,426,986,442,0,185,986,442,526,411,0,185,526,411,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,11241,1629,6044,1095,2152,721,0,190,2152,721,1968,727,303,266,1665,667,953,344,395,223,558,288,763,349,366,244,397,251,208,254,86,132,122,219,5197,1063,710,439,0,190,710,439,2255,641,20,34,2235,645,1433,583,105,183,1328,544,515,246,0,190,515,246,284,205,0,190,284,205,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18777,2072,9669,1534,3470,894,90,146,3380,896,4248,1244,450,455,3798,1184,1055,449,259,213,796,389,437,341,261,255,176,189,459,278,333,280,126,118,9108,1400,2816,790,23,44,2793,796,2502,705,185,162,2317,656,1810,651,31,50,1779,654,1228,483,27,55,1201,480,752,626,0,170,752,626,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19650,2128,9995,1475,3998,1197,94,140,3904,1176,3713,1036,225,151,3488,1044,1238,539,429,385,809,398,634,398,219,217,415,327,412,285,116,129,296,244,9655,1467,3271,963,22,42,3249,958,4032,796,91,169,3941,784,1575,603,143,218,1432,579,456,262,0,203,456,262,321,219,0,203,321,219,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,12774,1585,5316,1143,1734,780,0,197,1734,780,1975,678,494,304,1481,606,720,351,393,270,327,234,464,288,259,228,205,159,423,238,164,165,259,216,7458,1093,2299,804,0,197,2299,804,2866,726,140,186,2726,702,1163,542,0,197,1163,542,870,533,0,197,870,533,260,232,0,197,260,232,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,11272,1904,5540,1138,2138,674,118,141,2020,648,1608,573,183,146,1425,558,1288,502,282,219,1006,426,422,338,155,147,267,266,84,94,24,46,60,80,5732,1267,2836,951,69,116,2767,946,1550,513,80,96,1470,503,960,528,44,72,916,512,190,169,39,66,151,144,196,235,73,119,123,198,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,41259,2866,20321,2001,6532,1068,84,108,6448,1057,8123,1330,1004,418,7119,1248,3275,605,990,335,2285,480,1813,407,832,271,981,336,578,334,123,114,455,305,20938,1790,6166,1153,48,84,6118,1152,7786,1258,90,83,7696,1259,4385,754,44,68,4341,759,1383,414,62,99,1321,404,1218,377,0,168,1218,377,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,40134,2198,20236,1660,7781,1276,456,298,7325,1179,7745,1017,1182,500,6563,991,2815,532,884,346,1931,497,1231,279,680,248,551,199,664,317,270,154,394,294,19898,1285,7462,852,44,66,7418,849,7100,845,60,90,7040,852,2878,478,14,23,2864,480,1809,447,0,145,1809,447,649,222,0,145,649,222,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18349,2103,9935,1317,2898,691,0,184,2898,691,3724,927,791,471,2933,829,2067,524,543,287,1524,478,787,266,320,197,467,273,459,303,217,192,242,230,8414,1433,2920,1009,249,337,2671,948,3139,829,58,105,3081,811,1257,414,84,101,1173,390,806,438,0,184,806,438,292,166,0,184,292,166,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,44379,2072,21150,1381,9273,1121,337,311,8936,1099,6798,646,541,214,6257,625,3009,463,834,328,2175,391,1444,400,623,313,821,285,626,272,415,262,211,123,23229,1321,8941,1007,26,66,8915,1010,7855,785,249,167,7606,766,2962,448,49,58,2913,445,2142,554,61,78,2081,547,1329,521,119,220,1210,429,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9899,1077,4484,550,1872,369,0,157,1872,369,1886,428,443,326,1443,366,363,181,92,97,271,162,183,114,49,41,134,107,180,232,169,231,11,30,5415,827,2346,755,0,157,2346,755,1973,551,166,176,1807,514,694,261,0,157,694,261,263,86,0,157,263,86,139,103,18,30,121,99,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,23224,2112,10812,1420,4038,788,101,151,3937,761,3664,841,364,187,3300,863,1558,353,576,246,982,352,1402,418,621,244,781,418,150,102,67,54,83,85,12412,1243,3760,730,4,13,3756,728,4924,734,40,70,4884,735,2148,549,20,35,2128,548,774,331,0,206,774,331,806,386,25,41,781,382,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,133194,2663,63556,1919,24766,1584,722,477,24044,1620,23015,860,1894,557,21121,950,8999,838,1471,373,7528,830,4294,541,1282,424,3012,519,2482,391,420,225,2062,414,69638,1720,26768,977,579,363,26189,1081,23826,1166,1123,659,22703,1243,9638,491,22,35,9616,497,5363,420,0,195,5363,420,4043,319,27,45,4016,330,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,54299,4412,26321,2997,10123,1759,242,213,9881,1760,9652,1577,665,401,8987,1520,3094,872,512,328,2582,775,1987,656,1016,487,971,499,1465,619,779,439,686,351,27978,2440,8021,1261,0,193,8021,1261,9617,1646,85,83,9532,1630,4900,933,245,280,4655,947,3666,1121,0,193,3666,1121,1774,588,89,140,1685,572,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,82698,3214,38015,2098,13186,1328,102,121,13084,1328,14401,1329,1316,459,13085,1254,5807,655,1085,452,4722,640,3352,543,1198,463,2154,406,1269,230,916,218,353,190,44683,2269,14130,1317,118,150,14012,1311,15590,1293,0,201,15590,1293,8225,1131,165,195,8060,1106,4018,487,46,65,3972,482,2720,524,72,120,2648,558,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,26597,1552,12595,1051,6348,918,130,91,6218,915,3864,492,317,163,3547,502,1541,429,256,154,1285,420,381,255,97,63,284,254,461,163,142,158,319,176,14002,1199,5670,919,18,32,5652,925,5575,887,131,120,5444,878,1490,337,49,47,1441,340,614,257,0,149,614,257,653,263,0,149,653,263,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,15575,2002,7550,1381,2195,681,81,117,2114,664,3005,791,459,232,2546,772,1417,501,678,304,739,362,711,442,592,432,119,127,222,175,103,112,119,136,8025,1236,1946,679,0,190,1946,679,2992,842,0,190,2992,842,2023,560,208,243,1815,540,565,232,70,105,495,229,499,272,0,190,499,272,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,196493,3832,93529,2270,35034,1914,1412,472,33622,1887,34099,1361,3375,568,30724,1383,12980,779,2811,545,10169,736,7391,770,3058,506,4333,579,4025,577,2551,463,1474,374,102964,2697,36670,1498,134,87,36536,1495,36648,1391,256,178,36392,1382,15999,850,298,181,15701,838,8744,909,90,75,8654,912,4903,660,137,134,4766,631,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31724,3063,16570,2173,6284,1661,56,102,6228,1661,5657,1059,602,346,5055,1040,2447,688,942,439,1505,639,1857,642,831,376,1026,516,325,169,225,156,100,104,15154,1856,4807,1199,0,200,4807,1199,5735,1149,234,283,5501,1108,2408,640,80,137,2328,628,1567,412,92,110,1475,448,637,369,0,200,637,369,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,17760,2195,8414,1365,2988,962,0,172,2988,962,3140,816,416,254,2724,776,1313,473,538,305,775,376,625,309,473,283,152,128,348,252,259,210,89,148,9346,1459,2931,751,0,172,2931,751,3508,925,155,136,3353,926,1516,573,15,24,1501,574,986,488,0,172,986,488,405,244,0,172,405,244,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
