GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001MA,B19001D_001EA,B19001D_002MA,B19001D_002EA,B19001D_003EA,B19001D_003MA,B19001D_004MA,B19001D_004EA,B19001D_005EA,B19001D_005MA,B19001D_006MA,B19001D_006EA,B19001D_007MA,B19001D_007EA,B19001D_008EA,B19001D_008MA,B19001D_009EA,B19001D_009MA,B19001D_010MA,B19001D_010EA,B19001D_011MA,B19001D_011EA,B19001D_012MA,B19001D_012EA,B19001D_013EA,B19001D_013MA,B19001D_014EA,B19001D_014MA,B19001D_015MA,B19001D_015EA,B19001D_016MA,B19001D_016EA,B19001D_017MA,B19001D_017EA,state
0400000US13,104306,3636,8532,1756,4383,1242,4940,1360,5467,1335,3331,929,3564,1043,2581,817,4553,1274,4042,1137,8178,1698,9485,1776,14949,2019,9727,1480,5340,1139,8127,1466,7107,1128,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,179212,3616,7865,1282,5850,1204,5841,1236,7136,1369,6426,1016,6544,1229,6254,988,6809,1109,5575,1012,14339,1943,18864,2057,24497,2146,21385,2031,14107,1339,14155,1708,13565,1661,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8154,1113,1468,719,304,232,273,217,168,140,131,197,459,329,863,594,143,164,528,338,503,360,1066,418,850,420,589,345,90,116,396,311,323,301,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,204495,3991,17447,1786,5243,1190,6083,1353,6420,1345,6007,1326,5481,1052,6125,1090,8617,1442,5930,1170,11167,1635,23033,2433,28360,2581,21887,2077,15601,1909,17531,1794,19563,1955,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37810,2254,6225,1082,1577,581,1845,632,2141,652,1305,594,1526,515,1882,705,1570,733,687,289,1865,759,3991,790,5017,1040,2698,828,1590,615,1561,548,2330,765,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,19814,1288,2297,783,1143,513,594,343,1094,619,437,299,898,497,676,318,603,398,234,178,1340,560,2409,776,3447,744,1925,594,1201,503,918,516,598,275,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23033,1330,3206,897,935,452,973,383,973,421,857,396,1160,625,258,166,1216,545,1194,474,1515,570,2620,744,3061,702,1515,561,1129,413,1359,485,1062,474,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17174,1286,1502,582,629,520,378,282,1288,619,955,482,605,304,858,490,788,398,711,387,1219,590,2139,706,1126,452,1891,735,677,418,1151,481,1257,452,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21796,1397,2729,775,914,471,867,441,1755,652,686,329,579,379,1076,582,1381,579,1284,529,1698,565,1676,648,2549,704,1690,648,532,311,945,335,1435,596,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4356,673,229,229,350,328,16,29,182,191,0,165,335,254,236,278,110,157,397,334,522,343,393,348,191,163,431,294,158,235,484,486,322,267,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,111201,3350,5575,1047,2249,762,2748,728,2669,746,3492,954,3024,747,2175,594,3324,941,3383,959,8269,1671,10015,1749,12030,1512,15749,2023,9486,1383,12726,1811,14287,1703,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,120895,3112,12305,1951,3742,1053,3301,901,3732,981,2829,789,3670,972,3289,855,3352,831,3237,870,7768,1592,10426,1688,14051,1947,12003,1559,9232,1700,12297,1466,15661,1682,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,79906,2797,6404,1137,2651,696,3089,925,2814,690,2489,733,2355,844,2195,576,3118,790,3077,891,5256,1020,7485,983,10515,1412,8996,1599,5573,995,7174,1122,6715,1179,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,66274,2253,4687,997,2687,740,2516,704,2519,848,2148,618,2476,668,3054,897,2180,606,2396,812,4683,1023,8586,1541,10308,1609,6659,1208,3915,949,3717,854,3743,815,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,8783,1100,959,434,524,326,186,156,108,144,233,182,579,359,1344,754,464,342,367,378,786,562,871,441,395,310,664,343,281,253,451,334,571,458,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,32482,1907,4546,1045,1626,647,1310,502,1443,546,1059,416,1670,793,1231,646,1663,611,1366,609,968,474,3485,1067,3887,866,2545,711,991,498,1860,587,2832,773,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11763,1004,1097,478,598,331,605,302,689,430,354,250,549,322,914,502,734,309,467,302,1041,365,624,400,1261,428,964,442,770,419,442,302,654,265,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,64978,2594,4551,1131,2325,742,1772,577,2798,787,2714,795,3025,888,2572,604,4080,1046,2656,900,6096,1396,6889,1035,8603,1321,6936,1281,4161,1157,2941,789,2859,763,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10093,1042,1129,563,164,207,286,219,240,212,608,598,962,626,80,116,249,267,169,162,527,383,1235,516,1402,701,1360,594,400,361,550,303,732,371,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,250515,3343,8893,1517,4761,1105,5601,1159,6456,1337,4649,1067,6730,1429,5894,1368,5749,1235,5223,963,11984,1762,20739,2101,33688,2679,31082,2701,22913,2211,31935,2768,44218,2643,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8832,1364,807,459,581,473,344,271,213,201,419,271,521,375,344,302,301,286,108,111,695,431,1238,717,1070,602,1004,572,306,218,371,256,510,324,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,482825,5622,39006,3259,25999,2849,22489,2354,23906,2488,19523,2345,19932,2718,17418,2050,18780,2056,14406,1900,28736,3009,42199,3038,52459,3669,46402,3859,26456,2587,34331,2365,50783,3707,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,71758,3195,5107,1112,2504,871,2471,887,2664,863,3361,968,3452,806,2299,749,3686,895,2454,675,3996,1005,7867,1495,8546,1332,6337,1029,5282,1124,6450,1060,5282,890,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,67849,2694,5403,1046,1688,523,1301,463,3129,834,1823,658,2698,836,2529,783,3142,961,1899,604,4869,1136,6930,1280,8446,1475,6961,1162,4093,862,6140,1298,6798,1136,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19942,1297,2114,619,1198,521,383,216,1190,464,525,263,1030,356,1253,428,789,389,820,375,1659,409,2019,555,2744,768,1625,499,994,348,752,345,847,349,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,49848,2380,4646,861,1904,654,1821,747,2660,876,1310,633,1619,665,1568,658,2937,802,1175,436,2602,615,6271,1490,6591,1089,4178,956,3458,788,3941,806,3167,810,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,117288,3714,11858,1704,5152,1226,5354,1240,4127,1009,4239,908,4914,1165,3874,944,5322,1020,4133,995,6825,1307,11360,1696,11815,1187,10921,1699,6980,1262,9830,1739,10584,1546,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10047,1055,1079,517,56,67,711,447,519,451,843,525,549,408,443,297,309,397,716,511,905,457,390,221,654,343,963,503,834,418,709,460,367,264,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18978,1398,1351,609,616,448,540,324,1845,798,647,351,1610,856,467,239,527,324,475,406,1538,549,2761,915,2464,850,1405,531,1096,537,811,461,825,452,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30148,2171,1607,548,614,433,1018,476,1207,530,616,330,1363,504,1828,741,1717,847,1150,408,2722,808,3139,902,4470,1045,2489,812,1641,669,1738,615,2829,1062,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,342280,6847,22365,2307,10820,1658,10514,1525,13408,1967,12627,2098,11868,1635,10499,1598,11570,1561,10017,1855,22394,2413,32664,3076,44966,4077,34981,2793,26357,2722,31729,2920,35501,3419,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18786,1562,1746,690,903,688,977,505,771,370,773,552,599,351,550,307,839,362,1312,737,1341,640,1983,583,1864,501,1659,527,992,563,992,467,1485,612,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,143154,3668,6209,1258,2777,843,2780,889,3235,922,5166,1332,4918,1274,2725,616,4329,1025,3940,1026,7111,1235,11934,1998,17941,2286,19727,2094,13019,1903,16342,1869,21001,1836,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,173212,4229,15472,2207,6573,1411,3933,823,6688,1315,5350,1455,7498,1551,6162,1131,5586,1270,5583,1284,11681,1756,17454,2114,22498,2442,17696,2155,12728,1648,14631,2113,13679,1939,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,38146,1698,3764,1053,1439,700,1914,650,1961,624,1678,571,1775,611,1082,550,1455,629,1232,428,2725,1000,4700,994,3905,787,3161,768,1519,510,3005,697,2831,718,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
