GEO_ID,B08105F_001E,B08105F_001M,B08105F_002E,B08105F_002M,B08105F_003E,B08105F_003M,B08105F_004E,B08105F_004M,B08105F_005E,B08105F_005M,B08105F_006E,B08105F_006M,B08105F_007E,B08105F_007M,NAME,B08105F_001MA,B08105F_001EA,B08105F_002EA,B08105F_002MA,B08105F_003MA,B08105F_003EA,B08105F_004MA,B08105F_004EA,B08105F_005EA,B08105F_005MA,B08105F_006EA,B08105F_006MA,B08105F_007EA,B08105F_007MA,state
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,27781,3291,19851,2900,4310,1363,1213,642,578,386,354,306,1475,857,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15565,2306,12051,2017,2575,860,130,134,498,317,216,172,95,115,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,117637,7995,90763,6957,15408,2572,4779,1507,1985,921,4136,1382,566,323,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5588,1534,4240,1524,255,204,139,229,600,437,220,209,134,145,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,280970,14395,141808,9744,41988,4094,48473,4965,20824,3133,23368,3742,4509,1159,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,75868,6707,61284,5770,8528,1772,1017,662,1455,809,1398,664,2186,949,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,705224,17184,198349,11359,54469,5219,338852,10698,69162,6535,21162,3272,23230,3310,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,134455,8324,86868,5168,34834,4881,2203,1121,2807,1255,4913,2237,2830,1063,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,41535,3992,28280,3305,6472,1576,1527,685,3159,1554,922,574,1175,627,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,47662,3300,35971,2812,8360,1623,482,353,566,314,1802,950,481,219,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,52636,4784,32060,3993,9639,2286,4649,1506,3308,1213,1867,898,1113,564,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,94068,6173,55500,4153,16080,2608,12161,2270,5904,1618,2709,1066,1714,809,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32805,4081,20487,2981,5384,1581,2113,990,1582,980,2922,1693,317,285,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,34810,3234,23050,2936,8287,2304,370,337,1081,754,1345,805,677,502,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3768,1060,2501,900,1038,499,11,22,140,134,78,78,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42411,4478,27914,3530,11403,2928,803,705,985,581,376,338,930,544,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,729238,21598,540080,16855,127253,8768,13820,2301,12194,1932,20073,3760,15818,2430,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,59938,5351,41538,4109,14145,2854,1472,868,734,538,493,272,1556,678,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,80343,6650,50445,5740,13690,2426,8876,2276,3802,1446,1513,757,2017,960,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,110871,6406,76558,5146,19894,3072,4595,1115,3345,1124,2746,1070,3733,1338,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,43893,4376,30046,3564,6761,1542,2630,1296,2392,924,1298,614,766,744,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,114488,6110,93208,5454,8843,1864,2594,836,4836,1269,3107,1134,1900,752,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
