GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001MA,B19001F_001EA,B19001F_002EA,B19001F_002MA,B19001F_003MA,B19001F_003EA,B19001F_004EA,B19001F_004MA,B19001F_005MA,B19001F_005EA,B19001F_006EA,B19001F_006MA,B19001F_007EA,B19001F_007MA,B19001F_008EA,B19001F_008MA,B19001F_009EA,B19001F_009MA,B19001F_010EA,B19001F_010MA,B19001F_011MA,B19001F_011EA,B19001F_012EA,B19001F_012MA,B19001F_013EA,B19001F_013MA,B19001F_014MA,B19001F_014EA,B19001F_015EA,B19001F_015MA,B19001F_016MA,B19001F_016EA,B19001F_017EA,B19001F_017MA,state
0400000US13,66822,4669,4428,1242,4165,1222,4997,1638,5873,1558,5625,1466,8787,2560,5272,1738,3775,1096,4202,1066,5415,1558,6013,1571,4510,1248,1459,762,1660,790,221,232,420,368,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,4405,1012,532,460,25,46,267,250,393,404,279,235,40,68,289,311,69,126,434,374,276,203,320,194,432,308,193,186,254,236,266,295,336,304,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,11310,1594,1039,559,612,485,921,506,814,485,826,426,1575,709,460,342,592,342,635,341,1084,498,1434,728,811,447,189,211,165,229,51,91,102,165,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,180443,6336,10574,1847,8111,1554,12123,1751,12225,1924,13745,2063,14772,1967,13610,1965,10551,1571,8831,1382,16614,2095,18512,2519,20166,2663,9856,1647,5310,1227,3770,861,1673,633,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,42319,2533,3943,1138,3955,1242,4795,1339,3946,1080,3504,1000,3965,982,1975,867,2192,888,1847,765,2732,837,3987,1060,3248,1056,892,461,836,496,210,224,292,282,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10082,1810,811,536,414,305,486,303,1524,875,511,301,419,340,1152,596,501,374,433,358,1153,588,1096,479,797,426,209,207,538,393,38,62,0,157,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,15874,1751,1001,542,968,446,1185,637,1318,577,1380,624,1173,513,968,486,1378,596,868,379,1066,553,2111,705,1106,522,1020,625,248,207,17,35,67,84,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,9162,1424,848,446,789,536,638,512,588,347,397,214,1074,530,349,320,752,409,429,425,743,397,1077,441,893,478,455,448,15,29,70,115,45,73,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,12492,1938,1487,637,498,357,333,392,864,397,1654,841,1061,590,909,535,295,273,305,276,1302,764,1254,640,966,527,807,491,90,117,283,258,384,333,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,49084,3502,1599,737,1219,576,1527,733,2117,912,2257,1005,2492,885,2559,877,2477,952,2888,1038,6242,1342,7974,1718,7107,1579,3084,1119,2727,846,1977,620,838,376,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,87218,4566,13748,2036,9303,1514,7627,1519,6416,1301,4605,1118,7278,1501,4726,1333,2404,853,4200,1070,5675,1205,6396,1496,7736,1393,3129,913,1618,576,1378,609,979,516,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,28159,2325,4498,1339,1730,713,2228,731,1693,541,2010,703,2341,640,1964,676,1737,620,958,507,2086,752,2007,589,2543,815,1268,541,312,253,553,362,231,290,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20976,2165,1598,632,892,525,1847,758,1844,874,2176,796,1497,771,1603,691,1319,610,1622,647,1702,642,1287,681,2290,922,560,263,413,260,203,182,123,117,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,17652,1964,2031,720,1787,757,1577,841,1270,627,1731,733,1453,640,842,584,960,473,603,383,1953,695,1872,852,999,473,149,134,176,179,0,184,249,275,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10018,1323,786,561,181,174,153,124,963,526,1020,543,794,467,793,364,613,317,357,223,1208,576,962,490,867,432,654,346,494,484,173,168,0,157,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,67929,4305,6105,1168,4755,1197,4486,1085,4840,1058,5281,1285,4170,1110,4492,1215,5481,1191,2860,844,6725,1448,6017,1217,7135,1569,3458,1022,909,581,967,457,248,182,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,162298,6475,14572,2544,9475,1452,11889,2137,13366,1978,9482,1798,7849,1449,8647,1653,7962,1817,8575,1871,13353,1890,13570,1993,18451,2536,11135,1709,6863,1444,4776,1347,2333,822,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,61526,4120,9301,1403,5138,1150,4643,1238,4769,1130,4156,1004,4520,1149,3534,1049,2442,884,3031,966,4469,1110,5457,1196,4817,1177,2378,664,1049,494,1205,564,617,488,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,477784,8817,68502,5170,40696,3474,34391,3188,34343,3192,28113,2772,29636,3588,22362,2333,22020,2639,19250,2682,38579,3434,41143,3263,41817,3597,25539,2759,12774,1948,11921,1976,6698,1152,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,76070,4116,5428,1334,6006,1358,5715,1233,9187,2097,7755,1705,5577,1364,5962,1491,4631,1484,5163,1557,6354,1517,5507,1093,4288,1111,2172,961,1205,651,861,513,259,243,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,28244,2554,3546,1196,1763,614,1742,637,2784,942,1368,657,1711,613,2292,948,1511,604,1170,591,2588,915,2362,778,2653,758,1554,680,447,333,302,270,451,363,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,27769,2140,1865,591,1140,466,2289,724,2348,554,1559,515,3152,876,2399,681,1460,557,1471,620,2561,663,2861,647,2219,601,972,431,465,226,258,221,750,458,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,29854,2562,2802,877,1654,822,2501,886,3319,1076,1058,497,1720,668,2446,1052,1927,867,2635,1014,2003,751,3116,1150,2442,750,1123,570,580,450,220,227,308,299,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,68564,4700,12513,1923,6122,1373,5823,1579,4968,1299,4599,1203,4143,1250,3894,1115,4718,1472,3318,902,3999,922,4506,1091,4750,1197,2489,823,619,348,1131,567,972,643,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22208,2474,3709,1177,1939,743,2645,911,1442,671,1455,687,1017,624,1179,602,1138,641,1214,914,924,445,1992,841,2084,888,756,498,164,182,550,433,0,210,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18221,2410,1256,656,1314,745,1972,817,2270,1086,1541,770,2312,835,2221,825,304,245,1429,789,678,605,1115,548,738,457,342,303,621,466,42,69,66,99,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,24735,2405,2878,897,1411,674,1911,685,3073,1036,2876,931,2414,1097,1863,1008,1328,627,776,489,1636,621,1986,980,1157,561,497,397,496,404,237,208,196,176,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,441929,11287,32207,2724,28953,3010,31687,3098,37554,3594,34198,3064,30747,3192,27668,2762,29919,2886,22095,2590,38186,3517,46010,4277,39643,3896,18101,2262,9813,1747,8752,2049,6396,1802,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31048,2819,1583,658,1720,810,2189,1022,1837,923,3534,1118,2430,799,1993,901,2916,1046,1460,686,2812,869,3414,1175,2814,870,1160,632,374,298,602,490,210,206,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42967,3647,3336,1162,1426,698,2506,1062,2384,1022,2509,901,3515,1273,1163,699,1324,506,3272,1117,4626,1335,4253,1319,5268,1436,3448,1281,1519,644,1580,726,838,352,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,64959,4057,4842,1221,4024,1166,3857,1027,6437,1199,6800,1546,3847,1039,4565,1065,4007,1190,3877,1139,5082,975,5122,1271,6081,1474,3144,993,1043,465,1653,856,578,301,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26143,2722,1980,674,1977,759,1956,627,3016,970,2412,878,2521,773,1973,610,1705,714,2087,846,2203,834,1124,368,1508,513,703,458,495,334,375,380,108,111,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133295,4643,43638,3224,13714,1846,16274,1840,13218,2186,7468,1542,6821,1498,6042,1098,4231,1237,3331,1100,6275,1307,5797,1242,3518,1091,1144,532,757,434,444,407,623,422,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
