GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,NAME,B17010I_001EA,B17010I_001MA,B17010I_002MA,B17010I_002EA,B17010I_003MA,B17010I_003EA,B17010I_004EA,B17010I_004MA,B17010I_005EA,B17010I_005MA,B17010I_006EA,B17010I_006MA,B17010I_007EA,B17010I_007MA,B17010I_008MA,B17010I_008EA,B17010I_009EA,B17010I_009MA,B17010I_010EA,B17010I_010MA,B17010I_011EA,B17010I_011MA,B17010I_012MA,B17010I_012EA,B17010I_013EA,B17010I_013MA,B17010I_014MA,B17010I_014EA,B17010I_015EA,B17010I_015MA,B17010I_016MA,B17010I_016EA,B17010I_017MA,B17010I_017EA,B17010I_018EA,B17010I_018MA,B17010I_019MA,B17010I_019EA,B17010I_020EA,B17010I_020MA,B17010I_021MA,B17010I_021EA,B17010I_022MA,B17010I_022EA,B17010I_023MA,B17010I_023EA,B17010I_024MA,B17010I_024EA,B17010I_025MA,B17010I_025EA,B17010I_026MA,B17010I_026EA,B17010I_027MA,B17010I_027EA,B17010I_028MA,B17010I_028EA,B17010I_029EA,B17010I_029MA,B17010I_030MA,B17010I_030EA,B17010I_031EA,B17010I_031MA,B17010I_032EA,B17010I_032MA,B17010I_033EA,B17010I_033MA,B17010I_034EA,B17010I_034MA,B17010I_035EA,B17010I_035MA,B17010I_036MA,B17010I_036EA,B17010I_037EA,B17010I_037MA,B17010I_038EA,B17010I_038MA,B17010I_039EA,B17010I_039MA,B17010I_040EA,B17010I_040MA,B17010I_041MA,B17010I_041EA,state
0400000US13,173359,4875,48467,3932,23092,3067,20315,2896,2924,1103,10247,1918,7144,1727,2777,926,25375,3094,7288,1695,6572,1592,1222,849,2358,1118,2992,1132,716,462,18087,2902,17378,2755,1809,807,6596,1746,8973,1717,709,457,124892,5667,90099,5422,57556,4324,8074,1823,14628,2276,34854,3643,32543,3091,34793,3451,16098,2620,8276,1971,2198,875,2451,1089,3627,1160,7822,1772,18695,2306,13909,2116,1818,722,1889,852,10202,1784,4786,1374,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,37410,2018,7094,1570,4319,1299,3461,1109,242,280,1005,475,2214,962,858,596,2775,888,338,321,338,321,35,62,100,157,203,273,0,193,2437,841,2419,837,503,412,432,282,1484,841,18,33,30316,1931,24118,1996,16926,1831,2025,723,6046,1247,8855,1380,7192,1308,6198,1235,3217,986,2420,950,510,364,464,386,1446,729,797,464,2981,838,1826,694,192,220,336,272,1298,574,1155,453,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,419557,7056,80465,4576,35792,3061,31388,2811,3157,957,13344,1803,14887,1867,4404,1198,44673,3201,10540,1688,9052,1576,1552,692,4011,1075,3489,1014,1488,715,34133,2850,31206,2641,4830,1500,9732,1690,16644,2033,2927,889,339092,7122,240922,6655,159164,6489,22687,2501,37622,3174,98855,5693,81758,4064,98170,5529,40235,3221,22251,2525,4121,1074,6172,1234,11958,2125,17984,2312,57935,3956,38036,3002,6165,1472,7523,1481,24348,2374,19899,2453,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,83725,2934,23733,2977,12958,2301,11149,2102,2004,944,4338,1200,4807,1426,1809,853,10775,2151,1748,789,1748,789,472,472,548,382,728,449,0,190,9027,1901,8464,1828,1624,745,2772,1108,4068,1193,563,335,59992,3524,41559,2879,27386,2592,4300,1134,7935,1681,15151,2190,14173,1731,18433,2688,8837,1943,5611,1658,1286,733,1320,652,3005,1284,3226,988,9596,1573,6749,1323,890,607,849,560,5010,1075,2847,877,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31991,2000,7168,1344,2222,690,1952,621,250,326,1106,581,596,296,270,221,4946,1149,1207,523,1207,523,438,365,106,90,663,452,0,157,3739,934,3264,831,332,281,1329,566,1603,707,475,393,24823,2090,17250,1635,10838,1445,1626,608,3043,955,6169,1098,6412,1257,7573,1487,3348,948,2428,828,404,295,959,553,1065,420,920,482,4225,1262,3075,1026,469,373,822,655,1784,721,1150,815,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,66222,2604,15337,1759,6125,1301,5341,1240,957,541,2459,740,1925,653,784,418,9212,1375,1989,755,1836,714,411,273,792,552,633,405,153,156,7223,1271,7184,1268,1235,607,2643,960,3306,815,39,68,50885,2820,36792,2399,24306,2263,3982,1030,5920,1408,14404,1654,12486,1545,14093,1794,6622,1353,4527,1102,1067,527,681,431,2779,958,2095,782,7471,1466,5448,1292,1218,521,1269,494,2961,872,2023,725,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,24250,1697,7259,1410,2306,728,1997,686,528,388,829,428,640,465,309,269,4953,1283,1661,794,1473,763,324,255,410,375,739,607,188,262,3292,1015,3155,1004,917,497,1116,702,1122,561,137,125,16991,1495,11711,1547,7858,1361,1315,655,2725,848,3818,980,3853,997,5280,990,2945,808,1606,575,438,304,382,284,786,403,1339,645,2335,797,1160,477,195,206,432,396,533,279,1175,542,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,43342,2245,9133,1602,3314,1237,2309,997,374,312,918,642,1017,560,1005,574,5819,1369,744,392,540,343,123,159,375,298,42,74,204,218,5075,1270,4706,1265,875,482,1399,696,2432,1066,369,344,34209,2122,22858,2172,12892,1863,3130,1006,3072,997,6690,1378,9966,1511,11351,1507,5556,1278,2713,941,739,468,682,429,1292,730,2843,817,5795,1302,3321,959,724,439,395,266,2202,871,2474,910,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,107057,3434,11889,1954,3444,1191,2954,1130,551,477,1326,791,1077,498,490,275,8445,1676,1779,851,1633,756,413,379,593,467,627,385,146,230,6666,1513,6114,1435,970,552,2693,953,2451,1017,552,470,95168,3578,61365,3386,41827,3154,6950,1421,11424,1763,23453,2547,19538,1801,33803,2906,16007,1931,10911,1830,2969,1101,2508,920,5434,1424,5096,1297,17796,2144,12638,1769,1825,814,2622,1062,8191,1473,5158,1256,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,147595,3620,40006,3233,8753,1472,6245,1349,1416,733,2303,888,2526,823,2508,759,31253,2857,4471,1208,3772,1182,1195,600,643,509,1934,858,699,422,26782,2373,24360,2164,4045,1092,8176,1564,12139,1611,2422,780,107589,3570,56511,3492,34187,3202,6354,1345,9198,1861,18635,2173,22324,2292,51078,3161,13194,1700,7048,1454,1263,634,1057,644,4728,1237,6146,1155,37884,2714,25918,2306,3869,1090,5029,1163,17020,2031,11966,1614,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,86896,3038,21495,2651,8319,1536,7024,1423,1099,607,2950,809,2975,908,1295,531,13176,2137,3179,1072,2432,947,660,442,946,561,826,717,747,445,9997,1985,9390,1901,1393,543,2578,973,5419,1431,607,316,65401,2907,46413,2600,27874,2386,6467,1053,6137,1231,15270,1639,18539,1507,18988,1922,7078,1430,4076,1205,1344,766,619,423,2113,734,3002,780,11910,1683,8877,1522,824,346,1959,676,6094,1227,3033,796,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47355,2132,10917,1389,4671,1103,4127,1101,255,219,2456,969,1416,659,544,316,6246,1216,1312,621,1207,608,199,142,616,528,392,314,105,136,4934,1186,4744,1204,1295,554,1624,645,1825,801,190,187,36438,2080,23862,2229,16545,1895,2752,734,4448,1207,9345,1324,7317,1247,12576,1761,5717,1040,4089,1074,1084,479,1316,639,1689,695,1628,648,6859,1386,5401,1235,655,387,1450,754,3296,1015,1458,661,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,14032,1701,3410,1010,1834,680,1323,570,144,238,461,383,718,426,511,417,1576,660,217,166,217,166,73,101,92,82,52,107,0,208,1359,630,1350,630,15,30,300,247,1035,584,9,14,10622,1526,7328,1307,4101,1090,860,432,1044,631,2197,790,3227,882,3294,1063,1293,631,595,464,0,208,382,361,213,300,698,366,2001,953,1564,900,320,249,590,606,654,478,437,348,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,39523,2277,9672,1745,3823,1075,3389,1071,208,317,2105,784,1076,640,434,300,5849,1386,853,580,853,580,261,283,73,167,519,393,0,184,4996,1285,4628,1271,1049,553,1102,656,2477,922,368,345,29851,2289,21712,2014,12441,1628,2477,780,2738,883,7226,1257,9271,1589,8139,1385,2426,751,773,372,348,287,79,87,346,281,1653,699,5713,1338,4103,1067,457,331,385,247,3261,957,1610,762,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34731,1799,8974,1524,4648,1124,4134,1130,548,308,1947,946,1639,770,514,264,4326,1028,1260,646,1123,640,95,102,365,323,663,554,137,166,3066,891,2838,858,771,446,1596,608,471,332,228,264,25757,1926,18353,1951,13299,1737,2347,842,3941,934,7011,1308,5054,885,7404,1282,3662,916,2223,827,449,314,667,447,1107,601,1439,569,3742,849,2804,803,282,242,458,325,2064,686,938,442,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
