GEO_ID,B14007F_001E,B14007F_001M,B14007F_002E,B14007F_002M,B14007F_003E,B14007F_003M,B14007F_004E,B14007F_004M,B14007F_005E,B14007F_005M,B14007F_006E,B14007F_006M,B14007F_007E,B14007F_007M,B14007F_008E,B14007F_008M,B14007F_009E,B14007F_009M,B14007F_010E,B14007F_010M,B14007F_011E,B14007F_011M,B14007F_012E,B14007F_012M,B14007F_013E,B14007F_013M,B14007F_014E,B14007F_014M,B14007F_015E,B14007F_015M,B14007F_016E,B14007F_016M,B14007F_017E,B14007F_017M,B14007F_018E,B14007F_018M,B14007F_019E,B14007F_019M,NAME,B14007F_001EA,B14007F_001MA,B14007F_002MA,B14007F_002EA,B14007F_003EA,B14007F_003MA,B14007F_004MA,B14007F_004EA,B14007F_005MA,B14007F_005EA,B14007F_006EA,B14007F_006MA,B14007F_007MA,B14007F_007EA,B14007F_008MA,B14007F_008EA,B14007F_009EA,B14007F_009MA,B14007F_010EA,B14007F_010MA,B14007F_011MA,B14007F_011EA,B14007F_012EA,B14007F_012MA,B14007F_013MA,B14007F_013EA,B14007F_014MA,B14007F_014EA,B14007F_015EA,B14007F_015MA,B14007F_016EA,B14007F_016MA,B14007F_017MA,B14007F_017EA,B14007F_018EA,B14007F_018MA,B14007F_019MA,B14007F_019EA,state
0400000US29,61276,5771,22322,3269,875,350,436,314,2120,828,1447,715,930,564,1935,710,1530,680,2221,972,495,361,1394,722,1577,689,1892,671,875,516,482,347,3271,994,842,877,38954,3791,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33582,4987,12521,2371,606,401,742,405,834,505,727,408,873,419,553,351,410,246,927,556,944,373,669,429,562,326,667,402,778,415,709,340,2418,718,102,117,21061,3324,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,255918,16003,80292,6747,2607,939,4986,1117,6147,1336,4965,1267,3993,1222,4010,1027,4602,821,6209,1416,4182,1312,3821,1175,5687,1437,4725,1076,5416,1367,6997,1270,11046,2296,899,557,175626,11339,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,552661,21152,171077,8091,13259,2018,13747,2332,7891,1667,9574,1644,10504,2079,7677,1445,10028,1904,9310,1958,8231,1619,10244,1771,9659,1902,8008,1461,7530,1484,10322,1793,31809,3299,3284,1084,381584,15199,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,177345,11002,51627,5080,2852,937,2688,919,2733,911,2560,1002,2206,949,3607,1271,2694,1041,2026,733,1915,822,4213,1362,2614,918,2612,806,2333,895,2799,924,11648,2037,2127,746,125718,8016,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1592622,28926,496066,12438,28152,3285,27451,3228,27724,2921,25895,3018,24576,2862,27678,2892,25835,2677,23058,2727,25277,2949,24849,2671,27073,2709,26810,2755,27121,2521,32409,2736,111640,7081,10518,1944,1096556,21636,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,300012,15267,111597,7576,6494,1420,9232,1863,6959,1427,7719,1781,6447,1475,9641,1870,7494,1612,7697,1665,5961,1461,7013,1728,7855,1705,5768,1191,4704,1377,6157,1549,11428,2180,1028,689,188415,9742,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,88869,6556,29654,3471,2124,885,1788,696,2710,947,1941,670,1831,650,1447,542,1457,561,1750,935,1447,751,1851,542,1238,408,1667,630,1397,566,1142,404,5043,1034,821,449,59215,4589,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,98213,6169,32081,3108,2745,842,2565,884,1779,496,1688,635,2571,694,1696,501,2657,634,1665,575,1746,588,1675,513,2068,591,2165,501,1780,604,1712,590,2994,810,575,422,66132,4176,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,107784,9074,37512,4857,1102,733,2657,971,2664,1046,1834,763,2001,818,2199,877,1450,804,3763,1392,1779,774,1872,745,2319,1107,1416,618,1775,773,3674,1170,6634,1317,373,379,70272,5572,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,247995,14517,80969,6796,5361,1514,5804,1566,5361,1520,3355,1051,3259,880,4267,1144,4543,1252,4742,1225,5311,1287,3186,868,5930,1262,4286,1021,5647,1316,5009,1348,12998,2209,1910,731,167026,10653,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,69440,6538,20238,3626,776,524,554,424,1077,698,1422,807,473,325,1464,731,1577,779,1188,644,724,554,1362,669,1645,915,666,391,1441,606,920,416,4520,1429,429,412,49202,5234,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,67786,6453,18196,3018,425,281,2377,948,2076,880,1568,638,1134,643,796,439,472,311,1331,516,656,400,524,407,1270,550,529,323,983,536,1394,707,2388,901,273,227,49590,4765,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,85568,8213,28515,4085,1874,692,2378,825,1924,825,2533,698,2128,885,1092,591,1367,670,1150,591,1884,607,1612,710,2183,831,1563,562,577,305,1509,688,4327,1824,414,320,57053,5818,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1516284,37782,473438,17864,28308,3301,31000,2854,30234,3573,23820,3119,27154,3072,30075,3295,24701,2711,25576,2708,28072,3032,25361,2717,25679,2926,25345,2878,24726,3212,27414,2809,87466,5973,8507,1647,1042846,26704,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,130955,10714,50157,5620,1238,553,4107,1182,3041,1110,1928,669,3834,1181,3376,1211,3334,1113,2408,717,4032,1067,2999,856,3181,1038,2121,700,2701,900,3581,1113,7468,1707,808,519,80798,6539,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,155784,10898,49527,4111,2675,1130,4659,1294,2706,882,2837,1061,3478,1055,2232,812,2766,948,2858,910,2428,922,3227,1045,1330,564,2013,755,2136,724,2614,978,9548,1776,2020,730,106257,8267,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,242719,13962,84301,7673,3048,1133,5243,1176,4650,1378,4274,1239,5519,1248,4834,1424,5130,1506,4817,1347,5907,1455,4802,1224,5232,1366,6292,1396,4298,1219,4828,1087,14210,2501,1217,535,158418,8777,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,91589,7950,32722,3455,1343,738,2736,728,1278,522,2208,653,1836,697,1989,781,1077,370,2270,811,2447,952,1655,517,1761,654,2243,715,1710,580,2490,794,5243,1052,436,297,58867,5611,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,375085,14174,113041,7141,5259,1317,4632,1305,5871,1674,5705,1198,5916,1413,5415,1541,6192,1226,6044,1338,7513,1285,6030,1417,5717,1144,5624,1350,4753,1166,5340,1198,30205,3182,2825,910,262044,9920,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
