GEO_ID,B28009D_001E,B28009D_001M,B28009D_002E,B28009D_002M,B28009D_003E,B28009D_003M,B28009D_004E,B28009D_004M,B28009D_005E,B28009D_005M,B28009D_006E,B28009D_006M,NAME,B28009D_001EA,B28009D_001MA,B28009D_002MA,B28009D_002EA,B28009D_003MA,B28009D_003EA,B28009D_004EA,B28009D_004MA,B28009D_005MA,B28009D_005EA,B28009D_006EA,B28009D_006MA,state
0400000US19,60990,2276,57039,2592,560,398,49505,2922,6974,2274,3951,1853,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,70794,2997,66564,3118,94,170,61620,3521,4850,1961,4230,1145,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,51796,2307,48489,2193,112,196,45543,2483,2834,1212,3307,1268,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,73259,2560,67850,2855,169,206,62052,3446,5629,2197,5409,2150,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13565,1464,13061,1451,50,91,12534,1572,477,545,504,403,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,348842,5079,338077,5959,1255,658,322773,6273,14049,3693,10765,2717,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,368037,4794,351869,5460,917,722,333966,6661,16986,3846,16168,2692,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,259975,4593,251439,5313,1465,730,231913,5970,18061,3501,8536,2142,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,229667,3664,220424,4310,1257,822,204672,4655,14495,2805,9243,2224,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27645,2495,26187,2421,0,208,24823,2390,1364,1014,1458,734,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,99202,3266,94286,3600,1093,692,87773,4146,5420,1860,4916,2045,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,35858,1699,33850,1900,88,150,32055,1978,1707,1051,2008,1025,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,214251,4345,203075,4665,1283,784,188637,5980,13155,3433,11176,2143,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30002,1824,29633,1805,67,107,28115,1906,1451,975,369,284,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,790568,6095,776144,6436,2135,1137,749230,7843,24779,4622,14424,3492,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26949,2625,26565,2581,94,154,24585,2544,1886,842,384,277,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1523310,9353,1421142,11923,7648,2237,1318134,15070,95360,9438,102168,8740,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,233367,4433,219415,5655,1836,1315,205443,6805,12136,3141,13952,3206,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8937,1155,8857,1155,458,368,7544,1489,855,820,80,70,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,206638,5297,200383,5463,1835,1070,188337,5643,10211,2484,6255,1266,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,68492,3375,66007,3405,661,564,59124,3735,6222,1346,2485,667,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,147354,4278,141214,4319,1048,554,133463,4426,6703,1607,6140,1711,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,370604,5271,353078,6125,890,574,330115,7225,22073,5144,17526,3251,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,31370,2555,29908,2792,20,40,27886,2661,2002,1223,1462,1019,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,62720,3116,60657,3269,34,57,56697,3091,3926,1480,2063,917,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8700,1165,8004,1380,646,649,5540,1367,1818,1113,696,733,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,96261,3197,93000,3438,563,531,85838,4335,6599,2439,3261,1132,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1078062,10123,1039931,12401,6827,2498,976268,13682,56836,8063,38131,6045,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,61615,2714,57974,2818,357,280,51256,3433,6361,1908,3641,1769,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,477232,6239,464597,6407,1286,780,444588,6531,18723,4519,12635,2584,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,527697,8505,501392,8441,3312,1832,462463,9615,35617,6218,26305,4180,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10246,1511,9909,1427,0,190,9252,1492,657,604,337,361,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,138488,3118,133813,3473,114,147,117692,4766,16007,3382,4675,1714,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10641,2393,7840,2502,0,225,5287,1849,2553,1853,2801,1101,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
