GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001EA,B19101D_001MA,B19101D_002MA,B19101D_002EA,B19101D_003EA,B19101D_003MA,B19101D_004EA,B19101D_004MA,B19101D_005EA,B19101D_005MA,B19101D_006EA,B19101D_006MA,B19101D_007EA,B19101D_007MA,B19101D_008MA,B19101D_008EA,B19101D_009MA,B19101D_009EA,B19101D_010EA,B19101D_010MA,B19101D_011MA,B19101D_011EA,B19101D_012EA,B19101D_012MA,B19101D_013MA,B19101D_013EA,B19101D_014EA,B19101D_014MA,B19101D_015EA,B19101D_015MA,B19101D_016EA,B19101D_016MA,B19101D_017MA,B19101D_017EA,state
0400000US13,80924,2787,3626,981,2380,918,3963,1273,4157,1247,2633,813,2821,884,1991,741,3430,1025,3329,998,5558,1203,7988,1575,12030,1700,8408,1430,4457,1006,7559,1261,6594,1119,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,129518,3266,2996,725,2106,682,1873,526,3179,862,3962,827,3286,794,3711,867,5055,929,3532,736,10377,1579,14669,1668,19536,1922,18321,1815,12872,1284,12546,1490,11497,1550,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4833,651,452,392,46,88,121,148,38,66,87,150,416,314,290,197,91,113,456,320,113,139,891,430,685,413,541,341,30,48,253,267,323,301,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,151011,3321,6126,1228,2963,888,3678,1084,4347,1047,3604,868,3569,967,4262,959,5371,1218,4212,1020,7985,1470,17171,1781,23373,2136,16972,1720,14004,1735,15985,1721,17389,1724,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23960,1834,1832,746,769,437,656,416,1091,429,587,377,976,365,1728,715,436,305,670,347,1483,685,2885,658,3990,881,1913,607,1174,547,1440,527,2330,765,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,12865,1058,622,433,329,229,429,315,450,483,203,162,189,165,429,228,550,403,262,178,867,444,1684,616,2866,675,1875,583,987,468,603,383,520,277,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,16327,1235,788,409,531,381,701,343,470,344,284,212,954,645,554,368,1134,543,560,339,1139,518,2209,694,2506,685,1314,499,985,350,1235,458,963,458,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11208,1219,545,369,342,317,84,111,699,493,703,411,375,300,434,335,646,369,333,191,705,395,1502,525,918,412,1258,582,615,415,821,383,1228,448,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15111,1102,1355,556,605,360,418,268,680,309,399,269,475,352,672,342,904,375,1106,503,1312,471,1442,569,2136,677,1200,558,550,341,768,317,1089,539,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,86106,3105,1807,496,1512,597,2007,713,1990,627,2798,905,1794,486,1594,472,2496,809,2364,815,6035,1292,6441,1352,9134,1344,12934,1810,8091,1190,11611,1734,13498,1642,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86505,2623,3915,1002,2087,820,2130,623,3379,938,1977,589,2902,853,3054,749,2230,691,2230,688,4494,1172,7914,1417,10208,1503,8002,1143,7294,1437,10400,1390,14289,1591,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,57637,2182,2259,747,1182,499,1461,586,1662,568,1976,653,1211,505,1602,579,2164,749,1421,681,3790,891,5259,876,8061,1364,7663,1322,5002,993,6608,1053,6316,1062,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,48768,1845,2237,725,1479,471,1723,575,2173,803,1857,561,2275,735,2307,770,1276,472,1481,548,3309,903,5748,1275,7407,1166,5936,1210,2976,874,3375,824,3209,677,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5937,855,182,235,203,157,29,44,99,144,606,547,354,289,1077,698,299,261,148,235,271,196,650,361,395,310,549,324,281,253,403,330,391,294,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21996,1549,681,471,987,537,757,355,767,449,811,420,1168,561,814,423,1021,471,771,395,672,347,2667,937,3351,784,2212,699,903,482,1764,567,2650,771,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8102,811,131,149,398,294,367,241,322,306,212,197,467,311,656,481,430,247,328,266,676,257,431,345,1176,432,809,386,661,398,422,299,616,255,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,47253,2057,1812,663,1076,415,441,307,1462,538,2376,805,2232,790,1868,576,3065,890,2023,634,4228,1099,5073,942,7153,1189,6148,1262,3100,1029,2730,708,2466,712,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7311,912,75,116,232,244,110,103,103,175,571,598,744,542,220,246,109,137,123,139,369,260,978,476,881,470,1158,540,400,361,550,303,688,367,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,206436,3790,3588,861,3111,935,3791,1110,5016,1305,2756,775,4986,1247,4165,1092,4282,1003,4743,994,9837,1562,16406,1847,26652,2263,26325,2323,20240,2159,29376,2616,41162,2548,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,5798,940,102,115,195,206,135,225,337,181,295,236,220,173,244,260,242,253,108,111,300,256,755,490,913,579,852,530,306,218,321,234,473,320,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,348724,5347,16971,1987,17297,2039,16155,2186,19911,2368,16001,2151,14009,2035,12912,1759,13975,1836,10892,1514,21267,2699,29485,2457,37318,3190,35142,3079,20828,2217,26581,2337,39980,3347,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,54603,2692,3183,892,1429,722,1205,551,1734,764,2500,805,2707,756,1885,669,2270,740,1665,516,2054,711,6381,1273,6518,1166,5703,921,4635,1001,5850,1044,4884,904,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,47659,2357,1254,532,758,348,1224,535,1443,531,1064,466,1129,446,1610,620,2308,831,1343,499,3374,1089,4810,1100,6588,1253,4746,938,3682,811,5938,1279,6388,1095,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,14802,1205,834,434,873,481,394,226,934,425,431,241,581,258,998,394,580,252,681,367,1286,424,1592,467,2018,579,1318,555,811,301,687,329,784,346,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,33903,1970,1595,643,1167,560,1392,689,2076,812,518,327,1125,542,613,350,2067,714,1378,683,1572,655,3994,956,5012,850,3562,891,2185,665,2833,659,2814,767,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,85387,2912,4061,1120,3220,942,3326,785,3013,900,3176,848,3686,965,2985,860,2987,921,2973,808,4708,983,9140,1596,8948,1179,9205,1510,6496,1157,8269,1373,9194,1349,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6569,973,217,329,25,43,382,308,331,395,455,379,355,305,206,173,38,70,593,494,543,363,223,195,750,375,785,434,738,400,561,398,367,264,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14216,1518,947,462,409,388,279,270,838,523,639,381,1231,776,405,208,597,370,257,225,1359,503,1557,613,2376,860,969,401,974,511,616,406,763,430,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22404,1847,186,140,478,365,610,461,1063,520,388,248,1167,455,983,535,966,538,710,347,1884,619,2473,799,3856,1025,2165,720,1509,644,1559,611,2407,798,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,263469,5784,7679,1358,7246,1522,6230,1320,8775,1520,8395,1657,8421,1288,7979,1361,8367,1571,6744,1450,16050,2110,24714,2692,37205,3769,29944,2929,23779,2736,28715,2873,33226,3265,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14119,1228,945,530,504,384,656,403,337,229,472,371,394,244,407,273,593,271,591,500,1297,646,1630,583,1627,486,1356,462,877,547,948,463,1485,612,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,111700,3331,2066,668,2311,793,2070,771,2029,556,3577,1058,3506,1105,2207,589,3746,948,3344,978,4724,1009,10139,1761,13309,1644,15515,1767,10100,1611,14065,1671,18992,1842,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,122472,3668,5276,1334,3607,1003,3049,1013,4154,1121,2811,800,4404,1161,4311,1020,3744,1012,3623,1134,7457,1386,12591,1706,17780,2261,13689,1861,11179,1656,12395,1772,12402,1847,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,28520,1479,1532,573,677,373,1335,541,1212,473,1213,503,940,407,1008,520,1347,595,811,346,2136,910,3235,693,3220,774,2917,755,1456,499,2899,740,2582,674,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
