GEO_ID,B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,NAME,B19001B_001MA,B19001B_001EA,B19001B_002MA,B19001B_002EA,B19001B_003MA,B19001B_003EA,B19001B_004EA,B19001B_004MA,B19001B_005MA,B19001B_005EA,B19001B_006MA,B19001B_006EA,B19001B_007MA,B19001B_007EA,B19001B_008MA,B19001B_008EA,B19001B_009EA,B19001B_009MA,B19001B_010EA,B19001B_010MA,B19001B_011MA,B19001B_011EA,B19001B_012MA,B19001B_012EA,B19001B_013MA,B19001B_013EA,B19001B_014EA,B19001B_014MA,B19001B_015MA,B19001B_015EA,B19001B_016EA,B19001B_016MA,B19001B_017MA,B19001B_017EA,state
0400000US13,1070851,9911,154408,7072,85268,5463,78218,5359,72942,4468,69789,5047,70570,4257,59449,4737,54618,4437,37977,2903,88958,5642,89145,5620,97514,5006,52643,4241,24888,2857,21398,2650,13066,2160,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,10588,1449,375,324,37,64,612,500,290,289,609,448,456,512,553,422,483,313,396,401,561,434,2172,873,1743,731,845,349,879,446,463,358,114,117,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,651217,8493,123568,6084,56704,3538,47828,3067,39484,3155,37780,3280,36290,3101,33026,2910,28850,3027,23279,2196,45895,3898,52106,3596,57625,3825,29324,2759,17479,1905,12688,1645,9291,1729,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,223752,4331,44853,3361,21140,2366,17145,1726,15198,1759,14648,2010,14843,2099,12041,1746,11598,2010,10820,1939,14195,1873,16167,2173,16463,2028,7084,1418,4103,1023,1729,769,1725,694,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,33013,2131,6650,1211,4154,1307,2152,734,1880,795,2357,748,3036,899,2075,776,1792,785,1561,597,1646,782,2201,832,1234,550,1412,644,286,248,187,199,390,319,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,63474,2570,9833,1714,4465,1001,4177,936,6098,1136,4705,1158,4999,1056,3552,1028,3240,748,2670,864,3885,848,5366,1113,5360,1225,2774,689,964,315,974,408,412,226,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,132882,4193,22506,2615,13295,2094,11620,2063,11429,2013,7975,1723,8553,1661,5968,1246,6574,1563,6397,1710,9286,1596,9586,1852,10494,1724,4621,1057,2381,791,1012,339,1185,479,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,523713,7088,94185,4747,55045,3580,50488,4106,42854,3455,35432,3114,29849,2640,25210,2795,26377,2804,18778,2241,35129,2866,35541,3073,35594,3323,17911,2221,8471,1487,8065,1684,4784,1191,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,629382,6276,53403,3195,30230,2792,24669,2644,29539,2889,23772,2643,29703,2682,24715,2328,27767,2652,27585,2552,51479,3777,69096,3791,81613,4348,54141,3629,37678,3607,37998,3034,25994,2221,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,156729,4080,18929,2493,11182,1981,9777,1915,8472,1491,7369,1253,8793,1639,7039,1405,7790,1558,5669,1311,14579,2007,14136,1958,14087,1655,11788,1737,6535,1221,6496,1171,4088,941,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,514296,6022,102094,4863,49223,3461,42472,2764,37390,3252,34804,2811,27728,2121,25694,2583,23804,2612,20914,2470,35531,2993,37541,2802,36357,2812,19380,2142,8234,1220,7575,1326,5555,1292,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,93198,2803,16844,1880,8739,1785,7845,1591,6975,1320,4980,1023,4495,1194,5308,1246,4810,1133,2778,934,6286,1370,7810,1672,7486,1426,4185,1066,1835,762,1392,521,1430,513,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,385412,6551,73070,4888,46335,3689,38376,2855,33728,2980,28225,2519,22036,2331,15974,1928,19139,2399,14352,2394,27549,3033,23648,2114,24237,2816,9146,1746,4518,1179,2954,1038,2125,868,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,258165,5176,41161,3393,22865,2252,20286,2300,19178,2446,17307,1874,17479,2259,13829,1946,15172,2205,10970,1690,20749,2544,21681,2364,19384,2053,8988,1537,4382,1182,3274,728,1460,635,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,32443,1793,5097,1157,3125,787,2040,643,3595,861,3252,1099,2104,766,1680,679,1483,594,1639,826,1608,654,2040,612,2481,688,1399,541,363,238,267,243,270,225,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,83429,2980,13020,1966,6261,1339,6626,1166,5007,1349,5470,1422,5609,1376,5105,1367,4922,1189,2691,844,5464,1521,7166,1466,7336,1426,3172,765,2154,886,2145,658,1281,464,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,425562,6420,50771,4272,30414,2673,25790,2774,24385,2987,23594,2709,22238,2689,18551,2200,19720,2097,18514,2453,31476,3154,42163,3041,41434,3263,30829,2761,16459,2148,16490,1882,12734,1560,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,15565,1401,1883,791,1017,526,824,510,936,448,539,331,928,540,325,320,1098,543,786,516,1397,607,2259,995,1149,480,1672,864,570,452,128,210,54,94,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1051216,9662,147303,6489,76006,4342,71651,4743,58200,4121,54084,4000,59313,3999,52774,4033,48764,3184,36817,3136,71129,4614,94084,4396,112398,5182,69495,3759,37612,3135,39530,3249,22056,1783,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,785956,7792,111725,4770,66615,3509,64549,4796,65241,4670,60637,4133,50298,3702,45712,3837,44010,3170,35772,3098,57305,3748,64339,4590,57261,4082,30681,2833,11721,1691,11803,1783,8287,1547,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,555833,6649,112077,5282,53688,3763,46356,3189,41423,3071,36908,2969,34818,3489,30541,2472,25320,2479,21143,2232,34237,3077,39846,3022,38513,3133,20398,2172,9367,1652,6091,1207,5107,1216,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,103239,3118,17642,1897,8476,1286,8765,1288,9391,1489,7290,1248,5576,943,6736,1296,4836,998,4923,911,7493,1322,8755,1269,6890,1295,3681,909,1618,566,664,295,503,274,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,23831,2053,4439,1190,2428,1104,2050,939,1441,759,1340,659,1744,859,1426,976,875,566,264,211,1251,614,2199,745,1738,643,1146,651,609,332,673,427,208,216,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,494255,6962,86694,4839,43662,3268,33964,3092,37044,3488,29769,2587,31752,3319,27991,2432,25634,2781,18746,2412,36013,3248,38423,3468,37410,2662,22744,2706,10122,1410,7885,1471,6402,1232,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21657,1905,4197,1233,1581,677,1348,642,1509,592,1198,703,1681,824,950,543,1531,763,1218,650,1495,703,1370,545,1563,681,814,397,813,460,233,159,156,151,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,474145,6422,79340,3885,47778,3849,42407,3999,37424,3314,34546,2806,31314,2659,25694,2862,21881,2717,18297,2422,31743,3059,37638,3178,34249,3512,17819,2412,7261,1440,4181,998,2573,863,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,399871,6147,60239,3860,32849,3217,32906,2808,30053,2908,30373,3114,24259,2614,24178,2893,22830,2852,16939,2435,26164,2718,36125,2485,32092,2918,14622,2171,7552,1519,5392,1143,3298,895,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1132771,11858,145253,6167,88813,5499,83934,5091,76355,5389,65872,4514,68781,5296,59988,4912,60770,4697,51760,4669,88887,5311,94610,5612,99749,5865,61277,5056,32974,3180,32041,3079,21707,2594,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,8838,1221,1064,636,942,585,549,551,881,549,527,416,534,486,543,528,310,399,193,189,606,538,707,466,1132,519,465,378,114,172,0,185,271,350,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,566864,6732,63559,3833,40349,3044,37068,3276,33887,3641,33488,3333,32762,2832,28798,2750,29542,2610,22388,2560,43378,3443,52747,3520,56279,4343,34639,2958,21715,2420,19907,2587,16358,1679,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,93821,3823,14413,2394,5091,1243,5940,1382,5411,1532,5204,1430,5855,1409,4096,1137,3999,1147,3744,1209,6026,1465,8833,1667,9358,1695,7680,1607,3316,1075,2808,901,2047,686,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20489,1953,4051,1028,1784,645,1697,697,1622,629,918,427,973,503,663,338,975,629,647,410,895,396,1802,599,1576,579,1581,632,474,321,480,294,351,251,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,124417,2776,22698,2153,13061,1631,11715,1728,10555,1485,9908,1562,9613,1252,5473,1035,5644,1289,4402,1072,8546,1391,7611,1397,7678,1313,3191,763,1656,658,1561,596,1105,567,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,106102,4683,31620,2779,12965,1627,11394,1705,9865,1618,7237,1232,6037,1180,3879,880,5007,1146,3433,1042,4757,916,4514,1077,2770,860,1106,434,494,447,573,418,451,324,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
