GEO_ID,B19101B_001E,B19101B_001M,B19101B_002E,B19101B_002M,B19101B_003E,B19101B_003M,B19101B_004E,B19101B_004M,B19101B_005E,B19101B_005M,B19101B_006E,B19101B_006M,B19101B_007E,B19101B_007M,B19101B_008E,B19101B_008M,B19101B_009E,B19101B_009M,B19101B_010E,B19101B_010M,B19101B_011E,B19101B_011M,B19101B_012E,B19101B_012M,B19101B_013E,B19101B_013M,B19101B_014E,B19101B_014M,B19101B_015E,B19101B_015M,B19101B_016E,B19101B_016M,B19101B_017E,B19101B_017M,NAME,B19101B_001MA,B19101B_001EA,B19101B_002MA,B19101B_002EA,B19101B_003MA,B19101B_003EA,B19101B_004EA,B19101B_004MA,B19101B_005EA,B19101B_005MA,B19101B_006MA,B19101B_006EA,B19101B_007MA,B19101B_007EA,B19101B_008MA,B19101B_008EA,B19101B_009EA,B19101B_009MA,B19101B_010EA,B19101B_010MA,B19101B_011EA,B19101B_011MA,B19101B_012EA,B19101B_012MA,B19101B_013MA,B19101B_013EA,B19101B_014EA,B19101B_014MA,B19101B_015MA,B19101B_015EA,B19101B_016EA,B19101B_016MA,B19101B_017EA,B19101B_017MA,state
0400000US13,682200,8543,78231,4978,38586,3550,44991,3892,42582,3370,45438,3976,44303,3847,37313,3050,35282,3407,24282,2410,59816,4641,61754,4833,73828,4662,43604,3936,22050,2679,18780,2393,11360,1866,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,7456,1153,114,120,37,64,397,444,73,104,568,443,420,509,357,253,351,232,343,395,561,434,808,435,1489,650,740,324,711,444,373,316,114,117,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,392873,6649,53647,3869,27632,2484,27224,2722,21309,2234,22654,2628,23197,2198,21594,2506,17153,2034,15024,1925,31107,3321,35196,2949,42417,3148,22587,2282,13700,1701,10708,1606,7724,1547,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,134304,4382,22573,2083,11255,1694,10251,1686,8410,1612,7797,1427,8484,1602,6156,1293,7492,1816,7427,1902,9254,1426,10959,1907,12753,1845,5151,1041,3712,1050,1341,630,1289,579,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20277,1752,3115,862,2126,865,1003,535,1049,613,1704,700,2290,758,1594,727,1155,603,1067,449,617,354,1631,678,887,453,1269,576,286,248,142,189,342,305,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36650,2127,3952,1169,2181,761,2301,763,1614,693,2669,911,2635,799,2445,745,2611,653,1495,528,2674,662,3789,1030,4138,1074,2164,571,799,293,838,345,345,226,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,78045,3400,9573,1686,5913,1582,6042,1618,6048,1495,4228,1053,4519,1200,4425,1086,4966,1296,3711,992,6685,1427,6399,1501,7740,1382,3874,963,1947,768,985,345,990,444,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,335354,6293,44582,4031,28695,2591,30517,3276,25246,2375,22875,2688,20978,2187,17850,2381,16214,2012,14102,1623,26047,2671,26142,2743,28466,3198,15561,1795,6845,1337,7281,1627,3953,1071,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,404342,6914,24458,2874,13015,1738,12095,1853,14772,2146,13801,2158,18850,2284,15644,2245,15920,2017,15501,1953,31101,3001,45309,3239,56422,3843,41263,3158,30593,3268,32756,2735,22842,2068,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,104022,3602,10531,1916,5537,1405,5803,1484,4479,1052,5688,1273,5551,1313,5012,1132,4995,1267,4034,1162,8885,1550,9758,1635,10979,1504,8695,1868,5332,1100,5366,1144,3377,907,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,303752,5839,48382,2940,23449,2315,23227,2723,18741,2214,19579,1994,17007,1871,15298,1899,15801,2228,12977,2050,21614,2488,26161,2145,27036,2601,15631,1919,7194,1225,7154,1326,4501,1167,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58264,2854,7771,1458,4736,1513,5620,1466,4308,1194,2517,767,3088,1022,3207,797,3529,965,1165,520,4470,1147,6197,1469,5146,1227,2767,796,1396,704,1169,511,1178,443,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,258538,5700,38572,3894,25364,2772,22958,2273,23040,2236,19733,2562,16786,2149,10326,1563,13906,1918,11000,1850,20948,2570,18155,2030,21508,2550,7917,1581,3789,1106,2797,1023,1739,837,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,154423,4150,19969,2284,9867,1589,10146,1712,10327,1863,8463,1470,11015,1909,8902,1673,9360,1383,7969,1609,13982,2029,14711,1964,13951,1778,7871,1371,3971,1141,2633,647,1286,597,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17819,1382,2491,832,1364,563,1038,497,1883,685,1629,711,891,498,545,257,926,465,1211,744,646,341,1625,558,1992,555,1065,510,154,140,232,237,127,96,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49847,2467,6816,1268,2324,748,3235,885,2088,843,2951,1052,2702,994,3192,1113,3627,1042,1556,641,3990,1270,4899,1233,5483,1130,2250,609,1852,839,1916,652,966,456,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,272727,6216,24137,2907,14746,1767,14100,2265,14614,2165,13407,2108,14862,2003,11743,2016,13212,1870,11193,1920,19302,2455,29072,2417,31588,2753,23236,2131,13253,1910,14307,1840,9955,1261,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9004,1080,899,536,426,337,230,298,617,324,278,228,327,335,188,210,571,425,287,270,1085,543,1588,805,910,416,926,507,544,453,128,210,0,195,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,667380,9652,65115,4125,33343,2482,40349,3976,33572,3324,36073,3022,37103,2989,34931,3449,29237,2568,24578,2494,47533,3143,67606,3974,82691,4405,54829,3385,30462,2799,31963,2847,17995,1824,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,490136,6835,53685,4105,31713,2697,33843,3081,41931,3557,35407,3255,29403,2696,28250,3151,27685,2662,22784,2502,41973,3384,44832,3619,44979,3618,25564,2596,10202,1513,10352,1677,7533,1472,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,316874,6355,45178,3528,24355,2623,23977,2358,24120,2613,21159,2292,20222,2358,18653,2231,15851,2222,12689,1699,21395,2472,27635,2924,27430,2227,16508,1849,7515,1476,5578,1218,4609,1099,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62048,2353,8619,1396,3680,775,4406,1112,4943,1107,4239,952,2974,718,4360,1061,2992,797,3112,805,5183,1001,7056,1245,5249,1095,2920,802,1345,457,506,253,464,276,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13406,1581,2304,865,927,631,718,455,1206,706,895,575,1111,730,488,512,256,187,379,269,809,491,1645,562,946,433,811,576,496,295,253,241,162,201,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,277992,5743,31537,3115,17659,2289,14841,1958,20628,2247,17451,2102,20206,2571,15079,1846,16498,2185,12041,1774,22105,2277,25402,2525,26885,2352,17559,2483,8006,1414,7216,1584,4879,1161,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13916,1437,1504,694,711,480,612,387,1323,595,828,366,1257,779,560,385,1212,727,1046,548,883,394,1140,512,1385,635,691,371,375,318,233,159,156,151,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,303315,5807,38147,2859,21986,2639,24742,3145,22574,2610,21657,2421,21499,2269,16180,2305,15019,2351,13429,1923,21543,2374,28085,2903,30435,3434,15970,2313,6249,1325,3779,935,2021,763,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,248387,5591,30506,3249,15187,2092,19616,2595,15847,2104,19718,2404,16110,2214,12644,2010,13297,1928,10377,1881,17384,2265,26189,2439,26209,2668,11669,1917,6585,1370,4498,1040,2551,852,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,703343,9339,68089,4253,37990,3654,49185,4370,40873,3874,39747,3535,39286,3351,34750,3418,38892,3812,29264,3422,57612,4347,67168,4727,75816,4763,50549,4369,27625,2789,28091,2903,18406,2339,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,363990,7406,27814,3124,16909,2167,21366,2801,19925,2565,20960,3074,20000,2157,19298,1854,19680,2474,14363,2091,29089,2306,37468,3048,40599,3617,26713,2638,18108,2220,17404,2473,14294,1530,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,54181,3112,5556,1553,2385,944,1720,745,3458,1149,3231,1057,2284,891,2817,933,2505,946,2850,963,3899,1243,4849,1263,6536,1388,5715,1276,2619,960,2059,719,1698,620,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11642,1381,1764,879,884,372,419,293,584,337,783,412,514,304,340,247,672,553,316,247,603,336,1335,540,1199,480,1234,553,398,298,281,169,316,248,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,78002,2523,12433,1874,7378,1300,7621,1133,6611,1143,6161,1223,5099,1113,2871,783,3271,917,2716,806,5737,1222,5916,1225,6032,1236,2523,739,1722,679,1087,487,824,485,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,74332,3759,19246,2092,7742,1175,8248,1494,7535,1608,5354,1050,4888,1099,3303,792,3956,1004,2796,885,3499,789,3329,888,2268,725,873,380,363,382,573,418,359,275,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
