GEO_ID,B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,NAME,B19101F_001MA,B19101F_001EA,B19101F_002EA,B19101F_002MA,B19101F_003EA,B19101F_003MA,B19101F_004EA,B19101F_004MA,B19101F_005MA,B19101F_005EA,B19101F_006EA,B19101F_006MA,B19101F_007MA,B19101F_007EA,B19101F_008MA,B19101F_008EA,B19101F_009MA,B19101F_009EA,B19101F_010EA,B19101F_010MA,B19101F_011EA,B19101F_011MA,B19101F_012MA,B19101F_012EA,B19101F_013MA,B19101F_013EA,B19101F_014EA,B19101F_014MA,B19101F_015EA,B19101F_015MA,B19101F_016MA,B19101F_016EA,B19101F_017EA,B19101F_017MA,state
0400000US24,41483,3458,2369,958,895,498,2237,853,2193,957,2739,1274,2513,953,2450,879,1578,700,2486,1065,4880,1347,5494,1350,5292,1262,2393,977,1807,787,1370,522,787,373,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,62796,3861,9077,1627,5513,1137,6120,1411,5239,1074,3927,1025,6183,1412,3279,1018,1934,805,3117,934,3990,1030,3614,1014,5232,1123,2178,810,1662,682,1090,546,641,318,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21457,1951,2914,1062,1260,661,1335,557,1483,575,1769,694,1690,531,1695,596,1009,489,890,495,1728,653,1642,567,2010,705,1010,497,312,253,479,346,231,290,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16134,1770,1186,547,888,567,1579,827,1256,588,1700,692,914,548,1399,648,942,517,1479,605,1077,441,1026,556,1528,647,546,263,288,242,203,182,123,117,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,11453,1592,1126,518,1209,670,1023,651,844,424,1197,586,1092,567,563,385,817,546,391,316,1122,441,898,583,794,406,73,82,102,134,0,184,202,257,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7916,1226,124,89,68,90,139,115,1082,530,829,478,762,463,509,288,514,270,357,223,929,512,648,399,712,418,619,340,451,484,173,168,0,157,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,54830,3965,4047,1069,3640,1074,4091,1165,3936,888,4335,1112,3281,932,3823,1154,4360,1112,2081,711,5640,1346,5619,1349,5287,1382,2979,854,826,563,637,354,248,182,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,127275,6019,10120,2041,6719,1506,10601,1838,10394,1937,7391,1464,6465,1371,6245,1436,6578,1492,6569,1576,11856,1802,11335,1898,12573,1921,8453,1302,5879,1283,3982,1199,2115,755,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41312,3608,4271,1203,1986,723,3738,1129,3099,967,3331,926,3063,1020,1916,644,1933,824,1833,792,3471,1018,4185,1105,3940,961,2062,609,923,459,1171,537,390,430,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,360853,7540,39809,3473,29515,3149,27186,2956,27977,2895,23879,2531,22093,2860,19154,2678,17272,2323,15563,2612,31546,3109,31046,2748,30443,2998,20707,2382,10423,1969,8954,1513,5286,1051,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,61144,4005,4844,1329,5372,1299,4814,1187,8110,1754,6374,1520,4998,1328,4626,1292,3116,1059,3584,1258,4396,1121,3954,1155,3349,963,2052,991,537,408,759,504,259,243,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20171,2077,2463,872,1184,521,1284,509,2295,905,1040,568,1897,711,1441,632,1287,563,758,397,1052,392,1515,497,1633,700,1214,472,490,308,167,164,451,363,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21395,1767,1313,428,813,337,1965,654,1860,522,1492,504,2032,623,1647,516,919,364,1436,567,1482,472,2703,610,1917,581,647,305,348,182,258,221,563,401,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24701,2465,2092,769,1345,813,2193,809,2369,913,954,448,1499,748,2219,836,1785,844,1640,785,1633,677,3279,1193,1904,684,1038,587,422,393,220,227,109,155,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,52006,4194,8340,1645,4966,1146,4621,1290,4522,1192,3860,1020,3017,840,2913,986,3954,1370,3041,861,2305,610,3043,838,3765,1015,1238,555,471,294,1029,555,921,642,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16743,2334,2181,956,2041,812,2402,862,1413,777,820,545,281,254,803,505,954,589,1050,812,611,328,1652,794,1405,713,619,459,104,133,407,355,0,210,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14578,2235,1273,711,1996,849,1400,627,1819,901,1240,634,1589,730,1078,425,322,251,905,621,681,592,937,527,587,424,475,368,234,290,42,69,0,204,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17432,2148,1882,796,1455,701,1428,666,1093,593,2079,758,1980,1085,1369,800,1342,692,717,431,1147,586,1245,842,911,493,35,77,408,367,145,156,196,176,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,343189,9590,22274,2633,20615,2570,23877,2752,28855,3046,26873,2916,21517,2786,23334,2663,24150,2965,16643,2150,28585,2744,36514,3391,33726,3530,15200,2109,8805,1710,6995,1772,5226,1596,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,27331,2567,1074,606,1665,913,2250,957,1514,798,3297,1086,2371,714,1704,822,2097,838,1276,682,2707,867,2512,938,2770,857,1131,619,487,419,476,462,0,185,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,34128,3087,1803,773,1283,791,2316,1014,2228,977,1998,698,2835,1195,1524,845,1121,584,2251,1056,3401,1158,3559,1343,4216,1215,2298,832,1121,475,1336,714,838,352,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,51167,3528,3204,1046,3512,1100,2772,993,5939,1198,5400,1398,3186,893,3413,1099,3044,978,2525,772,4204,842,4009,1194,5130,1403,2779,973,841,406,786,415,423,251,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18650,2059,1284,498,1111,504,1867,586,2017,795,786,442,2517,847,1502,575,1283,631,1443,743,1524,604,902,363,994,435,654,451,300,254,358,384,108,111,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,95907,4146,27143,2662,10053,1514,10733,1616,9857,1874,5098,1139,5914,1466,4970,984,3542,1132,3284,1079,5440,1183,4556,1152,2899,924,930,491,561,366,363,391,564,410,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
