GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001EA,B25032F_001MA,B25032F_002EA,B25032F_002MA,B25032F_003EA,B25032F_003MA,B25032F_004MA,B25032F_004EA,B25032F_005MA,B25032F_005EA,B25032F_006EA,B25032F_006MA,B25032F_007MA,B25032F_007EA,B25032F_008EA,B25032F_008MA,B25032F_009EA,B25032F_009MA,B25032F_010EA,B25032F_010MA,B25032F_011EA,B25032F_011MA,state
0400000US24,49084,3502,17095,2393,9440,1729,1191,711,788,475,5496,1226,11329,1950,1775,779,1862,964,108,113,0,197,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,87218,4566,12645,1982,6751,1413,15482,2033,24007,2999,10737,1910,5503,1443,6114,1445,5744,1222,213,184,22,36,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,28159,2325,18561,1936,747,321,1604,636,1599,735,1497,681,1367,609,199,188,1006,598,1579,628,0,168,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20976,2165,6145,1142,1413,644,1961,700,1918,783,948,484,2676,986,2099,921,1876,857,1870,680,70,112,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,17652,1964,11112,1268,857,648,331,274,920,520,1146,947,792,608,902,764,779,532,676,431,137,154,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10018,1323,5701,906,487,329,118,150,492,362,248,186,780,505,324,283,499,383,1304,561,65,100,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,67929,4305,37243,3089,1682,666,1755,711,7171,1588,6755,1402,5394,1365,1376,538,2610,766,3933,992,10,18,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,162298,6475,42318,3823,14375,2097,37958,3873,25574,2681,15187,2425,8481,1440,8782,2126,8449,1547,580,392,594,486,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,61526,4120,37237,3220,2022,677,1313,551,2462,1042,1298,716,1152,682,631,528,929,542,14316,2104,166,205,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,477784,8817,60844,3838,18602,2032,59519,3718,51328,3961,30045,2820,29612,2995,99832,5863,125771,5559,1593,724,638,574,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,76070,4116,28682,2947,3049,1052,1029,513,2951,994,6969,1739,6836,1796,1498,735,288,197,24768,2606,0,201,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,28244,2554,14721,1721,916,526,2316,653,2335,1027,1734,886,2547,912,865,550,1096,704,1714,824,0,190,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,27769,2140,19557,1931,1075,442,834,443,730,285,1107,377,1155,594,553,301,118,85,2548,632,92,108,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,29854,2562,12604,1879,1560,699,2122,898,4034,1331,2267,930,1907,884,1494,708,824,496,3042,924,0,200,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,68564,4700,12738,1791,34165,3424,7167,1717,5550,1546,3163,1030,1291,603,1239,605,2328,905,898,481,25,42,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22208,2474,3752,1040,1093,837,5767,1456,7303,1456,1752,812,1055,702,469,433,932,492,85,139,0,210,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18221,2410,6738,1612,472,309,1234,808,537,434,1341,794,757,525,74,138,109,145,6959,1483,0,204,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,24735,2405,11655,1891,785,530,2098,744,1926,736,2206,773,1615,682,1933,858,383,367,2049,945,85,161,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,441929,11287,264636,8682,11997,1774,10089,1558,17276,2007,27820,3386,36761,3918,16889,2405,18598,2470,37241,3312,622,618,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31048,2819,14760,1822,1855,805,2480,956,3173,1266,1757,840,2151,959,946,579,585,425,3341,1173,0,185,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42967,3647,14504,1821,7057,1558,455,385,1125,500,3853,955,7433,1548,3431,1008,1669,713,3440,1268,0,198,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,64959,4057,27139,2735,2139,709,3198,1204,5458,1193,3538,1076,5844,1514,3405,1101,1898,871,12200,1847,140,138,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26143,2722,11779,1567,1517,540,3729,989,1148,597,3079,1015,1722,783,1332,574,997,521,840,515,0,149,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133295,4643,95809,4383,14504,1722,4007,951,4514,1209,5177,1210,4158,1003,1761,757,3200,981,165,167,0,225,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
