GEO_ID,C15010B_001E,C15010B_001M,C15010B_002E,C15010B_002M,C15010B_003E,C15010B_003M,C15010B_004E,C15010B_004M,C15010B_005E,C15010B_005M,C15010B_006E,C15010B_006M,NAME,C15010B_001EA,C15010B_001MA,C15010B_002EA,C15010B_002MA,C15010B_003MA,C15010B_003EA,C15010B_004EA,C15010B_004MA,C15010B_005EA,C15010B_005MA,C15010B_006MA,C15010B_006EA,state
0400000US20,18251,1890,5312,1116,2493,878,4659,907,1737,526,4050,956,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,33237,3091,8823,1490,3389,1090,9286,1752,5156,1327,6583,1202,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,126700,6242,31094,3717,16922,1985,27885,2951,22569,2027,28230,3003,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,296787,9837,103501,5630,25791,3260,70516,4529,33156,3299,63823,4524,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,71281,4230,27944,2902,7413,1563,13615,1959,5504,1136,16805,2438,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,135402,5935,40332,3299,14519,1972,32540,3128,18821,1924,29190,2910,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30712,3104,10516,1555,3315,1038,5793,1248,2697,864,8391,1813,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,92821,4974,23169,2797,8222,1569,19898,2405,24931,2713,16601,2175,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,66813,3862,16147,1949,6426,1517,19298,2365,10478,1378,14464,1845,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9530,1617,2725,899,448,290,3978,986,302,184,2077,882,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24360,2512,7132,1244,2354,755,5417,1296,2976,889,6481,1405,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2366,836,451,225,113,184,682,357,227,257,893,613,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,161325,6719,47399,3539,16737,1906,38463,3771,19392,2218,39334,3440,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6748,1397,2126,727,832,494,1263,612,1034,544,1493,748,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,425814,10244,136360,6156,51857,3880,87531,5980,44207,3423,105859,6166,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,251792,7199,74892,5093,20799,2674,59605,4667,35938,3299,60558,3897,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,136518,6285,40377,3047,12536,1923,37715,3418,14415,1630,31475,2847,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28837,2124,7808,1470,2484,864,6517,1073,4840,866,7188,1351,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,9560,1528,3796,1209,358,279,1858,715,740,356,2808,839,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,145566,7767,45410,3966,14254,2230,34879,3480,17135,1945,33888,3216,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7317,1726,2532,808,750,491,1132,495,913,570,1990,778,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,126483,7018,33704,3098,8750,1528,33027,3380,24208,3162,26794,3228,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,119303,6304,30799,2827,13033,1997,32196,2883,18337,2202,24938,2845,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,428938,12033,123079,6265,45633,4370,114421,6122,56290,4821,89515,5745,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3232,849,1322,622,308,402,758,550,278,233,566,321,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1118,569,416,299,15,27,373,278,21,41,293,234,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,224223,8626,72655,4246,19139,2453,58115,4056,26055,2950,48259,3819,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,33725,3197,12205,2207,3004,918,6646,1354,2952,957,8918,1837,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5785,1048,1860,658,550,341,1397,603,855,346,1123,437,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25938,2509,6357,1267,2613,761,6646,1197,3574,959,6748,1017,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,41494,3653,11118,2084,4051,1127,12541,2203,7992,1263,5792,1394,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
