GEO_ID,B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,NAME,B17010G_001EA,B17010G_001MA,B17010G_002EA,B17010G_002MA,B17010G_003MA,B17010G_003EA,B17010G_004EA,B17010G_004MA,B17010G_005MA,B17010G_005EA,B17010G_006MA,B17010G_006EA,B17010G_007MA,B17010G_007EA,B17010G_008EA,B17010G_008MA,B17010G_009EA,B17010G_009MA,B17010G_010MA,B17010G_010EA,B17010G_011MA,B17010G_011EA,B17010G_012MA,B17010G_012EA,B17010G_013MA,B17010G_013EA,B17010G_014EA,B17010G_014MA,B17010G_015MA,B17010G_015EA,B17010G_016EA,B17010G_016MA,B17010G_017EA,B17010G_017MA,B17010G_018MA,B17010G_018EA,B17010G_019MA,B17010G_019EA,B17010G_020MA,B17010G_020EA,B17010G_021EA,B17010G_021MA,B17010G_022EA,B17010G_022MA,B17010G_023EA,B17010G_023MA,B17010G_024MA,B17010G_024EA,B17010G_025EA,B17010G_025MA,B17010G_026MA,B17010G_026EA,B17010G_027EA,B17010G_027MA,B17010G_028EA,B17010G_028MA,B17010G_029EA,B17010G_029MA,B17010G_030MA,B17010G_030EA,B17010G_031MA,B17010G_031EA,B17010G_032MA,B17010G_032EA,B17010G_033EA,B17010G_033MA,B17010G_034MA,B17010G_034EA,B17010G_035MA,B17010G_035EA,B17010G_036EA,B17010G_036MA,B17010G_037MA,B17010G_037EA,B17010G_038EA,B17010G_038MA,B17010G_039MA,B17010G_039EA,B17010G_040EA,B17010G_040MA,B17010G_041MA,B17010G_041EA,state
0400000US13,31036,3160,5216,1224,2005,783,1607,792,511,422,775,551,321,293,398,243,3211,1001,348,251,308,245,171,184,61,103,76,126,40,67,2863,938,2518,850,312,211,832,528,1374,627,345,267,25820,2772,18225,2521,10630,2013,1786,700,2685,949,6159,1572,7595,1557,7595,1612,2375,879,1586,706,290,253,456,438,840,556,789,521,5220,1302,3077,1011,241,193,506,460,2330,749,2143,862,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,50424,3087,4875,1015,1288,433,864,341,182,154,380,279,302,192,424,258,3587,885,1075,527,625,393,141,170,133,126,351,313,450,356,2512,678,2168,687,229,221,751,426,1188,554,344,208,45549,2949,31990,2568,16933,2014,3092,826,3755,902,10086,1562,15057,1649,13559,1937,4256,991,2402,721,1086,558,209,152,1107,348,1854,614,9303,1767,5132,1347,560,421,1131,641,3441,1185,4171,921,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37393,2728,6220,1387,1751,602,1132,439,276,221,454,231,402,303,619,389,4469,1281,429,340,371,329,194,280,30,51,147,157,58,73,4040,1239,3542,1169,1025,579,628,316,1889,840,498,297,31173,2372,20150,1980,10873,1745,2407,769,1947,624,6519,1360,9277,1225,11023,1427,3331,813,1652,666,379,257,138,132,1135,616,1679,563,7692,1383,5018,1125,871,509,835,459,3312,952,2674,798,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,18114,2292,4032,1115,1387,801,1017,663,243,181,621,596,153,173,370,424,2645,808,239,191,118,124,91,119,0,190,27,45,121,146,2406,754,2166,747,353,263,878,525,935,426,240,180,14082,1974,10243,1894,5462,1345,1844,903,737,444,2881,917,4781,1160,3839,1034,1184,580,778,520,22,62,272,377,484,349,406,257,2655,782,1823,649,439,432,229,249,1155,492,832,424,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,12093,1610,2342,612,654,321,442,296,142,190,64,76,236,202,212,193,1688,556,407,309,102,88,0,170,47,62,55,68,305,296,1281,438,1232,425,405,294,503,303,324,228,49,75,9751,1566,7500,1286,4101,973,569,316,948,480,2584,746,3399,901,2251,649,539,289,312,199,135,132,0,170,177,138,227,203,1712,528,1153,518,100,101,593,470,460,286,559,226,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,12486,1696,3358,935,763,566,244,184,61,77,0,203,183,161,519,503,2595,767,167,187,70,89,20,41,50,77,0,203,97,164,2428,750,1728,684,663,467,243,225,822,483,700,453,9128,1374,5449,989,2171,723,672,406,274,235,1225,516,3278,963,3679,928,1417,612,986,558,264,384,0,203,722,447,431,369,2262,742,1470,614,97,119,25,39,1348,620,792,397,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,24741,2269,2241,760,950,410,461,283,76,127,124,150,261,199,489,345,1291,622,449,421,281,372,23,38,258,367,0,197,168,206,842,374,631,330,0,197,144,149,487,289,211,193,22500,2193,15726,2020,9245,1535,2412,710,1963,780,4870,1186,6481,1215,6774,1000,2128,759,741,453,117,117,133,167,491,429,1387,636,4646,885,2967,774,753,409,267,231,1947,704,1679,601,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,30125,2669,6044,1591,1102,494,694,371,58,99,339,278,297,223,408,316,4942,1453,506,370,481,363,211,280,43,74,227,234,25,42,4436,1354,4174,1331,1658,763,414,302,2102,978,262,286,24081,2273,15311,1863,9076,1663,1882,900,2633,909,4561,1109,6235,1101,8770,1233,3396,852,2228,713,492,387,395,361,1341,567,1168,496,5374,1038,3641,910,761,436,498,295,2382,862,1733,462,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,35537,2123,9828,1411,2036,490,1422,383,423,265,283,185,716,301,614,294,7792,1323,837,394,524,319,27,47,142,139,355,294,313,202,6955,1218,6256,1161,1762,590,1400,644,3094,795,699,365,25709,1868,17074,1691,7949,1084,1590,396,1087,428,5272,994,9125,1320,8635,1273,1990,578,1076,480,51,75,112,136,913,445,914,431,6645,1120,3872,881,760,408,496,314,2616,774,2773,732,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,17674,1871,3115,839,666,280,463,260,77,117,281,187,105,142,203,141,2449,761,343,242,184,176,64,120,0,145,120,128,159,174,2106,720,2097,720,485,381,694,313,918,415,9,15,14559,1648,9860,1434,5506,1015,1427,523,2179,792,1900,583,4354,890,4699,1083,965,457,595,372,115,121,40,67,440,364,370,248,3734,1030,2816,949,910,527,630,377,1276,547,918,543,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19423,2048,3576,979,1341,563,768,479,86,121,408,395,274,197,573,322,2235,781,487,373,400,352,170,271,73,167,157,161,87,105,1748,734,1414,718,100,104,294,350,1020,601,334,241,15847,2067,10173,1523,4866,1068,1525,646,765,339,2576,874,5307,984,5674,1307,1576,494,599,262,46,58,14,21,539,263,977,452,4098,1092,2854,972,545,427,327,249,1982,798,1244,407,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16258,1807,2454,858,636,308,303,220,155,173,97,112,51,67,333,294,1818,796,286,342,54,98,0,206,0,206,54,98,232,330,1532,639,1474,619,183,242,604,401,687,398,58,99,13804,1558,10866,1514,6785,1194,1426,656,1766,786,3593,809,4081,1011,2938,724,971,423,751,407,245,264,142,197,364,263,220,211,1967,588,1166,521,198,189,226,180,742,479,801,338,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,32290,2811,5799,1274,1574,627,1072,506,20,40,534,376,518,300,502,378,4225,1168,729,499,485,328,51,84,48,81,386,303,244,302,3496,1041,3021,909,708,464,1256,577,1057,480,475,498,26491,2542,16941,1733,10193,1308,2002,523,2041,574,6150,1051,6748,1235,9550,1681,2803,949,1440,640,271,286,322,353,847,382,1363,599,6747,1372,4163,1099,448,288,444,274,3271,941,2584,777,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
