GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002MA,B17010B_002EA,B17010B_003MA,B17010B_003EA,B17010B_004MA,B17010B_004EA,B17010B_005EA,B17010B_005MA,B17010B_006MA,B17010B_006EA,B17010B_007EA,B17010B_007MA,B17010B_008MA,B17010B_008EA,B17010B_009MA,B17010B_009EA,B17010B_010MA,B17010B_010EA,B17010B_011MA,B17010B_011EA,B17010B_012EA,B17010B_012MA,B17010B_013EA,B17010B_013MA,B17010B_014EA,B17010B_014MA,B17010B_015MA,B17010B_015EA,B17010B_016EA,B17010B_016MA,B17010B_017MA,B17010B_017EA,B17010B_018EA,B17010B_018MA,B17010B_019EA,B17010B_019MA,B17010B_020EA,B17010B_020MA,B17010B_021EA,B17010B_021MA,B17010B_022EA,B17010B_022MA,B17010B_023EA,B17010B_023MA,B17010B_024MA,B17010B_024EA,B17010B_025MA,B17010B_025EA,B17010B_026EA,B17010B_026MA,B17010B_027EA,B17010B_027MA,B17010B_028EA,B17010B_028MA,B17010B_029MA,B17010B_029EA,B17010B_030MA,B17010B_030EA,B17010B_031MA,B17010B_031EA,B17010B_032EA,B17010B_032MA,B17010B_033MA,B17010B_033EA,B17010B_034MA,B17010B_034EA,B17010B_035MA,B17010B_035EA,B17010B_036EA,B17010B_036MA,B17010B_037EA,B17010B_037MA,B17010B_038EA,B17010B_038MA,B17010B_039EA,B17010B_039MA,B17010B_040MA,B17010B_040EA,B17010B_041EA,B17010B_041MA,state
0400000US13,682200,8543,159064,5945,31262,3265,20195,2683,1705,909,6409,1835,12081,2133,11067,1918,127802,5088,14728,1985,9996,1703,2756,1013,2734,962,4506,1124,4732,1155,113074,5176,96522,4973,17367,2213,27280,2799,51875,3797,16552,1945,523136,9011,293032,7143,135574,5679,19581,2549,27374,3378,88619,5228,157458,6550,230104,7754,47994,4389,26840,3362,6222,1902,3857,1371,16761,2509,21154,2015,182110,7102,113649,5865,15835,2502,15033,2381,82781,5474,68461,4562,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,392873,6649,106946,4916,14116,2121,8261,1561,1664,780,2401,809,4196,971,5855,1347,92830,4546,11651,1912,8377,1653,1776,752,1760,717,4841,1232,3274,899,81179,4672,69337,4531,10927,1908,19500,2164,38910,3764,11842,1446,285927,6129,138609,5166,60382,3586,9565,1413,13277,1909,37540,2469,78227,4268,147318,5214,27405,2360,12307,1956,3036,985,2123,794,7148,1426,15098,1523,119913,4806,69336,3960,8812,1495,10632,1538,49892,3526,50577,3114,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,134304,4382,42011,2874,5066,1186,3207,1041,828,524,1085,473,1294,671,1859,601,36945,2792,5199,1327,3838,1024,870,560,675,439,2293,870,1361,528,31746,2561,26944,2471,5277,1303,8502,1591,13165,1838,4802,973,92293,3988,47371,2831,21611,2529,3079,928,3437,1144,15095,1876,25760,2314,44922,3676,9158,1680,4670,1386,228,207,1642,1003,2800,952,4488,1092,35764,2830,23079,2436,4371,1063,2525,825,16183,1992,12685,1570,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20277,1752,6152,1242,821,424,613,389,257,282,198,197,158,142,208,209,5331,1199,378,269,195,152,47,76,0,157,148,130,183,219,4953,1164,4537,1106,826,567,1565,682,2146,703,416,267,14125,1635,7573,1362,4545,984,120,162,1202,522,3223,1047,3028,813,6552,1293,1800,834,963,621,152,251,306,413,505,421,837,620,4752,967,2796,810,196,182,653,422,1947,630,1956,538,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36650,2127,8139,1500,1514,552,1111,526,128,216,477,371,506,357,403,267,6625,1499,201,187,179,184,118,169,0,170,61,76,22,37,6424,1434,5876,1388,1316,728,1662,654,2898,853,548,267,28511,2057,16542,1698,8210,1366,1027,528,2068,791,5115,981,8332,1357,11969,1460,2219,703,1581,655,315,330,257,293,1009,489,638,327,9750,1296,6100,1174,1052,592,958,643,4090,1033,3650,717,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,78045,3400,19751,2497,2551,641,1371,585,84,102,591,404,696,447,1180,393,17200,2442,1212,538,1008,488,205,160,221,230,582,498,204,194,15988,2301,13893,2096,2914,1011,2451,942,8528,1629,2095,744,58294,3389,29489,2398,13281,1698,2899,1020,2226,693,8156,1398,16208,1817,28805,3122,5383,1299,2745,1025,615,441,750,576,1380,672,2638,829,23422,2492,14797,2021,1274,608,3905,1130,9618,1787,8625,1605,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,335354,6293,98347,4532,12463,2120,7457,1629,701,305,1576,670,5180,1372,5006,1025,85884,4288,9315,1830,5826,1585,1376,603,1233,704,3217,1221,3489,1056,76569,4197,65669,4012,12772,2154,19421,2292,33476,3189,10900,1629,237007,5691,127482,4397,56907,4068,8848,1772,8974,1842,39085,3410,70575,3804,109525,4542,21311,2750,8817,1981,1778,856,1581,762,5458,1371,12494,1859,88214,4261,49686,3452,7385,1405,10591,1898,31710,2795,38528,3006,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,404342,6914,48227,3340,8862,1513,5486,1312,742,446,1730,686,3014,1100,3376,928,39365,3537,3529,1155,2452,888,1121,730,384,331,947,444,1077,570,35836,3322,30978,3234,5330,1412,10773,2054,14875,2243,4858,1105,356115,6665,189140,6082,89958,4900,13269,1931,18209,1949,58480,3997,99182,4017,166975,6314,30067,2775,14690,2228,4590,1333,1330,517,8770,1657,15377,2212,136908,6374,83764,5408,12761,2299,12093,1988,58910,4179,53144,3674,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,104022,3602,20621,2511,3080,966,2149,841,61,106,795,505,1293,644,931,490,17541,2435,2142,761,1746,759,250,358,537,435,959,673,396,200,15399,2203,12632,1956,2067,647,4231,1157,6334,1321,2767,869,83401,3842,41923,3061,22569,2560,4086,1228,6150,1504,12333,1609,19354,1875,41478,3398,7700,1725,4194,1429,836,619,120,144,3238,1211,3506,963,33778,3119,20814,2438,2563,953,3626,1108,14625,2118,12964,1881,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,303752,5839,92387,3677,10543,1423,6181,1111,821,499,1521,686,3839,978,4362,935,81844,3572,10589,1574,7348,1408,2688,883,1635,685,3025,903,3241,836,71255,3211,60259,3113,12554,1935,15239,1686,32466,2344,10996,1439,211365,5398,103444,3770,41151,2963,5608,1046,7023,1372,28520,2766,62293,2761,107921,4378,20393,2093,9984,1716,2691,1005,1400,576,5893,1188,10409,1488,87528,3816,49327,3146,8763,1603,7116,1218,33448,2735,38201,2047,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58264,2854,18320,2329,2634,964,2332,925,438,302,1291,640,603,429,302,243,15686,2164,2105,785,1541,772,66,100,258,288,1217,700,564,400,13581,2110,12685,2079,2539,922,4080,927,6066,1352,896,425,39944,2670,20941,2263,13329,1897,3769,1259,3346,928,6214,1222,7612,1216,19003,2230,5175,1145,2851,827,300,279,715,437,1836,776,2324,764,13828,1819,9867,1538,1286,616,978,492,7603,1410,3961,990,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,258538,5700,85647,4445,14522,2035,8725,1633,185,153,3005,944,5535,1280,5797,1172,71125,3708,6708,1411,4848,1201,1249,487,1237,638,2362,861,1860,741,64417,3526,54443,3538,8826,1580,15505,1922,30112,2825,9974,1523,172891,5368,91398,4384,40900,3080,4806,1425,7982,1586,28112,2722,50498,3501,81493,4387,15841,2080,6227,1268,1315,567,599,417,4313,1137,9614,1647,65652,3841,38920,3176,6897,1570,5820,1493,26203,2838,26732,2432,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,154423,4150,38281,2991,4819,1168,3427,1031,525,334,924,480,1978,798,1392,606,33462,2591,3786,1033,3071,889,275,222,425,296,2371,849,715,471,29676,2458,26537,2307,4657,1365,7993,1285,13887,1685,3139,992,116142,3820,54297,3081,23732,2595,5322,1529,3803,999,14607,2051,30565,2470,61845,3390,11403,1862,4972,1347,1447,814,717,484,2808,834,6431,1181,50442,3058,30865,2712,4468,1218,4204,1057,22193,2256,19577,2141,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17819,1382,5261,1056,513,323,354,259,181,174,147,184,26,45,159,193,4748,1046,936,702,909,701,63,109,518,556,328,478,27,46,3812,806,3547,755,568,325,1690,564,1289,604,265,259,12558,1459,6504,914,2929,772,383,270,899,430,1647,627,3575,687,6054,1170,1421,763,676,626,494,616,0,157,182,134,745,497,4633,908,3777,985,633,525,545,317,2599,831,856,332,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
