S2507_C01_028M,S2507_C01_029E,S2507_C01_037M,S2507_C01_038E,S2507_C01_039E,S2507_C01_040E,S2507_C01_040M,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_047E,S2507_C01_047M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054M,S2507_C01_055E,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_038M,S2507_C01_039M,S2507_C01_041E,S2507_C01_044M,S2507_C01_046M,S2507_C01_048E,S2507_C01_048M,S2507_C01_051E,S2507_C01_051M,S2507_C01_054E,S2507_C01_055M,S2507_C01_057M,S2507_C01_058E,S2507_C01_061E,S2507_C01_061M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012E,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_028MA,S2507_C01_029EA,S2507_C01_029MA,S2507_C01_037MA,S2507_C01_038MA,S2507_C01_038EA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040EA,S2507_C01_040MA,S2507_C01_041MA,S2507_C01_042MA,S2507_C01_042EA,S2507_C01_043MA,S2507_C01_043EA,S2507_C01_044MA,S2507_C01_044EA,S2507_C01_045EA,S2507_C01_045MA,S2507_C01_046EA,S2507_C01_046MA,S2507_C01_047MA,S2507_C01_047EA,S2507_C01_049MA,S2507_C01_049EA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054MA,S2507_C01_055MA,S2507_C01_055EA,S2507_C01_056EA,S2507_C01_056MA,S2507_C01_057EA,S2507_C01_057MA,S2507_C01_058MA,S2507_C01_059EA,S2507_C01_059MA,S2507_C01_060MA,S2507_C01_060EA,S2507_C01_041EA,S2507_C01_048EA,S2507_C01_048MA,S2507_C01_051EA,S2507_C01_051MA,S2507_C01_054EA,S2507_C01_058EA,S2507_C01_061EA,S2507_C01_061MA,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002MA,S2507_C01_002EA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004MA,S2507_C01_004EA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006EA,S2507_C01_006MA,S2507_C01_007MA,S2507_C01_007EA,S2507_C01_008MA,S2507_C01_008EA,S2507_C01_009MA,S2507_C01_009EA,S2507_C01_010EA,S2507_C01_010MA,S2507_C01_011EA,S2507_C01_011MA,S2507_C01_012EA,S2507_C01_012MA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014MA,S2507_C01_014EA,S2507_C01_015MA,S2507_C01_015EA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018EA,S2507_C01_018MA,S2507_C01_019MA,S2507_C01_019EA,S2507_C01_020MA,S2507_C01_020EA,S2507_C01_021EA,S2507_C01_021MA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023EA,S2507_C01_023MA,S2507_C01_024EA,S2507_C01_024MA,S2507_C01_025MA,S2507_C01_025EA,S2507_C01_026MA,S2507_C01_026EA,S2507_C01_027EA,S2507_C01_027MA,S2507_C01_028EA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031MA,S2507_C01_031EA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033MA,S2507_C01_033EA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035EA,S2507_C01_035MA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,state
0.6,12.7,0.4,5.2,10.5,18.8,0.6,0.5,3.9,0.4,1.5,0.2,15.7,14.2,0.6,1.3,0.2,0.1,16.7,0.5,0.3,0.1,26.3,0.9,26.1,0.9,0.1,0.0,1.8,0.2,41.8,0.8,30.1,0.9,5.6,0.4,0.4,0.6,13.4,0.7,0.2,17.1,0.5,0.1,0.1,0.1,0.1,0.9,22.5,929,22,0400000US13,720549,11953,22.2,0.7,23.7,0.8,15.3,0.7,13.4,0.5,12.5,0.6,8.4,0.5,4.6,0.4,111800,2408,7.8,0.5,20.9,0.8,12.3,0.5,15.7,0.7,17.1,0.5,9.9,0.6,9.5,0.6,6.9,0.4,42653,870,42.7,1.0,16.3,0.6,9.9,0.6,29.3,0.9,1.8,0.2,1.0,0.2,3.0,0.3,5.5,0.3,10.3,0.6,12.4,0.7,11.5,0.6,16.6,0.7,10.2,0.6,6.4,0.5,10.5,0.5,372,4,20.4,0.7,4.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1.2,8.4,0.7,1.7,7.9,15.5,1.7,1.6,3.1,0.8,2.7,0.7,13.7,11.3,1.7,2.0,0.4,0.3,16.0,1.8,1.3,0.6,39.3,2.1,39.0,2.2,0.2,0.1,1.2,0.6,31.0,2.1,39.5,2.2,4.4,0.9,0.5,1.4,9.6,1.8,0.6,17.7,1.9,0.5,0.3,0.3,0.1,2.2,25.1,1281,51,0400000US15,81455,3246,3.3,0.8,3.0,0.9,3.2,0.8,4.1,1.0,13.0,1.7,23.5,2.0,49.9,2.2,499400,17768,5.6,1.2,14.3,1.7,9.4,1.5,13.7,1.8,17.7,1.9,11.4,1.4,15.8,1.7,12.1,1.5,59021,3107,8.9,1.4,6.8,1.2,10.0,1.7,73.1,2.5,1.2,0.6,2.1,0.6,1.9,0.7,3.5,1.0,5.6,1.1,6.7,1.3,8.1,1.4,16.5,1.8,13.2,1.3,10.9,1.3,23.1,1.8,484,12,12.4,1.6,2.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1.4,12.2,0.9,4.7,7.9,21.1,1.7,1.7,3.9,0.8,1.1,0.4,18.9,18.0,1.7,0.8,0.1,0.1,17.9,1.5,0.1,0.1,22.4,1.5,22.4,1.5,0.1,0.0,1.5,0.8,29.6,1.9,29.4,1.7,7.3,0.9,1.0,1.1,16.1,1.7,0.3,18.0,1.5,0.0,0.1,0.0,0.1,1.7,33.8,1121,37,0400000US16,136714,5485,16.2,1.3,16.3,1.6,18.0,1.4,17.3,1.5,15.6,1.4,10.8,1.1,5.9,0.9,148400,6013,6.9,1.3,18.9,1.5,14.8,1.4,18.9,1.7,18.0,1.5,9.8,1.2,6.8,1.0,5.8,0.9,41966,1456,31.0,1.9,17.0,1.4,12.6,1.4,38.0,1.9,1.5,0.8,1.6,0.5,4.2,0.7,7.9,0.9,12.4,1.4,15.6,1.1,11.0,1.1,16.4,1.6,8.7,1.3,4.5,0.8,5.6,1.0,335,8,18.1,1.6,5.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0.3,6.7,0.2,2.9,10.4,18.2,0.5,0.3,5.4,0.3,4.5,0.3,14.6,10.8,0.4,2.9,0.9,0.1,16.6,0.5,1.2,0.1,32.3,0.6,31.9,0.6,0.1,0.1,1.4,0.2,14.1,0.3,70.0,0.5,5.0,0.3,0.2,0.4,8.3,0.5,0.2,18.2,0.5,0.4,0.1,0.4,0.1,0.5,10.9,3152,48,0400000US17,1083784,11943,14.9,0.5,18.7,0.5,16.2,0.5,14.7,0.5,18.3,0.5,11.4,0.4,5.8,0.3,150800,2023,5.8,0.3,17.3,0.5,11.8,0.4,14.6,0.5,18.2,0.5,11.3,0.4,11.3,0.4,9.7,0.4,50551,582,38.8,0.6,17.2,0.4,10.8,0.4,31.9,0.6,1.4,0.2,0.7,0.1,1.5,0.1,3.0,0.2,4.3,0.3,5.5,0.3,6.7,0.3,14.4,0.5,13.9,0.4,11.8,0.4,31.6,0.7,553,4,15.4,0.5,2.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0.6,13.7,0.3,4.5,8.3,22.5,0.7,0.7,4.8,0.4,1.5,0.2,17.9,16.8,0.6,1.0,0.1,0.1,17.8,0.8,0.1,0.1,23.4,0.7,23.3,0.7,0.1,0.0,1.3,0.2,44.2,0.8,26.9,0.8,4.4,0.3,0.4,0.6,16.2,0.7,0.2,18.0,0.8,0.0,0.1,0.0,0.1,1.0,24.5,881,21,0400000US18,567258,8765,21.0,0.8,26.5,0.8,21.1,0.7,14.0,0.7,10.6,0.5,4.8,0.4,2.1,0.3,105400,1768,6.1,0.5,20.2,0.7,14.4,0.6,17.9,0.7,18.0,0.8,10.2,0.5,7.9,0.5,5.3,0.3,42079,586,44.4,0.8,18.4,0.7,11.2,0.6,24.7,0.8,1.3,0.2,1.1,0.2,2.5,0.3,6.3,0.4,10.4,0.5,13.0,0.7,12.2,0.6,18.3,0.8,10.1,0.5,5.5,0.5,6.9,0.5,363,4,16.9,0.7,4.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0.5,10.8,0.4,3.8,8.9,19.2,0.7,0.6,5.7,0.5,1.7,0.3,16.1,14.9,0.7,1.1,0.2,0.1,19.4,0.7,0.4,0.1,28.7,1.0,28.6,1.0,0.1,0.0,0.9,0.2,21.6,0.8,53.0,1.0,2.5,0.3,0.4,0.6,11.7,0.8,0.2,19.8,0.7,0.0,0.1,0.1,0.1,0.8,22.9,1657,34,0400000US19,339928,5730,18.4,0.8,25.7,0.9,20.6,0.8,15.1,0.7,12.7,0.6,5.1,0.5,2.4,0.3,112100,2177,5.4,0.5,17.4,0.8,12.6,0.6,16.1,0.8,19.8,0.7,11.2,0.7,10.4,0.6,7.1,0.5,48359,990,46.8,0.9,18.3,0.8,10.9,0.6,23.1,0.9,0.9,0.2,0.7,0.2,1.8,0.3,3.5,0.4,6.4,0.6,9.2,0.6,12.4,0.5,22.3,0.8,14.3,0.7,8.1,0.6,10.5,0.7,424,4,15.3,0.6,2.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0.7,10.0,0.3,4.0,8.7,19.9,1.0,0.9,5.9,0.4,1.7,0.3,16.4,14.6,0.8,1.5,0.3,0.1,18.4,1.0,0.4,0.2,28.0,1.0,27.9,1.0,0.1,0.0,1.0,0.2,24.2,1.0,48.6,1.2,3.3,0.4,0.5,0.7,12.3,0.9,0.3,18.9,1.0,0.1,0.1,0.1,0.1,1.0,24.0,1507,38,0400000US20,290943,5658,23.6,0.9,27.3,1.1,16.9,0.8,13.0,0.7,11.5,0.7,5.7,0.5,2.0,0.3,98000,2508,5.2,0.5,18.7,0.9,12.9,0.9,16.4,0.9,18.9,1.0,10.5,0.6,9.9,0.6,7.6,0.7,46952,1088,51.0,1.0,17.6,1.0,9.6,0.8,20.8,1.0,1.0,0.2,0.9,0.2,1.8,0.3,4.0,0.5,6.1,0.6,8.6,0.7,10.8,0.8,20.9,0.9,14.8,0.8,9.1,0.7,13.0,0.7,437,5,15.8,0.9,3.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0.7,13.0,0.6,5.5,9.8,20.7,0.7,0.7,3.0,0.3,0.8,0.2,16.2,15.4,0.7,0.6,0.1,0.1,17.5,0.7,0.1,0.1,21.3,0.8,21.3,0.8,0.1,0.0,1.4,0.2,48.0,0.9,19.0,0.8,10.7,0.7,0.4,0.7,16.9,0.7,0.1,17.6,0.7,0.0,0.1,0.0,0.1,1.0,22.3,726,20,0400000US21,472461,8654,27.7,0.9,25.5,0.9,16.6,0.7,12.3,0.6,10.3,0.6,5.3,0.4,2.3,0.3,93000,2018,9.0,0.7,22.5,0.9,13.3,0.6,16.2,0.7,17.6,0.7,9.4,0.6,7.2,0.5,4.7,0.4,39434,860,45.9,1.1,16.5,0.7,10.6,0.7,25.6,1.0,1.4,0.2,2.3,0.4,5.1,0.6,9.5,0.6,12.4,0.8,13.4,0.7,11.4,0.6,15.2,0.8,8.2,0.7,4.0,0.4,5.4,0.4,328,4,22.8,1.0,7.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0.7,12.1,0.6,5.7,9.3,20.7,0.8,0.8,3.0,0.3,0.7,0.2,13.6,13.0,0.7,0.5,0.1,0.1,16.0,0.7,0.2,0.1,24.4,0.9,24.3,0.9,0.1,0.0,1.8,0.3,40.6,0.6,12.4,0.6,37.3,1.0,0.4,0.6,16.9,0.7,0.1,16.3,0.7,0.0,0.1,0.1,0.1,1.0,9.7,452,25,0400000US22,524527,10176,26.9,0.9,22.7,0.8,14.3,0.7,13.9,0.6,13.2,0.6,6.3,0.5,2.9,0.4,101200,3069,9.4,0.6,23.3,0.9,13.1,0.6,13.6,0.7,16.3,0.7,9.6,0.6,8.6,0.7,6.2,0.4,39028,1124,44.0,1.0,15.5,0.8,9.7,0.5,28.9,0.9,1.8,0.3,3.1,0.4,7.2,0.5,12.1,0.7,14.1,0.8,13.8,0.7,9.1,0.6,11.8,0.7,7.0,0.5,3.5,0.3,6.3,0.5,299,4,23.2,0.9,8.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0.8,9.0,0.6,4.0,12.9,22.8,1.6,1.1,7.3,0.8,3.8,0.9,15.8,12.6,1.0,2.3,0.9,0.3,17.3,1.1,0.6,0.2,22.2,1.3,22.0,1.3,0.1,0.0,1.0,0.4,17.2,1.4,60.3,1.7,2.9,0.5,0.7,1.4,11.7,1.3,0.6,18.0,1.2,0.1,0.1,0.2,0.1,1.4,19.6,1954,70,0400000US23,148014,4621,15.5,1.2,17.6,1.3,13.1,1.1,15.5,1.1,19.3,1.5,12.2,1.3,6.8,0.9,161300,5152,6.7,0.9,21.9,1.6,15.4,1.3,15.8,1.3,18.0,1.2,9.0,0.8,7.4,0.9,5.8,0.8,40795,1633,30.0,1.5,15.8,1.2,12.8,1.2,40.3,1.8,1.0,0.4,1.3,0.4,2.0,0.5,3.7,0.6,5.1,0.7,7.7,0.9,9.8,1.1,19.1,1.2,14.7,1.2,10.1,1.1,17.5,1.5,460,10,20.2,1.4,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0.4,6.1,0.2,1.9,10.2,15.1,0.8,0.6,4.6,0.4,3.6,0.5,12.4,9.6,0.8,2.1,0.6,0.2,15.6,0.7,1.1,0.2,41.4,1.1,41.0,1.1,0.1,0.1,1.1,0.3,6.2,0.7,76.9,0.8,6.1,0.5,0.3,0.7,6.8,0.8,0.3,16.9,0.7,0.2,0.1,0.3,0.1,0.4,10.8,2769,37,0400000US24,372522,6488,8.9,0.6,6.7,0.5,8.0,0.6,12.2,0.7,23.8,0.8,25.0,0.9,15.2,0.7,254800,4689,5.5,0.6,14.4,0.8,9.5,0.7,12.4,0.8,16.9,0.7,12.1,0.8,14.4,0.8,14.9,0.8,61182,1480,24.8,0.9,15.3,0.9,12.0,0.7,46.7,1.1,1.1,0.3,1.0,0.2,0.8,0.2,1.7,0.3,2.8,0.4,4.4,0.5,7.6,0.6,17.2,0.7,15.6,0.9,13.2,0.8,29.8,1.1,556,6,13.2,0.7,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0.3,2.6,0.2,1.6,10.9,16.2,0.7,0.4,5.3,0.5,6.8,0.5,12.6,7.3,0.6,3.8,1.6,0.3,14.3,0.7,2.4,0.3,39.4,1.1,38.3,1.1,0.2,0.1,1.2,0.2,2.8,0.5,86.7,0.6,4.6,0.4,0.3,0.7,4.1,0.7,0.3,17.3,0.8,0.6,0.2,1.0,0.1,0.3,5.9,3915,49,0400000US25,464718,8657,5.9,0.4,2.5,0.3,4.7,0.4,10.1,0.6,23.2,0.8,32.2,0.9,21.5,0.8,318100,3763,4.7,0.5,15.1,0.7,10.9,0.6,12.6,0.7,17.3,0.8,11.0,0.7,13.8,0.7,14.6,0.7,58779,1416,16.5,0.6,13.2,0.6,11.5,0.7,57.6,0.9,1.2,0.2,0.6,0.1,0.8,0.2,1.0,0.2,1.5,0.3,1.9,0.3,3.7,0.4,11.4,0.7,14.4,0.7,14.4,0.8,47.6,1.0,684,7,13.3,0.7,0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0.4,9.8,0.2,3.7,12.4,20.9,0.5,0.4,6.1,0.3,2.6,0.2,17.1,15.0,0.4,1.8,0.3,0.1,17.4,0.4,0.5,0.1,24.0,0.5,23.9,0.5,0.1,0.0,1.3,0.2,13.2,0.5,54.9,0.6,9.5,0.3,0.2,0.4,12.3,0.5,0.2,18.0,0.4,0.1,0.1,0.1,0.1,0.5,22.4,1817,18,0400000US26,1034978,10630,27.1,0.6,24.8,0.5,16.6,0.5,12.8,0.4,10.7,0.4,5.5,0.3,2.5,0.2,95300,1647,7.4,0.3,20.2,0.4,13.4,0.4,17.1,0.5,18.0,0.4,10.0,0.4,8.3,0.4,5.6,0.3,42196,399,48.6,0.7,16.3,0.4,10.0,0.4,23.8,0.4,1.3,0.2,0.7,0.1,1.5,0.2,3.2,0.2,6.0,0.3,8.3,0.4,11.1,0.4,20.8,0.5,14.6,0.5,9.7,0.4,14.2,0.5,445,3,18.7,0.5,2.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0.4,9.1,0.2,3.4,8.9,17.5,0.6,0.5,5.7,0.4,2.3,0.2,15.7,13.6,0.6,1.8,0.4,0.1,18.0,0.6,0.5,0.1,32.9,0.9,32.7,0.9,0.1,0.0,0.9,0.1,18.6,0.6,59.4,0.8,2.6,0.3,0.3,0.5,9.5,0.6,0.2,18.6,0.6,0.1,0.1,0.2,0.1,0.6,19.4,1903,25,0400000US27,492484,6462,12.8,0.5,14.0,0.6,16.8,0.6,19.0,0.7,20.2,0.7,12.0,0.5,5.1,0.4,163800,1615,4.7,0.4,16.5,0.5,11.5,0.5,15.7,0.6,18.6,0.6,12.1,0.5,11.9,0.5,9.0,0.4,51459,761,35.5,0.8,17.8,0.6,11.6,0.4,34.2,0.7,0.9,0.1,0.7,0.1,1.3,0.2,2.9,0.2,5.2,0.4,6.8,0.5,10.2,0.4,21.6,0.6,16.0,0.7,10.2,0.5,16.0,0.6,464,4,14.3,0.5,2.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0.8,13.4,0.7,6.6,11.8,21.4,1.2,1.1,3.3,0.5,1.1,0.3,15.7,14.9,1.0,0.7,0.1,0.1,16.3,1.0,0.1,0.1,17.8,0.9,17.7,0.9,0.1,0.0,1.9,0.4,44.3,0.9,10.7,0.8,29.9,1.1,0.6,0.8,17.0,1.0,0.2,16.5,1.1,0.1,0.1,0.0,0.1,1.2,15.1,580,20,0400000US28,353031,7656,31.5,1.2,30.5,1.1,13.3,0.9,10.3,0.8,8.7,0.8,4.0,0.6,1.5,0.3,77200,1784,10.7,0.8,25.6,1.0,13.7,1.0,15.7,1.0,16.5,1.1,7.9,0.7,5.9,0.6,4.0,0.5,35010,1144,47.6,1.3,15.4,0.9,9.9,0.9,25.2,1.0,1.9,0.4,1.8,0.4,5.6,0.6,10.0,0.8,13.3,0.9,14.6,0.9,11.0,0.8,14.3,0.9,7.7,0.7,4.1,0.5,4.1,0.5,318,5,26.7,1.1,8.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
