B16003_001E,B16003_001EA,B16003_001M,B16003_001MA,B16003_002E,B16003_002EA,B16003_002M,B16003_002MA,B16003_003E,B16003_003EA,B16003_003M,B16003_003MA,B16003_004E,B16003_004EA,B16003_004M,B16003_004MA,B16003_005E,B16003_005EA,B16003_005M,B16003_005MA,B16003_006E,B16003_006EA,B16003_006M,B16003_006MA,B16003_007E,B16003_007EA,B16003_007M,B16003_007MA,B16003_008E,B16003_008EA,B16003_008M,B16003_008MA,B16003_009E,B16003_009EA,B16003_009M,B16003_009MA,B16003_010E,B16003_010EA,B16003_010M,B16003_010MA,B16003_011E,B16003_011EA,B16003_011M,B16003_011MA,B16003_012E,B16003_012EA,B16003_012M,B16003_012MA,GEO_ID,NAME,state
338111,null,16654,null,76418,null,6057,null,3233,null,1241,null,60179,null,5337,null,3616,null,1493,null,8612,null,2021,null,778,null,613,null,261693,null,12913,null,193219,null,10563,null,22688,null,4083,null,41535,null,3911,null,4251,null,1512,null,0400000US13,Georgia,13
64508,null,8348,null,9467,null,2295,null,2018,null,1038,null,584,null,516,null,415,null,685,null,6450,null,1694,null,0,null,275,null,55041,null,6774,null,2313,null,1259,null,2315,null,1155,null,50413,null,6288,null,0,null,275,null,0400000US15,Hawaii,15
36254,null,5842,null,10986,null,2750,null,126,null,140,null,8872,null,2415,null,185,null,204,null,1045,null,928,null,758,null,540,null,25268,null,3732,null,19706,null,2754,null,2633,null,1793,null,2088,null,1165,null,841,null,521,null,0400000US16,Idaho,16
656539,null,23227,null,136054,null,9702,null,4398,null,1419,null,102677,null,8137,null,15435,null,2752,null,10109,null,1838,null,3435,null,1488,null,520485,null,16541,null,313615,null,14308,null,130112,null,9027,null,64081,null,5689,null,12677,null,3276,null,0400000US17,Illinois,17
113049,null,8148,null,29509,null,3838,null,2271,null,966,null,19309,null,2771,null,3390,null,1267,null,3433,null,1180,null,1106,null,1044,null,83540,null,6138,null,58365,null,4881,null,11147,null,2320,null,11545,null,2247,null,2483,null,1367,null,0400000US18,Indiana,18
46743,null,5382,null,11022,null,2393,null,237,null,206,null,7038,null,1601,null,1692,null,1096,null,1177,null,556,null,878,null,724,null,35721,null,3728,null,20990,null,2676,null,5045,null,1553,null,7785,null,1643,null,1901,null,983,null,0400000US19,Iowa,19
73118,null,6881,null,14765,null,2455,null,607,null,417,null,11529,null,2147,null,502,null,446,null,1959,null,894,null,168,null,210,null,58353,null,5092,null,42668,null,4301,null,3014,null,1104,null,10856,null,2075,null,1815,null,871,null,0400000US20,Kansas,20
51501,null,6514,null,11580,null,2393,null,1237,null,878,null,5764,null,1456,null,1953,null,849,null,2176,null,702,null,450,null,427,null,39921,null,5045,null,26539,null,4113,null,4833,null,1382,null,6222,null,1495,null,2327,null,1059,null,0400000US21,Kentucky,21
57212,null,6524,null,9328,null,2146,null,1044,null,655,null,4607,null,1193,null,396,null,569,null,2620,null,793,null,661,null,791,null,47884,null,5640,null,23146,null,3564,null,13068,null,2717,null,10858,null,2547,null,812,null,689,null,0400000US22,Louisiana,22
12742,null,3082,null,3678,null,1597,null,335,null,428,null,209,null,220,null,356,null,351,null,313,null,345,null,2465,null,1508,null,9064,null,1920,null,832,null,490,null,4630,null,1126,null,2122,null,899,null,1480,null,714,null,0400000US23,Maine,23
179806,null,10336,null,33899,null,4080,null,3187,null,1121,null,18719,null,2742,null,4087,null,1416,null,6489,null,2096,null,1417,null,1144,null,145907,null,7482,null,74517,null,6226,null,27126,null,3272,null,36956,null,4056,null,7308,null,2582,null,0400000US24,Maryland,24
305146,null,15441,null,46836,null,3909,null,4232,null,1461,null,22995,null,3424,null,10064,null,2198,null,7760,null,1783,null,1785,null,987,null,258310,null,13749,null,103778,null,8008,null,92103,null,8932,null,51183,null,4913,null,11246,null,2935,null,0400000US25,Massachusetts,25
166491,null,10516,null,36889,null,4855,null,2414,null,1034,null,14473,null,2395,null,6199,null,1751,null,5710,null,1277,null,8093,null,3414,null,129602,null,7499,null,42233,null,4537,null,38147,null,4189,null,25060,null,3089,null,24162,null,3970,null,0400000US26,Michigan,26
114476,null,8795,null,26971,null,3508,null,2170,null,1048,null,11466,null,2107,null,2427,null,1115,null,7068,null,1918,null,3840,null,1382,null,87505,null,6345,null,37745,null,4346,null,11420,null,1876,null,25819,null,2986,null,12521,null,2214,null,0400000US27,Minnesota,27
23441,null,3632,null,5150,null,1418,null,862,null,659,null,3453,null,1109,null,0,null,291,null,628,null,572,null,207,null,304,null,18291,null,2912,null,12305,null,2569,null,1326,null,652,null,3577,null,1637,null,1083,null,818,null,0400000US28,Mississippi,28
70377,null,6540,null,15434,null,2603,null,1438,null,886,null,7516,null,1568,null,1493,null,906,null,3046,null,1113,null,1941,null,1347,null,54943,null,4981,null,24814,null,3465,null,10393,null,2066,null,15670,null,2552,null,4066,null,2247,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
47375,null,5308,null,11548,null,2143,null,307,null,287,null,8685,null,1644,null,267,null,360,null,1675,null,960,null,614,null,673,null,35827,null,3986,null,25573,null,3373,null,2437,null,1063,null,5796,null,1575,null,2021,null,1063,null,0400000US31,Nebraska,31
198250,null,12736,null,46922,null,5233,null,1775,null,1341,null,40232,null,4980,null,1796,null,876,null,2102,null,810,null,1017,null,868,null,151328,null,9215,null,113476,null,9151,null,8541,null,1927,null,23557,null,4024,null,5754,null,2274,null,0400000US32,Nevada,32
17812,null,3799,null,4217,null,1441,null,682,null,712,null,1131,null,753,null,1179,null,750,null,476,null,522,null,749,null,769,null,13595,null,2829,null,2668,null,1297,null,7055,null,2262,null,2830,null,1194,null,1042,null,812,null,0400000US33,New Hampshire,33
571535,null,23477,null,93029,null,7001,null,6037,null,1629,null,58738,null,5686,null,12642,null,2240,null,13963,null,2465,null,1649,null,877,null,478506,null,18428,null,286021,null,13015,null,110630,null,7278,null,67726,null,5938,null,14129,null,2922,null,0400000US34,New Jersey,34
98346,null,9118,null,24218,null,3793,null,1899,null,740,null,21083,null,3564,null,184,null,184,null,0,null,283,null,1052,null,901,null,74128,null,6678,null,63702,null,6425,null,1661,null,756,null,1562,null,614,null,7203,null,1252,null,0400000US35,New Mexico,35
1457006,null,37284,null,240577,null,10884,null,15465,null,2529,null,130724,null,8399,null,39816,null,4293,null,45860,null,4482,null,8712,null,2223,null,1216429,null,30951,null,608736,null,19524,null,308084,null,14727,null,257012,null,12736,null,42597,null,5865,null,0400000US36,New York,36
274154,null,14729,null,68721,null,5788,null,2131,null,878,null,56916,null,5122,null,2979,null,1372,null,5744,null,1598,null,951,null,606,null,205433,null,10815,null,163893,null,9560,null,15474,null,3018,null,21974,null,3234,null,4092,null,1596,null,0400000US37,North Carolina,37
3867,null,1257,null,759,null,484,null,0,null,208,null,32,null,39,null,86,null,117,null,91,null,147,null,550,null,450,null,3108,null,947,null,284,null,201,null,1119,null,507,null,801,null,487,null,904,null,569,null,0400000US38,North Dakota,38
129834,null,9439,null,26618,null,3887,null,4772,null,1950,null,8589,null,1794,null,5921,null,1662,null,4290,null,1317,null,3046,null,1330,null,103216,null,6865,null,34541,null,3806,null,33981,null,3787,null,22375,null,2418,null,12319,null,3228,null,0400000US39,Ohio,39
73262,null,6356,null,15504,null,2621,null,1316,null,676,null,12127,null,2161,null,110,null,107,null,1593,null,817,null,358,null,590,null,57758,null,4783,null,45594,null,4115,null,2341,null,811,null,8188,null,1753,null,1635,null,1149,null,0400000US40,Oklahoma,40
139767,null,10664,null,35293,null,4284,null,560,null,489,null,28248,null,3468,null,1500,null,951,null,3631,null,1074,null,1354,null,1189,null,104474,null,7638,null,70546,null,6382,null,9333,null,2017,null,20804,null,3133,null,3791,null,2177,null,0400000US41,Oregon,41
237217,null,13282,null,46217,null,4790,null,5178,null,1757,null,17879,null,3532,null,11219,null,2607,null,9475,null,1850,null,2466,null,988,null,191000,null,10441,null,72308,null,6006,null,60419,null,6675,null,48953,null,4736,null,9320,null,3108,null,0400000US42,Pennsylvania,42
50679,null,5455,null,9240,null,2036,null,535,null,400,null,7909,null,1967,null,615,null,375,null,181,null,230,null,0,null,287,null,41439,null,4251,null,24411,null,3605,null,10975,null,2491,null,4102,null,1431,null,1951,null,1023,null,0400000US44,Rhode Island,44
82347,null,6617,null,16130,null,2535,null,902,null,759,null,12472,null,2077,null,74,null,123,null,1679,null,770,null,1003,null,700,null,66217,null,5533,null,49153,null,4725,null,6726,null,2102,null,8422,null,1488,null,1916,null,1015,null,0400000US45,South Carolina,45
7856,null,2137,null,2236,null,993,null,472,null,500,null,771,null,636,null,183,null,219,null,329,null,343,null,481,null,540,null,5620,null,1448,null,2257,null,918,null,1228,null,490,null,718,null,421,null,1417,null,922,null,0400000US46,South Dakota,46
85635,null,6866,null,18424,null,3079,null,1972,null,1072,null,13790,null,2662,null,451,null,439,null,1797,null,766,null,414,null,362,null,67211,null,5031,null,48254,null,4392,null,3276,null,1166,null,11302,null,2544,null,4379,null,1806,null,0400000US47,Tennessee,47
1944733,null,36975,null,463958,null,15243,null,22681,null,3250,null,400690,null,15815,null,8409,null,2343,null,25552,null,2914,null,6626,null,3352,null,1480775,null,28006,null,1299100,null,27257,null,42362,null,5282,null,123892,null,8386,null,15421,null,3429,null,0400000US48,Texas,48
69219,null,6599,null,17469,null,2546,null,937,null,645,null,14548,null,2624,null,239,null,229,null,1679,null,874,null,66,null,108,null,51750,null,5097,null,39128,null,4446,null,2577,null,1164,null,8443,null,2167,null,1602,null,1583,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
207818,null,13777,null,41196,null,4633,null,2673,null,1045,null,25182,null,4058,null,3528,null,1314,null,8819,null,1915,null,994,null,558,null,166622,null,10826,null,95835,null,8518,null,17375,null,3174,null,45292,null,4185,null,8120,null,2750,null,0400000US51,Virginia,51
267706,null,13412,null,63416,null,5349,null,4276,null,1559,null,33840,null,4103,null,8976,null,3273,null,13402,null,2257,null,2922,null,1430,null,204290,null,10453,null,91787,null,7217,null,33936,null,4275,null,68745,null,5615,null,9822,null,2540,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
90668,null,6884,null,21348,null,2708,null,1481,null,777,null,14572,null,2206,null,1243,null,624,null,3408,null,1079,null,644,null,568,null,69320,null,5299,null,45440,null,4414,null,10865,null,2339,null,11144,null,2170,null,1871,null,885,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
