C19037G_001E,C19037G_001EA,C19037G_001M,C19037G_001MA,C19037G_002E,C19037G_002EA,C19037G_002M,C19037G_002MA,C19037G_003E,C19037G_003EA,C19037G_003M,C19037G_003MA,C19037G_004E,C19037G_004EA,C19037G_004M,C19037G_004MA,C19037G_005E,C19037G_005EA,C19037G_005M,C19037G_005MA,C19037G_006E,C19037G_006EA,C19037G_006M,C19037G_006MA,C19037G_007E,C19037G_007EA,C19037G_007M,C19037G_007MA,C19037G_008E,C19037G_008EA,C19037G_008M,C19037G_008MA,C19037G_009E,C19037G_009EA,C19037G_009M,C19037G_009MA,C19037G_010E,C19037G_010EA,C19037G_010M,C19037G_010MA,C19037G_011E,C19037G_011EA,C19037G_011M,C19037G_011MA,C19037G_012E,C19037G_012EA,C19037G_012M,C19037G_012MA,C19037G_013E,C19037G_013EA,C19037G_013M,C19037G_013MA,C19037G_014E,C19037G_014EA,C19037G_014M,C19037G_014MA,C19037G_015E,C19037G_015EA,C19037G_015M,C19037G_015MA,C19037G_016E,C19037G_016EA,C19037G_016M,C19037G_016MA,C19037G_017E,C19037G_017EA,C19037G_017M,C19037G_017MA,C19037G_018E,C19037G_018EA,C19037G_018M,C19037G_018MA,C19037G_019E,C19037G_019EA,C19037G_019M,C19037G_019MA,C19037G_020E,C19037G_020EA,C19037G_020M,C19037G_020MA,C19037G_021E,C19037G_021EA,C19037G_021M,C19037G_021MA,C19037G_022E,C19037G_022EA,C19037G_022M,C19037G_022MA,C19037G_023E,C19037G_023EA,C19037G_023M,C19037G_023MA,C19037G_024E,C19037G_024EA,C19037G_024M,C19037G_024MA,C19037G_025E,C19037G_025EA,C19037G_025M,C19037G_025MA,C19037G_026E,C19037G_026EA,C19037G_026M,C19037G_026MA,C19037G_027E,C19037G_027EA,C19037G_027M,C19037G_027MA,C19037G_028E,C19037G_028EA,C19037G_028M,C19037G_028MA,C19037G_029E,C19037G_029EA,C19037G_029M,C19037G_029MA,C19037G_030E,C19037G_030EA,C19037G_030M,C19037G_030MA,C19037G_031E,C19037G_031EA,C19037G_031M,C19037G_031MA,C19037G_032E,C19037G_032EA,C19037G_032M,C19037G_032MA,C19037G_033E,C19037G_033EA,C19037G_033M,C19037G_033MA,C19037G_034E,C19037G_034EA,C19037G_034M,C19037G_034MA,C19037G_035E,C19037G_035EA,C19037G_035M,C19037G_035MA,C19037G_036E,C19037G_036EA,C19037G_036M,C19037G_036MA,C19037G_037E,C19037G_037EA,C19037G_037M,C19037G_037MA,C19037G_038E,C19037G_038EA,C19037G_038M,C19037G_038MA,C19037G_039E,C19037G_039EA,C19037G_039M,C19037G_039MA,C19037G_040E,C19037G_040EA,C19037G_040M,C19037G_040MA,C19037G_041E,C19037G_041EA,C19037G_041M,C19037G_041MA,C19037G_042E,C19037G_042EA,C19037G_042M,C19037G_042MA,C19037G_043E,C19037G_043EA,C19037G_043M,C19037G_043MA,C19037G_044E,C19037G_044EA,C19037G_044M,C19037G_044MA,C19037G_045E,C19037G_045EA,C19037G_045M,C19037G_045MA,GEO_ID,NAME,state
33950,null,3111,null,2952,null,1025,null,1029,null,557,null,79,null,171,null,306,null,274,null,295,null,387,null,253,null,164,null,546,null,444,null,444,null,545,null,0,null,296,null,0,null,296,null,0,null,296,null,16678,null,1996,null,676,null,400,null,1103,null,569,null,1983,null,976,null,2399,null,875,null,1700,null,665,null,4178,null,1059,null,2031,null,750,null,1570,null,635,null,421,null,371,null,617,null,359,null,11065,null,1723,null,841,null,373,null,641,null,384,null,1401,null,619,null,1054,null,540,null,1600,null,533,null,2434,null,813,null,957,null,503,null,1506,null,696,null,285,null,228,null,346,null,256,null,3255,null,725,null,487,null,265,null,627,null,346,null,544,null,406,null,317,null,263,null,353,null,237,null,442,null,239,null,145,null,167,null,46,null,81,null,211,null,214,null,83,null,136,null,0400000US13,Georgia,13
72897,null,3871,null,4670,null,1133,null,651,null,518,null,267,null,285,null,517,null,336,null,1125,null,542,null,645,null,514,null,692,null,402,null,408,null,327,null,100,null,122,null,240,null,393,null,25,null,43,null,32051,null,2921,null,1740,null,640,null,403,null,247,null,3392,null,1304,null,3658,null,1190,null,4332,null,1510,null,6586,null,1351,null,5569,null,1268,null,4947,null,1283,null,789,null,364,null,635,null,511,null,26013,null,2336,null,1198,null,520,null,556,null,288,null,1950,null,759,null,2051,null,698,null,2780,null,866,null,5490,null,1243,null,4779,null,1130,null,3917,null,788,null,2647,null,788,null,645,null,335,null,10163,null,1249,null,561,null,296,null,679,null,317,null,1121,null,474,null,879,null,386,null,1900,null,667,null,1675,null,499,null,1140,null,438,null,1074,null,416,null,617,null,389,null,517,null,357,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
46479,null,3701,null,3736,null,1032,null,577,null,386,null,626,null,386,null,1024,null,640,null,537,null,379,null,571,null,483,null,368,null,336,null,0,null,269,null,33,null,53,null,0,null,269,null,0,null,269,null,21434,null,2481,null,1158,null,648,null,921,null,467,null,1682,null,671,null,2210,null,828,null,4114,null,1180,null,4601,null,1092,null,3438,null,903,null,2442,null,704,null,593,null,328,null,275,null,209,null,15688,null,2020,null,1715,null,705,null,799,null,487,null,1821,null,628,null,1533,null,722,null,2037,null,812,null,2670,null,705,null,2009,null,624,null,1980,null,636,null,642,null,390,null,482,null,273,null,5621,null,1072,null,764,null,354,null,662,null,390,null,1309,null,542,null,602,null,386,null,609,null,323,null,541,null,249,null,574,null,282,null,303,null,254,null,79,null,139,null,178,null,174,null,0400000US17,Illinois,17
26713,null,2234,null,2912,null,1053,null,1370,null,808,null,173,null,197,null,305,null,218,null,583,null,540,null,225,null,188,null,256,null,258,null,0,null,269,null,0,null,269,null,0,null,269,null,0,null,269,null,12180,null,1592,null,1573,null,839,null,507,null,412,null,2067,null,776,null,1374,null,629,null,2387,null,781,null,2584,null,691,null,821,null,333,null,419,null,286,null,448,null,378,null,0,null,269,null,8327,null,1305,null,1082,null,426,null,527,null,340,null,997,null,450,null,723,null,464,null,1655,null,711,null,1523,null,501,null,692,null,317,null,573,null,354,null,148,null,167,null,407,null,316,null,3294,null,817,null,725,null,402,null,291,null,217,null,858,null,387,null,325,null,222,null,405,null,297,null,449,null,297,null,164,null,138,null,61,null,110,null,0,null,269,null,16,null,29,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
19094,null,1692,null,1889,null,795,null,629,null,502,null,206,null,285,null,662,null,357,null,91,null,120,null,83,null,127,null,179,null,247,null,39,null,65,null,0,null,244,null,0,null,244,null,0,null,244,null,8808,null,1598,null,880,null,464,null,566,null,334,null,1090,null,517,null,965,null,482,null,1412,null,591,null,2094,null,766,null,1080,null,518,null,401,null,322,null,320,null,259,null,0,null,244,null,6231,null,1038,null,525,null,298,null,396,null,347,null,1347,null,535,null,898,null,485,null,854,null,351,null,1078,null,488,null,586,null,335,null,288,null,195,null,229,null,206,null,30,null,54,null,2166,null,692,null,49,null,62,null,418,null,307,null,267,null,202,null,211,null,170,null,276,null,311,null,488,null,366,null,134,null,165,null,0,null,244,null,139,null,176,null,184,null,149,null,0400000US20,Kansas,20
16227,null,2134,null,1508,null,620,null,667,null,505,null,249,null,240,null,459,null,382,null,27,null,56,null,69,null,103,null,0,null,273,null,0,null,273,null,37,null,64,null,0,null,273,null,0,null,273,null,5180,null,1022,null,883,null,493,null,317,null,286,null,1408,null,640,null,325,null,223,null,959,null,442,null,552,null,359,null,503,null,385,null,142,null,129,null,0,null,273,null,91,null,167,null,5782,null,1110,null,1087,null,491,null,447,null,353,null,1530,null,597,null,718,null,414,null,540,null,343,null,574,null,360,null,47,null,75,null,493,null,322,null,97,null,100,null,249,null,227,null,3757,null,1093,null,680,null,404,null,790,null,639,null,675,null,390,null,605,null,506,null,300,null,240,null,563,null,398,null,68,null,131,null,0,null,273,null,65,null,115,null,11,null,18,null,0400000US21,Kentucky,21
15125,null,2182,null,1947,null,1122,null,463,null,304,null,27,null,56,null,465,null,365,null,108,null,127,null,884,null,1001,null,0,null,281,null,0,null,281,null,0,null,281,null,0,null,281,null,0,null,281,null,4448,null,1246,null,624,null,523,null,87,null,99,null,402,null,334,null,439,null,345,null,1028,null,598,null,1104,null,502,null,532,null,340,null,0,null,281,null,131,null,144,null,101,null,141,null,6656,null,1243,null,1164,null,635,null,311,null,225,null,621,null,500,null,1209,null,528,null,1083,null,578,null,900,null,442,null,633,null,419,null,512,null,303,null,223,null,221,null,0,null,281,null,2074,null,656,null,312,null,277,null,252,null,237,null,503,null,278,null,297,null,232,null,291,null,226,null,79,null,88,null,193,null,186,null,101,null,135,null,0,null,281,null,46,null,80,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
26948,null,2604,null,1170,null,609,null,169,null,267,null,15,null,32,null,133,null,215,null,164,null,250,null,305,null,236,null,195,null,204,null,144,null,195,null,0,null,285,null,45,null,85,null,0,null,285,null,12429,null,1916,null,734,null,444,null,136,null,135,null,908,null,433,null,1043,null,630,null,1261,null,626,null,2621,null,848,null,2058,null,840,null,2079,null,785,null,1088,null,517,null,501,null,371,null,10480,null,1511,null,1233,null,602,null,101,null,151,null,904,null,472,null,839,null,528,null,424,null,260,null,1462,null,530,null,1381,null,486,null,2641,null,842,null,1122,null,523,null,373,null,248,null,2869,null,886,null,462,null,387,null,303,null,314,null,454,null,228,null,330,null,297,null,513,null,294,null,224,null,198,null,152,null,143,null,85,null,132,null,52,null,92,null,294,null,294,null,0400000US24,Maryland,24
34601,null,3010,null,1627,null,791,null,668,null,485,null,251,null,244,null,226,null,277,null,231,null,218,null,82,null,96,null,110,null,132,null,47,null,80,null,12,null,23,null,0,null,283,null,0,null,283,null,16919,null,2103,null,700,null,435,null,1249,null,629,null,1792,null,805,null,1505,null,745,null,2508,null,803,null,3313,null,978,null,2757,null,753,null,2226,null,684,null,525,null,267,null,344,null,247,null,12828,null,1560,null,1025,null,627,null,947,null,417,null,1468,null,769,null,879,null,480,null,1607,null,630,null,2106,null,842,null,2012,null,693,null,1446,null,525,null,722,null,430,null,616,null,346,null,3227,null,902,null,683,null,387,null,746,null,395,null,203,null,182,null,339,null,229,null,482,null,374,null,261,null,205,null,228,null,201,null,179,null,156,null,61,null,99,null,45,null,79,null,0400000US25,Massachusetts,25
46711,null,3293,null,4750,null,1245,null,1544,null,581,null,829,null,573,null,917,null,606,null,727,null,522,null,181,null,180,null,426,null,382,null,86,null,105,null,0,null,244,null,40,null,70,null,0,null,244,null,20979,null,2396,null,2951,null,1046,null,1314,null,527,null,2616,null,876,null,3154,null,847,null,2947,null,766,null,3595,null,950,null,1514,null,572,null,1743,null,600,null,585,null,477,null,560,null,377,null,15710,null,1747,null,2267,null,650,null,1237,null,492,null,1946,null,545,null,1554,null,537,null,2678,null,658,null,2403,null,621,null,1449,null,410,null,1607,null,533,null,381,null,219,null,188,null,169,null,5272,null,975,null,801,null,390,null,924,null,482,null,890,null,339,null,1257,null,422,null,460,null,235,null,573,null,333,null,262,null,185,null,88,null,153,null,0,null,244,null,17,null,32,null,0400000US26,Michigan,26
19792,null,1971,null,1724,null,566,null,380,null,229,null,84,null,141,null,458,null,390,null,224,null,206,null,228,null,118,null,212,null,163,null,90,null,153,null,48,null,91,null,0,null,213,null,0,null,213,null,9879,null,1542,null,968,null,452,null,855,null,528,null,1336,null,709,null,963,null,516,null,1483,null,629,null,1690,null,652,null,1006,null,408,null,1426,null,573,null,54,null,78,null,98,null,114,null,6292,null,1242,null,1101,null,584,null,605,null,381,null,405,null,319,null,297,null,251,null,948,null,407,null,1132,null,557,null,786,null,381,null,739,null,446,null,124,null,132,null,155,null,165,null,1897,null,585,null,256,null,201,null,83,null,78,null,161,null,129,null,437,null,246,null,328,null,233,null,398,null,292,null,176,null,204,null,40,null,64,null,0,null,213,null,18,null,31,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
31359,null,3002,null,3505,null,1104,null,526,null,339,null,814,null,535,null,670,null,439,null,894,null,678,null,468,null,334,null,113,null,178,null,20,null,38,null,0,null,259,null,0,null,259,null,0,null,259,null,12103,null,1944,null,1237,null,588,null,1018,null,412,null,1669,null,613,null,1686,null,796,null,1987,null,857,null,1926,null,765,null,1192,null,470,null,1208,null,583,null,180,null,161,null,0,null,259,null,11099,null,1669,null,1510,null,566,null,1188,null,495,null,1796,null,718,null,862,null,410,null,956,null,384,null,1947,null,563,null,1871,null,672,null,631,null,396,null,161,null,176,null,177,null,158,null,4652,null,989,null,351,null,265,null,789,null,360,null,1058,null,437,null,1051,null,454,null,296,null,217,null,511,null,296,null,144,null,133,null,281,null,275,null,57,null,93,null,114,null,179,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
