C19001B_001E,C19001B_001EA,C19001B_001M,C19001B_001MA,C19001B_002E,C19001B_002EA,C19001B_002M,C19001B_002MA,C19001B_003E,C19001B_003EA,C19001B_003M,C19001B_003MA,C19001B_004E,C19001B_004EA,C19001B_004M,C19001B_004MA,C19001B_005E,C19001B_005EA,C19001B_005M,C19001B_005MA,C19001B_006E,C19001B_006EA,C19001B_006M,C19001B_006MA,C19001B_007E,C19001B_007EA,C19001B_007M,C19001B_007MA,C19001B_008E,C19001B_008EA,C19001B_008M,C19001B_008MA,C19001B_009E,C19001B_009EA,C19001B_009M,C19001B_009MA,C19001B_010E,C19001B_010EA,C19001B_010M,C19001B_010MA,C19001B_011E,C19001B_011EA,C19001B_011M,C19001B_011MA,GEO_ID,NAME,state
460497,null,7122,null,81850,null,4973,null,44628,null,3880,null,82416,null,4897,null,63954,null,4318,null,66390,null,4199,null,66898,null,4525,null,30521,null,2491,null,18231,null,2198,null,3912,null,1104,null,1697,null,732,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
376465,null,6683,null,65618,null,4470,null,34148,null,2898,null,64918,null,4381,null,53144,null,4121,null,53914,null,3906,null,54231,null,3231,null,25765,null,2326,null,17898,null,1967,null,3893,null,880,null,2936,null,942,null,0400000US47,Tennessee,47
1018302,null,10040,null,139953,null,6784,null,84999,null,5130,null,145162,null,6310,null,133992,null,7658,null,163601,null,7637,null,162244,null,6990,null,90210,null,5446,null,73491,null,4105,null,16856,null,2034,null,7794,null,1351,null,0400000US48,Texas,48
8297,null,1165,null,1141,null,633,null,192,null,217,null,2790,null,922,null,1403,null,676,null,732,null,463,null,1011,null,546,null,359,null,292,null,495,null,296,null,174,null,181,null,0,null,265,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
562967,null,7851,null,63143,null,3866,null,39743,null,3514,null,72122,null,4615,null,66714,null,4694,null,88747,null,5142,null,101711,null,4793,null,57667,null,3998,null,48334,null,3598,null,14453,null,1771,null,10333,null,1432,null,0400000US51,Virginia,51
83515,null,3315,null,10895,null,1867,null,7500,null,1624,null,10361,null,1956,null,9354,null,1952,null,14323,null,2277,null,11721,null,2166,null,7813,null,1432,null,8786,null,1624,null,1971,null,800,null,791,null,457,null,0400000US53,Washington,53
20864,null,1608,null,3695,null,959,null,2593,null,762,null,4022,null,994,null,3622,null,1074,null,2610,null,898,null,2434,null,672,null,843,null,471,null,792,null,372,null,118,null,147,null,135,null,122,null,0400000US54,West Virginia,54
115204,null,3352,null,23314,null,2449,null,11987,null,1586,null,20798,null,2503,null,16480,null,2031,null,14499,null,2052,null,15275,null,1744,null,7130,null,1339,null,4106,null,875,null,899,null,434,null,716,null,393,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
90924,null,3817,null,29288,null,2097,null,10729,null,1366,null,17912,null,2003,null,11062,null,1269,null,10609,null,1332,null,6957,null,906,null,2262,null,628,null,1555,null,526,null,336,null,220,null,214,null,184,null,0400000US72,Puerto Rico,72
