B19001B_001E,B19001B_001EA,B19001B_001M,B19001B_001MA,B19001B_002E,B19001B_002EA,B19001B_002M,B19001B_002MA,B19001B_003E,B19001B_003EA,B19001B_003M,B19001B_003MA,B19001B_004E,B19001B_004EA,B19001B_004M,B19001B_004MA,B19001B_005E,B19001B_005EA,B19001B_005M,B19001B_005MA,B19001B_006E,B19001B_006EA,B19001B_006M,B19001B_006MA,B19001B_007E,B19001B_007EA,B19001B_007M,B19001B_007MA,B19001B_008E,B19001B_008EA,B19001B_008M,B19001B_008MA,B19001B_009E,B19001B_009EA,B19001B_009M,B19001B_009MA,B19001B_010E,B19001B_010EA,B19001B_010M,B19001B_010MA,B19001B_011E,B19001B_011EA,B19001B_011M,B19001B_011MA,B19001B_012E,B19001B_012EA,B19001B_012M,B19001B_012MA,B19001B_013E,B19001B_013EA,B19001B_013M,B19001B_013MA,B19001B_014E,B19001B_014EA,B19001B_014M,B19001B_014MA,B19001B_015E,B19001B_015EA,B19001B_015M,B19001B_015MA,B19001B_016E,B19001B_016EA,B19001B_016M,B19001B_016MA,B19001B_017E,B19001B_017EA,B19001B_017M,B19001B_017MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
595452,null,6056,null,48790,null,4214,null,28794,null,3322,null,28258,null,3018,null,27086,null,2609,null,25642,null,2495,null,31084,null,3150,null,33457,null,2840,null,25177,null,2688,null,25161,null,3088,null,52502,null,3837,null,61877,null,4494,null,77595,null,4187,null,49722,null,3613,null,29764,null,3162,null,32640,null,2997,null,17903,null,2247,null,0400000US24,Maryland,24
132766,null,4314,null,18036,null,2385,null,10279,null,1808,null,7599,null,1526,null,7923,null,1638,null,6851,null,1296,null,6326,null,1531,null,5652,null,1324,null,7815,null,1443,null,5433,null,1313,null,9293,null,1616,null,13483,null,2143,null,13678,null,2065,null,9122,null,1379,null,4044,null,1070,null,4325,null,1231,null,2907,null,735,null,0400000US25,Massachusetts,25
489664,null,6374,null,99458,null,5393,null,45756,null,3678,null,36885,null,3471,null,39030,null,3271,null,34186,null,3136,null,28717,null,2742,null,27443,null,2659,null,23592,null,2710,null,18413,null,1946,null,31582,null,2523,null,34727,null,2922,null,35423,null,2771,null,16116,null,1879,null,7952,null,1350,null,5569,null,1138,null,4815,null,1167,null,0400000US26,Michigan,26
77050,null,3187,null,16245,null,2218,null,5343,null,1243,null,7454,null,1458,null,7703,null,1567,null,5113,null,1042,null,4359,null,1080,null,4176,null,1051,null,4189,null,1022,null,2589,null,978,null,4270,null,1091,null,4995,null,1082,null,4997,null,1132,null,2628,null,867,null,1243,null,519,null,1075,null,484,null,671,null,292,null,0400000US27,Minnesota,27
377420,null,5710,null,77311,null,4264,null,45043,null,3604,null,41075,null,3252,null,32121,null,2867,null,27982,null,2849,null,22507,null,2710,null,17102,null,2443,null,16630,null,2492,null,17141,null,2528,null,25059,null,2969,null,22702,null,2340,null,19604,null,2158,null,6818,null,1439,null,3035,null,762,null,1977,null,790,null,1313,null,561,null,0400000US28,Mississippi,28
248442,null,4505,null,44712,null,3440,null,25284,null,2441,null,17969,null,2057,null,20500,null,2087,null,18978,null,2499,null,15436,null,1976,null,15140,null,1567,null,10504,null,1824,null,12723,null,1834,null,14790,null,1730,null,19300,null,1939,null,15952,null,1882,null,8645,null,1414,null,4067,null,951,null,2665,null,816,null,1777,null,614,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
28627,null,1925,null,6904,null,1229,null,2344,null,732,null,3373,null,894,null,2094,null,836,null,2056,null,775,null,2426,null,970,null,726,null,406,null,1129,null,521,null,904,null,591,null,1886,null,707,null,1658,null,598,null,1494,null,460,null,989,null,539,null,372,null,283,null,204,null,167,null,68,null,110,null,0400000US31,Nebraska,31
75708,null,3065,null,8731,null,1657,null,5288,null,1379,null,5002,null,1364,null,3979,null,1387,null,4453,null,1234,null,4667,null,1165,null,4605,null,1106,null,4614,null,1304,null,4255,null,1342,null,8416,null,1673,null,7089,null,1243,null,6971,null,1306,null,3687,null,1015,null,2382,null,827,null,781,null,424,null,788,null,403,null,0400000US32,Nevada,32
5201,null,868,null,465,null,487,null,219,null,205,null,421,null,363,null,432,null,416,null,284,null,338,null,275,null,299,null,427,null,367,null,568,null,388,null,386,null,351,null,179,null,223,null,687,null,377,null,529,null,299,null,0,null,255,null,329,null,286,null,0,null,255,null,0,null,255,null,0400000US33,New Hampshire,33
420892,null,6998,null,48739,null,4045,null,24542,null,2663,null,24657,null,3099,null,21430,null,2328,null,27186,null,2964,null,22188,null,2562,null,20799,null,2619,null,20040,null,2808,null,19419,null,2355,null,32580,null,3298,null,37039,null,3297,null,51544,null,4131,null,32597,null,3078,null,15429,null,2004,null,13878,null,1938,null,8825,null,1575,null,0400000US34,New Jersey,34
15083,null,1497,null,1948,null,852,null,1067,null,657,null,751,null,608,null,1426,null,813,null,1710,null,788,null,135,null,156,null,1056,null,645,null,439,null,350,null,630,null,567,null,929,null,447,null,1872,null,623,null,1405,null,926,null,1044,null,437,null,391,null,293,null,280,null,332,null,0,null,283,null,0400000US35,New Mexico,35
1040661,null,9411,null,155909,null,6696,null,73399,null,5177,null,59577,null,4467,null,66825,null,4015,null,57792,null,4978,null,56494,null,2815,null,53677,null,3547,null,45854,null,3516,null,42418,null,3096,null,76831,null,5487,null,91492,null,4804,null,104425,null,5142,null,62575,null,3698,null,39800,null,3345,null,32031,null,2540,null,21562,null,2238,null,0400000US36,New York,36
760434,null,7567,null,115836,null,4552,null,72965,null,4582,null,62277,null,4289,null,58880,null,4145,null,60448,null,4320,null,53008,null,4085,null,45952,null,3919,null,39770,null,3770,null,36304,null,3151,null,52794,null,4355,null,61866,null,4480,null,52176,null,3554,null,26442,null,2680,null,10900,null,1773,null,5806,null,1222,null,5010,null,1106,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
533266,null,8461,null,117132,null,5830,null,55015,null,4073,null,46745,null,2863,null,40509,null,3002,null,35786,null,2479,null,31089,null,2813,null,31882,null,2810,null,23252,null,2458,null,20713,null,2221,null,35341,null,2935,null,34426,null,3070,null,31564,null,3006,null,14663,null,1905,null,6622,null,1116,null,5620,null,1141,null,2907,null,720,null,0400000US39,Ohio,39
101075,null,3488,null,20046,null,2351,null,10416,null,1775,null,7629,null,1671,null,9031,null,1803,null,7575,null,1457,null,7570,null,1360,null,5928,null,1194,null,3953,null,1137,null,3759,null,1168,null,7714,null,1579,null,5419,null,1092,null,6147,null,1139,null,3024,null,916,null,1887,null,769,null,673,null,454,null,304,null,252,null,0400000US40,Oklahoma,40
23858,null,1970,null,3040,null,972,null,1717,null,781,null,2740,null,977,null,1694,null,798,null,2399,null,873,null,1194,null,601,null,1201,null,640,null,767,null,518,null,1422,null,715,null,2946,null,975,null,1040,null,523,null,1448,null,554,null,936,null,422,null,522,null,373,null,640,null,372,null,152,null,190,null,0400000US41,Oregon,41
459506,null,7619,null,81052,null,5732,null,41379,null,3425,null,36682,null,3239,null,35249,null,3424,null,31113,null,3144,null,30934,null,3487,null,24748,null,2782,null,21223,null,2279,null,17504,null,2500,null,28538,null,3012,null,36022,null,2984,null,36743,null,2973,null,17755,null,2081,null,10090,null,1537,null,6509,null,1244,null,3965,null,888,null,0400000US42,Pennsylvania,42
19198,null,1686,null,2882,null,946,null,1613,null,632,null,1251,null,604,null,1475,null,718,null,1188,null,594,null,1215,null,840,null,1046,null,586,null,1144,null,511,null,497,null,392,null,1454,null,569,null,1807,null,718,null,2011,null,717,null,716,null,375,null,385,null,255,null,237,null,216,null,277,null,272,null,0400000US44,Rhode Island,44
460497,null,7122,null,81850,null,4973,null,44628,null,3880,null,42082,null,3246,null,40334,null,3750,null,34669,null,3566,null,29285,null,3165,null,24727,null,2698,null,23475,null,2605,null,18188,null,2242,null,33712,null,3155,null,33186,null,3571,null,30521,null,2491,null,13669,null,1999,null,4562,null,878,null,3912,null,1104,null,1697,null,732,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
376465,null,6683,null,65618,null,4470,null,34148,null,2898,null,36245,null,3491,null,28673,null,3175,null,27745,null,2835,null,25399,null,3075,null,22799,null,2428,null,16700,null,2011,null,14415,null,2159,null,24524,null,2250,null,29707,null,2564,null,25765,null,2326,null,11454,null,1552,null,6444,null,1355,null,3893,null,880,null,2936,null,942,null,0400000US47,Tennessee,47
1018302,null,10040,null,139953,null,6784,null,84999,null,5130,null,72355,null,4950,null,72807,null,4032,null,67338,null,4701,null,66654,null,4609,null,60216,null,4729,null,53435,null,3808,null,49950,null,4811,null,73673,null,5214,null,88571,null,5263,null,90210,null,5446,null,49154,null,3689,null,24337,null,2481,null,16856,null,2034,null,7794,null,1351,null,0400000US48,Texas,48
8297,null,1165,null,1141,null,633,null,192,null,217,null,1919,null,905,null,871,null,570,null,846,null,520,null,557,null,481,null,447,null,398,null,145,null,182,null,140,null,112,null,273,null,291,null,738,null,488,null,359,null,292,null,296,null,215,null,199,null,227,null,174,null,181,null,0,null,265,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
562967,null,7851,null,63143,null,3866,null,39743,null,3514,null,36870,null,3232,null,35252,null,3052,null,35014,null,3431,null,31700,null,3297,null,34209,null,3157,null,29936,null,2929,null,24602,null,2642,null,48498,null,3897,null,53213,null,3569,null,57667,null,3998,null,31434,null,2714,null,16900,null,2509,null,14453,null,1771,null,10333,null,1432,null,0400000US51,Virginia,51
83515,null,3315,null,10895,null,1867,null,7500,null,1624,null,4335,null,1231,null,6026,null,1586,null,4588,null,1328,null,4766,null,1279,null,5551,null,1309,null,5042,null,1402,null,3730,null,1076,null,5423,null,1171,null,6298,null,1767,null,7813,null,1432,null,6558,null,1493,null,2228,null,717,null,1971,null,800,null,791,null,457,null,0400000US53,Washington,53
20864,null,1608,null,3695,null,959,null,2593,null,762,null,2456,null,840,null,1566,null,669,null,1575,null,776,null,2047,null,750,null,910,null,560,null,733,null,387,null,967,null,493,null,870,null,427,null,1564,null,551,null,843,null,471,null,549,null,296,null,243,null,268,null,118,null,147,null,135,null,122,null,0400000US54,West Virginia,54
115204,null,3352,null,23314,null,2449,null,11987,null,1586,null,11689,null,1765,null,9109,null,1582,null,8646,null,1528,null,7834,null,1366,null,5806,null,1252,null,4292,null,980,null,4401,null,1037,null,7397,null,1267,null,7878,null,1493,null,7130,null,1339,null,2569,null,605,null,1537,null,588,null,899,null,434,null,716,null,393,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
90924,null,3817,null,29288,null,2097,null,10729,null,1366,null,9691,null,1554,null,8221,null,1300,null,6493,null,1017,null,4569,null,848,null,4893,null,938,null,3134,null,652,null,2582,null,690,null,3746,null,707,null,3211,null,645,null,2262,null,628,null,1101,null,409,null,454,null,321,null,336,null,220,null,214,null,184,null,0400000US72,Puerto Rico,72
