B15002B_001E,B15002B_001EA,B15002B_001M,B15002B_001MA,B15002B_002E,B15002B_002EA,B15002B_002M,B15002B_002MA,B15002B_003E,B15002B_003EA,B15002B_003M,B15002B_003MA,B15002B_004E,B15002B_004EA,B15002B_004M,B15002B_004MA,B15002B_005E,B15002B_005EA,B15002B_005M,B15002B_005MA,B15002B_006E,B15002B_006EA,B15002B_006M,B15002B_006MA,B15002B_007E,B15002B_007EA,B15002B_007M,B15002B_007MA,B15002B_008E,B15002B_008EA,B15002B_008M,B15002B_008MA,B15002B_009E,B15002B_009EA,B15002B_009M,B15002B_009MA,B15002B_010E,B15002B_010EA,B15002B_010M,B15002B_010MA,B15002B_011E,B15002B_011EA,B15002B_011M,B15002B_011MA,B15002B_012E,B15002B_012EA,B15002B_012M,B15002B_012MA,B15002B_013E,B15002B_013EA,B15002B_013M,B15002B_013MA,B15002B_014E,B15002B_014EA,B15002B_014M,B15002B_014MA,B15002B_015E,B15002B_015EA,B15002B_015M,B15002B_015MA,B15002B_016E,B15002B_016EA,B15002B_016M,B15002B_016MA,B15002B_017E,B15002B_017EA,B15002B_017M,B15002B_017MA,B15002B_018E,B15002B_018EA,B15002B_018M,B15002B_018MA,B15002B_019E,B15002B_019EA,B15002B_019M,B15002B_019MA,GEO_ID,NAME,state
1756140,null,8636,null,780679,null,6538,null,44790,null,3214,null,106246,null,5911,null,238721,null,8252,null,39111,null,3778,null,177631,null,7372,null,45490,null,4009,null,90989,null,6191,null,37701,null,3461,null,975461,null,4186,null,47270,null,3168,null,115103,null,6301,null,259726,null,8806,null,29175,null,2798,null,245169,null,7261,null,74736,null,4711,null,132700,null,6138,null,71582,null,3745,null,0400000US13,Georgia,13
18246,null,2424,null,11310,null,1733,null,84,null,139,null,373,null,350,null,2497,null,1243,null,556,null,524,null,3850,null,1391,null,1853,null,1213,null,1553,null,749,null,544,null,419,null,6936,null,1407,null,0,null,275,null,0,null,275,null,357,null,267,null,0,null,275,null,2128,null,818,null,1317,null,1234,null,2739,null,1245,null,395,null,395,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1130967,null,4701,null,503182,null,3431,null,27515,null,2642,null,76466,null,4086,null,130797,null,6574,null,24010,null,2392,null,137029,null,5513,null,30501,null,2703,null,50501,null,4078,null,26363,null,2783,null,627785,null,2979,null,25586,null,2754,null,72327,null,4197,null,140896,null,5682,null,21435,null,2355,null,187991,null,6258,null,50685,null,3691,null,74913,null,5019,null,53952,null,4346,null,0400000US17,Illinois,17
336661,null,3464,null,153152,null,2338,null,7894,null,1451,null,20605,null,2347,null,48445,null,3321,null,10376,null,1665,null,37538,null,2896,null,9108,null,1685,null,14181,null,2080,null,5005,null,967,null,183509,null,2400,null,6423,null,1236,null,23871,null,2805,null,48264,null,3416,null,7910,null,1434,null,53943,null,3475,null,16039,null,2128,null,17871,null,2291,null,9188,null,1443,null,0400000US18,Indiana,18
42140,null,2107,null,21432,null,1584,null,1317,null,557,null,2773,null,788,null,5082,null,1273,null,1153,null,447,null,5706,null,1224,null,1096,null,585,null,2825,null,794,null,1480,null,592,null,20708,null,1783,null,999,null,557,null,2801,null,800,null,3922,null,1177,null,1716,null,629,null,6767,null,1331,null,1699,null,718,null,1684,null,730,null,1120,null,497,null,0400000US19,Iowa,19
91325,null,2680,null,44885,null,1750,null,1666,null,640,null,3892,null,976,null,13106,null,1662,null,2619,null,780,null,12099,null,1766,null,2742,null,796,null,6121,null,1315,null,2640,null,980,null,46440,null,1696,null,1613,null,676,null,4561,null,1197,null,11126,null,1629,null,2150,null,693,null,14095,null,1715,null,3790,null,1190,null,5507,null,1304,null,3598,null,989,null,0400000US20,Kansas,20
194889,null,3721,null,90549,null,2493,null,4920,null,1211,null,11704,null,1640,null,24771,null,2470,null,7937,null,1368,null,23925,null,2368,null,6112,null,1878,null,7015,null,1494,null,4165,null,1094,null,104340,null,2551,null,3978,null,1167,null,12674,null,1869,null,28027,null,2538,null,4992,null,1155,null,30108,null,2561,null,8369,null,1265,null,9851,null,1832,null,6341,null,1397,null,0400000US21,Kentucky,21
835547,null,4272,null,372816,null,2701,null,33492,null,3064,null,67835,null,3996,null,128956,null,6090,null,18112,null,2447,null,77176,null,4491,null,8696,null,1558,null,28311,null,3344,null,10238,null,1862,null,462731,null,2999,null,34470,null,2855,null,72405,null,5462,null,133401,null,4634,null,17061,null,2217,null,111792,null,6175,null,25293,null,2434,null,43074,null,3514,null,25235,null,2705,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1053569,null,5680,null,468713,null,4155,null,18243,null,1969,null,51197,null,4562,null,137794,null,5971,null,22299,null,2997,null,103940,null,5762,null,25618,null,3178,null,70193,null,4230,null,39429,null,2997,null,584856,null,3427,null,17230,null,2100,null,52672,null,3854,null,149411,null,5809,null,18812,null,2633,null,154842,null,6671,null,40407,null,3619,null,87585,null,3934,null,63897,null,3404,null,0400000US24,Maryland,24
247276,null,4049,null,115993,null,2696,null,8570,null,1569,null,12269,null,1748,null,28875,null,3010,null,5625,null,1117,null,27221,null,2463,null,8845,null,1802,null,16059,null,2127,null,8529,null,1607,null,131283,null,2637,null,10402,null,1697,null,13888,null,2324,null,30257,null,3080,null,6338,null,1371,null,29009,null,2846,null,13772,null,1982,null,17317,null,2462,null,10300,null,1957,null,0400000US25,Massachusetts,25
838381,null,4183,null,377277,null,3205,null,16446,null,2308,null,58919,null,4212,null,101413,null,4913,null,33922,null,3395,null,97441,null,4618,null,20449,null,2386,null,30307,null,3045,null,18380,null,2294,null,461104,null,2289,null,16772,null,1884,null,64866,null,4319,null,109632,null,5441,null,18914,null,2370,null,140423,null,5641,null,34792,null,2939,null,46521,null,3569,null,29184,null,2253,null,0400000US26,Michigan,26
126564,null,2072,null,67274,null,1563,null,3640,null,1032,null,9795,null,1763,null,15033,null,1813,null,4068,null,1252,null,15770,null,1963,null,5238,null,1324,null,9204,null,1489,null,4526,null,1058,null,59290,null,1430,null,6069,null,1266,null,7644,null,1367,null,11544,null,1352,null,2667,null,875,null,16108,null,1690,null,5367,null,1260,null,6442,null,1195,null,3449,null,839,null,0400000US27,Minnesota,27
620733,null,4988,null,275921,null,3964,null,27207,null,2353,null,53004,null,3944,null,87977,null,4933,null,15494,null,2412,null,56799,null,4141,null,11972,null,1980,null,15638,null,2286,null,7830,null,1533,null,344812,null,3218,null,29944,null,2240,null,56429,null,4781,null,84279,null,5334,null,17796,null,2215,null,77701,null,4789,null,25650,null,2918,null,32515,null,2647,null,20498,null,2460,null,0400000US28,Mississippi,28
399082,null,3360,null,177851,null,2528,null,8359,null,1317,null,29377,null,2535,null,52039,null,4019,null,10966,null,1762,null,42579,null,2945,null,10909,null,1963,null,15291,null,2238,null,8331,null,1554,null,221231,null,2094,null,8118,null,1374,null,30219,null,3167,null,57583,null,3720,null,9038,null,1657,null,62643,null,3874,null,16627,null,2230,null,20658,null,2492,null,16345,null,2002,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
42092,null,1375,null,20912,null,1212,null,918,null,429,null,2425,null,851,null,4960,null,1114,null,999,null,371,null,6400,null,1417,null,1362,null,577,null,1981,null,661,null,1867,null,766,null,21180,null,838,null,884,null,453,null,2298,null,927,null,4884,null,1117,null,703,null,371,null,7705,null,1168,null,1555,null,652,null,1561,null,507,null,1590,null,643,null,0400000US31,Nebraska,31
121566,null,2338,null,59450,null,1567,null,1550,null,579,null,6579,null,1481,null,16807,null,1890,null,2576,null,910,null,16572,null,1737,null,5208,null,1295,null,6187,null,1486,null,3971,null,1032,null,62116,null,1397,null,3512,null,1185,null,4786,null,1154,null,15917,null,2168,null,1626,null,750,null,20764,null,2219,null,4592,null,1284,null,6948,null,1351,null,3971,null,1019,null,0400000US32,Nevada,32
8788,null,906,null,4827,null,681,null,317,null,284,null,268,null,278,null,1240,null,474,null,60,null,52,null,1779,null,535,null,367,null,324,null,537,null,330,null,259,null,227,null,3961,null,626,null,323,null,317,null,582,null,396,null,805,null,462,null,104,null,133,null,679,null,418,null,454,null,346,null,721,null,396,null,293,null,248,null,0400000US33,New Hampshire,33
744723,null,4752,null,336719,null,3143,null,19224,null,2112,null,40473,null,3372,null,102432,null,5017,null,17201,null,2119,null,73906,null,3887,null,20612,null,3123,null,42495,null,3725,null,20376,null,2507,null,408004,null,2939,null,20197,null,2390,null,42693,null,3296,null,117083,null,4901,null,12447,null,1657,null,98451,null,4067,null,28085,null,2854,null,58736,null,3359,null,30312,null,2550,null,0400000US34,New Jersey,34
23438,null,1949,null,12633,null,1563,null,210,null,185,null,689,null,461,null,2791,null,1174,null,268,null,184,null,4233,null,1178,null,1445,null,648,null,2071,null,696,null,926,null,475,null,10805,null,1165,null,206,null,212,null,1586,null,712,null,3020,null,1018,null,97,null,114,null,2658,null,1022,null,752,null,373,null,1222,null,569,null,1264,null,615,null,0400000US35,New Mexico,35
1922703,null,10605,null,848357,null,6565,null,57139,null,3992,null,121626,null,5104,null,222516,null,6988,null,57346,null,3999,null,169871,null,6624,null,68596,null,5565,null,100883,null,5500,null,50380,null,3755,null,1074346,null,6243,null,69012,null,3885,null,126026,null,5550,null,257141,null,7372,null,50989,null,3923,null,217741,null,8767,null,102082,null,5545,null,166235,null,6720,null,85120,null,4965,null,0400000US36,New York,36
1208179,null,7255,null,539232,null,5839,null,37434,null,3289,null,80662,null,4862,null,159532,null,5559,null,27178,null,3220,null,119025,null,4819,null,35028,null,4189,null,57661,null,4425,null,22712,null,2286,null,668947,null,3975,null,34319,null,2623,null,85246,null,4153,null,164263,null,5835,null,20217,null,2110,null,172423,null,5796,null,62615,null,3773,null,87654,null,4007,null,42210,null,3415,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
824532,null,4301,null,374316,null,3312,null,18175,null,2517,null,58963,null,3838,null,113893,null,5484,null,23685,null,2543,null,88466,null,4809,null,24084,null,2719,null,31702,null,3189,null,15348,null,1879,null,450216,null,3165,null,19185,null,2180,null,63629,null,3833,null,121015,null,4496,null,13687,null,1796,null,123015,null,5140,null,36691,null,3312,null,44632,null,2970,null,28362,null,2296,null,0400000US39,Ohio,39
154092,null,3102,null,73297,null,2201,null,3749,null,969,null,8444,null,1517,null,21619,null,2543,null,4351,null,843,null,17286,null,1979,null,5785,null,1045,null,7908,null,1418,null,4155,null,1092,null,80795,null,1837,null,3067,null,816,null,8892,null,1409,null,21170,null,1979,null,3303,null,868,null,25093,null,2079,null,5440,null,1141,null,9364,null,1543,null,4466,null,1153,null,0400000US40,Oklahoma,40
39234,null,1704,null,20453,null,1094,null,499,null,330,null,2582,null,829,null,3887,null,891,null,1463,null,665,null,5764,null,1163,null,1283,null,574,null,3708,null,1092,null,1267,null,574,null,18781,null,1255,null,916,null,486,null,1773,null,892,null,3486,null,1022,null,765,null,536,null,5809,null,1323,null,1997,null,800,null,2976,null,856,null,1059,null,504,null,0400000US41,Oregon,41
792792,null,5022,null,359041,null,3773,null,15512,null,2047,null,50744,null,3617,null,122976,null,5609,null,27443,null,2716,null,78590,null,4433,null,17157,null,2243,null,29370,null,3222,null,17249,null,2084,null,433751,null,2807,null,16701,null,2246,null,54252,null,3999,null,140930,null,6819,null,17653,null,2203,null,104058,null,5255,null,31737,null,3175,null,42122,null,3556,null,26298,null,3105,null,0400000US42,Pennsylvania,42
34449,null,1753,null,17317,null,1256,null,3029,null,1033,null,1425,null,819,null,4730,null,1167,null,986,null,553,null,2377,null,819,null,1172,null,510,null,3053,null,968,null,545,null,278,null,17132,null,1116,null,1732,null,655,null,2485,null,762,null,3701,null,960,null,835,null,499,null,3461,null,778,null,1759,null,864,null,1892,null,729,null,1267,null,633,null,0400000US44,Rhode Island,44
777718,null,4411,null,346857,null,3305,null,30082,null,2358,null,60782,null,3956,null,123710,null,5440,null,14438,null,1988,null,60198,null,4289,null,19416,null,2320,null,27363,null,2917,null,10868,null,1983,null,430861,null,3100,null,32880,null,2673,null,57012,null,3539,null,135589,null,5377,null,8897,null,1824,null,95194,null,4331,null,36147,null,3172,null,39762,null,3235,null,25380,null,2613,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
618374,null,4430,null,276434,null,3272,null,12679,null,1576,null,47009,null,3296,null,89548,null,5010,null,14549,null,1955,null,61069,null,3708,null,12592,null,1912,null,28362,null,2829,null,10626,null,1664,null,341940,null,2635,null,17431,null,1673,null,47643,null,3326,null,91454,null,4796,null,14848,null,2087,null,86553,null,4487,null,23011,null,2669,null,38042,null,3081,null,22958,null,2032,null,0400000US47,Tennessee,47
1705709,null,8484,null,790063,null,6728,null,33929,null,3239,null,96361,null,5856,null,218223,null,8501,null,44517,null,3742,null,211861,null,6145,null,55485,null,4579,null,93371,null,5715,null,36316,null,3750,null,915646,null,3875,null,34499,null,2939,null,91514,null,5189,null,226677,null,8200,null,29474,null,2847,null,283330,null,6776,null,71675,null,4592,null,116618,null,6345,null,61859,null,3960,null,0400000US48,Texas,48
12172,null,1458,null,7031,null,1043,null,599,null,471,null,501,null,309,null,1744,null,807,null,46,null,79,null,1838,null,731,null,570,null,321,null,1001,null,502,null,732,null,480,null,5141,null,1021,null,74,null,123,null,1096,null,622,null,1737,null,921,null,51,null,83,null,1043,null,577,null,343,null,282,null,565,null,414,null,232,null,257,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
951816,null,6336,null,434788,null,4961,null,29802,null,2590,null,62441,null,4846,null,124139,null,5500,null,23326,null,2709,null,99407,null,4879,null,25384,null,2928,null,43242,null,3452,null,27047,null,2286,null,517028,null,4170,null,30412,null,2541,null,67048,null,3878,null,127864,null,6186,null,15856,null,2055,null,136185,null,5335,null,36687,null,3212,null,65833,null,4581,null,37143,null,3284,null,0400000US51,Virginia,51
137327,null,3248,null,75438,null,2326,null,1784,null,745,null,5886,null,1350,null,14824,null,2118,null,5055,null,1219,null,25753,null,2931,null,6655,null,1736,null,10321,null,1695,null,5160,null,1103,null,61889,null,2173,null,3398,null,1243,null,6589,null,1482,null,12618,null,1915,null,2273,null,742,null,17990,null,2243,null,6572,null,1324,null,8179,null,1722,null,4270,null,993,null,0400000US53,Washington,53
35037,null,2315,null,17826,null,1789,null,598,null,410,null,1596,null,640,null,6557,null,1239,null,2155,null,602,null,3586,null,984,null,920,null,382,null,1315,null,673,null,1099,null,581,null,17211,null,1456,null,453,null,368,null,2067,null,687,null,6302,null,1229,null,1083,null,507,null,3733,null,836,null,1478,null,569,null,1264,null,450,null,831,null,363,null,0400000US54,West Virginia,54
184361,null,2033,null,85334,null,1969,null,3944,null,856,null,16222,null,2361,null,23894,null,2367,null,7999,null,1403,null,19560,null,2341,null,5005,null,1020,null,5969,null,1316,null,2741,null,886,null,99027,null,1455,null,4725,null,911,null,15465,null,1799,null,27628,null,2545,null,5059,null,1057,null,24209,null,2317,null,7785,null,1125,null,9599,null,1557,null,4557,null,1102,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
193339,null,9114,null,91860,null,5455,null,22923,null,2552,null,13391,null,1717,null,22727,null,2345,null,2825,null,895,null,11652,null,1712,null,5474,null,1080,null,10306,null,1521,null,2562,null,809,null,101479,null,5562,null,21703,null,2188,null,9681,null,1607,null,22475,null,2577,null,2804,null,766,null,14140,null,1973,null,7614,null,1333,null,18170,null,2048,null,4892,null,988,null,0400000US72,Puerto Rico,72
