B12002B_001E,B12002B_001EA,B12002B_001M,B12002B_001MA,B12002B_002E,B12002B_002EA,B12002B_002M,B12002B_002MA,B12002B_003E,B12002B_003EA,B12002B_003M,B12002B_003MA,B12002B_004E,B12002B_004EA,B12002B_004M,B12002B_004MA,B12002B_005E,B12002B_005EA,B12002B_005M,B12002B_005MA,B12002B_006E,B12002B_006EA,B12002B_006M,B12002B_006MA,B12002B_007E,B12002B_007EA,B12002B_007M,B12002B_007MA,B12002B_008E,B12002B_008EA,B12002B_008M,B12002B_008MA,B12002B_009E,B12002B_009EA,B12002B_009M,B12002B_009MA,B12002B_010E,B12002B_010EA,B12002B_010M,B12002B_010MA,B12002B_011E,B12002B_011EA,B12002B_011M,B12002B_011MA,B12002B_012E,B12002B_012EA,B12002B_012M,B12002B_012MA,B12002B_013E,B12002B_013EA,B12002B_013M,B12002B_013MA,GEO_ID,NAME,state
1451754,null,6546,null,663770,null,4458,null,372248,null,6809,null,186958,null,5921,null,22709,null,2953,null,19119,null,1913,null,62736,null,3963,null,787984,null,3943,null,402058,null,7223,null,170256,null,6429,null,33802,null,3153,null,75599,null,3378,null,106269,null,4566,null,0400000US17,Illinois,17
427266,null,3465,null,196728,null,2759,null,101652,null,4046,null,61803,null,4397,null,6981,null,1473,null,4204,null,925,null,22088,null,2599,null,230538,null,2874,null,113015,null,4678,null,53370,null,3779,null,8767,null,1701,null,19878,null,1665,null,35508,null,3070,null,0400000US18,Indiana,18
57448,null,2202,null,29322,null,1954,null,14710,null,1960,null,9571,null,1314,null,1034,null,589,null,287,null,254,null,3720,null,1199,null,28126,null,1702,null,14332,null,1500,null,6350,null,1251,null,1920,null,788,null,1873,null,661,null,3651,null,1006,null,0400000US19,Iowa,19
120706,null,3164,null,60967,null,2238,null,30441,null,2502,null,19945,null,1487,null,1302,null,548,null,1148,null,538,null,8131,null,1422,null,59739,null,2154,null,26354,null,2030,null,15811,null,1670,null,2124,null,781,null,5564,null,1028,null,9886,null,1454,null,0400000US20,Kansas,20
252239,null,4969,null,121052,null,3919,null,60727,null,3890,null,41544,null,2880,null,3577,null,1018,null,1902,null,590,null,13302,null,1957,null,131187,null,3131,null,61455,null,3671,null,34636,null,2795,null,5932,null,1270,null,10389,null,1317,null,18775,null,2262,null,0400000US21,Kentucky,21
1089319,null,4393,null,500913,null,2930,null,257531,null,5253,null,158922,null,5620,null,19435,null,2245,null,13875,null,1406,null,51150,null,3609,null,588406,null,2696,null,268036,null,5694,null,150086,null,5692,null,31412,null,2918,null,59512,null,3134,null,79360,null,4513,null,0400000US22,Louisiana,22
10540,null,1908,null,6103,null,1137,null,3448,null,837,null,1863,null,527,null,105,null,125,null,0,null,230,null,687,null,447,null,4437,null,1055,null,2122,null,702,null,1808,null,739,null,0,null,230,null,195,null,216,null,312,null,315,null,0400000US23,Maine,23
1307264,null,6153,null,595764,null,4005,null,277674,null,7099,null,228625,null,7161,null,21045,null,2781,null,12532,null,1763,null,55888,null,4717,null,711500,null,4140,null,321334,null,7660,null,203543,null,7626,null,34004,null,3142,null,58706,null,3444,null,93913,null,5506,null,0400000US24,Maryland,24
322146,null,5719,null,153709,null,4060,null,82719,null,3917,null,50593,null,3252,null,5674,null,1295,null,2451,null,902,null,12272,null,1952,null,168437,null,3621,null,82431,null,3418,null,45388,null,3669,null,9757,null,1891,null,12074,null,1493,null,18787,null,2588,null,0400000US25,Massachusetts,25
1079533,null,5610,null,499135,null,4457,null,276882,null,6321,null,139019,null,5572,null,15055,null,2440,null,12662,null,1704,null,55517,null,4307,null,580398,null,2994,null,300757,null,6121,null,125141,null,5217,null,23663,null,2387,null,48104,null,3240,null,82733,null,4070,null,0400000US26,Michigan,26
167981,null,2592,null,89265,null,1703,null,45153,null,2463,null,28475,null,2085,null,4091,null,1066,null,734,null,370,null,10812,null,1387,null,78716,null,1742,null,40144,null,2039,null,18745,null,1856,null,3807,null,1102,null,4482,null,992,null,11538,null,1668,null,0400000US27,Minnesota,27
818956,null,4182,null,375667,null,3181,null,188833,null,5531,null,121252,null,5128,null,15233,null,2166,null,13326,null,1620,null,37023,null,2866,null,443289,null,3002,null,208639,null,4928,null,111003,null,4832,null,26765,null,2446,null,44429,null,3068,null,52453,null,3492,null,0400000US28,Mississippi,28
514011,null,3865,null,237132,null,2769,null,123680,null,3990,null,70804,null,3776,null,9573,null,1772,null,5943,null,1208,null,27132,null,2352,null,276879,null,2735,null,133780,null,4332,null,62471,null,3992,null,14592,null,2143,null,25173,null,1923,null,40863,null,3267,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
55959,null,2091,null,28244,null,1552,null,15690,null,1609,null,8019,null,1187,null,1121,null,606,null,793,null,443,null,2621,null,765,null,27715,null,1203,null,14069,null,1519,null,7022,null,1187,null,1600,null,708,null,1729,null,507,null,3295,null,955,null,0400000US31,Nebraska,31
153888,null,2668,null,76355,null,1752,null,33431,null,1917,null,29114,null,2321,null,2604,null,770,null,511,null,291,null,10695,null,1747,null,77533,null,1673,null,31599,null,2248,null,24222,null,2367,null,4347,null,1133,null,5219,null,1003,null,12146,null,1680,null,0400000US32,Nevada,32
11925,null,912,null,6156,null,744,null,2900,null,624,null,2353,null,631,null,0,null,255,null,42,null,72,null,861,null,490,null,5769,null,847,null,2718,null,808,null,1972,null,654,null,399,null,393,null,173,null,168,null,507,null,341,null,0400000US33,New Hampshire,33
931737,null,6450,null,431150,null,3657,null,224659,null,6393,null,147404,null,5761,null,12949,null,2282,null,11256,null,1676,null,34882,null,2963,null,500587,null,4499,null,244118,null,5632,null,133541,null,5463,null,22737,null,2471,null,47195,null,3268,null,52996,null,3473,null,0400000US34,New Jersey,34
32737,null,2072,null,16946,null,1776,null,7286,null,1432,null,6613,null,1621,null,467,null,395,null,251,null,280,null,2329,null,912,null,15791,null,1429,null,6547,null,1528,null,5004,null,1191,null,477,null,499,null,1496,null,903,null,2267,null,979,null,0400000US35,New Mexico,35
2417562,null,12374,null,1096409,null,8162,null,588676,null,9051,null,354206,null,7727,null,45417,null,3947,null,28962,null,2803,null,79148,null,4314,null,1321153,null,7862,null,667226,null,7902,null,316041,null,9540,null,75671,null,4782,null,120395,null,5217,null,141820,null,5865,null,0400000US36,New York,36
1543751,null,7462,null,710154,null,5984,null,326244,null,7651,null,265227,null,6820,null,32885,null,3699,null,17936,null,1846,null,67862,null,3924,null,833597,null,4520,null,346846,null,8751,null,251616,null,6475,null,46561,null,3855,null,84710,null,3480,null,103864,null,5108,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
1055401,null,5414,null,492646,null,3414,null,254161,null,5370,null,148489,null,6308,null,19920,null,2410,null,12608,null,1881,null,57468,null,3575,null,562755,null,4221,null,272431,null,5738,null,125326,null,5463,null,23452,null,2755,null,52221,null,2775,null,89325,null,4492,null,0400000US39,Ohio,39
204017,null,3845,null,100128,null,2347,null,50841,null,2816,null,31681,null,2304,null,3820,null,1046,null,3170,null,947,null,10616,null,1741,null,103889,null,2339,null,46390,null,2909,null,27166,null,2503,null,5586,null,1179,null,10349,null,1365,null,14398,null,2034,null,0400000US40,Oklahoma,40
52523,null,2443,null,27454,null,1854,null,13249,null,2098,null,9155,null,1399,null,1090,null,652,null,439,null,358,null,3521,null,882,null,25069,null,1512,null,12696,null,1475,null,7142,null,1324,null,718,null,459,null,1505,null,580,null,3008,null,772,null,0400000US41,Oregon,41
1025728,null,5561,null,477105,null,4527,null,258365,null,6303,null,142229,null,5421,null,19094,null,3144,null,15403,null,2228,null,42014,null,3650,null,548623,null,2906,null,288370,null,6217,null,116949,null,4842,null,27472,null,2916,null,56620,null,2977,null,59212,null,3378,null,0400000US42,Pennsylvania,42
47343,null,2436,null,23695,null,1632,null,11249,null,1562,null,8349,null,1464,null,1218,null,808,null,748,null,517,null,2131,null,724,null,23648,null,1595,null,11440,null,1386,null,5886,null,1232,null,1797,null,669,null,2295,null,694,null,2230,null,812,null,0400000US44,Rhode Island,44
996222,null,4189,null,457113,null,4320,null,228074,null,5886,null,155510,null,4724,null,21896,null,2774,null,14156,null,2266,null,37477,null,3290,null,539109,null,3121,null,239250,null,5222,null,144856,null,5130,null,34476,null,3384,null,59298,null,3485,null,61229,null,4495,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
799083,null,4861,null,366922,null,3424,null,185672,null,4413,null,116178,null,4298,null,17003,null,2622,null,9406,null,1356,null,38663,null,3455,null,432161,null,3146,null,203375,null,5382,null,104615,null,5096,null,23404,null,3058,null,41856,null,2372,null,58911,null,3925,null,0400000US47,Tennessee,47
2183164,null,7682,null,1034695,null,6938,null,480166,null,9148,null,383609,null,9138,null,39260,null,3647,null,21428,null,2019,null,110232,null,6394,null,1148469,null,6394,null,481276,null,9679,null,332127,null,8261,null,61399,null,4291,null,97671,null,3799,null,175996,null,7928,null,0400000US48,Texas,48
17800,null,1392,null,10564,null,1258,null,5828,null,1450,null,3355,null,843,null,133,null,199,null,65,null,119,null,1183,null,624,null,7236,null,1118,null,3579,null,861,null,2015,null,777,null,68,null,113,null,203,null,244,null,1371,null,822,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1214576,null,7998,null,569941,null,5804,null,263424,null,7436,null,217846,null,6123,null,23467,null,2801,null,13619,null,1811,null,51585,null,4323,null,644635,null,5451,null,277015,null,7213,null,198860,null,6529,null,31338,null,3124,null,59809,null,3196,null,77613,null,5164,null,0400000US51,Virginia,51
177435,null,4035,null,97767,null,2703,null,46758,null,2811,null,37527,null,2649,null,1456,null,637,null,1119,null,526,null,10907,null,1822,null,79668,null,2758,null,33790,null,2524,null,24894,null,2494,null,4021,null,1027,null,5348,null,1150,null,11615,null,1774,null,0400000US53,Washington,53
44598,null,2444,null,23616,null,1831,null,11226,null,1688,null,7426,null,1190,null,880,null,473,null,408,null,295,null,3676,null,945,null,20982,null,1542,null,9131,null,1436,null,5606,null,1050,null,627,null,274,null,2613,null,762,null,3005,null,733,null,0400000US54,West Virginia,54
249219,null,3126,null,118487,null,2688,null,72587,null,3560,null,29137,null,2759,null,4196,null,960,null,2261,null,781,null,10306,null,1660,null,130732,null,1585,null,76913,null,2632,null,23418,null,2449,null,6166,null,1341,null,9097,null,1193,null,15138,null,1858,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
234426,null,11161,null,112713,null,6590,null,50362,null,4388,null,41773,null,3053,null,3744,null,1112,null,3055,null,724,null,13779,null,1935,null,121713,null,6371,null,47737,null,3483,null,35865,null,2397,null,6739,null,1361,null,12780,null,1787,null,18592,null,2134,null,0400000US72,Puerto Rico,72
