C20005F_001E,C20005F_001EA,C20005F_001M,C20005F_001MA,C20005F_002E,C20005F_002EA,C20005F_002M,C20005F_002MA,C20005F_003E,C20005F_003EA,C20005F_003M,C20005F_003MA,C20005F_004E,C20005F_004EA,C20005F_004M,C20005F_004MA,C20005F_005E,C20005F_005EA,C20005F_005M,C20005F_005MA,C20005F_006E,C20005F_006EA,C20005F_006M,C20005F_006MA,C20005F_007E,C20005F_007EA,C20005F_007M,C20005F_007MA,C20005F_008E,C20005F_008EA,C20005F_008M,C20005F_008MA,C20005F_009E,C20005F_009EA,C20005F_009M,C20005F_009MA,C20005F_010E,C20005F_010EA,C20005F_010M,C20005F_010MA,C20005F_011E,C20005F_011EA,C20005F_011M,C20005F_011MA,C20005F_012E,C20005F_012EA,C20005F_012M,C20005F_012MA,C20005F_013E,C20005F_013EA,C20005F_013M,C20005F_013MA,C20005F_014E,C20005F_014EA,C20005F_014M,C20005F_014MA,C20005F_015E,C20005F_015EA,C20005F_015M,C20005F_015MA,C20005F_016E,C20005F_016EA,C20005F_016M,C20005F_016MA,C20005F_017E,C20005F_017EA,C20005F_017M,C20005F_017MA,C20005F_018E,C20005F_018EA,C20005F_018M,C20005F_018MA,C20005F_019E,C20005F_019EA,C20005F_019M,C20005F_019MA,C20005F_020E,C20005F_020EA,C20005F_020M,C20005F_020MA,C20005F_021E,C20005F_021EA,C20005F_021M,C20005F_021MA,C20005F_022E,C20005F_022EA,C20005F_022M,C20005F_022MA,C20005F_023E,C20005F_023EA,C20005F_023M,C20005F_023MA,C20005F_024E,C20005F_024EA,C20005F_024M,C20005F_024MA,C20005F_025E,C20005F_025EA,C20005F_025M,C20005F_025MA,C20005F_026E,C20005F_026EA,C20005F_026M,C20005F_026MA,C20005F_027E,C20005F_027EA,C20005F_027M,C20005F_027MA,C20005F_028E,C20005F_028EA,C20005F_028M,C20005F_028MA,C20005F_029E,C20005F_029EA,C20005F_029M,C20005F_029MA,C20005F_030E,C20005F_030EA,C20005F_030M,C20005F_030MA,C20005F_031E,C20005F_031EA,C20005F_031M,C20005F_031MA,C20005F_032E,C20005F_032EA,C20005F_032M,C20005F_032MA,C20005F_033E,C20005F_033EA,C20005F_033M,C20005F_033MA,C20005F_034E,C20005F_034EA,C20005F_034M,C20005F_034MA,C20005F_035E,C20005F_035EA,C20005F_035M,C20005F_035MA,C20005F_036E,C20005F_036EA,C20005F_036M,C20005F_036MA,C20005F_037E,C20005F_037EA,C20005F_037M,C20005F_037MA,C20005F_038E,C20005F_038EA,C20005F_038M,C20005F_038MA,C20005F_039E,C20005F_039EA,C20005F_039M,C20005F_039MA,GEO_ID,NAME,state
208750,null,12165,null,130383,null,8561,null,64454,null,6103,null,0,null,296,null,64454,null,6103,null,1532,null,600,null,25947,null,4180,null,17825,null,2895,null,10737,null,2456,null,5851,null,1519,null,2562,null,997,null,65929,null,6816,null,17883,null,3508,null,48046,null,5358,null,23960,null,3455,null,16128,null,2843,null,4069,null,1282,null,3092,null,1779,null,650,null,526,null,147,null,231,null,78367,null,5291,null,22183,null,2703,null,0,null,296,null,22183,null,2703,null,2274,null,858,null,8987,null,1687,null,4380,null,1131,null,4327,null,1062,null,1393,null,569,null,822,null,486,null,56184,null,4708,null,35219,null,3437,null,20965,null,3233,null,14460,null,2655,null,3673,null,1023,null,1679,null,745,null,894,null,649,null,259,null,264,null,0,null,296,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
19001,null,2418,null,10892,null,1577,null,5790,null,1060,null,0,null,263,null,5790,null,1060,null,108,null,100,null,1121,null,460,null,1786,null,618,null,2407,null,662,null,174,null,157,null,194,null,169,null,5102,null,1062,null,1822,null,613,null,3280,null,796,null,1733,null,583,null,954,null,476,null,301,null,214,null,292,null,223,null,0,null,263,null,0,null,263,null,8109,null,1286,null,2275,null,639,null,0,null,263,null,2275,null,639,null,83,null,102,null,664,null,484,null,1062,null,481,null,389,null,244,null,77,null,123,null,0,null,263,null,5834,null,1034,null,2979,null,796,null,2855,null,782,null,1802,null,622,null,770,null,352,null,195,null,137,null,88,null,99,null,0,null,263,null,0,null,263,null,0400000US16,Idaho,16
581690,null,16758,null,309343,null,10039,null,163472,null,7253,null,0,null,269,null,163472,null,7253,null,2117,null,928,null,37359,null,3945,null,45402,null,4075,null,49566,null,3933,null,19761,null,2273,null,9267,null,1801,null,145871,null,6790,null,55700,null,4495,null,90171,null,5667,null,31176,null,3400,null,29185,null,3158,null,12912,null,2581,null,11897,null,2086,null,4153,null,1437,null,848,null,500,null,272347,null,9062,null,96315,null,4963,null,0,null,269,null,96315,null,4963,null,2400,null,1044,null,32459,null,3704,null,26463,null,2862,null,24041,null,2850,null,8000,null,1744,null,2952,null,967,null,176032,null,8384,null,102081,null,5832,null,73951,null,4504,null,41539,null,3675,null,21369,null,2235,null,5874,null,1478,null,3537,null,1074,null,1369,null,593,null,263,null,305,null,0400000US17,Illinois,17
88293,null,5507,null,46859,null,3378,null,23543,null,2728,null,0,null,269,null,23543,null,2728,null,721,null,553,null,6867,null,1374,null,5731,null,1376,null,6293,null,1487,null,2721,null,962,null,1210,null,577,null,23316,null,2597,null,6685,null,1332,null,16631,null,2041,null,6323,null,1290,null,5906,null,1404,null,1095,null,530,null,3007,null,1216,null,208,null,159,null,92,null,104,null,41434,null,3220,null,11830,null,1527,null,0,null,269,null,11830,null,1527,null,487,null,412,null,4319,null,972,null,3572,null,840,null,2171,null,704,null,881,null,442,null,400,null,381,null,29604,null,2868,null,16213,null,2384,null,13391,null,1893,null,8051,null,1381,null,3907,null,902,null,804,null,508,null,397,null,396,null,232,null,249,null,0,null,269,null,0400000US18,Indiana,18
29921,null,3407,null,17458,null,2233,null,9485,null,1545,null,0,null,228,null,9485,null,1545,null,99,null,117,null,2225,null,1040,null,1826,null,692,null,3643,null,993,null,1090,null,548,null,602,null,356,null,7973,null,1391,null,2754,null,742,null,5219,null,1246,null,2375,null,814,null,1789,null,814,null,613,null,454,null,442,null,316,null,0,null,228,null,0,null,228,null,12463,null,1885,null,5050,null,1201,null,0,null,228,null,5050,null,1201,null,298,null,329,null,633,null,398,null,2589,null,743,null,1230,null,738,null,286,null,337,null,14,null,29,null,7413,null,1501,null,4017,null,992,null,3396,null,1084,null,2056,null,837,null,1130,null,631,null,159,null,142,null,51,null,70,null,0,null,228,null,0,null,228,null,0400000US19,Iowa,19
42163,null,4711,null,24056,null,3050,null,12513,null,2045,null,0,null,244,null,12513,null,2045,null,103,null,127,null,1799,null,1029,null,3593,null,1156,null,4639,null,1123,null,1188,null,584,null,1191,null,470,null,11543,null,2234,null,3719,null,854,null,7824,null,1874,null,3737,null,1646,null,2440,null,740,null,615,null,398,null,529,null,417,null,307,null,253,null,196,null,187,null,18107,null,2181,null,6334,null,1218,null,0,null,244,null,6334,null,1218,null,289,null,222,null,1764,null,756,null,2171,null,694,null,1579,null,734,null,390,null,293,null,141,null,150,null,11773,null,1760,null,5747,null,1206,null,6026,null,1203,null,4242,null,990,null,1468,null,561,null,148,null,141,null,168,null,200,null,0,null,244,null,0,null,244,null,0400000US20,Kansas,20
24293,null,3107,null,16776,null,2421,null,7583,null,1591,null,0,null,273,null,7583,null,1591,null,910,null,506,null,2702,null,1166,null,1755,null,734,null,1347,null,591,null,423,null,354,null,446,null,410,null,9193,null,2115,null,1305,null,590,null,7888,null,2042,null,5707,null,1990,null,1128,null,665,null,943,null,669,null,84,null,88,null,26,null,52,null,0,null,273,null,7517,null,1404,null,2231,null,767,null,0,null,273,null,2231,null,767,null,52,null,88,null,1212,null,585,null,297,null,293,null,192,null,176,null,138,null,163,null,340,null,334,null,5286,null,1208,null,2737,null,923,null,2549,null,950,null,1121,null,503,null,1021,null,673,null,0,null,273,null,268,null,400,null,72,null,144,null,67,null,122,null,0400000US21,Kentucky,21
31832,null,3660,null,18085,null,2437,null,11585,null,1968,null,0,null,281,null,11585,null,1968,null,973,null,700,null,2494,null,726,null,3376,null,1083,null,3203,null,1061,null,725,null,412,null,814,null,538,null,6500,null,1485,null,2702,null,1075,null,3798,null,1066,null,1599,null,766,null,1058,null,471,null,616,null,387,null,252,null,257,null,146,null,131,null,127,null,155,null,13747,null,1999,null,5053,null,1192,null,0,null,281,null,5053,null,1192,null,616,null,431,null,1997,null,814,null,782,null,387,null,1304,null,556,null,79,null,130,null,275,null,297,null,8694,null,1742,null,6128,null,1693,null,2566,null,830,null,1552,null,603,null,634,null,419,null,89,null,122,null,223,null,300,null,68,null,88,null,0,null,281,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
121960,null,8193,null,66070,null,4575,null,36460,null,3834,null,0,null,285,null,36460,null,3834,null,88,null,146,null,6553,null,1600,null,10881,null,2134,null,10763,null,2055,null,4838,null,1505,null,3337,null,968,null,29610,null,3703,null,6655,null,1477,null,22955,null,3306,null,9688,null,2062,null,7871,null,1863,null,2655,null,1137,null,1472,null,528,null,500,null,392,null,769,null,696,null,55890,null,4774,null,20512,null,2271,null,0,null,285,null,20512,null,2271,null,908,null,575,null,6841,null,1607,null,4784,null,1032,null,3949,null,925,null,2474,null,753,null,1556,null,703,null,35378,null,3884,null,16413,null,2666,null,18965,null,2511,null,10545,null,2059,null,5162,null,1307,null,2266,null,873,null,728,null,446,null,264,null,306,null,0,null,285,null,0400000US24,Maryland,24
181705,null,9514,null,91706,null,5553,null,37114,null,4109,null,0,null,283,null,37114,null,4109,null,2501,null,1597,null,6427,null,1522,null,9092,null,2075,null,11835,null,2034,null,5596,null,1331,null,1663,null,581,null,54592,null,3728,null,26627,null,2764,null,27965,null,3193,null,12183,null,2198,null,10387,null,2068,null,2192,null,792,null,2354,null,888,null,413,null,317,null,436,null,518,null,89999,null,5885,null,27502,null,3728,null,0,null,283,null,27502,null,3728,null,1161,null,616,null,4725,null,1342,null,8561,null,1898,null,8133,null,1975,null,3429,null,929,null,1493,null,770,null,62497,null,4958,null,34388,null,3495,null,28109,null,3175,null,16707,null,2437,null,6966,null,1611,null,2938,null,948,null,1075,null,474,null,174,null,216,null,249,null,217,null,0400000US25,Massachusetts,25
86255,null,6713,null,47981,null,4681,null,19830,null,2922,null,0,null,244,null,19830,null,2922,null,1375,null,829,null,4256,null,1338,null,4326,null,1298,null,5323,null,1341,null,2442,null,814,null,2108,null,606,null,28151,null,3688,null,9288,null,1575,null,18863,null,3311,null,8838,null,2055,null,5810,null,1575,null,2416,null,1416,null,710,null,388,null,925,null,591,null,164,null,168,null,38274,null,3211,null,11564,null,2078,null,0,null,244,null,11564,null,2078,null,344,null,331,null,3731,null,1240,null,3999,null,1060,null,2333,null,788,null,998,null,609,null,159,null,139,null,26710,null,2766,null,13848,null,2052,null,12862,null,1937,null,8624,null,1455,null,2696,null,974,null,1063,null,604,null,367,null,372,null,112,null,124,null,0,null,244,null,0400000US26,Michigan,26
48898,null,4123,null,27817,null,2659,null,15979,null,2013,null,0,null,213,null,15979,null,2013,null,343,null,309,null,3415,null,1168,null,5562,null,1127,null,3708,null,1033,null,1840,null,841,null,1111,null,411,null,11838,null,1755,null,3247,null,906,null,8591,null,1730,null,3739,null,1022,null,3211,null,957,null,1113,null,567,null,250,null,199,null,228,null,212,null,50,null,86,null,21081,null,2300,null,8156,null,1430,null,0,null,213,null,8156,null,1430,null,429,null,408,null,1616,null,580,null,3331,null,888,null,1812,null,784,null,864,null,599,null,104,null,118,null,12925,null,1805,null,5925,null,1375,null,7000,null,1277,null,3093,null,849,null,3125,null,975,null,483,null,307,null,93,null,141,null,86,null,129,null,120,null,138,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
40193,null,4078,null,21598,null,2791,null,12145,null,2150,null,0,null,259,null,12145,null,2150,null,125,null,131,null,2829,null,1144,null,3137,null,955,null,3326,null,1249,null,1497,null,755,null,1231,null,682,null,9453,null,1956,null,3100,null,942,null,6353,null,1400,null,3730,null,1185,null,1597,null,639,null,591,null,436,null,163,null,167,null,204,null,200,null,68,null,115,null,18595,null,1901,null,6628,null,1343,null,0,null,259,null,6628,null,1343,null,207,null,191,null,2322,null,891,null,1808,null,677,null,1191,null,479,null,939,null,487,null,161,null,186,null,11967,null,1504,null,6180,null,1296,null,5787,null,1129,null,3408,null,842,null,2033,null,842,null,253,null,188,null,93,null,115,null,0,null,259,null,0,null,259,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
32753,null,3594,null,18356,null,2483,null,10917,null,1903,null,0,null,228,null,10917,null,1903,null,222,null,198,null,2725,null,980,null,4023,null,1126,null,2852,null,942,null,906,null,601,null,189,null,186,null,7439,null,1569,null,2345,null,745,null,5094,null,1390,null,1986,null,971,null,1109,null,592,null,1578,null,640,null,254,null,212,null,167,null,277,null,0,null,228,null,14397,null,1729,null,5832,null,1265,null,0,null,228,null,5832,null,1265,null,1085,null,553,null,2202,null,922,null,1619,null,690,null,926,null,453,null,0,null,228,null,0,null,228,null,8565,null,1467,null,4844,null,1098,null,3721,null,859,null,2189,null,751,null,987,null,474,null,365,null,240,null,103,null,161,null,77,null,132,null,0,null,228,null,0400000US31,Nebraska,31
83600,null,7909,null,43447,null,4771,null,22001,null,2860,null,0,null,302,null,22001,null,2860,null,908,null,532,null,2978,null,905,null,5019,null,1313,null,7373,null,1622,null,3751,null,905,null,1972,null,1032,null,21446,null,2750,null,7445,null,1556,null,14001,null,2144,null,4145,null,1046,null,3437,null,1083,null,2290,null,902,null,2630,null,1001,null,1075,null,644,null,424,null,343,null,40153,null,4164,null,16636,null,1997,null,0,null,302,null,16636,null,1997,null,432,null,371,null,2943,null,811,null,5578,null,1410,null,5386,null,1359,null,1795,null,677,null,502,null,454,null,23517,null,2881,null,13086,null,2189,null,10431,null,2066,null,5709,null,1306,null,2338,null,720,null,1261,null,619,null,1020,null,542,null,103,null,166,null,0,null,302,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
350947,null,15084,null,179029,null,8571,null,99931,null,6936,null,0,null,279,null,99931,null,6936,null,2375,null,770,null,19168,null,2619,null,22997,null,3341,null,32810,null,3926,null,14323,null,2555,null,8258,null,1504,null,79098,null,5420,null,39692,null,3749,null,39406,null,4107,null,14306,null,2393,null,14204,null,2338,null,5921,null,1181,null,3048,null,1057,null,1432,null,719,null,495,null,372,null,171918,null,8320,null,68010,null,4390,null,0,null,279,null,68010,null,4390,null,2369,null,902,null,17798,null,2173,null,17455,null,2213,null,19498,null,2323,null,8011,null,1509,null,2879,null,801,null,103908,null,6225,null,60805,null,5025,null,43103,null,3761,null,19256,null,2363,null,13585,null,2111,null,5550,null,1274,null,3009,null,927,null,1166,null,539,null,537,null,308,null,0400000US34,New Jersey,34
