C17010B_001E,C17010B_001EA,C17010B_001M,C17010B_001MA,C17010B_002E,C17010B_002EA,C17010B_002M,C17010B_002MA,C17010B_003E,C17010B_003EA,C17010B_003M,C17010B_003MA,C17010B_004E,C17010B_004EA,C17010B_004M,C17010B_004MA,C17010B_005E,C17010B_005EA,C17010B_005M,C17010B_005MA,C17010B_006E,C17010B_006EA,C17010B_006M,C17010B_006MA,C17010B_007E,C17010B_007EA,C17010B_007M,C17010B_007MA,C17010B_008E,C17010B_008EA,C17010B_008M,C17010B_008MA,C17010B_009E,C17010B_009EA,C17010B_009M,C17010B_009MA,C17010B_010E,C17010B_010EA,C17010B_010M,C17010B_010MA,C17010B_011E,C17010B_011EA,C17010B_011M,C17010B_011MA,C17010B_012E,C17010B_012EA,C17010B_012M,C17010B_012MA,C17010B_013E,C17010B_013EA,C17010B_013M,C17010B_013MA,C17010B_014E,C17010B_014EA,C17010B_014M,C17010B_014MA,C17010B_015E,C17010B_015EA,C17010B_015M,C17010B_015MA,C17010B_016E,C17010B_016EA,C17010B_016M,C17010B_016MA,C17010B_017E,C17010B_017EA,C17010B_017M,C17010B_017MA,GEO_ID,NAME,state
155856,null,4459,null,38641,null,2636,null,4498,null,986,null,3523,null,920,null,34143,null,2476,null,4095,null,1384,null,3169,null,1209,null,30048,null,2569,null,28090,null,2571,null,117215,null,4103,null,53549,null,3431,null,24664,null,2547,null,63666,null,3656,null,9185,null,1475,null,5500,null,1162,null,54481,null,3251,null,34645,null,3081,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
16509,null,1578,null,5234,null,1143,null,647,null,468,null,536,null,474,null,4587,null,1148,null,425,null,373,null,367,null,361,null,4162,null,1073,null,3779,null,1080,null,11275,null,1560,null,5249,null,948,null,2858,null,874,null,6026,null,1316,null,1407,null,789,null,821,null,557,null,4619,null,1131,null,3273,null,1063,null,0400000US31,Nebraska,31
45261,null,2652,null,8360,null,1507,null,1515,null,628,null,728,null,409,null,6845,null,1479,null,318,null,268,null,318,null,268,null,6527,null,1433,null,5958,null,1380,null,36901,null,2594,null,21878,null,2272,null,11461,null,2125,null,15023,null,1777,null,2994,null,1118,null,1985,null,981,null,12029,null,1505,null,9071,null,1491,null,0400000US32,Nevada,32
3205,null,847,null,1118,null,756,null,357,null,328,null,357,null,328,null,761,null,677,null,0,null,255,null,0,null,255,null,761,null,677,null,710,null,674,null,2087,null,578,null,1787,null,530,null,752,null,406,null,300,null,226,null,119,null,164,null,0,null,255,null,181,null,173,null,181,null,173,null,0400000US33,New Hampshire,33
267862,null,6563,null,41472,null,3496,null,4546,null,1365,null,3217,null,1274,null,36926,null,2953,null,3529,null,1013,null,2469,null,903,null,33397,null,3093,null,28764,null,2831,null,226390,null,5717,null,113448,null,4453,null,57243,null,3448,null,112942,null,5166,null,24621,null,3137,null,13470,null,2437,null,88321,null,3827,null,56821,null,3361,null,0400000US34,New Jersey,34
8961,null,1518,null,1712,null,768,null,215,null,143,null,172,null,106,null,1497,null,763,null,499,null,502,null,499,null,502,null,998,null,700,null,963,null,694,null,7249,null,1524,null,5798,null,1499,null,2478,null,797,null,1451,null,703,null,554,null,426,null,285,null,299,null,897,null,537,null,574,null,510,null,0400000US35,New Mexico,35
662867,null,9303,null,121629,null,5950,null,16572,null,2178,null,11040,null,1692,null,105057,null,5715,null,11310,null,1940,null,8549,null,1790,null,93747,null,5588,null,80603,null,4872,null,541238,null,8250,null,243296,null,7065,null,127906,null,5551,null,297942,null,6920,null,57342,null,4039,null,25790,null,2705,null,240600,null,5330,null,144727,null,4570,null,0400000US36,New York,36
492429,null,7896,null,110569,null,5680,null,19251,null,2624,null,12414,null,2238,null,91318,null,4700,null,10613,null,1855,null,7696,null,1626,null,80705,null,4410,null,70958,null,4418,null,381860,null,7585,null,217362,null,5950,null,99137,null,4699,null,164498,null,6481,null,29904,null,3294,null,13497,null,2592,null,134594,null,5495,null,89129,null,4879,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
311721,null,7232,null,90011,null,4533,null,8762,null,1523,null,6293,null,1368,null,81249,null,4422,null,8260,null,1872,null,6852,null,1713,null,72989,null,4114,null,64726,null,4020,null,221710,null,6288,null,110400,null,5334,null,49173,null,3344,null,111310,null,4809,null,19035,null,2273,null,9018,null,1794,null,92275,null,4315,null,61808,null,4291,null,0400000US39,Ohio,39
61354,null,2541,null,16212,null,2334,null,2176,null,970,null,1352,null,814,null,14036,null,1998,null,1607,null,671,null,1246,null,606,null,12429,null,1915,null,11312,null,1883,null,45142,null,2488,null,23755,null,2092,null,11178,null,1341,null,21387,null,2064,null,4741,null,1287,null,3510,null,1156,null,16646,null,1563,null,10785,null,1359,null,0400000US40,Oklahoma,40
14312,null,1685,null,2979,null,1191,null,475,null,494,null,198,null,318,null,2504,null,993,null,656,null,583,null,656,null,583,null,1848,null,741,null,1686,null,698,null,11333,null,1617,null,6276,null,1229,null,2943,null,832,null,5057,null,1200,null,1375,null,677,null,816,null,545,null,3682,null,1050,null,2194,null,856,null,0400000US41,Oregon,41
278107,null,7042,null,67724,null,4462,null,9593,null,1833,null,5418,null,1214,null,58131,null,4314,null,7028,null,1883,null,6074,null,1740,null,51103,null,3768,null,44839,null,3373,null,210383,null,6060,null,97269,null,4305,null,44433,null,3047,null,113114,null,5933,null,20239,null,2842,null,13676,null,2453,null,92875,null,4579,null,62676,null,4065,null,0400000US42,Pennsylvania,42
12707,null,1054,null,3231,null,1061,null,564,null,412,null,214,null,231,null,2667,null,1009,null,75,null,136,null,75,null,136,null,2592,null,985,null,2552,null,976,null,9476,null,1352,null,5042,null,1174,null,3607,null,894,null,4434,null,809,null,845,null,506,null,722,null,481,null,3589,null,703,null,2287,null,644,null,0400000US44,Rhode Island,44
302789,null,6378,null,75800,null,5193,null,12759,null,2202,null,6821,null,1694,null,63041,null,4867,null,7521,null,1879,null,5315,null,1774,null,55520,null,4297,null,48539,null,4041,null,226989,null,6276,null,122183,null,4451,null,54486,null,3465,null,104806,null,4829,null,18196,null,2718,null,9223,null,1980,null,86610,null,4277,null,53440,null,4076,null,0400000US45,South Carolina,45
1361,null,428,null,225,null,171,null,20,null,40,null,20,null,40,null,205,null,169,null,0,null,223,null,0,null,223,null,205,null,169,null,205,null,169,null,1136,null,393,null,650,null,364,null,474,null,281,null,486,null,219,null,218,null,234,null,0,null,223,null,268,null,164,null,240,null,162,null,0400000US46,South Dakota,46
241450,null,5923,null,64272,null,3887,null,7876,null,1283,null,4106,null,1001,null,56396,null,3598,null,6631,null,1477,null,5216,null,1461,null,49765,null,3485,null,44618,null,3653,null,177178,null,5209,null,91564,null,3729,null,44708,null,2843,null,85614,null,4567,null,16898,null,2509,null,8565,null,1854,null,68716,null,3835,null,44965,null,3425,null,0400000US47,Tennessee,47
664318,null,7704,null,130540,null,5834,null,22161,null,2492,null,15264,null,2257,null,108379,null,5697,null,14560,null,2289,null,10348,null,2158,null,93819,null,5329,null,83742,null,4990,null,533778,null,8737,null,293037,null,7736,null,149606,null,6228,null,240741,null,7619,null,49995,null,4379,null,26886,null,3547,null,190746,null,6689,null,128533,null,5870,null,0400000US48,Texas,48
4490,null,1127,null,1206,null,635,null,476,null,411,null,476,null,411,null,730,null,486,null,64,null,132,null,64,null,132,null,666,null,464,null,666,null,464,null,3284,null,987,null,2133,null,784,null,1526,null,691,null,1151,null,652,null,206,null,202,null,113,null,140,null,945,null,617,null,827,null,583,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
362409,null,7156,null,58036,null,4328,null,11231,null,1929,null,6511,null,1450,null,46805,null,3873,null,5349,null,1334,null,4823,null,1324,null,41456,null,3545,null,37137,null,3531,null,304373,null,5992,null,179206,null,5881,null,86358,null,4301,null,125167,null,5456,null,23950,null,2400,null,12674,null,1970,null,101217,null,4844,null,64785,null,4023,null,0400000US51,Virginia,51
49130,null,2637,null,10110,null,1877,null,2410,null,944,null,1617,null,788,null,7700,null,1653,null,1738,null,889,null,1574,null,815,null,5962,null,1547,null,5462,null,1459,null,39020,null,2562,null,25794,null,2418,null,14407,null,1895,null,13226,null,1805,null,3719,null,1344,null,1808,null,886,null,9507,null,1708,null,6309,null,1304,null,0400000US53,Washington,53
11918,null,1425,null,3152,null,911,null,580,null,383,null,470,null,372,null,2572,null,787,null,216,null,225,null,216,null,225,null,2356,null,751,null,1841,null,711,null,8766,null,1298,null,4932,null,1106,null,2684,null,871,null,3834,null,890,null,972,null,545,null,387,null,351,null,2862,null,747,null,1490,null,507,null,0400000US54,West Virginia,54
69648,null,3041,null,23441,null,2513,null,2491,null,800,null,1629,null,634,null,20950,null,2313,null,3169,null,1141,null,2541,null,1066,null,17781,null,2059,null,16631,null,1938,null,46207,null,2862,null,21151,null,2027,null,11202,null,1484,null,25056,null,2187,null,4089,null,1073,null,2719,null,888,null,20967,null,1993,null,15234,null,2024,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
66002,null,3269,null,28269,null,2479,null,9604,null,1386,null,4732,null,983,null,18665,null,1989,null,2212,null,574,null,1685,null,549,null,16453,null,1859,null,12271,null,1594,null,37733,null,2559,null,23947,null,1950,null,7864,null,1166,null,13786,null,1568,null,3083,null,751,null,1155,null,453,null,10703,null,1401,null,5204,null,1028,null,0400000US72,Puerto Rico,72
