B21001C_001E,B21001C_001EA,B21001C_001M,B21001C_001MA,B21001C_002E,B21001C_002EA,B21001C_002M,B21001C_002MA,B21001C_003E,B21001C_003EA,B21001C_003M,B21001C_003MA,B21001C_004E,B21001C_004EA,B21001C_004M,B21001C_004MA,B21001C_005E,B21001C_005EA,B21001C_005M,B21001C_005MA,B21001C_006E,B21001C_006EA,B21001C_006M,B21001C_006MA,B21001C_007E,B21001C_007EA,B21001C_007M,B21001C_007MA,B21001C_008E,B21001C_008EA,B21001C_008M,B21001C_008MA,B21001C_009E,B21001C_009EA,B21001C_009M,B21001C_009MA,B21001C_010E,B21001C_010EA,B21001C_010M,B21001C_010MA,B21001C_011E,B21001C_011EA,B21001C_011M,B21001C_011MA,B21001C_012E,B21001C_012EA,B21001C_012M,B21001C_012MA,B21001C_013E,B21001C_013EA,B21001C_013M,B21001C_013MA,B21001C_014E,B21001C_014EA,B21001C_014M,B21001C_014MA,B21001C_015E,B21001C_015EA,B21001C_015M,B21001C_015MA,B21001C_016E,B21001C_016EA,B21001C_016M,B21001C_016MA,B21001C_017E,B21001C_017EA,B21001C_017M,B21001C_017MA,B21001C_018E,B21001C_018EA,B21001C_018M,B21001C_018MA,B21001C_019E,B21001C_019EA,B21001C_019M,B21001C_019MA,B21001C_020E,B21001C_020EA,B21001C_020M,B21001C_020MA,B21001C_021E,B21001C_021EA,B21001C_021M,B21001C_021MA,B21001C_022E,B21001C_022EA,B21001C_022M,B21001C_022MA,B21001C_023E,B21001C_023EA,B21001C_023M,B21001C_023MA,B21001C_024E,B21001C_024EA,B21001C_024M,B21001C_024MA,B21001C_025E,B21001C_025EA,B21001C_025M,B21001C_025MA,B21001C_026E,B21001C_026EA,B21001C_026M,B21001C_026MA,B21001C_027E,B21001C_027EA,B21001C_027M,B21001C_027MA,B21001C_028E,B21001C_028EA,B21001C_028M,B21001C_028MA,B21001C_029E,B21001C_029EA,B21001C_029M,B21001C_029MA,B21001C_030E,B21001C_030EA,B21001C_030M,B21001C_030MA,B21001C_031E,B21001C_031EA,B21001C_031M,B21001C_031MA,B21001C_032E,B21001C_032EA,B21001C_032M,B21001C_032MA,B21001C_033E,B21001C_033EA,B21001C_033M,B21001C_033MA,GEO_ID,NAME,state
16447,null,2183,null,8364,null,1555,null,3330,null,1321,null,870,null,846,null,2460,null,1095,null,3253,null,982,null,1405,null,690,null,1848,null,604,null,970,null,549,null,369,null,279,null,601,null,480,null,474,null,249,null,402,null,215,null,72,null,103,null,337,null,244,null,159,null,156,null,178,null,157,null,8083,null,1651,null,3076,null,1057,null,125,null,208,null,2951,null,1022,null,2582,null,849,null,108,null,128,null,2474,null,843,null,1652,null,600,null,0,null,296,null,1652,null,600,null,605,null,375,null,0,null,296,null,605,null,375,null,168,null,188,null,0,null,296,null,168,null,188,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
15501,null,2144,null,7446,null,1348,null,3136,null,961,null,210,null,262,null,2926,null,973,null,2371,null,769,null,215,null,219,null,2156,null,765,null,1204,null,515,null,313,null,230,null,891,null,446,null,708,null,441,null,141,null,135,null,567,null,424,null,27,null,47,null,16,null,42,null,11,null,20,null,8055,null,1279,null,3182,null,832,null,31,null,57,null,3151,null,843,null,3112,null,775,null,0,null,263,null,3112,null,775,null,1252,null,463,null,0,null,263,null,1252,null,463,null,380,null,248,null,0,null,263,null,380,null,248,null,129,null,92,null,7,null,14,null,122,null,93,null,0400000US16,Idaho,16
19442,null,2423,null,10879,null,1712,null,3818,null,940,null,180,null,156,null,3638,null,935,null,4478,null,949,null,1092,null,531,null,3386,null,745,null,1461,null,508,null,451,null,359,null,1010,null,382,null,563,null,354,null,394,null,283,null,169,null,191,null,559,null,310,null,287,null,236,null,272,null,199,null,8563,null,1359,null,2624,null,695,null,0,null,269,null,2624,null,695,null,3144,null,777,null,292,null,331,null,2852,null,716,null,1607,null,608,null,0,null,269,null,1607,null,608,null,802,null,398,null,0,null,269,null,802,null,398,null,386,null,263,null,0,null,269,null,386,null,263,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
16747,null,1731,null,8635,null,1242,null,3002,null,593,null,73,null,91,null,2929,null,584,null,3307,null,788,null,527,null,350,null,2780,null,764,null,1335,null,498,null,699,null,360,null,636,null,389,null,669,null,287,null,245,null,202,null,424,null,229,null,322,null,220,null,151,null,161,null,171,null,162,null,8112,null,1332,null,2771,null,785,null,0,null,244,null,2771,null,785,null,3420,null,907,null,456,null,382,null,2964,null,717,null,937,null,477,null,0,null,244,null,937,null,477,null,719,null,380,null,0,null,244,null,719,null,380,null,265,null,176,null,16,null,27,null,249,null,172,null,0400000US20,Kansas,20
7480,null,1266,null,4313,null,910,null,1241,null,540,null,0,null,273,null,1241,null,540,null,1667,null,652,null,442,null,332,null,1225,null,566,null,415,null,197,null,143,null,122,null,272,null,173,null,492,null,303,null,267,null,233,null,225,null,184,null,498,null,369,null,289,null,250,null,209,null,273,null,3167,null,847,null,723,null,458,null,0,null,273,null,723,null,458,null,1576,null,578,null,172,null,203,null,1404,null,521,null,650,null,366,null,69,null,115,null,581,null,348,null,135,null,139,null,0,null,273,null,135,null,139,null,83,null,96,null,0,null,273,null,83,null,96,null,0400000US21,Kentucky,21
16331,null,1834,null,8557,null,1544,null,2847,null,789,null,154,null,157,null,2693,null,760,null,3781,null,1017,null,169,null,219,null,3612,null,987,null,1122,null,497,null,281,null,234,null,841,null,428,null,529,null,383,null,186,null,217,null,343,null,306,null,278,null,267,null,0,null,281,null,278,null,267,null,7774,null,1217,null,1877,null,724,null,0,null,281,null,1877,null,724,null,3302,null,877,null,85,null,116,null,3217,null,874,null,1236,null,448,null,0,null,281,null,1236,null,448,null,710,null,394,null,0,null,281,null,710,null,394,null,649,null,378,null,0,null,281,null,649,null,378,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
11618,null,2176,null,5412,null,1312,null,1712,null,600,null,136,null,223,null,1576,null,556,null,2494,null,877,null,435,null,378,null,2059,null,794,null,571,null,337,null,79,null,98,null,492,null,365,null,540,null,332,null,173,null,191,null,367,null,268,null,95,null,134,null,0,null,285,null,95,null,134,null,6206,null,1227,null,1680,null,647,null,37,null,60,null,1643,null,648,null,2466,null,718,null,161,null,221,null,2305,null,685,null,704,null,376,null,0,null,285,null,704,null,376,null,1037,null,473,null,0,null,285,null,1037,null,473,null,319,null,233,null,38,null,65,null,281,null,227,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
37099,null,2603,null,18069,null,2220,null,6104,null,1254,null,436,null,296,null,5668,null,1224,null,7209,null,1291,null,1322,null,519,null,5887,null,1108,null,2781,null,562,null,928,null,312,null,1853,null,491,null,1312,null,497,null,994,null,487,null,318,null,155,null,663,null,333,null,527,null,303,null,136,null,148,null,19030,null,1577,null,6861,null,1151,null,30,null,52,null,6831,null,1152,null,7110,null,1032,null,54,null,85,null,7056,null,1028,null,2413,null,604,null,15,null,27,null,2398,null,595,null,1668,null,452,null,0,null,244,null,1668,null,452,null,978,null,317,null,0,null,244,null,978,null,317,null,0400000US26,Michigan,26
38158,null,2076,null,16094,null,1168,null,5967,null,810,null,191,null,229,null,5776,null,849,null,6770,null,959,null,940,null,369,null,5830,null,903,null,2224,null,493,null,1195,null,453,null,1029,null,372,null,692,null,365,null,403,null,277,null,289,null,208,null,441,null,270,null,343,null,256,null,98,null,83,null,22064,null,1779,null,8682,null,1529,null,26,null,44,null,8656,null,1526,null,8429,null,1025,null,33,null,45,null,8396,null,1025,null,3297,null,646,null,28,null,38,null,3269,null,648,null,1218,null,496,null,0,null,213,null,1218,null,496,null,438,null,215,null,21,null,40,null,417,null,206,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
15597,null,1950,null,7821,null,1341,null,2532,null,772,null,561,null,498,null,1971,null,576,null,2979,null,813,null,759,null,400,null,2220,null,752,null,1387,null,643,null,477,null,417,null,910,null,486,null,817,null,329,null,452,null,288,null,365,null,182,null,106,null,175,null,53,null,152,null,53,null,89,null,7776,null,1216,null,1812,null,611,null,59,null,92,null,1753,null,621,null,3028,null,758,null,57,null,82,null,2971,null,758,null,1809,null,764,null,62,null,107,null,1747,null,763,null,791,null,307,null,0,null,259,null,791,null,307,null,336,null,276,null,0,null,259,null,336,null,276,null,0400000US29,Missouri,29
42694,null,1690,null,20678,null,1161,null,9552,null,1199,null,460,null,471,null,9092,null,1320,null,6868,null,926,null,1182,null,529,null,5686,null,954,null,2399,null,567,null,1169,null,449,null,1230,null,431,null,995,null,386,null,382,null,236,null,613,null,306,null,864,null,347,null,340,null,238,null,524,null,254,null,22016,null,1327,null,9110,null,1146,null,341,null,457,null,8769,null,1168,null,8099,null,855,null,11,null,26,null,8088,null,859,null,2328,null,482,null,0,null,240,null,2328,null,482,null,1407,null,418,null,0,null,240,null,1407,null,418,null,1072,null,451,null,0,null,240,null,1072,null,451,null,0400000US30,Montana,30
10430,null,1820,null,5608,null,1284,null,2225,null,702,null,256,null,185,null,1969,null,687,null,2176,null,786,null,233,null,171,null,1943,null,775,null,642,null,323,null,417,null,293,null,225,null,185,null,563,null,512,null,183,null,227,null,380,null,472,null,2,null,3,null,0,null,228,null,2,null,3,null,4822,null,1153,null,1814,null,668,null,0,null,228,null,1814,null,668,null,1976,null,605,null,89,null,105,null,1887,null,598,null,556,null,407,null,0,null,228,null,556,null,407,null,348,null,193,null,0,null,228,null,348,null,193,null,128,null,208,null,0,null,228,null,128,null,208,null,0400000US31,Nebraska,31
20881,null,2185,null,9461,null,1276,null,3640,null,901,null,0,null,302,null,3640,null,901,null,3341,null,874,null,844,null,430,null,2497,null,768,null,1618,null,480,null,848,null,358,null,770,null,382,null,651,null,371,null,371,null,236,null,280,null,212,null,211,null,136,null,110,null,104,null,101,null,77,null,11420,null,1414,null,3884,null,881,null,0,null,302,null,3884,null,881,null,4534,null,728,null,106,null,126,null,4428,null,717,null,1945,null,509,null,49,null,80,null,1896,null,506,null,477,null,209,null,17,null,31,null,460,null,205,null,580,null,408,null,0,null,302,null,580,null,408,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
129997,null,3567,null,61083,null,1996,null,25127,null,1377,null,1216,null,671,null,23911,null,1361,null,23091,null,1110,null,2774,null,1118,null,20317,null,1450,null,7099,null,843,null,2591,null,925,null,4508,null,654,null,3350,null,375,null,1032,null,295,null,2318,null,373,null,2416,null,515,null,895,null,401,null,1521,null,457,null,68914,null,2318,null,27257,null,1371,null,87,null,150,null,27170,null,1385,null,24818,null,1426,null,313,null,308,null,24505,null,1429,null,7776,null,658,null,0,null,283,null,7776,null,658,null,4881,null,610,null,95,null,123,null,4786,null,616,null,4182,null,614,null,50,null,85,null,4132,null,607,null,0400000US35,New Mexico,35
50521,null,4238,null,24100,null,2719,null,9431,null,1786,null,248,null,248,null,9183,null,1776,null,9567,null,1584,null,1587,null,631,null,7980,null,1453,null,2574,null,735,null,907,null,381,null,1667,null,638,null,1682,null,564,null,467,null,241,null,1215,null,536,null,846,null,439,null,137,null,140,null,709,null,432,null,26421,null,2408,null,7879,null,1618,null,61,null,101,null,7818,null,1596,null,10719,null,1376,null,0,null,277,null,10719,null,1376,null,4007,null,1182,null,220,null,248,null,3787,null,1117,null,2602,null,803,null,0,null,277,null,2602,null,803,null,1214,null,510,null,0,null,277,null,1214,null,510,null,0400000US36,New York,36
73285,null,3420,null,31825,null,2217,null,11170,null,1464,null,486,null,444,null,10684,null,1392,null,12717,null,1415,null,2038,null,833,null,10679,null,1318,null,4334,null,633,null,1694,null,583,null,2640,null,692,null,2528,null,662,null,319,null,226,null,2209,null,657,null,1076,null,512,null,745,null,441,null,331,null,269,null,41460,null,2300,null,13123,null,1526,null,396,null,344,null,12727,null,1594,null,16920,null,1509,null,684,null,566,null,16236,null,1379,null,6231,null,1011,null,132,null,161,null,6099,null,993,null,2923,null,538,null,36,null,61,null,2887,null,543,null,2263,null,544,null,0,null,287,null,2263,null,544,null,0400000US37,North Carolina,37
24003,null,1217,null,10774,null,1124,null,5118,null,893,null,77,null,105,null,5041,null,881,null,3885,null,601,null,554,null,345,null,3331,null,603,null,973,null,418,null,215,null,167,null,758,null,395,null,679,null,238,null,402,null,247,null,277,null,159,null,119,null,130,null,119,null,130,null,0,null,208,null,13229,null,1091,null,5878,null,1061,null,0,null,208,null,5878,null,1061,null,4975,null,835,null,84,null,108,null,4891,null,824,null,1231,null,308,null,0,null,208,null,1231,null,308,null,933,null,403,null,0,null,208,null,933,null,403,null,212,null,135,null,0,null,208,null,212,null,135,null,0400000US38,North Dakota,38
15689,null,2365,null,8018,null,1556,null,2094,null,842,null,157,null,185,null,1937,null,815,null,3912,null,1051,null,753,null,351,null,3159,null,1017,null,1549,null,584,null,637,null,479,null,912,null,454,null,193,null,208,null,44,null,68,null,149,null,194,null,270,null,244,null,139,null,184,null,131,null,148,null,7671,null,1300,null,1847,null,669,null,0,null,267,null,1847,null,669,null,3647,null,875,null,322,null,329,null,3325,null,850,null,1579,null,585,null,101,null,107,null,1478,null,581,null,298,null,194,null,60,null,105,null,238,null,161,null,300,null,222,null,0,null,267,null,300,null,222,null,0400000US39,Ohio,39
157816,null,4683,null,73361,null,2974,null,28715,null,2097,null,1036,null,537,null,27679,null,2075,null,26259,null,1627,null,3325,null,762,null,22934,null,1556,null,10171,null,1156,null,4087,null,854,null,6084,null,890,null,5609,null,859,null,2449,null,629,null,3160,null,705,null,2607,null,699,null,1748,null,501,null,859,null,511,null,84455,null,3633,null,30552,null,2438,null,200,null,219,null,30352,null,2457,null,30194,null,1916,null,408,null,342,null,29786,null,1904,null,12098,null,919,null,156,null,155,null,11942,null,931,null,6517,null,783,null,66,null,104,null,6451,null,783,null,5094,null,866,null,0,null,251,null,5094,null,866,null,0400000US40,Oklahoma,40
33395,null,3798,null,17134,null,2810,null,7848,null,2083,null,149,null,187,null,7699,null,2068,null,6263,null,1229,null,1136,null,401,null,5127,null,1174,null,1764,null,633,null,572,null,326,null,1192,null,559,null,885,null,432,null,417,null,260,null,468,null,326,null,374,null,299,null,374,null,299,null,0,null,275,null,16261,null,2114,null,5248,null,1111,null,73,null,115,null,5175,null,1079,null,7142,null,1509,null,253,null,261,null,6889,null,1494,null,2100,null,594,null,0,null,275,null,2100,null,594,null,1389,null,522,null,0,null,275,null,1389,null,522,null,382,null,277,null,0,null,275,null,382,null,277,null,0400000US41,Oregon,41
13224,null,1727,null,6905,null,1342,null,1546,null,478,null,56,null,96,null,1490,null,469,null,3814,null,1107,null,661,null,316,null,3153,null,1024,null,962,null,477,null,530,null,352,null,432,null,330,null,524,null,304,null,232,null,206,null,292,null,227,null,59,null,95,null,27,null,75,null,32,null,47,null,6319,null,1021,null,1298,null,571,null,0,null,246,null,1298,null,571,null,3135,null,617,null,379,null,327,null,2756,null,624,null,1178,null,755,null,438,null,678,null,740,null,388,null,395,null,256,null,0,null,246,null,395,null,256,null,313,null,194,null,0,null,246,null,313,null,194,null,0400000US42,Pennsylvania,42
