B16005G_001E,B16005G_001EA,B16005G_001M,B16005G_001MA,B16005G_002E,B16005G_002EA,B16005G_002M,B16005G_002MA,B16005G_003E,B16005G_003EA,B16005G_003M,B16005G_003MA,B16005G_004E,B16005G_004EA,B16005G_004M,B16005G_004MA,B16005G_005E,B16005G_005EA,B16005G_005M,B16005G_005MA,B16005G_006E,B16005G_006EA,B16005G_006M,B16005G_006MA,B16005G_007E,B16005G_007EA,B16005G_007M,B16005G_007MA,B16005G_008E,B16005G_008EA,B16005G_008M,B16005G_008MA,B16005G_009E,B16005G_009EA,B16005G_009M,B16005G_009MA,B16005G_010E,B16005G_010EA,B16005G_010M,B16005G_010MA,B16005G_011E,B16005G_011EA,B16005G_011M,B16005G_011MA,GEO_ID,NAME,state
130460,null,9644,null,120254,null,9454,null,108950,null,9131,null,11304,null,1997,null,9207,null,1849,null,2097,null,728,null,10206,null,1909,null,2285,null,914,null,7921,null,1752,null,4159,null,1048,null,3762,null,1328,null,0400000US13,Georgia,13
267324,null,11312,null,260088,null,11184,null,237464,null,10931,null,22624,null,3036,null,18949,null,2797,null,3675,null,1603,null,7236,null,1872,null,2383,null,855,null,4853,null,1593,null,2391,null,1042,null,2462,null,1063,null,0400000US15,Hawaii,15
31570,null,3169,null,30000,null,3071,null,27212,null,2823,null,2788,null,913,null,1876,null,655,null,912,null,562,null,1570,null,874,null,311,null,269,null,1259,null,773,null,874,null,712,null,385,null,283,null,0400000US16,Idaho,16
181476,null,9925,null,164154,null,9338,null,144371,null,8911,null,19783,null,2364,null,16589,null,2281,null,3194,null,1051,null,17322,null,2509,null,2767,null,691,null,14555,null,2590,null,7032,null,1594,null,7523,null,1563,null,0400000US17,Illinois,17
97088,null,5732,null,92162,null,5526,null,84730,null,5183,null,7432,null,1730,null,6160,null,1629,null,1272,null,461,null,4926,null,1313,null,1136,null,690,null,3790,null,1043,null,1264,null,596,null,2526,null,854,null,0400000US18,Indiana,18
44983,null,3767,null,41029,null,3468,null,38487,null,3342,null,2542,null,863,null,2337,null,788,null,205,null,208,null,3954,null,1370,null,476,null,306,null,3478,null,1239,null,690,null,492,null,2788,null,1171,null,0400000US19,Iowa,19
67154,null,4939,null,64257,null,4587,null,59984,null,4309,null,4273,null,1409,null,3619,null,1286,null,654,null,427,null,2897,null,1553,null,414,null,268,null,2483,null,1496,null,434,null,344,null,2049,null,1407,null,0400000US20,Kansas,20
53850,null,4582,null,51579,null,4355,null,48673,null,4147,null,2906,null,947,null,2014,null,761,null,892,null,456,null,2271,null,950,null,450,null,385,null,1821,null,872,null,461,null,345,null,1360,null,761,null,0400000US21,Kentucky,21
50446,null,5109,null,47112,null,4801,null,42517,null,4301,null,4595,null,1380,null,4216,null,1360,null,379,null,188,null,3334,null,1104,null,711,null,430,null,2623,null,1007,null,1590,null,688,null,1033,null,557,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
105832,null,6976,null,92564,null,6597,null,79648,null,6322,null,12916,null,2099,null,10962,null,2031,null,1954,null,668,null,13268,null,2957,null,3155,null,918,null,10113,null,2903,null,4078,null,1212,null,6035,null,2284,null,0400000US24,Maryland,24
128071,null,8385,null,97228,null,7344,null,76201,null,5482,null,21027,null,3399,null,16105,null,2644,null,4922,null,1497,null,30843,null,4743,null,3192,null,966,null,27651,null,4666,null,6482,null,1648,null,21169,null,3939,null,0400000US25,Massachusetts,25
165877,null,8815,null,158938,null,8081,null,148196,null,7924,null,10742,null,1826,null,8864,null,1609,null,1878,null,606,null,6939,null,2241,null,1181,null,629,null,5758,null,1996,null,2496,null,1054,null,3262,null,1264,null,0400000US26,Michigan,26
84989,null,4873,null,81449,null,4779,null,74693,null,4508,null,6756,null,1663,null,5736,null,1592,null,1020,null,419,null,3540,null,944,null,1144,null,574,null,2396,null,734,null,1038,null,489,null,1358,null,584,null,0400000US27,Minnesota,27
30005,null,3777,null,29031,null,3585,null,27183,null,3379,null,1848,null,676,null,1730,null,646,null,118,null,181,null,974,null,595,null,310,null,328,null,664,null,555,null,462,null,409,null,202,null,289,null,0400000US28,Mississippi,28
102594,null,6375,null,97854,null,5968,null,91666,null,5792,null,6188,null,1591,null,5464,null,1468,null,724,null,543,null,4740,null,1805,null,618,null,378,null,4122,null,1839,null,516,null,324,null,3606,null,1773,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
31225,null,2915,null,28736,null,2803,null,25798,null,2626,null,2938,null,987,null,2650,null,956,null,288,null,290,null,2489,null,985,null,559,null,373,null,1930,null,892,null,637,null,431,null,1293,null,737,null,0400000US31,Nebraska,31
73129,null,6436,null,65363,null,5756,null,56893,null,5437,null,8470,null,1857,null,7430,null,1753,null,1040,null,487,null,7766,null,1932,null,1444,null,665,null,6322,null,1714,null,2547,null,979,null,3775,null,1174,null,0400000US32,Nevada,32
13402,null,1724,null,12627,null,1611,null,11598,null,1446,null,1029,null,587,null,854,null,602,null,175,null,127,null,775,null,398,null,181,null,207,null,594,null,372,null,397,null,290,null,197,null,219,null,0400000US33,New Hampshire,33
158140,null,10169,null,116970,null,7922,null,87652,null,6868,null,29318,null,3534,null,24073,null,3236,null,5245,null,1578,null,41170,null,5371,null,5312,null,1378,null,35858,null,5183,null,10401,null,1935,null,25457,null,4883,null,0400000US34,New Jersey,34
52506,null,5510,null,50550,null,5323,null,38000,null,4624,null,12550,null,2011,null,11426,null,1995,null,1124,null,436,null,1956,null,806,null,495,null,432,null,1461,null,626,null,816,null,426,null,645,null,476,null,0400000US35,New Mexico,35
333609,null,13438,null,264317,null,10837,null,208115,null,9841,null,56202,null,5326,null,46817,null,4512,null,9385,null,1805,null,69292,null,6093,null,18812,null,2482,null,50480,null,5207,null,20571,null,2605,null,29909,null,4222,null,0400000US36,New York,36
157198,null,9913,null,144777,null,9170,null,129166,null,8283,null,15611,null,3126,null,13607,null,2859,null,2004,null,1071,null,12421,null,2917,null,2829,null,884,null,9592,null,2727,null,3461,null,1243,null,6131,null,2143,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
167987,null,8053,null,161265,null,7804,null,151667,null,7522,null,9598,null,1705,null,7929,null,1597,null,1669,null,746,null,6722,null,1620,null,2397,null,838,null,4325,null,1334,null,2087,null,701,null,2238,null,1101,null,0400000US39,Ohio,39
228194,null,7293,null,221820,null,7471,null,213018,null,7488,null,8802,null,1685,null,7464,null,1508,null,1338,null,589,null,6374,null,1898,null,788,null,515,null,5586,null,1737,null,1353,null,589,null,4233,null,1518,null,0400000US40,Oklahoma,40
113142,null,7362,null,108051,null,7111,null,96696,null,6302,null,11355,null,2128,null,9633,null,2018,null,1722,null,806,null,5091,null,1641,null,1572,null,678,null,3519,null,1447,null,1305,null,679,null,2214,null,1132,null,0400000US41,Oregon,41
160534,null,7913,null,148801,null,7875,null,131035,null,6909,null,17766,null,3145,null,13625,null,2444,null,4141,null,1539,null,11733,null,2146,null,3592,null,1461,null,8141,null,1869,null,3215,null,1097,null,4926,null,1335,null,0400000US42,Pennsylvania,42
15205,null,2708,null,12958,null,2265,null,11324,null,2110,null,1634,null,786,null,1545,null,786,null,89,null,84,null,2247,null,1012,null,370,null,489,null,1877,null,862,null,608,null,396,null,1269,null,717,null,0400000US44,Rhode Island,44
53974,null,5012,null,51616,null,4836,null,47983,null,4513,null,3633,null,1504,null,2968,null,1411,null,665,null,328,null,2358,null,914,null,523,null,388,null,1835,null,753,null,1152,null,564,null,683,null,411,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
82677,null,5782,null,78182,null,5542,null,70404,null,5156,null,7778,null,2017,null,6471,null,1902,null,1307,null,646,null,4495,null,1662,null,477,null,337,null,4018,null,1567,null,843,null,416,null,3175,null,1523,null,0400000US47,Tennessee,47
442351,null,14795,null,388367,null,13621,null,306136,null,10938,null,82231,null,6845,null,65500,null,5818,null,16731,null,2351,null,53984,null,5773,null,4887,null,1160,null,49097,null,5555,null,17438,null,2192,null,31659,null,4604,null,0400000US48,Texas,48
49294,null,4853,null,45057,null,4689,null,41532,null,4403,null,3525,null,1019,null,3068,null,886,null,457,null,332,null,4237,null,1397,null,934,null,873,null,3303,null,1046,null,1921,null,704,null,1382,null,580,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
153130,null,10623,null,135617,null,9285,null,120662,null,8246,null,14955,null,2681,null,12776,null,2485,null,2179,null,846,null,17513,null,4213,null,2940,null,920,null,14573,null,3836,null,6842,null,1880,null,7731,null,2674,null,0400000US51,Virginia,51
235642,null,9356,null,223912,null,9413,null,200974,null,9358,null,22938,null,2574,null,20342,null,2397,null,2596,null,678,null,11730,null,2354,null,3467,null,872,null,8263,null,2172,null,3039,null,842,null,5224,null,1868,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
72314,null,5470,null,70194,null,5304,null,65366,null,5090,null,4828,null,1164,null,3959,null,1065,null,869,null,483,null,2120,null,861,null,805,null,410,null,1315,null,795,null,268,null,241,null,1047,null,684,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
408555,null,14305,null,396425,null,14048,null,6414,null,1647,null,390011,null,14056,null,45949,null,4687,null,344062,null,13545,null,12130,null,2611,null,168,null,164,null,11962,null,2582,null,1041,null,555,null,10921,null,2570,null,0400000US72,Puerto Rico,72
