B21001D_001E,B21001D_001EA,B21001D_001M,B21001D_001MA,B21001D_002E,B21001D_002EA,B21001D_002M,B21001D_002MA,B21001D_003E,B21001D_003EA,B21001D_003M,B21001D_003MA,B21001D_004E,B21001D_004EA,B21001D_004M,B21001D_004MA,B21001D_005E,B21001D_005EA,B21001D_005M,B21001D_005MA,B21001D_006E,B21001D_006EA,B21001D_006M,B21001D_006MA,B21001D_007E,B21001D_007EA,B21001D_007M,B21001D_007MA,B21001D_008E,B21001D_008EA,B21001D_008M,B21001D_008MA,B21001D_009E,B21001D_009EA,B21001D_009M,B21001D_009MA,B21001D_010E,B21001D_010EA,B21001D_010M,B21001D_010MA,B21001D_011E,B21001D_011EA,B21001D_011M,B21001D_011MA,B21001D_012E,B21001D_012EA,B21001D_012M,B21001D_012MA,B21001D_013E,B21001D_013EA,B21001D_013M,B21001D_013MA,B21001D_014E,B21001D_014EA,B21001D_014M,B21001D_014MA,B21001D_015E,B21001D_015EA,B21001D_015M,B21001D_015MA,B21001D_016E,B21001D_016EA,B21001D_016M,B21001D_016MA,B21001D_017E,B21001D_017EA,B21001D_017M,B21001D_017MA,B21001D_018E,B21001D_018EA,B21001D_018M,B21001D_018MA,B21001D_019E,B21001D_019EA,B21001D_019M,B21001D_019MA,B21001D_020E,B21001D_020EA,B21001D_020M,B21001D_020MA,B21001D_021E,B21001D_021EA,B21001D_021M,B21001D_021MA,B21001D_022E,B21001D_022EA,B21001D_022M,B21001D_022MA,B21001D_023E,B21001D_023EA,B21001D_023M,B21001D_023MA,B21001D_024E,B21001D_024EA,B21001D_024M,B21001D_024MA,B21001D_025E,B21001D_025EA,B21001D_025M,B21001D_025MA,B21001D_026E,B21001D_026EA,B21001D_026M,B21001D_026MA,B21001D_027E,B21001D_027EA,B21001D_027M,B21001D_027MA,B21001D_028E,B21001D_028EA,B21001D_028M,B21001D_028MA,B21001D_029E,B21001D_029EA,B21001D_029M,B21001D_029MA,B21001D_030E,B21001D_030EA,B21001D_030M,B21001D_030MA,B21001D_031E,B21001D_031EA,B21001D_031M,B21001D_031MA,B21001D_032E,B21001D_032EA,B21001D_032M,B21001D_032MA,B21001D_033E,B21001D_033EA,B21001D_033M,B21001D_033MA,GEO_ID,NAME,state
216167,null,3522,null,105064,null,2672,null,38869,null,2069,null,282,null,229,null,38587,null,2090,null,47229,null,1704,null,498,null,334,null,46731,null,1691,null,10606,null,943,null,452,null,311,null,10154,null,949,null,5738,null,814,null,170,null,186,null,5568,null,812,null,2622,null,873,null,0,null,296,null,2622,null,873,null,111103,null,2239,null,38068,null,1986,null,243,null,236,null,37825,null,1993,null,49781,null,1725,null,254,null,256,null,49527,null,1732,null,13532,null,815,null,95,null,29,null,13437,null,813,null,5933,null,1032,null,0,null,296,null,5933,null,1032,null,3789,null,978,null,63,null,111,null,3726,null,981,null,0400000US13,Georgia,13
408278,null,7471,null,185264,null,4595,null,42775,null,2903,null,1722,null,760,null,41053,null,2775,null,64428,null,2614,null,5255,null,1088,null,59173,null,2480,null,32993,null,1243,null,8569,null,1287,null,24424,null,1583,null,20637,null,637,null,8060,null,916,null,12577,null,941,null,24431,null,647,null,12522,null,1161,null,11909,null,1214,null,223014,null,4331,null,42352,null,2341,null,86,null,100,null,42266,null,2348,null,76488,null,2042,null,500,null,268,null,75988,null,2061,null,37333,null,1240,null,119,null,139,null,37214,null,1263,null,26452,null,716,null,143,null,133,null,26309,null,740,null,40389,null,795,null,195,null,196,null,40194,null,835,null,0400000US15,Hawaii,15
13084,null,1015,null,5703,null,718,null,1910,null,394,null,83,null,146,null,1827,null,419,null,2257,null,465,null,54,null,88,null,2203,null,459,null,1087,null,433,null,280,null,254,null,807,null,360,null,197,null,195,null,91,null,163,null,106,null,101,null,252,null,182,null,0,null,263,null,252,null,182,null,7381,null,871,null,2379,null,711,null,0,null,263,null,2379,null,711,null,3207,null,524,null,0,null,263,null,3207,null,524,null,1035,null,368,null,0,null,263,null,1035,null,368,null,602,null,437,null,0,null,263,null,602,null,437,null,158,null,118,null,26,null,46,null,132,null,116,null,0400000US16,Idaho,16
432171,null,3181,null,209446,null,2363,null,79170,null,2020,null,813,null,474,null,78357,null,2014,null,82543,null,1389,null,1730,null,618,null,80813,null,1479,null,26346,null,750,null,1146,null,519,null,25200,null,943,null,14673,null,617,null,577,null,298,null,14096,null,668,null,6714,null,454,null,716,null,351,null,5998,null,539,null,222725,null,2180,null,78419,null,1882,null,20,null,37,null,78399,null,1888,null,85692,null,1660,null,124,null,146,null,85568,null,1682,null,30526,null,970,null,0,null,269,null,30526,null,970,null,17175,null,937,null,0,null,269,null,17175,null,937,null,10913,null,626,null,0,null,269,null,10913,null,626,null,0400000US17,Illinois,17
67599,null,1838,null,31515,null,1447,null,15314,null,1226,null,270,null,364,null,15044,null,1235,null,11528,null,1154,null,133,null,143,null,11395,null,1165,null,2153,null,748,null,38,null,65,null,2115,null,734,null,1787,null,529,null,0,null,269,null,1787,null,529,null,733,null,408,null,67,null,109,null,666,null,400,null,36084,null,1712,null,14300,null,1308,null,105,null,172,null,14195,null,1319,null,15216,null,1304,null,270,null,380,null,14946,null,1233,null,3184,null,809,null,0,null,269,null,3184,null,809,null,2176,null,606,null,0,null,269,null,2176,null,606,null,1208,null,526,null,0,null,269,null,1208,null,526,null,0400000US18,Indiana,18
35031,null,1660,null,15501,null,1429,null,6700,null,1046,null,273,null,315,null,6427,null,1007,null,6255,null,887,null,115,null,181,null,6140,null,866,null,1700,null,451,null,242,null,259,null,1458,null,445,null,604,null,248,null,0,null,228,null,604,null,248,null,242,null,217,null,173,null,191,null,69,null,107,null,19530,null,1367,null,9342,null,1165,null,735,null,477,null,8607,null,1100,null,7255,null,864,null,0,null,228,null,7255,null,864,null,1795,null,479,null,52,null,94,null,1743,null,475,null,805,null,364,null,0,null,228,null,805,null,364,null,333,null,234,null,0,null,228,null,333,null,234,null,0400000US19,Iowa,19
46589,null,1355,null,21835,null,889,null,8979,null,657,null,94,null,103,null,8885,null,655,null,9223,null,706,null,480,null,321,null,8743,null,724,null,2111,null,293,null,65,null,111,null,2046,null,312,null,1175,null,456,null,80,null,94,null,1095,null,439,null,347,null,220,null,0,null,244,null,347,null,220,null,24754,null,957,null,10378,null,848,null,0,null,244,null,10378,null,848,null,9509,null,821,null,102,null,169,null,9407,null,764,null,3441,null,527,null,0,null,244,null,3441,null,527,null,668,null,232,null,0,null,244,null,668,null,232,null,758,null,259,null,0,null,244,null,758,null,259,null,0400000US20,Kansas,20
30114,null,1485,null,13135,null,815,null,5261,null,922,null,60,null,81,null,5201,null,927,null,6157,null,835,null,43,null,72,null,6114,null,831,null,1238,null,407,null,160,null,157,null,1078,null,369,null,379,null,250,null,74,null,128,null,305,null,240,null,100,null,99,null,0,null,273,null,100,null,99,null,16979,null,1250,null,5612,null,966,null,0,null,273,null,5612,null,966,null,8203,null,1028,null,116,null,203,null,8087,null,1000,null,1557,null,785,null,0,null,273,null,1557,null,785,null,1039,null,468,null,0,null,273,null,1039,null,468,null,568,null,413,null,0,null,273,null,568,null,413,null,0400000US21,Kentucky,21
48827,null,1909,null,22401,null,1442,null,8614,null,923,null,102,null,117,null,8512,null,917,null,9426,null,986,null,527,null,330,null,8899,null,965,null,2767,null,680,null,56,null,95,null,2711,null,689,null,1239,null,512,null,93,null,118,null,1146,null,506,null,355,null,318,null,0,null,281,null,355,null,318,null,26426,null,1265,null,9970,null,1199,null,172,null,210,null,9798,null,1170,null,9680,null,989,null,0,null,281,null,9680,null,989,null,4070,null,907,null,0,null,281,null,4070,null,907,null,1250,null,519,null,0,null,281,null,1250,null,519,null,1456,null,592,null,0,null,281,null,1456,null,592,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
225363,null,2478,null,106764,null,1513,null,34746,null,1174,null,440,null,392,null,34306,null,1140,null,45116,null,975,null,1413,null,622,null,43703,null,1123,null,14400,null,594,null,759,null,330,null,13641,null,604,null,9012,null,496,null,488,null,351,null,8524,null,611,null,3490,null,531,null,265,null,273,null,3225,null,538,null,118599,null,1484,null,38270,null,1336,null,630,null,415,null,37640,null,1277,null,48983,null,1072,null,85,null,132,null,48898,null,1068,null,17102,null,724,null,0,null,285,null,17102,null,724,null,9123,null,611,null,0,null,285,null,9123,null,611,null,5121,null,627,null,0,null,285,null,5121,null,627,null,0400000US24,Maryland,24
253425,null,2479,null,123013,null,1519,null,48478,null,1254,null,594,null,386,null,47884,null,1345,null,52111,null,1139,null,317,null,213,null,51794,null,1163,null,12650,null,713,null,262,null,281,null,12388,null,729,null,6090,null,449,null,433,null,313,null,5657,null,540,null,3684,null,541,null,179,null,161,null,3505,null,530,null,130412,null,1787,null,53090,null,1575,null,371,null,363,null,52719,null,1649,null,51997,null,1206,null,113,null,161,null,51884,null,1210,null,13180,null,490,null,0,null,283,null,13180,null,490,null,6958,null,538,null,0,null,283,null,6958,null,538,null,5187,null,460,null,73,null,122,null,5114,null,475,null,0400000US25,Massachusetts,25
178673,null,2356,null,86996,null,1669,null,33395,null,1286,null,695,null,633,null,32700,null,1415,null,37168,null,1164,null,527,null,470,null,36641,null,1185,null,9201,null,703,null,382,null,330,null,8819,null,722,null,5472,null,846,null,230,null,272,null,5242,null,811,null,1760,null,713,null,246,null,238,null,1514,null,681,null,91677,null,1526,null,33484,null,1080,null,285,null,340,null,33199,null,1097,null,39347,null,1351,null,0,null,244,null,39347,null,1351,null,10251,null,927,null,91,null,135,null,10160,null,900,null,6025,null,750,null,0,null,244,null,6025,null,750,null,2570,null,767,null,0,null,244,null,2570,null,767,null,0400000US26,Michigan,26
134806,null,1800,null,64004,null,1271,null,29505,null,1130,null,255,null,256,null,29250,null,1165,null,25992,null,914,null,376,null,311,null,25616,null,980,null,4547,null,500,null,563,null,292,null,3984,null,420,null,3174,null,523,null,260,null,213,null,2914,null,482,null,786,null,391,null,154,null,223,null,632,null,325,null,70802,null,1547,null,32123,null,1229,null,0,null,213,null,32123,null,1229,null,26488,null,1234,null,247,null,219,null,26241,null,1225,null,7184,null,609,null,0,null,213,null,7184,null,609,null,2926,null,543,null,0,null,213,null,2926,null,543,null,2081,null,512,null,0,null,213,null,2081,null,512,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
65642,null,2203,null,32117,null,1583,null,12174,null,1343,null,181,null,175,null,11993,null,1318,null,13355,null,967,null,315,null,267,null,13040,null,1004,null,3310,null,567,null,502,null,353,null,2808,null,490,null,1903,null,546,null,50,null,72,null,1853,null,534,null,1375,null,626,null,42,null,72,null,1333,null,629,null,33525,null,1419,null,13780,null,1208,null,85,null,97,null,13695,null,1223,null,12566,null,735,null,15,null,27,null,12551,null,738,null,3927,null,578,null,0,null,259,null,3927,null,578,null,1906,null,567,null,0,null,259,null,1906,null,567,null,1346,null,549,null,0,null,259,null,1346,null,549,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
20760,null,1247,null,9826,null,807,null,4725,null,574,null,276,null,266,null,4449,null,553,null,3472,null,408,null,106,null,133,null,3366,null,387,null,971,null,472,null,263,null,282,null,708,null,351,null,446,null,291,null,45,null,77,null,401,null,274,null,212,null,165,null,47,null,75,null,165,null,137,null,10934,null,800,null,4653,null,497,null,111,null,95,null,4542,null,486,null,4261,null,535,null,0,null,228,null,4261,null,535,null,1406,null,327,null,0,null,228,null,1406,null,327,null,435,null,213,null,0,null,228,null,435,null,213,null,179,null,156,null,0,null,228,null,179,null,156,null,0400000US31,Nebraska,31
138109,null,2274,null,60321,null,1396,null,18898,null,1053,null,1274,null,580,null,17624,null,1077,null,24702,null,948,null,2428,null,898,null,22274,null,1176,null,8353,null,482,null,1751,null,514,null,6602,null,698,null,5055,null,381,null,660,null,291,null,4395,null,481,null,3313,null,370,null,773,null,277,null,2540,null,459,null,77788,null,1532,null,21994,null,1049,null,133,null,217,null,21861,null,1039,null,31275,null,901,null,212,null,172,null,31063,null,919,null,12283,null,310,null,0,null,302,null,12283,null,310,null,7611,null,638,null,120,null,111,null,7491,null,645,null,4625,null,341,null,0,null,302,null,4625,null,341,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
510972,null,2542,null,251403,null,1526,null,81835,null,1297,null,1069,null,527,null,80766,null,1506,null,112252,null,1221,null,1408,null,576,null,110844,null,1327,null,31907,null,810,null,777,null,395,null,31130,null,871,null,18546,null,1235,null,1323,null,456,null,17223,null,1213,null,6863,null,919,null,241,null,236,null,6622,null,920,null,259569,null,1692,null,82709,null,1374,null,0,null,279,null,82709,null,1374,null,112177,null,1054,null,147,null,153,null,112030,null,1075,null,34396,null,925,null,0,null,279,null,34396,null,925,null,18616,null,1197,null,0,null,279,null,18616,null,1197,null,11671,null,1038,null,180,null,218,null,11491,null,1048,null,0400000US34,New Jersey,34
20351,null,1439,null,7954,null,946,null,3344,null,798,null,241,null,252,null,3103,null,801,null,2743,null,761,null,0,null,283,null,2743,null,761,null,1155,null,390,null,49,null,80,null,1106,null,385,null,561,null,325,null,0,null,283,null,561,null,325,null,151,null,165,null,0,null,283,null,151,null,165,null,12397,null,1159,null,3803,null,918,null,0,null,283,null,3803,null,918,null,4674,null,717,null,458,null,356,null,4216,null,713,null,2299,null,784,null,0,null,283,null,2299,null,784,null,804,null,564,null,0,null,283,null,804,null,564,null,817,null,324,null,0,null,283,null,817,null,324,null,0400000US35,New Mexico,35
1069368,null,5008,null,517777,null,3414,null,174192,null,2449,null,1765,null,794,null,172427,null,2519,null,215781,null,2120,null,2011,null,714,null,213770,null,2226,null,71548,null,1199,null,1419,null,486,null,70129,null,1213,null,36436,null,1146,null,796,null,368,null,35640,null,1158,null,19820,null,686,null,2389,null,807,null,17431,null,1027,null,551591,null,2702,null,187696,null,2522,null,273,null,240,null,187423,null,2591,null,222631,null,2079,null,187,null,153,null,222444,null,2075,null,72633,null,1201,null,0,null,277,null,72633,null,1201,null,40892,null,880,null,86,null,108,null,40806,null,912,null,27739,null,759,null,50,null,84,null,27689,null,780,null,0400000US36,New York,36
133901,null,2342,null,61476,null,1756,null,24083,null,1122,null,256,null,246,null,23827,null,1207,null,26020,null,1691,null,1184,null,647,null,24836,null,1553,null,5607,null,727,null,300,null,270,null,5307,null,686,null,3844,null,799,null,310,null,249,null,3534,null,738,null,1922,null,716,null,318,null,267,null,1604,null,660,null,72425,null,1981,null,27077,null,1729,null,0,null,287,null,27077,null,1729,null,30812,null,1296,null,175,null,170,null,30637,null,1308,null,7360,null,964,null,151,null,217,null,7209,null,950,null,4558,null,879,null,0,null,287,null,4558,null,879,null,2618,null,708,null,27,null,47,null,2591,null,708,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
134643,null,2305,null,64372,null,1633,null,24560,null,1145,null,283,null,267,null,24277,null,1169,null,27850,null,1380,null,661,null,350,null,27189,null,1392,null,6509,null,796,null,188,null,159,null,6321,null,800,null,3364,null,668,null,92,null,112,null,3272,null,669,null,2089,null,727,null,151,null,162,null,1938,null,701,null,70271,null,1760,null,25285,null,1337,null,26,null,46,null,25259,null,1334,null,29439,null,1612,null,192,null,308,null,29247,null,1669,null,8413,null,925,null,26,null,49,null,8387,null,935,null,4106,null,644,null,0,null,267,null,4106,null,644,null,3028,null,645,null,0,null,267,null,3028,null,645,null,0400000US39,Ohio,39
45919,null,2050,null,21745,null,1257,null,9718,null,1389,null,156,null,199,null,9562,null,1371,null,8196,null,970,null,642,null,363,null,7554,null,910,null,2033,null,433,null,170,null,191,null,1863,null,385,null,1181,null,424,null,250,null,226,null,931,null,370,null,617,null,291,null,117,null,147,null,500,null,277,null,24174,null,1330,null,9034,null,807,null,37,null,61,null,8997,null,813,null,9452,null,1044,null,0,null,251,null,9452,null,1044,null,3265,null,566,null,153,null,290,null,3112,null,509,null,1023,null,399,null,0,null,251,null,1023,null,399,null,1400,null,509,null,0,null,251,null,1400,null,509,null,0400000US40,Oklahoma,40
106085,null,2353,null,46890,null,1785,null,16710,null,1062,null,351,null,283,null,16359,null,1111,null,19817,null,1222,null,404,null,270,null,19413,null,1201,null,4776,null,609,null,120,null,159,null,4656,null,576,null,3148,null,486,null,435,null,277,null,2713,null,475,null,2439,null,655,null,496,null,253,null,1943,null,609,null,59195,null,1567,null,19357,null,1262,null,179,null,284,null,19178,null,1264,null,24134,null,977,null,0,null,275,null,24134,null,977,null,8333,null,657,null,51,null,86,null,8282,null,680,null,4546,null,498,null,43,null,66,null,4503,null,490,null,2825,null,570,null,0,null,275,null,2825,null,570,null,0400000US41,Oregon,41
