B17010G_001E,B17010G_001EA,B17010G_001M,B17010G_001MA,B17010G_002E,B17010G_002EA,B17010G_002M,B17010G_002MA,B17010G_003E,B17010G_003EA,B17010G_003M,B17010G_003MA,B17010G_004E,B17010G_004EA,B17010G_004M,B17010G_004MA,B17010G_005E,B17010G_005EA,B17010G_005M,B17010G_005MA,B17010G_006E,B17010G_006EA,B17010G_006M,B17010G_006MA,B17010G_007E,B17010G_007EA,B17010G_007M,B17010G_007MA,B17010G_008E,B17010G_008EA,B17010G_008M,B17010G_008MA,B17010G_009E,B17010G_009EA,B17010G_009M,B17010G_009MA,B17010G_010E,B17010G_010EA,B17010G_010M,B17010G_010MA,B17010G_011E,B17010G_011EA,B17010G_011M,B17010G_011MA,B17010G_012E,B17010G_012EA,B17010G_012M,B17010G_012MA,B17010G_013E,B17010G_013EA,B17010G_013M,B17010G_013MA,B17010G_014E,B17010G_014EA,B17010G_014M,B17010G_014MA,B17010G_015E,B17010G_015EA,B17010G_015M,B17010G_015MA,B17010G_016E,B17010G_016EA,B17010G_016M,B17010G_016MA,B17010G_017E,B17010G_017EA,B17010G_017M,B17010G_017MA,B17010G_018E,B17010G_018EA,B17010G_018M,B17010G_018MA,B17010G_019E,B17010G_019EA,B17010G_019M,B17010G_019MA,B17010G_020E,B17010G_020EA,B17010G_020M,B17010G_020MA,B17010G_021E,B17010G_021EA,B17010G_021M,B17010G_021MA,B17010G_022E,B17010G_022EA,B17010G_022M,B17010G_022MA,B17010G_023E,B17010G_023EA,B17010G_023M,B17010G_023MA,B17010G_024E,B17010G_024EA,B17010G_024M,B17010G_024MA,B17010G_025E,B17010G_025EA,B17010G_025M,B17010G_025MA,B17010G_026E,B17010G_026EA,B17010G_026M,B17010G_026MA,B17010G_027E,B17010G_027EA,B17010G_027M,B17010G_027MA,B17010G_028E,B17010G_028EA,B17010G_028M,B17010G_028MA,B17010G_029E,B17010G_029EA,B17010G_029M,B17010G_029MA,B17010G_030E,B17010G_030EA,B17010G_030M,B17010G_030MA,B17010G_031E,B17010G_031EA,B17010G_031M,B17010G_031MA,B17010G_032E,B17010G_032EA,B17010G_032M,B17010G_032MA,B17010G_033E,B17010G_033EA,B17010G_033M,B17010G_033MA,B17010G_034E,B17010G_034EA,B17010G_034M,B17010G_034MA,B17010G_035E,B17010G_035EA,B17010G_035M,B17010G_035MA,B17010G_036E,B17010G_036EA,B17010G_036M,B17010G_036MA,B17010G_037E,B17010G_037EA,B17010G_037M,B17010G_037MA,B17010G_038E,B17010G_038EA,B17010G_038M,B17010G_038MA,B17010G_039E,B17010G_039EA,B17010G_039M,B17010G_039MA,B17010G_040E,B17010G_040EA,B17010G_040M,B17010G_040MA,B17010G_041E,B17010G_041EA,B17010G_041M,B17010G_041MA,GEO_ID,NAME,state
21909,null,2595,null,3560,null,1110,null,1456,null,548,null,1099,null,517,null,401,null,316,null,268,null,201,null,430,null,300,null,357,null,237,null,2104,null,871,null,159,null,230,null,159,null,230,null,135,null,227,null,24,null,44,null,0,null,296,null,0,null,296,null,1945,null,830,null,1750,null,785,null,351,null,335,null,564,null,297,null,835,null,574,null,195,null,214,null,18349,null,2396,null,11930,null,1849,null,6821,null,1348,null,1124,null,542,null,2203,null,835,null,3494,null,1043,null,5109,null,1045,null,6419,null,1425,null,2149,null,878,null,1619,null,768,null,690,null,560,null,168,null,208,null,761,null,521,null,530,null,330,null,4270,null,988,null,2763,null,850,null,454,null,270,null,347,null,380,null,1962,null,719,null,1507,null,622,null,0400000US13,Georgia,13
55081,null,3543,null,6037,null,1436,null,1391,null,535,null,950,null,459,null,68,null,121,null,268,null,226,null,614,null,385,null,441,null,296,null,4646,null,1282,null,634,null,577,null,634,null,577,null,0,null,275,null,0,null,275,null,634,null,577,null,0,null,275,null,4012,null,1118,null,3927,null,1121,null,658,null,378,null,1915,null,879,null,1354,null,541,null,85,null,127,null,49044,null,3373,null,33359,null,2515,null,19348,null,2222,null,3842,null,1133,null,5489,null,1320,null,10017,null,1449,null,14011,null,1761,null,15685,null,1772,null,5502,null,1310,null,2885,null,1018,null,473,null,300,null,938,null,670,null,1474,null,642,null,2617,null,856,null,10183,null,1402,null,7299,null,1179,null,1119,null,451,null,2568,null,852,null,3612,null,861,null,2884,null,798,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
28400,null,2732,null,4210,null,1044,null,1238,null,468,null,923,null,424,null,222,null,264,null,487,null,308,null,214,null,158,null,315,null,242,null,2972,null,967,null,190,null,176,null,108,null,144,null,46,null,83,null,0,null,269,null,62,null,127,null,82,null,99,null,2782,null,940,null,2782,null,940,null,871,null,619,null,751,null,410,null,1160,null,506,null,0,null,269,null,24190,null,2293,null,16833,null,1830,null,9513,null,1311,null,1500,null,653,null,2880,null,783,null,5133,null,968,null,7320,null,1364,null,7357,null,1327,null,2035,null,792,null,694,null,533,null,0,null,269,null,345,null,484,null,349,null,215,null,1341,null,557,null,5322,null,1078,null,3877,null,905,null,786,null,496,null,925,null,514,null,2166,null,709,null,1445,null,527,null,0400000US17,Illinois,17
17173,null,1986,null,3979,null,1112,null,1060,null,409,null,927,null,402,null,322,null,297,null,297,null,225,null,308,null,236,null,133,null,144,null,2919,null,983,null,591,null,337,null,546,null,322,null,176,null,231,null,316,null,230,null,54,null,92,null,45,null,82,null,2328,null,949,null,2127,null,936,null,871,null,736,null,576,null,471,null,680,null,415,null,201,null,143,null,13194,null,1554,null,9414,null,1357,null,5227,null,946,null,677,null,443,null,1139,null,432,null,3411,null,783,null,4187,null,1044,null,3780,null,846,null,1106,null,448,null,556,null,383,null,0,null,269,null,63,null,126,null,493,null,376,null,550,null,320,null,2674,null,741,null,1742,null,667,null,190,null,210,null,38,null,66,null,1514,null,631,null,932,null,472,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
13508,null,1579,null,2687,null,746,null,731,null,366,null,575,null,306,null,226,null,195,null,140,null,191,null,209,null,140,null,156,null,173,null,1956,null,625,null,210,null,212,null,210,null,212,null,0,null,244,null,38,null,64,null,172,null,203,null,0,null,244,null,1746,null,599,null,1719,null,600,null,872,null,528,null,449,null,444,null,398,null,367,null,27,null,52,null,10821,null,1369,null,6516,null,1055,null,2904,null,843,null,754,null,396,null,585,null,425,null,1565,null,580,null,3612,null,775,null,4305,null,1031,null,1695,null,730,null,1047,null,586,null,180,null,215,null,65,null,104,null,802,null,536,null,648,null,425,null,2610,null,729,null,2043,null,641,null,105,null,130,null,575,null,390,null,1363,null,517,null,567,null,369,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
23767,null,2388,null,4249,null,1136,null,750,null,338,null,580,null,255,null,0,null,283,null,371,null,249,null,209,null,203,null,170,null,178,null,3499,null,1067,null,497,null,336,null,497,null,336,null,0,null,283,null,323,null,327,null,174,null,166,null,0,null,283,null,3002,null,1046,null,2393,null,979,null,236,null,207,null,504,null,371,null,1653,null,887,null,609,null,575,null,19518,null,1934,null,12577,null,1429,null,6914,null,1036,null,1108,null,474,null,2345,null,758,null,3461,null,770,null,5663,null,1231,null,6941,null,1355,null,2212,null,851,null,1228,null,631,null,71,null,116,null,228,null,368,null,929,null,486,null,984,null,544,null,4729,null,1093,null,3204,null,1013,null,334,null,281,null,400,null,292,null,2470,null,976,null,1525,null,583,null,0400000US25,Massachusetts,25
28945,null,2484,null,6746,null,1367,null,2162,null,682,null,1810,null,657,null,111,null,94,null,553,null,418,null,1146,null,473,null,352,null,302,null,4584,null,1187,null,659,null,373,null,480,null,293,null,176,null,174,null,0,null,244,null,304,null,194,null,179,null,215,null,3925,null,1069,null,3656,null,1000,null,1031,null,678,null,1154,null,645,null,1471,null,586,null,269,null,272,null,22199,null,2174,null,14304,null,1729,null,8074,null,1309,null,1369,null,537,null,1789,null,604,null,4916,null,990,null,6230,null,1192,null,7895,null,1232,null,1979,null,687,null,1258,null,590,null,385,null,269,null,167,null,166,null,706,null,508,null,721,null,392,null,5916,null,1112,null,4312,null,1035,null,476,null,332,null,681,null,465,null,3155,null,955,null,1604,null,577,null,0400000US26,Michigan,26
11679,null,1586,null,2103,null,694,null,861,null,403,null,808,null,406,null,0,null,213,null,562,null,350,null,246,null,212,null,53,null,86,null,1242,null,500,null,160,null,243,null,160,null,243,null,142,null,236,null,0,null,213,null,18,null,50,null,0,null,213,null,1082,null,435,null,998,null,418,null,242,null,215,null,266,null,237,null,490,null,240,null,84,null,141,null,9576,null,1481,null,5953,null,1190,null,3486,null,840,null,790,null,359,null,948,null,523,null,1748,null,501,null,2467,null,749,null,3623,null,929,null,758,null,354,null,620,null,348,null,262,null,286,null,63,null,83,null,295,null,205,null,138,null,120,null,2865,null,864,null,2122,null,745,null,184,null,168,null,175,null,202,null,1763,null,692,null,743,null,404,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
19089,null,2010,null,4448,null,955,null,906,null,425,null,548,null,383,null,384,null,351,null,21,null,39,null,143,null,147,null,358,null,250,null,3542,null,961,null,378,null,320,null,378,null,320,null,26,null,56,null,149,null,158,null,203,null,260,null,0,null,259,null,3164,null,863,null,3020,null,854,null,1556,null,654,null,635,null,365,null,829,null,470,null,144,null,94,null,14641,null,1894,null,10703,null,1490,null,5515,null,1227,null,1157,null,478,null,1458,null,774,null,2900,null,821,null,5188,null,829,null,3938,null,1060,null,1240,null,578,null,815,null,469,null,15,null,29,null,77,null,79,null,723,null,471,null,425,null,324,null,2698,null,855,null,1724,null,772,null,235,null,194,null,427,null,393,null,1062,null,673,null,974,null,490,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
14715,null,2003,null,2028,null,703,null,590,null,333,null,414,null,257,null,89,null,110,null,108,null,129,null,217,null,174,null,176,null,223,null,1438,null,669,null,126,null,159,null,51,null,100,null,51,null,100,null,0,null,302,null,0,null,302,null,75,null,124,null,1312,null,645,null,1255,null,637,null,434,null,433,null,517,null,414,null,304,null,250,null,57,null,94,null,12687,null,1969,null,9051,null,1476,null,5088,null,1085,null,677,null,440,null,1440,null,632,null,2971,null,756,null,3963,null,1082,null,3636,null,1050,null,1262,null,679,null,661,null,497,null,154,null,247,null,0,null,302,null,507,null,438,null,601,null,401,null,2374,null,834,null,1728,null,735,null,163,null,153,null,283,null,234,null,1282,null,643,null,646,null,305,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
31310,null,2858,null,3060,null,887,null,715,null,400,null,208,null,219,null,91,null,120,null,0,null,279,null,117,null,178,null,507,null,333,null,2345,null,790,null,40,null,63,null,0,null,279,null,0,null,279,null,0,null,279,null,0,null,279,null,40,null,63,null,2305,null,788,null,2280,null,785,null,483,null,333,null,822,null,567,null,975,null,429,null,25,null,43,null,28250,null,2773,null,17033,null,2394,null,10779,null,1872,null,2515,null,894,null,1937,null,677,null,6327,null,1441,null,6254,null,1330,null,11217,null,1796,null,3203,null,932,null,1689,null,671,null,249,null,259,null,148,null,187,null,1292,null,595,null,1514,null,688,null,8014,null,1452,null,5092,null,1294,null,698,null,507,null,893,null,586,null,3501,null,1099,null,2922,null,800,null,0400000US34,New Jersey,34
