C20005D_001E,C20005D_001EA,C20005D_001M,C20005D_001MA,C20005D_002E,C20005D_002EA,C20005D_002M,C20005D_002MA,C20005D_003E,C20005D_003EA,C20005D_003M,C20005D_003MA,C20005D_004E,C20005D_004EA,C20005D_004M,C20005D_004MA,C20005D_005E,C20005D_005EA,C20005D_005M,C20005D_005MA,C20005D_006E,C20005D_006EA,C20005D_006M,C20005D_006MA,C20005D_007E,C20005D_007EA,C20005D_007M,C20005D_007MA,C20005D_008E,C20005D_008EA,C20005D_008M,C20005D_008MA,C20005D_009E,C20005D_009EA,C20005D_009M,C20005D_009MA,C20005D_010E,C20005D_010EA,C20005D_010M,C20005D_010MA,C20005D_011E,C20005D_011EA,C20005D_011M,C20005D_011MA,C20005D_012E,C20005D_012EA,C20005D_012M,C20005D_012MA,C20005D_013E,C20005D_013EA,C20005D_013M,C20005D_013MA,C20005D_014E,C20005D_014EA,C20005D_014M,C20005D_014MA,C20005D_015E,C20005D_015EA,C20005D_015M,C20005D_015MA,C20005D_016E,C20005D_016EA,C20005D_016M,C20005D_016MA,C20005D_017E,C20005D_017EA,C20005D_017M,C20005D_017MA,C20005D_018E,C20005D_018EA,C20005D_018M,C20005D_018MA,C20005D_019E,C20005D_019EA,C20005D_019M,C20005D_019MA,C20005D_020E,C20005D_020EA,C20005D_020M,C20005D_020MA,C20005D_021E,C20005D_021EA,C20005D_021M,C20005D_021MA,C20005D_022E,C20005D_022EA,C20005D_022M,C20005D_022MA,C20005D_023E,C20005D_023EA,C20005D_023M,C20005D_023MA,C20005D_024E,C20005D_024EA,C20005D_024M,C20005D_024MA,C20005D_025E,C20005D_025EA,C20005D_025M,C20005D_025MA,C20005D_026E,C20005D_026EA,C20005D_026M,C20005D_026MA,C20005D_027E,C20005D_027EA,C20005D_027M,C20005D_027MA,C20005D_028E,C20005D_028EA,C20005D_028M,C20005D_028MA,C20005D_029E,C20005D_029EA,C20005D_029M,C20005D_029MA,C20005D_030E,C20005D_030EA,C20005D_030M,C20005D_030MA,C20005D_031E,C20005D_031EA,C20005D_031M,C20005D_031MA,C20005D_032E,C20005D_032EA,C20005D_032M,C20005D_032MA,C20005D_033E,C20005D_033EA,C20005D_033M,C20005D_033MA,C20005D_034E,C20005D_034EA,C20005D_034M,C20005D_034MA,C20005D_035E,C20005D_035EA,C20005D_035M,C20005D_035MA,C20005D_036E,C20005D_036EA,C20005D_036M,C20005D_036MA,C20005D_037E,C20005D_037EA,C20005D_037M,C20005D_037MA,C20005D_038E,C20005D_038EA,C20005D_038M,C20005D_038MA,C20005D_039E,C20005D_039EA,C20005D_039M,C20005D_039MA,GEO_ID,NAME,state
225446,null,3860,null,110440,null,2959,null,60649,null,3186,null,0,null,296,null,60649,null,3186,null,1231,null,631,null,6142,null,1385,null,8947,null,1499,null,15568,null,2108,null,11514,null,1761,null,17247,null,2102,null,49791,null,3577,null,27415,null,3086,null,22376,null,2216,null,11287,null,2312,null,3850,null,983,null,2195,null,586,null,2136,null,654,null,1712,null,816,null,1196,null,525,null,115006,null,2358,null,40296,null,2689,null,0,null,296,null,40296,null,2689,null,1974,null,637,null,7236,null,1446,null,8031,null,1438,null,9368,null,1643,null,7490,null,1472,null,6197,null,1286,null,74710,null,3315,null,46455,null,2945,null,28255,null,3067,null,14370,null,2155,null,6567,null,1319,null,3201,null,829,null,2492,null,782,null,813,null,377,null,812,null,403,null,0400000US13,Georgia,13
421270,null,7674,null,193386,null,4625,null,96937,null,3830,null,14,null,24,null,96923,null,3834,null,1178,null,431,null,9791,null,1436,null,14310,null,1947,null,31384,null,2524,null,21709,null,2418,null,18551,null,1675,null,96449,null,4058,null,58804,null,2461,null,37645,null,3374,null,15743,null,1718,null,8709,null,2095,null,4950,null,1079,null,5013,null,1087,null,2410,null,685,null,820,null,355,null,227884,null,4446,null,91737,null,3468,null,73,null,119,null,91664,null,3498,null,2884,null,824,null,11002,null,1610,null,21532,null,2351,null,31618,null,2722,null,16377,null,1494,null,8251,null,1032,null,136147,null,3546,null,90457,null,2872,null,45690,null,3239,null,19920,null,2118,null,11591,null,1453,null,6611,null,1532,null,4519,null,960,null,2213,null,694,null,836,null,398,null,0400000US15,Hawaii,15
13589,null,1064,null,6119,null,773,null,3178,null,723,null,0,null,263,null,3178,null,723,null,0,null,263,null,169,null,206,null,944,null,701,null,911,null,548,null,515,null,281,null,639,null,381,null,2941,null,777,null,1403,null,589,null,1538,null,521,null,761,null,399,null,433,null,310,null,18,null,30,null,198,null,183,null,53,null,89,null,75,null,131,null,7470,null,884,null,2458,null,755,null,0,null,263,null,2458,null,755,null,255,null,165,null,741,null,467,null,688,null,440,null,513,null,342,null,101,null,121,null,160,null,134,null,5012,null,871,null,2760,null,700,null,2252,null,739,null,1119,null,599,null,709,null,421,null,400,null,374,null,0,null,263,null,0,null,263,null,24,null,41,null,0400000US16,Idaho,16
445467,null,3643,null,216808,null,2537,null,120994,null,3198,null,0,null,269,null,120994,null,3198,null,2955,null,803,null,9050,null,1449,null,14747,null,2252,null,26835,null,2724,null,26772,null,2510,null,40635,null,2837,null,95814,null,3770,null,48109,null,3176,null,47705,null,3216,null,21120,null,1928,null,10154,null,1541,null,5279,null,986,null,5104,null,1102,null,3128,null,889,null,2920,null,658,null,228659,null,2544,null,87330,null,3870,null,0,null,269,null,87330,null,3870,null,2017,null,803,null,9442,null,2060,null,11612,null,1661,null,26068,null,2761,null,21257,null,1900,null,16934,null,2131,null,141329,null,4487,null,83344,null,3877,null,57985,null,3298,null,27532,null,2484,null,13257,null,1835,null,6023,null,1242,null,5900,null,1216,null,2709,null,864,null,2564,null,611,null,0400000US17,Illinois,17
69791,null,1900,null,32227,null,1504,null,15666,null,1633,null,0,null,269,null,15666,null,1633,null,404,null,326,null,1797,null,757,null,2126,null,816,null,2884,null,871,null,3570,null,978,null,4885,null,975,null,16561,null,1407,null,7269,null,1091,null,9292,null,1227,null,4495,null,1204,null,2287,null,806,null,907,null,508,null,640,null,344,null,325,null,210,null,638,null,363,null,37564,null,1851,null,11307,null,1417,null,0,null,269,null,11307,null,1417,null,532,null,305,null,2112,null,755,null,1567,null,639,null,3284,null,929,null,1885,null,766,null,1927,null,526,null,26257,null,1764,null,16390,null,2041,null,9867,null,1338,null,5190,null,1104,null,1743,null,596,null,983,null,485,null,830,null,445,null,660,null,418,null,461,null,209,null,0400000US18,Indiana,18
35905,null,1742,null,15967,null,1444,null,8322,null,1271,null,0,null,228,null,8322,null,1271,null,48,null,86,null,275,null,215,null,1541,null,623,null,2020,null,784,null,2023,null,851,null,2415,null,783,null,7645,null,1112,null,2880,null,758,null,4765,null,872,null,2284,null,544,null,957,null,536,null,714,null,423,null,446,null,361,null,104,null,125,null,260,null,274,null,19938,null,1389,null,6843,null,1174,null,0,null,228,null,6843,null,1174,null,700,null,484,null,1085,null,471,null,2077,null,555,null,1819,null,615,null,774,null,401,null,388,null,233,null,13095,null,1480,null,6988,null,1400,null,6107,null,957,null,3717,null,944,null,1217,null,523,null,811,null,482,null,250,null,216,null,26,null,48,null,86,null,142,null,0400000US19,Iowa,19
48133,null,1381,null,22513,null,1041,null,12347,null,1002,null,0,null,244,null,12347,null,1002,null,607,null,560,null,912,null,465,null,1567,null,531,null,2916,null,698,null,3116,null,804,null,3229,null,695,null,10166,null,1226,null,3949,null,840,null,6217,null,928,null,2849,null,674,null,1180,null,454,null,539,null,290,null,870,null,470,null,564,null,310,null,215,null,178,null,25620,null,970,null,9963,null,1360,null,0,null,244,null,9963,null,1360,null,38,null,66,null,1971,null,764,null,2995,null,887,null,2294,null,683,null,1618,null,595,null,1047,null,398,null,15657,null,1217,null,8303,null,907,null,7354,null,1151,null,3593,null,863,null,2418,null,732,null,615,null,356,null,688,null,378,null,40,null,63,null,0,null,244,null,0400000US20,Kansas,20
31379,null,1487,null,14249,null,919,null,9690,null,1091,null,0,null,273,null,9690,null,1091,null,140,null,180,null,700,null,397,null,1578,null,653,null,1464,null,617,null,2109,null,1023,null,3699,null,917,null,4559,null,961,null,1858,null,545,null,2701,null,766,null,1021,null,437,null,850,null,535,null,251,null,278,null,377,null,321,null,101,null,127,null,101,null,121,null,17130,null,1282,null,5554,null,1115,null,0,null,273,null,5554,null,1115,null,248,null,303,null,421,null,305,null,1147,null,580,null,2603,null,789,null,524,null,344,null,611,null,307,null,11576,null,1264,null,6925,null,1194,null,4651,null,1067,null,2726,null,791,null,983,null,447,null,335,null,264,null,443,null,452,null,58,null,96,null,106,null,171,null,0400000US21,Kentucky,21
50722,null,2086,null,23687,null,1523,null,12413,null,1592,null,0,null,281,null,12413,null,1592,null,312,null,268,null,1402,null,535,null,2675,null,718,null,3784,null,855,null,2524,null,970,null,1716,null,570,null,11274,null,1448,null,5336,null,1006,null,5938,null,1124,null,2741,null,842,null,943,null,460,null,1247,null,557,null,829,null,507,null,92,null,145,null,86,null,104,null,27035,null,1280,null,9049,null,1164,null,0,null,281,null,9049,null,1164,null,904,null,581,null,2230,null,580,null,2104,null,678,null,1996,null,612,null,568,null,262,null,1247,null,561,null,17986,null,1462,null,10970,null,1352,null,7016,null,1431,null,3019,null,736,null,1362,null,666,null,1601,null,991,null,576,null,391,null,238,null,206,null,220,null,247,null,0400000US22,Louisiana,22
9267,null,782,null,3851,null,602,null,1951,null,544,null,0,null,230,null,1951,null,544,null,0,null,230,null,330,null,297,null,661,null,312,null,240,null,192,null,485,null,343,null,235,null,217,null,1900,null,688,null,865,null,446,null,1035,null,465,null,510,null,279,null,349,null,341,null,101,null,151,null,75,null,132,null,0,null,230,null,0,null,230,null,5416,null,606,null,1844,null,495,null,0,null,230,null,1844,null,495,null,251,null,207,null,418,null,334,null,697,null,396,null,235,null,256,null,243,null,209,null,0,null,230,null,3572,null,654,null,1694,null,593,null,1878,null,663,null,1344,null,605,null,367,null,266,null,97,null,160,null,0,null,230,null,70,null,111,null,0,null,230,null,0400000US23,Maine,23
232819,null,2512,null,110983,null,1550,null,66747,null,2374,null,0,null,285,null,66747,null,2374,null,1225,null,610,null,5457,null,1321,null,8656,null,1660,null,12251,null,1726,null,13533,null,1847,null,25625,null,2141,null,44236,null,2433,null,21989,null,1697,null,22247,null,2320,null,9500,null,1259,null,4126,null,928,null,2509,null,773,null,2360,null,798,null,1517,null,560,null,2235,null,837,null,121836,null,1547,null,53510,null,3180,null,0,null,285,null,53510,null,3180,null,1290,null,639,null,6403,null,1158,null,6817,null,1163,null,12705,null,1875,null,12087,null,1466,null,14208,null,1556,null,68326,null,3230,null,39565,null,2787,null,28761,null,2780,null,12377,null,1781,null,6698,null,1420,null,3939,null,991,null,2564,null,669,null,2065,null,1205,null,1118,null,410,null,0400000US24,Maryland,24
259954,null,2472,null,126289,null,1545,null,68380,null,2943,null,0,null,283,null,68380,null,2943,null,602,null,336,null,4027,null,902,null,7978,null,1698,null,15167,null,1945,null,12881,null,1715,null,27725,null,2337,null,57909,null,2803,null,27305,null,2001,null,30604,null,2571,null,13279,null,1731,null,6774,null,1245,null,4037,null,1144,null,2732,null,898,null,1935,null,682,null,1847,null,628,null,133665,null,1867,null,50895,null,2369,null,0,null,283,null,50895,null,2369,null,901,null,468,null,4513,null,1132,null,7998,null,1465,null,13768,null,1528,null,9887,null,1581,null,13828,null,1511,null,82770,null,2718,null,44827,null,2774,null,37943,null,2937,null,19642,null,2338,null,8682,null,1437,null,3355,null,890,null,3239,null,940,null,1484,null,681,null,1541,null,583,null,0400000US25,Massachusetts,25
184250,null,2567,null,89200,null,1754,null,45213,null,2341,null,91,null,147,null,45122,null,2342,null,861,null,597,null,3424,null,981,null,3777,null,973,null,7408,null,1540,null,9397,null,1475,null,20255,null,1683,null,43987,null,2644,null,18695,null,2270,null,25292,null,2654,null,12120,null,1780,null,5136,null,1387,null,2762,null,860,null,2237,null,889,null,774,null,460,null,2263,null,603,null,95050,null,1679,null,27990,null,2182,null,52,null,87,null,27938,null,2189,null,1541,null,728,null,4501,null,1007,null,5116,null,1386,null,6292,null,1021,null,5770,null,1052,null,4718,null,961,null,67060,null,2791,null,40176,null,2762,null,26884,null,1915,null,14600,null,1651,null,4808,null,1132,null,3052,null,783,null,2445,null,715,null,880,null,456,null,1099,null,583,null,0400000US26,Michigan,26
141311,null,1976,null,67209,null,1375,null,34942,null,2075,null,0,null,213,null,34942,null,2075,null,496,null,334,null,2981,null,837,null,5121,null,1064,null,11140,null,1718,null,6126,null,1194,null,9078,null,1147,null,32267,null,2009,null,15038,null,1828,null,17229,null,1724,null,9747,null,1258,null,3551,null,957,null,958,null,437,null,1287,null,704,null,756,null,326,null,930,null,478,null,74102,null,1543,null,28844,null,1903,null,0,null,213,null,28844,null,1903,null,584,null,413,null,4006,null,1244,null,6444,null,1252,null,9032,null,1435,null,5367,null,1206,null,3411,null,812,null,45258,null,2384,null,26601,null,1813,null,18657,null,1949,null,8641,null,1021,null,5719,null,1254,null,1765,null,613,null,1721,null,593,null,411,null,269,null,400,null,247,null,0400000US27,Minnesota,27
19235,null,2025,null,9366,null,1290,null,4751,null,1124,null,0,null,291,null,4751,null,1124,null,30,null,51,null,754,null,428,null,1372,null,601,null,1152,null,566,null,557,null,486,null,886,null,428,null,4615,null,1128,null,1740,null,741,null,2875,null,942,null,1463,null,602,null,621,null,411,null,250,null,280,null,388,null,342,null,94,null,173,null,59,null,112,null,9869,null,1517,null,4344,null,1231,null,0,null,291,null,4344,null,1231,null,0,null,291,null,1476,null,816,null,840,null,390,null,1554,null,900,null,228,null,247,null,246,null,216,null,5525,null,1083,null,3430,null,806,null,2095,null,847,null,1319,null,701,null,355,null,314,null,307,null,279,null,114,null,179,null,0,null,291,null,0,null,291,null,0400000US28,Mississippi,28
68253,null,2285,null,33222,null,1579,null,17652,null,1835,null,0,null,259,null,17652,null,1835,null,544,null,275,null,1550,null,574,null,1476,null,619,null,3860,null,1003,null,4073,null,1301,null,6149,null,1125,null,15570,null,1578,null,6752,null,1108,null,8818,null,1468,null,3213,null,878,null,2237,null,642,null,1093,null,753,null,708,null,397,null,837,null,444,null,730,null,416,null,35031,null,1610,null,13762,null,1334,null,0,null,259,null,13762,null,1334,null,115,null,106,null,1921,null,666,null,3330,null,953,null,4229,null,985,null,2215,null,610,null,1952,null,554,null,21269,null,1880,null,11124,null,1457,null,10145,null,1510,null,4843,null,1099,null,2521,null,714,null,1018,null,525,null,934,null,470,null,306,null,222,null,523,null,450,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
22300,null,1439,null,11020,null,973,null,5536,null,785,null,0,null,228,null,5536,null,785,null,104,null,164,null,600,null,323,null,1320,null,659,null,1793,null,590,null,824,null,424,null,895,null,430,null,5484,null,892,null,2217,null,695,null,3267,null,837,null,1757,null,758,null,714,null,376,null,419,null,247,null,165,null,149,null,212,null,215,null,0,null,228,null,11280,null,811,null,3462,null,558,null,0,null,228,null,3462,null,558,null,131,null,150,null,905,null,374,null,830,null,360,null,1083,null,433,null,374,null,337,null,139,null,129,null,7818,null,770,null,3931,null,829,null,3887,null,739,null,1722,null,584,null,906,null,467,null,781,null,445,null,248,null,212,null,230,null,229,null,0,null,228,null,0400000US31,Nebraska,31
143301,null,2373,null,63053,null,1522,null,33947,null,1858,null,0,null,302,null,33947,null,1858,null,158,null,156,null,4079,null,1017,null,7494,null,1368,null,9475,null,1380,null,7068,null,1361,null,5673,null,1189,null,29106,null,1791,null,15023,null,1742,null,14083,null,1354,null,5989,null,1077,null,2789,null,823,null,2030,null,755,null,2435,null,902,null,520,null,393,null,320,null,285,null,80248,null,1573,null,34615,null,2094,null,0,null,302,null,34615,null,2094,null,1095,null,566,null,4227,null,1013,null,8357,null,1390,null,11378,null,1741,null,5870,null,1224,null,3688,null,967,null,45633,null,2261,null,25992,null,1846,null,19641,null,1930,null,7473,null,1427,null,5337,null,1319,null,2448,null,806,null,2648,null,861,null,1379,null,557,null,356,null,227,null,0400000US32,Nevada,32
18591,null,1029,null,9255,null,872,null,4795,null,713,null,0,null,255,null,4795,null,713,null,94,null,112,null,472,null,249,null,447,null,315,null,922,null,494,null,898,null,540,null,1962,null,527,null,4460,null,930,null,2558,null,726,null,1902,null,642,null,1124,null,445,null,426,null,368,null,153,null,195,null,0,null,255,null,54,null,94,null,145,null,218,null,9336,null,722,null,2531,null,607,null,0,null,255,null,2531,null,607,null,106,null,100,null,297,null,255,null,552,null,345,null,803,null,396,null,169,null,265,null,604,null,267,null,6805,null,914,null,4412,null,819,null,2393,null,674,null,1180,null,422,null,580,null,369,null,118,null,99,null,466,null,361,null,49,null,75,null,0,null,255,null,0400000US33,New Hampshire,33
