C21001D_001E,C21001D_001EA,C21001D_001M,C21001D_001MA,C21001D_002E,C21001D_002EA,C21001D_002M,C21001D_002MA,C21001D_003E,C21001D_003EA,C21001D_003M,C21001D_003MA,C21001D_004E,C21001D_004EA,C21001D_004M,C21001D_004MA,C21001D_005E,C21001D_005EA,C21001D_005M,C21001D_005MA,C21001D_006E,C21001D_006EA,C21001D_006M,C21001D_006MA,C21001D_007E,C21001D_007EA,C21001D_007M,C21001D_007MA,C21001D_008E,C21001D_008EA,C21001D_008M,C21001D_008MA,C21001D_009E,C21001D_009EA,C21001D_009M,C21001D_009MA,C21001D_010E,C21001D_010EA,C21001D_010M,C21001D_010MA,C21001D_011E,C21001D_011EA,C21001D_011M,C21001D_011MA,C21001D_012E,C21001D_012EA,C21001D_012M,C21001D_012MA,C21001D_013E,C21001D_013EA,C21001D_013M,C21001D_013MA,C21001D_014E,C21001D_014EA,C21001D_014M,C21001D_014MA,C21001D_015E,C21001D_015EA,C21001D_015M,C21001D_015MA,GEO_ID,NAME,state
178673,null,2356,null,86996,null,1669,null,79764,null,1553,null,1604,null,913,null,78160,null,1701,null,7232,null,746,null,476,null,337,null,6756,null,728,null,91677,null,1526,null,83082,null,1434,null,376,null,359,null,82706,null,1458,null,8595,null,706,null,0,null,244,null,8595,null,706,null,0400000US26,Michigan,26
134806,null,1800,null,64004,null,1271,null,60044,null,1216,null,1194,null,479,null,58850,null,1354,null,3960,null,492,null,414,null,275,null,3546,null,395,null,70802,null,1547,null,65795,null,1606,null,247,null,219,null,65548,null,1601,null,5007,null,579,null,0,null,213,null,5007,null,579,null,0400000US27,Minnesota,27
18474,null,1984,null,8655,null,1304,null,8174,null,1286,null,245,null,226,null,7929,null,1323,null,481,null,361,null,122,null,167,null,359,null,303,null,9819,null,1514,null,8516,null,1539,null,0,null,291,null,8516,null,1539,null,1303,null,647,null,0,null,291,null,1303,null,647,null,0400000US28,Mississippi,28
65642,null,2203,null,32117,null,1583,null,28839,null,1513,null,998,null,491,null,27841,null,1509,null,3278,null,609,null,92,null,103,null,3186,null,595,null,33525,null,1419,null,30273,null,1466,null,100,null,107,null,30173,null,1477,null,3252,null,594,null,0,null,259,null,3252,null,594,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
20760,null,1247,null,9826,null,807,null,9168,null,748,null,645,null,383,null,8523,null,689,null,658,null,328,null,92,null,104,null,566,null,307,null,10934,null,800,null,10320,null,836,null,111,null,95,null,10209,null,825,null,614,null,229,null,0,null,228,null,614,null,229,null,0400000US31,Nebraska,31
138109,null,2274,null,60321,null,1396,null,51953,null,1436,null,5453,null,1174,null,46500,null,1756,null,8368,null,369,null,1433,null,433,null,6935,null,576,null,77788,null,1532,null,65552,null,1349,null,345,null,280,null,65207,null,1339,null,12236,null,638,null,120,null,111,null,12116,null,644,null,0400000US32,Nevada,32
17615,null,937,null,8570,null,801,null,7403,null,700,null,285,null,271,null,7118,null,765,null,1167,null,441,null,0,null,255,null,1167,null,441,null,9045,null,699,null,8461,null,712,null,14,null,26,null,8447,null,711,null,584,null,371,null,0,null,255,null,584,null,371,null,0400000US33,New Hampshire,33
510972,null,2542,null,251403,null,1526,null,225994,null,1628,null,3254,null,903,null,222740,null,1882,null,25409,null,863,null,1564,null,518,null,23845,null,898,null,259569,null,1692,null,229282,null,1850,null,147,null,153,null,229135,null,1848,null,30287,null,719,null,180,null,218,null,30107,null,752,null,0400000US34,New Jersey,34
20351,null,1439,null,7954,null,946,null,7242,null,1029,null,290,null,280,null,6952,null,1034,null,712,null,358,null,0,null,283,null,712,null,358,null,12397,null,1159,null,10776,null,1084,null,458,null,356,null,10318,null,1058,null,1621,null,575,null,0,null,283,null,1621,null,575,null,0400000US35,New Mexico,35
1069368,null,5008,null,517777,null,3414,null,461521,null,3376,null,5195,null,1239,null,456326,null,3601,null,56256,null,1071,null,3185,null,890,null,53071,null,1287,null,551591,null,2702,null,482960,null,2592,null,460,null,283,null,482500,null,2630,null,68631,null,855,null,136,null,134,null,68495,null,902,null,0400000US36,New York,36
133901,null,2342,null,61476,null,1756,null,55710,null,1715,null,1740,null,793,null,53970,null,1666,null,5766,null,831,null,628,null,365,null,5138,null,804,null,72425,null,1981,null,65249,null,2050,null,326,null,276,null,64923,null,2006,null,7176,null,996,null,27,null,47,null,7149,null,997,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
134643,null,2305,null,64372,null,1633,null,58919,null,1522,null,1132,null,508,null,57787,null,1601,null,5453,null,749,null,243,null,199,null,5210,null,727,null,70271,null,1760,null,63137,null,1808,null,244,null,317,null,62893,null,1802,null,7134,null,717,null,0,null,267,null,7134,null,717,null,0400000US39,Ohio,39
45919,null,2050,null,21745,null,1257,null,19947,null,1278,null,968,null,464,null,18979,null,1260,null,1798,null,340,null,367,null,253,null,1431,null,338,null,24174,null,1330,null,21751,null,1301,null,190,null,297,null,21561,null,1336,null,2423,null,408,null,0,null,251,null,2423,null,408,null,0400000US40,Oklahoma,40
106085,null,2353,null,46890,null,1785,null,41303,null,1776,null,875,null,466,null,40428,null,1752,null,5587,null,596,null,931,null,374,null,4656,null,563,null,59195,null,1567,null,51824,null,1490,null,230,null,297,null,51594,null,1476,null,7371,null,586,null,43,null,66,null,7328,null,601,null,0400000US41,Oregon,41
232323,null,3078,null,112346,null,2202,null,100942,null,2114,null,1625,null,547,null,99317,null,2195,null,11404,null,678,null,1316,null,555,null,10088,null,855,null,119977,null,2086,null,106158,null,1909,null,420,null,321,null,105738,null,1872,null,13819,null,902,null,105,null,166,null,13714,null,881,null,0400000US42,Pennsylvania,42
22807,null,946,null,11322,null,702,null,9834,null,676,null,347,null,229,null,9487,null,691,null,1488,null,490,null,531,null,346,null,957,null,418,null,11485,null,632,null,9946,null,778,null,96,null,166,null,9850,null,792,null,1539,null,477,null,0,null,287,null,1539,null,477,null,0400000US44,Rhode Island,44
42558,null,2213,null,18298,null,1697,null,16894,null,1710,null,735,null,347,null,16159,null,1681,null,1404,null,502,null,220,null,207,null,1184,null,498,null,24260,null,1512,null,21502,null,1374,null,593,null,493,null,20909,null,1405,null,2758,null,661,null,0,null,289,null,2758,null,661,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
64736,null,2259,null,30021,null,1457,null,27134,null,1492,null,542,null,358,null,26592,null,1498,null,2887,null,659,null,296,null,343,null,2591,null,673,null,34715,null,1521,null,31756,null,1532,null,268,null,314,null,31488,null,1522,null,2959,null,526,null,62,null,95,null,2897,null,511,null,0400000US47,Tennessee,47
651684,null,4035,null,314146,null,2912,null,287709,null,2987,null,6365,null,1370,null,281344,null,3143,null,26437,null,985,null,2382,null,814,null,24055,null,1203,null,337538,null,2774,null,302560,null,2868,null,1149,null,596,null,301411,null,2892,null,34978,null,1047,null,0,null,291,null,34978,null,1047,null,0400000US48,Texas,48
42441,null,1880,null,18892,null,1322,null,17379,null,1309,null,805,null,406,null,16574,null,1252,null,1513,null,271,null,255,null,234,null,1258,null,305,null,23549,null,940,null,21298,null,1014,null,169,null,194,null,21129,null,1036,null,2251,null,414,null,0,null,265,null,2251,null,414,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
299511,null,3072,null,137590,null,2273,null,124234,null,2347,null,6300,null,1261,null,117934,null,2677,null,13356,null,816,null,1712,null,609,null,11644,null,782,null,161921,null,2343,null,144121,null,2205,null,1343,null,499,null,142778,null,2273,null,17800,null,1017,null,150,null,166,null,17650,null,1044,null,0400000US51,Virginia,51
347357,null,4016,null,156385,null,2576,null,139036,null,2521,null,7743,null,1323,null,131293,null,2755,null,17349,null,705,null,3586,null,741,null,13763,null,732,null,190972,null,2884,null,165222,null,2755,null,1369,null,558,null,163853,null,2868,null,25750,null,798,null,113,null,126,null,25637,null,805,null,0400000US53,Washington,53
8873,null,1074,null,4180,null,741,null,3580,null,720,null,88,null,101,null,3492,null,708,null,600,null,272,null,0,null,269,null,600,null,272,null,4693,null,758,null,3914,null,809,null,42,null,69,null,3872,null,802,null,779,null,376,null,115,null,208,null,664,null,301,null,0400000US54,West Virginia,54
82327,null,1844,null,39509,null,1336,null,37362,null,1302,null,1025,null,423,null,36337,null,1360,null,2147,null,520,null,218,null,186,null,1929,null,518,null,42818,null,1496,null,39543,null,1414,null,132,null,169,null,39411,null,1414,null,3275,null,562,null,0,null,216,null,3275,null,562,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
