B19101D_001E,B19101D_001EA,B19101D_001M,B19101D_001MA,B19101D_002E,B19101D_002EA,B19101D_002M,B19101D_002MA,B19101D_003E,B19101D_003EA,B19101D_003M,B19101D_003MA,B19101D_004E,B19101D_004EA,B19101D_004M,B19101D_004MA,B19101D_005E,B19101D_005EA,B19101D_005M,B19101D_005MA,B19101D_006E,B19101D_006EA,B19101D_006M,B19101D_006MA,B19101D_007E,B19101D_007EA,B19101D_007M,B19101D_007MA,B19101D_008E,B19101D_008EA,B19101D_008M,B19101D_008MA,B19101D_009E,B19101D_009EA,B19101D_009M,B19101D_009MA,B19101D_010E,B19101D_010EA,B19101D_010M,B19101D_010MA,B19101D_011E,B19101D_011EA,B19101D_011M,B19101D_011MA,B19101D_012E,B19101D_012EA,B19101D_012M,B19101D_012MA,B19101D_013E,B19101D_013EA,B19101D_013M,B19101D_013MA,B19101D_014E,B19101D_014EA,B19101D_014M,B19101D_014MA,B19101D_015E,B19101D_015EA,B19101D_015M,B19101D_015MA,B19101D_016E,B19101D_016EA,B19101D_016M,B19101D_016MA,B19101D_017E,B19101D_017EA,B19101D_017M,B19101D_017MA,GEO_ID,NAME,state
40654,null,1952,null,1571,null,585,null,1451,null,508,null,1831,null,640,null,1789,null,827,null,1483,null,551,null,1984,null,640,null,1647,null,594,null,2097,null,803,null,1170,null,536,null,3012,null,889,null,5171,null,1087,null,6401,null,1242,null,3518,null,720,null,2904,null,760,null,2639,null,745,null,1986,null,650,null,0400000US27,Minnesota,27
5350,null,951,null,456,null,275,null,62,null,102,null,420,null,353,null,81,null,130,null,97,null,137,null,258,null,287,null,141,null,212,null,468,null,354,null,117,null,192,null,604,null,414,null,413,null,374,null,822,null,438,null,340,null,273,null,346,null,284,null,358,null,335,null,367,null,349,null,0400000US28,Mississippi,28
20034,null,1403,null,524,null,302,null,392,null,284,null,215,null,208,null,903,null,517,null,296,null,258,null,546,null,322,null,671,null,412,null,631,null,379,null,1123,null,615,null,2209,null,735,null,3164,null,793,null,2462,null,684,null,2176,null,757,null,938,null,448,null,1517,null,538,null,2267,null,736,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
5616,null,827,null,194,null,187,null,199,null,244,null,595,null,346,null,698,null,473,null,464,null,394,null,22,null,37,null,145,null,150,null,127,null,122,null,26,null,42,null,429,null,318,null,685,null,326,null,701,null,319,null,560,null,383,null,407,null,359,null,145,null,125,null,219,null,187,null,0400000US31,Nebraska,31
41087,null,2079,null,795,null,475,null,1187,null,584,null,1509,null,672,null,997,null,386,null,1843,null,736,null,2584,null,883,null,1621,null,672,null,1959,null,654,null,1598,null,567,null,3883,null,946,null,4871,null,1071,null,6110,null,1217,null,5111,null,1062,null,3114,null,933,null,2487,null,818,null,1418,null,577,null,0400000US32,Nevada,32
4851,null,759,null,162,null,151,null,49,null,59,null,147,null,179,null,214,null,241,null,79,null,140,null,236,null,311,null,201,null,181,null,169,null,206,null,300,null,253,null,390,null,343,null,579,null,414,null,410,null,296,null,266,null,214,null,758,null,516,null,330,null,215,null,561,null,379,null,0400000US33,New Hampshire,33
172714,null,3881,null,5430,null,1373,null,1907,null,751,null,2212,null,762,null,3630,null,1020,null,4406,null,1027,null,3670,null,1008,null,3336,null,906,null,3768,null,851,null,3912,null,1189,null,9404,null,1352,null,15008,null,2370,null,23876,null,2118,null,23581,null,2460,null,17852,null,1946,null,25738,null,2595,null,24984,null,2144,null,0400000US34,New Jersey,34
5135,null,1008,null,129,null,211,null,56,null,96,null,320,null,259,null,499,null,383,null,206,null,212,null,104,null,122,null,58,null,100,null,90,null,139,null,194,null,199,null,283,null,218,null,819,null,528,null,951,null,406,null,254,null,290,null,406,null,367,null,308,null,286,null,458,null,351,null,0400000US35,New Mexico,35
306613,null,5712,null,16287,null,2081,null,12838,null,1726,null,16345,null,2418,null,15429,null,2092,null,14898,null,1965,null,13364,null,2081,null,13571,null,2102,null,11442,null,1521,null,10655,null,1958,null,19363,null,2163,null,27261,null,2926,null,39020,null,3079,null,28132,null,2566,null,18995,null,2187,null,20971,null,2335,null,28042,null,2265,null,0400000US36,New York,36
40901,null,1794,null,1339,null,520,null,1339,null,566,null,1939,null,781,null,1596,null,722,null,1208,null,494,null,1344,null,586,null,1290,null,585,null,1876,null,629,null,1084,null,513,null,3580,null,949,null,4561,null,1149,null,6550,null,1104,null,4260,null,902,null,2574,null,811,null,2778,null,754,null,3583,null,809,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
43188,null,2289,null,2091,null,761,null,1036,null,452,null,1917,null,714,null,1079,null,488,null,1125,null,547,null,1340,null,627,null,1612,null,571,null,1209,null,633,null,1412,null,460,null,2661,null,844,null,5931,null,1219,null,6488,null,1253,null,4268,null,793,null,2863,null,769,null,3952,null,725,null,4204,null,923,null,0400000US39,Ohio,39
13513,null,1087,null,706,null,488,null,430,null,394,null,389,null,420,null,1052,null,461,null,421,null,266,null,662,null,347,null,694,null,361,null,553,null,417,null,718,null,503,null,1280,null,480,null,1316,null,550,null,1909,null,591,null,1019,null,457,null,1064,null,498,null,634,null,347,null,666,null,330,null,0400000US40,Oklahoma,40
31679,null,1884,null,1586,null,778,null,1222,null,602,null,1190,null,509,null,1343,null,592,null,913,null,339,null,1260,null,566,null,1328,null,575,null,1076,null,471,null,1190,null,511,null,3069,null,805,null,3876,null,908,null,4514,null,883,null,3824,null,806,null,1735,null,511,null,1643,null,555,null,1910,null,558,null,0400000US41,Oregon,41
69310,null,2419,null,3203,null,1050,null,2662,null,1011,null,2056,null,728,null,3228,null,865,null,2373,null,843,null,2692,null,788,null,2689,null,820,null,2111,null,522,null,2804,null,668,null,4242,null,1107,null,5905,null,1045,null,10676,null,1442,null,5716,null,1075,null,6583,null,1072,null,6212,null,1089,null,6158,null,960,null,0400000US42,Pennsylvania,42
6040,null,960,null,111,null,181,null,157,null,243,null,406,null,359,null,486,null,434,null,162,null,216,null,149,null,180,null,300,null,209,null,84,null,104,null,413,null,313,null,606,null,409,null,993,null,473,null,646,null,312,null,453,null,476,null,298,null,332,null,417,null,283,null,359,null,296,null,0400000US44,Rhode Island,44
14330,null,1171,null,604,null,368,null,130,null,139,null,572,null,371,null,760,null,460,null,789,null,467,null,510,null,378,null,800,null,536,null,688,null,430,null,1020,null,548,null,1655,null,771,null,1095,null,460,null,2421,null,782,null,1047,null,440,null,953,null,475,null,784,null,545,null,502,null,287,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
19296,null,1624,null,812,null,468,null,918,null,519,null,936,null,593,null,733,null,482,null,735,null,401,null,253,null,211,null,561,null,389,null,1755,null,711,null,892,null,415,null,1049,null,488,null,1990,null,665,null,2826,null,713,null,1969,null,576,null,984,null,393,null,1515,null,467,null,1368,null,532,null,0400000US47,Tennessee,47
208711,null,4054,null,8537,null,1730,null,4881,null,1082,null,6472,null,1549,null,8569,null,1356,null,7802,null,1496,null,7863,null,1393,null,8109,null,1503,null,7244,null,1397,null,7452,null,1447,null,15431,null,2096,null,20665,null,2271,null,29029,null,2472,null,26499,null,2565,null,15785,null,1908,null,17286,null,2006,null,17087,null,1856,null,0400000US48,Texas,48
11320,null,1180,null,717,null,517,null,407,null,289,null,414,null,318,null,497,null,405,null,491,null,362,null,445,null,287,null,455,null,266,null,767,null,436,null,443,null,323,null,1322,null,596,null,1584,null,600,null,1739,null,513,null,998,null,403,null,467,null,286,null,178,null,195,null,396,null,211,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
98576,null,2982,null,2704,null,769,null,1313,null,547,null,2989,null,1032,null,1565,null,547,null,2765,null,928,null,2743,null,868,null,2671,null,723,null,3197,null,1013,null,3399,null,846,null,6872,null,1493,null,8346,null,1392,null,15167,null,1809,null,13299,null,1649,null,9604,null,1490,null,10493,null,1520,null,11449,null,1608,null,0400000US51,Virginia,51
107230,null,3027,null,3812,null,914,null,3324,null,929,null,4777,null,1414,null,2535,null,867,null,4075,null,1090,null,3804,null,858,null,3474,null,853,null,4020,null,890,null,4316,null,953,null,6219,null,1256,null,10101,null,1460,null,17376,null,1872,null,13754,null,1929,null,8429,null,1203,null,9282,null,1381,null,7932,null,1245,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
24342,null,1772,null,676,null,367,null,371,null,198,null,934,null,498,null,765,null,292,null,917,null,440,null,1071,null,800,null,2125,null,989,null,604,null,343,null,984,null,457,null,2135,null,718,null,3162,null,726,null,4000,null,927,null,2385,null,811,null,1120,null,502,null,1190,null,379,null,1903,null,762,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
