B17010C_001E,B17010C_001EA,B17010C_001M,B17010C_001MA,B17010C_002E,B17010C_002EA,B17010C_002M,B17010C_002MA,B17010C_003E,B17010C_003EA,B17010C_003M,B17010C_003MA,B17010C_004E,B17010C_004EA,B17010C_004M,B17010C_004MA,B17010C_005E,B17010C_005EA,B17010C_005M,B17010C_005MA,B17010C_006E,B17010C_006EA,B17010C_006M,B17010C_006MA,B17010C_007E,B17010C_007EA,B17010C_007M,B17010C_007MA,B17010C_008E,B17010C_008EA,B17010C_008M,B17010C_008MA,B17010C_009E,B17010C_009EA,B17010C_009M,B17010C_009MA,B17010C_010E,B17010C_010EA,B17010C_010M,B17010C_010MA,B17010C_011E,B17010C_011EA,B17010C_011M,B17010C_011MA,B17010C_012E,B17010C_012EA,B17010C_012M,B17010C_012MA,B17010C_013E,B17010C_013EA,B17010C_013M,B17010C_013MA,B17010C_014E,B17010C_014EA,B17010C_014M,B17010C_014MA,B17010C_015E,B17010C_015EA,B17010C_015M,B17010C_015MA,B17010C_016E,B17010C_016EA,B17010C_016M,B17010C_016MA,B17010C_017E,B17010C_017EA,B17010C_017M,B17010C_017MA,B17010C_018E,B17010C_018EA,B17010C_018M,B17010C_018MA,B17010C_019E,B17010C_019EA,B17010C_019M,B17010C_019MA,B17010C_020E,B17010C_020EA,B17010C_020M,B17010C_020MA,B17010C_021E,B17010C_021EA,B17010C_021M,B17010C_021MA,B17010C_022E,B17010C_022EA,B17010C_022M,B17010C_022MA,B17010C_023E,B17010C_023EA,B17010C_023M,B17010C_023MA,B17010C_024E,B17010C_024EA,B17010C_024M,B17010C_024MA,B17010C_025E,B17010C_025EA,B17010C_025M,B17010C_025MA,B17010C_026E,B17010C_026EA,B17010C_026M,B17010C_026MA,B17010C_027E,B17010C_027EA,B17010C_027M,B17010C_027MA,B17010C_028E,B17010C_028EA,B17010C_028M,B17010C_028MA,B17010C_029E,B17010C_029EA,B17010C_029M,B17010C_029MA,B17010C_030E,B17010C_030EA,B17010C_030M,B17010C_030MA,B17010C_031E,B17010C_031EA,B17010C_031M,B17010C_031MA,B17010C_032E,B17010C_032EA,B17010C_032M,B17010C_032MA,B17010C_033E,B17010C_033EA,B17010C_033M,B17010C_033MA,B17010C_034E,B17010C_034EA,B17010C_034M,B17010C_034MA,B17010C_035E,B17010C_035EA,B17010C_035M,B17010C_035MA,B17010C_036E,B17010C_036EA,B17010C_036M,B17010C_036MA,B17010C_037E,B17010C_037EA,B17010C_037M,B17010C_037MA,B17010C_038E,B17010C_038EA,B17010C_038M,B17010C_038MA,B17010C_039E,B17010C_039EA,B17010C_039M,B17010C_039MA,B17010C_040E,B17010C_040EA,B17010C_040M,B17010C_040MA,B17010C_041E,B17010C_041EA,B17010C_041M,B17010C_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
11274,null,1308,null,3253,null,837,null,785,null,354,null,464,null,297,null,65,null,88,null,268,null,244,null,131,null,125,null,321,null,217,null,2468,null,714,null,987,null,541,null,987,null,541,null,351,null,372,null,636,null,467,null,0,null,244,null,0,null,244,null,1481,null,594,null,1394,null,581,null,194,null,182,null,313,null,217,null,887,null,471,null,87,null,92,null,8021,null,1130,null,5612,null,1067,null,2222,null,594,null,541,null,255,null,430,null,288,null,1251,null,420,null,3390,null,832,null,2409,null,584,null,413,null,200,null,121,null,93,null,20,null,38,null,13,null,22,null,88,null,84,null,292,null,172,null,1996,null,550,null,1354,null,515,null,519,null,333,null,193,null,145,null,642,null,318,null,642,null,250,null,0400000US26,Michigan,26
13301,null,1430,null,4409,null,963,null,791,null,368,null,540,null,321,null,118,null,152,null,338,null,255,null,84,null,95,null,251,null,179,null,3618,null,958,null,359,null,208,null,329,null,204,null,137,null,114,null,26,null,46,null,166,null,171,null,30,null,48,null,3259,null,940,null,3208,null,933,null,867,null,449,null,400,null,225,null,1941,null,793,null,51,null,58,null,8892,null,1240,null,5774,null,929,null,3331,null,861,null,424,null,409,null,1054,null,631,null,1853,null,611,null,2443,null,669,null,3118,null,885,null,822,null,374,null,302,null,190,null,107,null,118,null,132,null,145,null,63,null,60,null,520,null,337,null,2296,null,790,null,1709,null,663,null,235,null,175,null,553,null,503,null,921,null,452,null,587,null,388,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
13391,null,1461,null,4458,null,912,null,931,null,424,null,688,null,370,null,163,null,185,null,140,null,134,null,385,null,287,null,243,null,218,null,3527,null,886,null,1137,null,545,null,1027,null,511,null,504,null,361,null,371,null,367,null,152,null,140,null,110,null,179,null,2390,null,742,null,2095,null,679,null,231,null,193,null,828,null,502,null,1036,null,407,null,295,null,282,null,8933,null,1324,null,5958,null,1055,null,3260,null,1034,null,281,null,229,null,769,null,494,null,2210,null,914,null,2698,null,803,null,2975,null,693,null,905,null,404,null,441,null,217,null,190,null,165,null,88,null,97,null,163,null,130,null,464,null,349,null,2070,null,568,null,1614,null,528,null,528,null,312,null,153,null,130,null,933,null,423,null,456,null,243,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
37217,null,2425,null,9248,null,1394,null,2825,null,780,null,1665,null,608,null,569,null,450,null,491,null,327,null,605,null,430,null,1160,null,496,null,6423,null,1177,null,1605,null,717,null,1019,null,614,null,344,null,370,null,353,null,386,null,322,null,250,null,586,null,328,null,4818,null,1037,null,3988,null,1018,null,900,null,532,null,1015,null,410,null,2073,null,787,null,830,null,411,null,27969,null,2486,null,16374,null,1939,null,9811,null,1382,null,2358,null,809,null,2392,null,882,null,5061,null,999,null,6563,null,1063,null,11595,null,1479,null,3218,null,854,null,1882,null,703,null,556,null,537,null,720,null,441,null,606,null,312,null,1336,null,463,null,8377,null,1427,null,5277,null,1280,null,854,null,734,null,630,null,291,null,3793,null,1094,null,3100,null,778,null,0400000US35,New Mexico,35
