B10051I_001E,B10051I_001EA,B10051I_001M,B10051I_001MA,B10051I_002E,B10051I_002EA,B10051I_002M,B10051I_002MA,B10051I_003E,B10051I_003EA,B10051I_003M,B10051I_003MA,B10051I_004E,B10051I_004EA,B10051I_004M,B10051I_004MA,B10051I_005E,B10051I_005EA,B10051I_005M,B10051I_005MA,B10051I_006E,B10051I_006EA,B10051I_006M,B10051I_006MA,B10051I_007E,B10051I_007EA,B10051I_007M,B10051I_007MA,GEO_ID,NAME,state
23173,null,4085,null,7376,null,2025,null,6083,null,1829,null,1293,null,774,null,15797,null,3242,null,10129,null,2374,null,5668,null,1827,null,0400000US13,Georgia,13
3182,null,1044,null,774,null,434,null,671,null,417,null,103,null,116,null,2408,null,902,null,1439,null,715,null,969,null,447,null,0400000US15,Hawaii,15
4030,null,1165,null,2404,null,1015,null,1729,null,901,null,675,null,386,null,1626,null,673,null,685,null,387,null,941,null,603,null,0400000US16,Idaho,16
69843,null,4625,null,18473,null,2536,null,13551,null,2269,null,4922,null,1266,null,51370,null,4418,null,28446,null,3546,null,22924,null,3292,null,0400000US17,Illinois,17
9137,null,1686,null,3895,null,1332,null,3373,null,1262,null,522,null,358,null,5242,null,1488,null,3529,null,1176,null,1713,null,632,null,0400000US18,Indiana,18
1841,null,698,null,797,null,427,null,797,null,427,null,0,null,228,null,1044,null,460,null,646,null,394,null,398,null,235,null,0400000US19,Iowa,19
8046,null,1726,null,4136,null,1093,null,3336,null,977,null,800,null,497,null,3910,null,1332,null,2160,null,799,null,1750,null,1042,null,0400000US20,Kansas,20
1994,null,742,null,882,null,547,null,501,null,409,null,381,null,379,null,1112,null,471,null,874,null,482,null,238,null,177,null,0400000US21,Kentucky,21
3330,null,1271,null,1034,null,649,null,432,null,295,null,602,null,566,null,2296,null,1151,null,740,null,438,null,1556,null,1068,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
12924,null,1971,null,4163,null,1300,null,3683,null,1258,null,480,null,366,null,8761,null,1619,null,4595,null,1236,null,4166,null,961,null,0400000US24,Maryland,24
16618,null,2545,null,5493,null,1458,null,3934,null,1216,null,1559,null,743,null,11125,null,2095,null,6665,null,1622,null,4460,null,1079,null,0400000US25,Massachusetts,25
10926,null,2158,null,4064,null,1239,null,3008,null,1054,null,1056,null,622,null,6862,null,1727,null,4095,null,1592,null,2767,null,891,null,0400000US26,Michigan,26
5315,null,1308,null,1760,null,633,null,1479,null,601,null,281,null,256,null,3555,null,1011,null,2134,null,682,null,1421,null,636,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
3895,null,1106,null,987,null,501,null,745,null,465,null,242,null,244,null,2908,null,941,null,1762,null,761,null,1146,null,519,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
3368,null,1143,null,791,null,620,null,660,null,600,null,131,null,144,null,2577,null,1029,null,1138,null,547,null,1439,null,833,null,0400000US31,Nebraska,31
23563,null,3946,null,9006,null,2254,null,6793,null,1850,null,2213,null,900,null,14557,null,2779,null,9531,null,2244,null,5026,null,1468,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
42954,null,3940,null,11081,null,2271,null,7645,null,1923,null,3436,null,1111,null,31873,null,3199,null,15440,null,2758,null,16433,null,2430,null,0400000US34,New Jersey,34
29011,null,3025,null,14818,null,2556,null,11332,null,2130,null,3486,null,1002,null,14193,null,2320,null,7943,null,1855,null,6250,null,1456,null,0400000US35,New Mexico,35
108524,null,6177,null,39084,null,3948,null,26819,null,3416,null,12265,null,1899,null,69440,null,5081,null,33923,null,4031,null,35517,null,3691,null,0400000US36,New York,36
13541,null,2535,null,5989,null,1929,null,5030,null,1704,null,959,null,633,null,7552,null,1600,null,3735,null,1024,null,3817,null,1191,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
5488,null,1314,null,2808,null,1022,null,1819,null,813,null,989,null,621,null,2680,null,838,null,1327,null,645,null,1353,null,565,null,0400000US39,Ohio,39
8227,null,1798,null,3577,null,1107,null,2741,null,976,null,836,null,488,null,4650,null,1313,null,3045,null,1203,null,1605,null,633,null,0400000US40,Oklahoma,40
12144,null,2177,null,3671,null,1226,null,3062,null,1117,null,609,null,417,null,8473,null,1859,null,4975,null,1593,null,3498,null,1052,null,0400000US41,Oregon,41
18467,null,2943,null,7701,null,2039,null,6138,null,1918,null,1563,null,647,null,10766,null,2289,null,7077,null,1869,null,3689,null,1052,null,0400000US42,Pennsylvania,42
4383,null,1388,null,1444,null,842,null,1263,null,817,null,181,null,174,null,2939,null,1047,null,1529,null,693,null,1410,null,891,null,0400000US44,Rhode Island,44
3827,null,1313,null,1146,null,640,null,729,null,573,null,417,null,368,null,2681,null,1137,null,1893,null,1119,null,788,null,336,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
6699,null,1840,null,2383,null,875,null,2349,null,871,null,34,null,64,null,4316,null,1481,null,2907,null,1388,null,1409,null,954,null,0400000US47,Tennessee,47
348502,null,11513,null,140748,null,6745,null,107558,null,6487,null,33190,null,3272,null,207754,null,9708,null,117544,null,8955,null,90210,null,4938,null,0400000US48,Texas,48
11132,null,2448,null,3249,null,1039,null,2761,null,1079,null,488,null,342,null,7883,null,2031,null,5057,null,1586,null,2826,null,1059,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
12540,null,2517,null,4148,null,1527,null,3357,null,1482,null,791,null,516,null,8392,null,2038,null,5102,null,1628,null,3290,null,942,null,0400000US51,Virginia,51
19639,null,2728,null,5648,null,1381,null,3225,null,988,null,2423,null,1048,null,13991,null,2438,null,8364,null,1962,null,5627,null,1229,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
6363,null,1392,null,3137,null,965,null,2528,null,895,null,609,null,407,null,3226,null,1054,null,2420,null,940,null,806,null,436,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
120993,null,6021,null,54672,null,3668,null,30615,null,2858,null,24057,null,2399,null,66321,null,4458,null,30168,null,3152,null,36153,null,3027,null,0400000US72,Puerto Rico,72
