B21001B_001E,B21001B_001EA,B21001B_001M,B21001B_001MA,B21001B_002E,B21001B_002EA,B21001B_002M,B21001B_002MA,B21001B_003E,B21001B_003EA,B21001B_003M,B21001B_003MA,B21001B_004E,B21001B_004EA,B21001B_004M,B21001B_004MA,B21001B_005E,B21001B_005EA,B21001B_005M,B21001B_005MA,B21001B_006E,B21001B_006EA,B21001B_006M,B21001B_006MA,B21001B_007E,B21001B_007EA,B21001B_007M,B21001B_007MA,B21001B_008E,B21001B_008EA,B21001B_008M,B21001B_008MA,B21001B_009E,B21001B_009EA,B21001B_009M,B21001B_009MA,B21001B_010E,B21001B_010EA,B21001B_010M,B21001B_010MA,B21001B_011E,B21001B_011EA,B21001B_011M,B21001B_011MA,B21001B_012E,B21001B_012EA,B21001B_012M,B21001B_012MA,B21001B_013E,B21001B_013EA,B21001B_013M,B21001B_013MA,B21001B_014E,B21001B_014EA,B21001B_014M,B21001B_014MA,B21001B_015E,B21001B_015EA,B21001B_015M,B21001B_015MA,B21001B_016E,B21001B_016EA,B21001B_016M,B21001B_016MA,B21001B_017E,B21001B_017EA,B21001B_017M,B21001B_017MA,B21001B_018E,B21001B_018EA,B21001B_018M,B21001B_018MA,B21001B_019E,B21001B_019EA,B21001B_019M,B21001B_019MA,B21001B_020E,B21001B_020EA,B21001B_020M,B21001B_020MA,B21001B_021E,B21001B_021EA,B21001B_021M,B21001B_021MA,B21001B_022E,B21001B_022EA,B21001B_022M,B21001B_022MA,B21001B_023E,B21001B_023EA,B21001B_023M,B21001B_023MA,B21001B_024E,B21001B_024EA,B21001B_024M,B21001B_024MA,B21001B_025E,B21001B_025EA,B21001B_025M,B21001B_025MA,B21001B_026E,B21001B_026EA,B21001B_026M,B21001B_026MA,B21001B_027E,B21001B_027EA,B21001B_027M,B21001B_027MA,B21001B_028E,B21001B_028EA,B21001B_028M,B21001B_028MA,B21001B_029E,B21001B_029EA,B21001B_029M,B21001B_029MA,B21001B_030E,B21001B_030EA,B21001B_030M,B21001B_030MA,B21001B_031E,B21001B_031EA,B21001B_031M,B21001B_031MA,B21001B_032E,B21001B_032EA,B21001B_032M,B21001B_032MA,B21001B_033E,B21001B_033EA,B21001B_033M,B21001B_033MA,GEO_ID,NAME,state
2083504,null,8302,null,940497,null,5223,null,369306,null,4891,null,16252,null,2219,null,353054,null,5473,null,380401,null,4289,null,73262,null,5773,null,307139,null,6915,null,112309,null,2120,null,36497,null,2926,null,75812,null,3154,null,53395,null,1924,null,16679,null,2064,null,36716,null,2238,null,25086,null,1542,null,10864,null,1348,null,14222,null,1721,null,1143007,null,5001,null,406004,null,4502,null,8070,null,1953,null,397934,null,4687,null,458922,null,3789,null,19437,null,2351,null,439485,null,4186,null,146763,null,2093,null,3433,null,1028,null,143330,null,2314,null,73166,null,2255,null,699,null,472,null,72467,null,2331,null,58152,null,2180,null,183,null,188,null,57969,null,2185,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1348429,null,5842,null,610534,null,3845,null,232131,null,3160,null,7905,null,1815,null,224226,null,3619,null,233037,null,2635,null,32815,null,3707,null,200222,null,4156,null,76388,null,1395,null,22365,null,1919,null,54023,null,2108,null,42897,null,928,null,15378,null,1546,null,27519,null,1701,null,26081,null,1037,null,13351,null,1383,null,12730,null,1418,null,737895,null,3587,null,248205,null,2987,null,2362,null,719,null,245843,null,3071,null,278747,null,2205,null,5557,null,1041,null,273190,null,2424,null,100320,null,1125,null,924,null,443,null,99396,null,1169,null,61918,null,1190,null,195,null,187,null,61723,null,1181,null,48705,null,1089,null,126,null,120,null,48579,null,1099,null,0400000US17,Illinois,17
397869,null,3520,null,182702,null,2517,null,69474,null,2379,null,1484,null,712,null,67990,null,2404,null,71892,null,2172,null,14050,null,1914,null,57842,null,2189,null,23039,null,956,null,7801,null,1119,null,15238,null,1455,null,11231,null,799,null,3653,null,680,null,7578,null,955,null,7066,null,562,null,3800,null,686,null,3266,null,651,null,215167,null,2747,null,76035,null,2759,null,528,null,319,null,75507,null,2766,null,81835,null,1872,null,1541,null,927,null,80294,null,2051,null,27173,null,887,null,380,null,296,null,26793,null,902,null,16422,null,1035,null,125,null,159,null,16297,null,1020,null,13702,null,928,null,367,null,263,null,13335,null,942,null,0400000US18,Indiana,18
53182,null,2091,null,27389,null,1790,null,13109,null,1610,null,332,null,325,null,12777,null,1614,null,10058,null,1117,null,1191,null,593,null,8867,null,1078,null,1997,null,530,null,680,null,317,null,1317,null,481,null,1754,null,655,null,658,null,413,null,1096,null,573,null,471,null,298,null,305,null,251,null,166,null,169,null,25793,null,1555,null,11193,null,1147,null,62,null,107,null,11131,null,1146,null,9229,null,858,null,320,null,268,null,8909,null,941,null,2572,null,646,null,0,null,228,null,2572,null,646,null,1432,null,659,null,0,null,228,null,1432,null,659,null,1367,null,418,null,0,null,228,null,1367,null,418,null,0400000US19,Iowa,19
110532,null,2714,null,54902,null,2027,null,24031,null,1913,null,1627,null,700,null,22404,null,1881,null,18955,null,1133,null,4116,null,1038,null,14839,null,1284,null,6930,null,726,null,2635,null,706,null,4295,null,898,null,2964,null,476,null,1231,null,395,null,1733,null,602,null,2022,null,595,null,1337,null,536,null,685,null,397,null,55630,null,1870,null,21247,null,1345,null,1192,null,733,null,20055,null,1452,null,19714,null,1012,null,992,null,508,null,18722,null,980,null,7056,null,731,null,44,null,74,null,7012,null,738,null,4426,null,658,null,0,null,244,null,4426,null,658,null,3187,null,495,null,0,null,244,null,3187,null,495,null,0400000US20,Kansas,20
231962,null,3913,null,109736,null,3067,null,43618,null,2908,null,1054,null,678,null,42564,null,2789,null,41569,null,1980,null,9391,null,1566,null,32178,null,2227,null,13546,null,972,null,5798,null,861,null,7748,null,1083,null,7077,null,942,null,2248,null,601,null,4829,null,861,null,3926,null,696,null,2908,null,738,null,1018,null,392,null,122226,null,2674,null,42405,null,2250,null,211,null,250,null,42194,null,2310,null,46716,null,1751,null,1815,null,653,null,44901,null,1869,null,15735,null,1265,null,378,null,312,null,15357,null,1324,null,9289,null,947,null,168,null,175,null,9121,null,960,null,8081,null,993,null,0,null,273,null,8081,null,993,null,0400000US21,Kentucky,21
1013957,null,3746,null,462142,null,2325,null,188372,null,2926,null,6688,null,1641,null,181684,null,3182,null,164549,null,2435,null,26268,null,2824,null,138281,null,3268,null,60772,null,1291,null,19738,null,1916,null,41034,null,2239,null,30755,null,1281,null,8117,null,1258,null,22638,null,1568,null,17694,null,1289,null,6749,null,1030,null,10945,null,1249,null,551815,null,2335,null,200215,null,2410,null,3572,null,1297,null,196643,null,2726,null,200021,null,2343,null,3443,null,991,null,196578,null,2406,null,75613,null,1259,null,555,null,319,null,75058,null,1361,null,42955,null,1326,null,88,null,95,null,42867,null,1328,null,33011,null,1204,null,39,null,65,null,32972,null,1207,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1218452,null,6003,null,549346,null,3649,null,192428,null,2665,null,8871,null,2357,null,183557,null,3636,null,226352,null,2284,null,42103,null,4055,null,184249,null,4353,null,73890,null,1313,null,27734,null,2032,null,46156,null,2277,null,37006,null,1139,null,15919,null,1374,null,21087,null,1528,null,19670,null,851,null,12381,null,1264,null,7289,null,1062,null,669106,null,4065,null,207895,null,2472,null,3230,null,1072,null,204665,null,2484,null,274207,null,2527,null,11424,null,2094,null,262783,null,3482,null,96543,null,1279,null,1914,null,757,null,94629,null,1516,null,52296,null,1327,null,701,null,407,null,51595,null,1387,null,38165,null,1145,null,207,null,222,null,37958,null,1200,null,0400000US24,Maryland,24
300798,null,5232,null,142955,null,3290,null,58156,null,2617,null,763,null,570,null,57393,null,2662,null,55967,null,1852,null,4069,null,1204,null,51898,null,1908,null,16768,null,986,null,2511,null,815,null,14257,null,1083,null,8212,null,748,null,1861,null,629,null,6351,null,741,null,3852,null,580,null,1359,null,512,null,2493,null,577,null,157843,null,3426,null,56747,null,2252,null,93,null,106,null,56654,null,2256,null,62611,null,1846,null,979,null,414,null,61632,null,1928,null,18547,null,687,null,226,null,229,null,18321,null,712,null,11692,null,775,null,38,null,72,null,11654,null,748,null,8246,null,793,null,52,null,84,null,8194,null,817,null,0400000US25,Massachusetts,25
1000327,null,5027,null,458425,null,3972,null,170150,null,3197,null,4509,null,1347,null,165641,null,3324,null,177144,null,2116,null,20541,null,2624,null,156603,null,2995,null,61388,null,1054,null,18818,null,2028,null,42570,null,2225,null,28990,null,746,null,10578,null,1393,null,18412,null,1412,null,20753,null,750,null,11978,null,1045,null,8775,null,1142,null,541902,null,2538,null,176761,null,2244,null,1210,null,819,null,175551,null,2288,null,207951,null,1658,null,3818,null,1015,null,204133,null,1888,null,78322,null,909,null,1277,null,512,null,77045,null,1007,null,42278,null,810,null,119,null,120,null,42159,null,829,null,36590,null,731,null,267,null,198,null,36323,null,757,null,0400000US26,Michigan,26
156209,null,2304,null,82997,null,1633,null,37802,null,1678,null,172,null,178,null,37630,null,1689,null,33998,null,1148,null,2404,null,661,null,31594,null,1432,null,7075,null,551,null,1283,null,457,null,5792,null,525,null,2942,null,444,null,501,null,313,null,2441,null,408,null,1180,null,366,null,313,null,199,null,867,null,342,null,73212,null,1572,null,33394,null,1380,null,144,null,177,null,33250,null,1391,null,28051,null,972,null,256,null,182,null,27795,null,947,null,6551,null,377,null,33,null,55,null,6518,null,383,null,3124,null,298,null,58,null,72,null,3066,null,302,null,2092,null,369,null,0,null,213,null,2092,null,369,null,0400000US27,Minnesota,27
758567,null,4240,null,344845,null,3077,null,139902,null,3175,null,2268,null,976,null,137634,null,3268,null,125343,null,2643,null,18662,null,2500,null,106681,null,3286,null,45208,null,1590,null,12566,null,1663,null,32642,null,1845,null,20669,null,1651,null,3215,null,796,null,17454,null,1590,null,13723,null,1648,null,5233,null,1016,null,8490,null,1342,null,413722,null,2589,null,150974,null,2722,null,2924,null,1007,null,148050,null,2954,null,153047,null,2430,null,4287,null,1162,null,148760,null,2562,null,54029,null,881,null,474,null,286,null,53555,null,930,null,28757,null,1584,null,0,null,291,null,28757,null,1584,null,26915,null,1743,null,116,null,143,null,26799,null,1751,null,0400000US28,Mississippi,28
472651,null,3745,null,215617,null,2758,null,85139,null,2580,null,3681,null,1296,null,81458,null,2767,null,81343,null,1892,null,13040,null,1729,null,68303,null,2629,null,27094,null,739,null,9736,null,1273,null,17358,null,1260,null,13426,null,585,null,4929,null,732,null,8497,null,802,null,8615,null,611,null,4528,null,802,null,4087,null,662,null,257034,null,2445,null,87639,null,1624,null,1719,null,793,null,85920,null,1690,null,97975,null,1615,null,2931,null,974,null,95044,null,1840,null,36179,null,939,null,504,null,396,null,35675,null,1042,null,19067,null,663,null,107,null,127,null,18960,null,698,null,16174,null,470,null,98,null,135,null,16076,null,498,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
51779,null,1877,null,25978,null,1501,null,12376,null,1245,null,553,null,517,null,11823,null,1283,null,8755,null,790,null,2448,null,717,null,6307,null,889,null,2613,null,293,null,952,null,358,null,1661,null,325,null,1177,null,200,null,449,null,262,null,728,null,271,null,1057,null,319,null,567,null,350,null,490,null,224,null,25801,null,1017,null,11130,null,793,null,0,null,228,null,11130,null,793,null,8876,null,614,null,624,null,410,null,8252,null,663,null,2775,null,207,null,0,null,228,null,2775,null,207,null,1753,null,209,null,0,null,228,null,1753,null,209,null,1267,null,203,null,0,null,228,null,1267,null,203,null,0400000US31,Nebraska,31
142349,null,2581,null,69906,null,1693,null,25687,null,1263,null,1530,null,825,null,24157,null,1456,null,28271,null,963,null,6572,null,1490,null,21699,null,1316,null,8432,null,430,null,2933,null,783,null,5499,null,894,null,4798,null,365,null,2367,null,581,null,2431,null,428,null,2718,null,111,null,1778,null,401,null,940,null,400,null,72443,null,1537,null,25172,null,972,null,579,null,414,null,24593,null,1055,null,28065,null,983,null,559,null,378,null,27506,null,1070,null,9685,null,373,null,147,null,187,null,9538,null,428,null,5688,null,310,null,86,null,101,null,5602,null,340,null,3833,null,272,null,0,null,302,null,3833,null,272,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
869795,null,5676,null,398712,null,3502,null,147808,null,2828,null,3657,null,1244,null,144151,null,3099,null,159198,null,2443,null,19237,null,3214,null,139961,null,3578,null,48123,null,1446,null,12370,null,1611,null,35753,null,1867,null,27026,null,1125,null,8661,null,1335,null,18365,null,1588,null,16557,null,1135,null,8658,null,1127,null,7899,null,1333,null,471083,null,3659,null,148428,null,2589,null,1182,null,619,null,147246,null,2654,null,186516,null,2137,null,3470,null,1259,null,183046,null,2338,null,64345,null,1088,null,811,null,485,null,63534,null,1162,null,41286,null,1093,null,69,null,111,null,41217,null,1097,null,30508,null,810,null,160,null,159,null,30348,null,828,null,0400000US34,New Jersey,34
29726,null,1910,null,16024,null,1611,null,6476,null,1125,null,750,null,385,null,5726,null,1208,null,5277,null,1016,null,1638,null,719,null,3639,null,890,null,1850,null,1065,null,839,null,519,null,1011,null,839,null,1864,null,716,null,645,null,394,null,1219,null,715,null,557,null,365,null,403,null,312,null,154,null,199,null,13702,null,1197,null,4937,null,978,null,237,null,341,null,4700,null,869,null,4604,null,883,null,625,null,489,null,3979,null,833,null,1149,null,290,null,152,null,157,null,997,null,327,null,1714,null,896,null,0,null,283,null,1714,null,896,null,1298,null,788,null,0,null,283,null,1298,null,788,null,0400000US35,New Mexico,35
2260056,null,11853,null,1014226,null,7188,null,376938,null,5037,null,6945,null,1692,null,369993,null,5236,null,393225,null,4163,null,34902,null,4082,null,358323,null,5600,null,129281,null,2154,null,21103,null,2096,null,108178,null,2655,null,71745,null,1438,null,15609,null,1779,null,56136,null,2137,null,43037,null,1334,null,16806,null,1729,null,26231,null,1760,null,1245830,null,7549,null,400042,null,4177,null,1969,null,798,null,398073,null,4151,null,473601,null,3872,null,4958,null,1118,null,468643,null,4137,null,175866,null,2492,null,1344,null,653,null,174522,null,2575,null,109716,null,1993,null,474,null,261,null,109242,null,2016,null,86605,null,1553,null,271,null,242,null,86334,null,1488,null,0400000US36,New York,36
1427816,null,7179,null,646506,null,5394,null,236077,null,4359,null,12803,null,2062,null,223274,null,4227,null,250660,null,3885,null,51595,null,3603,null,199065,null,4695,null,90207,null,2040,null,32229,null,2296,null,57978,null,2425,null,42849,null,1948,null,12106,null,1388,null,30743,null,1930,null,26713,null,1759,null,11708,null,1373,null,15005,null,1473,null,781310,null,4021,null,252064,null,4022,null,5171,null,1548,null,246893,null,4243,null,302895,null,3380,null,10098,null,1636,null,292797,null,3525,null,111825,null,1391,null,2903,null,829,null,108922,null,1625,null,63036,null,1891,null,281,null,200,null,62755,null,1895,null,51490,null,1343,null,403,null,258,null,51087,null,1323,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
982065,null,4593,null,454718,null,3133,null,169558,null,2974,null,4142,null,1213,null,165416,null,3036,null,173264,null,3007,null,27438,null,2725,null,145826,null,3658,null,60267,null,1279,null,20410,null,1913,null,39857,null,1802,null,29687,null,1131,null,13904,null,1377,null,15783,null,1319,null,21942,null,891,null,13364,null,1266,null,8578,null,1161,null,527347,null,3634,null,175780,null,2412,null,1079,null,659,null,174701,null,2529,null,195680,null,2469,null,4283,null,1243,null,191397,null,2588,null,72317,null,1246,null,1108,null,532,null,71209,null,1384,null,42722,null,1321,null,336,null,246,null,42386,null,1341,null,40848,null,1347,null,369,null,298,null,40479,null,1324,null,0400000US39,Ohio,39
187120,null,3589,null,91194,null,2362,null,39316,null,1862,null,1298,null,689,null,38018,null,2168,null,32075,null,1298,null,6232,null,1144,null,25843,null,1521,null,9870,null,868,null,4518,null,800,null,5352,null,938,null,6560,null,602,null,3361,null,621,null,3199,null,631,null,3373,null,767,null,1500,null,522,null,1873,null,716,null,95926,null,2296,null,34363,null,1648,null,591,null,458,null,33772,null,1627,null,35413,null,1509,null,908,null,520,null,34505,null,1526,null,13081,null,1016,null,245,null,308,null,12836,null,1072,null,7111,null,921,null,129,null,137,null,6982,null,947,null,5958,null,650,null,105,null,104,null,5853,null,670,null,0400000US40,Oklahoma,40
