B10051D_001E,B10051D_001EA,B10051D_001M,B10051D_001MA,B10051D_002E,B10051D_002EA,B10051D_002M,B10051D_002MA,B10051D_003E,B10051D_003EA,B10051D_003M,B10051D_003MA,B10051D_004E,B10051D_004EA,B10051D_004M,B10051D_004MA,B10051D_005E,B10051D_005EA,B10051D_005M,B10051D_005MA,B10051D_006E,B10051D_006EA,B10051D_006M,B10051D_006MA,B10051D_007E,B10051D_007EA,B10051D_007M,B10051D_007MA,GEO_ID,NAME,state
25625,null,3078,null,2319,null,870,null,1454,null,664,null,865,null,435,null,23306,null,3114,null,3955,null,1390,null,19351,null,2757,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
51884,null,3806,null,9373,null,1865,null,4038,null,1255,null,5335,null,1263,null,42511,null,3564,null,11530,null,2150,null,30981,null,2902,null,0400000US36,New York,36
4542,null,1419,null,766,null,787,null,532,null,663,null,234,null,313,null,3776,null,1134,null,739,null,463,null,3037,null,1104,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
4293,null,970,null,733,null,473,null,445,null,461,null,288,null,233,null,3560,null,912,null,277,null,258,null,3283,null,898,null,0400000US39,Ohio,39
1731,null,578,null,234,null,197,null,234,null,197,null,0,null,251,null,1497,null,535,null,139,null,119,null,1358,null,524,null,0400000US40,Oklahoma,40
5909,null,1391,null,1098,null,621,null,281,null,218,null,817,null,575,null,4811,null,1243,null,1129,null,607,null,3682,null,1060,null,0400000US41,Oregon,41
11732,null,1873,null,2373,null,938,null,1378,null,721,null,995,null,531,null,9359,null,1602,null,1961,null,1010,null,7398,null,1280,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
1176,null,508,null,299,null,249,null,119,null,188,null,180,null,191,null,877,null,458,null,270,null,235,null,607,null,338,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
3295,null,1056,null,673,null,473,null,257,null,279,null,416,null,355,null,2622,null,1010,null,781,null,614,null,1841,null,898,null,0400000US47,Tennessee,47
27354,null,2896,null,4352,null,1217,null,2207,null,812,null,2145,null,808,null,23002,null,2886,null,6005,null,1574,null,16997,null,2203,null,0400000US48,Texas,48
1287,null,554,null,280,null,204,null,187,null,180,null,93,null,152,null,1007,null,473,null,673,null,339,null,334,null,240,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
10039,null,1827,null,2392,null,1132,null,1464,null,872,null,928,null,558,null,7647,null,1409,null,1929,null,799,null,5718,null,1115,null,0400000US51,Virginia,51
11510,null,1762,null,1711,null,604,null,764,null,401,null,947,null,426,null,9799,null,1571,null,2965,null,851,null,6834,null,1344,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
3274,null,959,null,185,null,170,null,91,null,129,null,94,null,118,null,3089,null,921,null,1301,null,752,null,1788,null,630,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
