B14007D_001E,B14007D_001EA,B14007D_001M,B14007D_001MA,B14007D_002E,B14007D_002EA,B14007D_002M,B14007D_002MA,B14007D_003E,B14007D_003EA,B14007D_003M,B14007D_003MA,B14007D_004E,B14007D_004EA,B14007D_004M,B14007D_004MA,B14007D_005E,B14007D_005EA,B14007D_005M,B14007D_005MA,B14007D_006E,B14007D_006EA,B14007D_006M,B14007D_006MA,B14007D_007E,B14007D_007EA,B14007D_007M,B14007D_007MA,B14007D_008E,B14007D_008EA,B14007D_008M,B14007D_008MA,B14007D_009E,B14007D_009EA,B14007D_009M,B14007D_009MA,B14007D_010E,B14007D_010EA,B14007D_010M,B14007D_010MA,B14007D_011E,B14007D_011EA,B14007D_011M,B14007D_011MA,B14007D_012E,B14007D_012EA,B14007D_012M,B14007D_012MA,B14007D_013E,B14007D_013EA,B14007D_013M,B14007D_013MA,B14007D_014E,B14007D_014EA,B14007D_014M,B14007D_014MA,B14007D_015E,B14007D_015EA,B14007D_015M,B14007D_015MA,B14007D_016E,B14007D_016EA,B14007D_016M,B14007D_016MA,B14007D_017E,B14007D_017EA,B14007D_017M,B14007D_017MA,B14007D_018E,B14007D_018EA,B14007D_018M,B14007D_018MA,B14007D_019E,B14007D_019EA,B14007D_019M,B14007D_019MA,GEO_ID,NAME,state
542196,null,4710,null,173786,null,5197,null,14808,null,1606,null,8646,null,1614,null,6726,null,1156,null,8458,null,1582,null,7923,null,1238,null,7049,null,1377,null,6630,null,1109,null,5856,null,1107,null,5656,null,1009,null,7872,null,1199,null,5282,null,866,null,7063,null,1150,null,6188,null,1172,null,7079,null,1276,null,46127,null,3419,null,22423,null,2633,null,368410,null,4268,null,0400000US17,Illinois,17
85347,null,2561,null,31374,null,2054,null,1702,null,573,null,2271,null,728,null,990,null,534,null,1451,null,599,null,1276,null,470,null,1362,null,510,null,1217,null,410,null,1048,null,561,null,956,null,474,null,705,null,451,null,799,null,358,null,974,null,485,null,528,null,344,null,1363,null,527,null,9145,null,1773,null,5587,null,1525,null,53973,null,2740,null,0400000US18,Indiana,18
44276,null,2212,null,17007,null,1863,null,669,null,386,null,382,null,258,null,226,null,164,null,590,null,394,null,853,null,391,null,475,null,325,null,914,null,431,null,902,null,391,null,899,null,424,null,660,null,451,null,1048,null,452,null,308,null,225,null,694,null,408,null,159,null,147,null,5235,null,1000,null,2993,null,969,null,27269,null,1865,null,0400000US19,Iowa,19
58854,null,1814,null,21339,null,1658,null,1512,null,565,null,995,null,413,null,637,null,344,null,1030,null,360,null,1083,null,378,null,839,null,424,null,658,null,378,null,846,null,344,null,949,null,400,null,321,null,223,null,490,null,305,null,542,null,260,null,901,null,337,null,703,null,397,null,6370,null,1169,null,3463,null,1043,null,37515,null,1772,null,0400000US20,Kansas,20
40889,null,1889,null,14344,null,1714,null,1377,null,585,null,606,null,297,null,301,null,208,null,828,null,423,null,1061,null,454,null,524,null,363,null,738,null,350,null,826,null,514,null,752,null,528,null,737,null,427,null,664,null,320,null,470,null,337,null,494,null,377,null,342,null,196,null,3195,null,956,null,1429,null,527,null,26545,null,1362,null,0400000US21,Kentucky,21
63632,null,2440,null,21418,null,1975,null,1095,null,488,null,914,null,476,null,1713,null,621,null,990,null,646,null,1229,null,534,null,1262,null,589,null,704,null,417,null,863,null,547,null,1159,null,652,null,1061,null,464,null,713,null,347,null,654,null,327,null,492,null,394,null,1243,null,509,null,4044,null,1071,null,3282,null,1130,null,42214,null,2189,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
277685,null,3367,null,79090,null,3212,null,4364,null,874,null,4854,null,1131,null,2912,null,765,null,5035,null,1158,null,3935,null,748,null,2509,null,857,null,3680,null,925,null,3663,null,860,null,3099,null,787,null,2677,null,805,null,2758,null,755,null,2098,null,636,null,3417,null,778,null,2709,null,732,null,21572,null,1958,null,9808,null,1713,null,198595,null,3134,null,0400000US24,Maryland,24
315916,null,3768,null,102416,null,3848,null,7264,null,1434,null,6359,null,1096,null,3548,null,850,null,4829,null,737,null,4329,null,851,null,4298,null,959,null,3962,null,957,null,2822,null,689,null,4067,null,1096,null,3509,null,780,null,4298,null,838,null,3881,null,753,null,3235,null,823,null,4298,null,1007,null,27619,null,2418,null,14098,null,1773,null,213500,null,3776,null,0400000US25,Massachusetts,25
232238,null,3589,null,85520,null,2921,null,4823,null,891,null,3250,null,681,null,4004,null,976,null,4556,null,895,null,3580,null,726,null,3895,null,839,null,3629,null,763,null,4017,null,963,null,3178,null,701,null,2693,null,674,null,3868,null,1042,null,2810,null,552,null,3088,null,745,null,2944,null,657,null,22220,null,2005,null,12965,null,2373,null,146718,null,2797,null,0400000US26,Michigan,26
185543,null,2545,null,67546,null,2538,null,4189,null,931,null,4495,null,1021,null,3879,null,802,null,3057,null,755,null,3666,null,855,null,2274,null,679,null,2572,null,653,null,3992,null,1006,null,2688,null,707,null,3245,null,891,null,2737,null,808,null,3611,null,695,null,3557,null,738,null,3634,null,901,null,14106,null,1614,null,5844,null,1370,null,117997,null,3098,null,0400000US27,Minnesota,27
22240,null,2642,null,6694,null,1597,null,321,null,288,null,207,null,206,null,354,null,309,null,98,null,158,null,0,null,291,null,215,null,193,null,21,null,42,null,142,null,192,null,339,null,298,null,340,null,308,null,217,null,224,null,123,null,131,null,251,null,309,null,145,null,194,null,2129,null,908,null,1792,null,864,null,15546,null,1899,null,0400000US28,Mississippi,28
83571,null,2705,null,28296,null,2319,null,2384,null,762,null,1622,null,684,null,884,null,397,null,1513,null,675,null,1035,null,539,null,1397,null,532,null,1070,null,517,null,985,null,449,null,889,null,360,null,1100,null,391,null,980,null,455,null,1026,null,513,null,686,null,375,null,1374,null,498,null,7662,null,1305,null,3689,null,879,null,55275,null,2101,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
28150,null,1736,null,10907,null,1240,null,439,null,453,null,340,null,347,null,1349,null,726,null,271,null,265,null,271,null,245,null,654,null,301,null,141,null,220,null,625,null,359,null,333,null,297,null,250,null,251,null,837,null,547,null,743,null,744,null,448,null,339,null,491,null,199,null,2265,null,663,null,1450,null,548,null,17243,null,1319,null,0400000US31,Nebraska,31
169410,null,3586,null,40755,null,3198,null,1457,null,787,null,2160,null,879,null,1758,null,524,null,2195,null,634,null,1537,null,734,null,2287,null,637,null,2431,null,823,null,1609,null,628,null,2386,null,908,null,1793,null,681,null,1505,null,623,null,1777,null,651,null,2568,null,922,null,1682,null,497,null,10429,null,1675,null,3181,null,840,null,128655,null,3130,null,0400000US32,Nevada,32
23846,null,1454,null,8888,null,1284,null,575,null,514,null,115,null,135,null,183,null,196,null,740,null,418,null,453,null,322,null,518,null,253,null,280,null,240,null,333,null,333,null,467,null,346,null,487,null,318,null,484,null,286,null,169,null,155,null,554,null,365,null,395,null,277,null,1707,null,532,null,1428,null,824,null,14958,null,1288,null,0400000US33,New Hampshire,33
648503,null,4146,null,184253,null,4711,null,16218,null,1710,null,9151,null,1417,null,11347,null,1481,null,9113,null,1516,null,9956,null,1369,null,8268,null,1422,null,8535,null,1653,null,8459,null,1323,null,9106,null,1260,null,8200,null,1452,null,7706,null,1172,null,8107,null,1213,null,7510,null,1365,null,9043,null,1515,null,35677,null,2995,null,17857,null,2326,null,464250,null,4567,null,0400000US34,New Jersey,34
27287,null,1802,null,9357,null,1573,null,702,null,334,null,589,null,329,null,137,null,145,null,892,null,406,null,337,null,278,null,590,null,364,null,784,null,434,null,498,null,282,null,249,null,223,null,320,null,346,null,332,null,253,null,271,null,160,null,514,null,339,null,592,null,425,null,1658,null,692,null,892,null,565,null,17930,null,1723,null,0400000US35,New Mexico,35
1319676,null,6934,null,374529,null,5697,null,20280,null,2228,null,15972,null,2019,null,15957,null,2633,null,15760,null,2109,null,18004,null,2148,null,14009,null,1923,null,19531,null,1945,null,15721,null,2261,null,16831,null,1987,null,17209,null,2307,null,17685,null,2012,null,15619,null,1835,null,15021,null,1676,null,16345,null,1886,null,95262,null,4682,null,45323,null,4357,null,945147,null,8207,null,0400000US36,New York,36
175902,null,3455,null,60211,null,3283,null,3824,null,811,null,2624,null,824,null,2648,null,815,null,2533,null,693,null,3301,null,770,null,2485,null,645,null,2186,null,691,null,2970,null,772,null,3646,null,900,null,2548,null,637,null,3031,null,822,null,2355,null,675,null,2359,null,614,null,2710,null,956,null,15940,null,3739,null,5051,null,2038,null,115691,null,3364,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
173114,null,3589,null,60542,null,3700,null,3634,null,777,null,2483,null,764,null,3127,null,869,null,2241,null,708,null,2803,null,687,null,2587,null,695,null,2346,null,695,null,2269,null,660,null,2427,null,689,null,2702,null,934,null,2378,null,801,null,2406,null,657,null,1821,null,569,null,2895,null,753,null,15337,null,1951,null,9086,null,1575,null,112572,null,2729,null,0400000US39,Ohio,39
57949,null,2743,null,20146,null,1679,null,1029,null,432,null,813,null,418,null,467,null,221,null,933,null,402,null,407,null,242,null,628,null,334,null,1069,null,381,null,626,null,280,null,854,null,392,null,804,null,415,null,1097,null,436,null,694,null,292,null,1031,null,403,null,894,null,483,null,6883,null,1153,null,1917,null,753,null,37803,null,2383,null,0400000US40,Oklahoma,40
133305,null,3425,null,41846,null,2794,null,1966,null,698,null,2387,null,875,null,1688,null,532,null,1849,null,528,null,2472,null,878,null,1483,null,586,null,1896,null,678,null,1589,null,618,null,1795,null,905,null,1465,null,599,null,1955,null,748,null,1938,null,596,null,1353,null,428,null,2330,null,733,null,11444,null,1525,null,4236,null,1023,null,91459,null,2630,null,0400000US41,Oregon,41
295482,null,3946,null,101335,null,3352,null,6473,null,1118,null,4534,null,1029,null,4089,null,952,null,4087,null,797,null,3580,null,783,null,3911,null,970,null,4527,null,1077,null,4045,null,870,null,4856,null,1189,null,4283,null,937,null,5109,null,1113,null,4406,null,799,null,2613,null,680,null,3355,null,869,null,26453,null,2516,null,15014,null,2196,null,194147,null,3314,null,0400000US42,Pennsylvania,42
29978,null,1353,null,11143,null,1393,null,471,null,337,null,881,null,493,null,373,null,369,null,229,null,238,null,335,null,321,null,283,null,216,null,425,null,429,null,883,null,435,null,199,null,215,null,125,null,163,null,913,null,502,null,465,null,303,null,670,null,321,null,543,null,438,null,2836,null,932,null,1512,null,639,null,18835,null,1290,null,0400000US44,Rhode Island,44
54713,null,2585,null,18273,null,1856,null,817,null,481,null,889,null,432,null,673,null,323,null,541,null,432,null,994,null,381,null,688,null,389,null,630,null,485,null,561,null,273,null,933,null,469,null,494,null,364,null,1256,null,501,null,679,null,321,null,314,null,249,null,1213,null,567,null,5427,null,1493,null,2164,null,863,null,36440,null,1962,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
83278,null,2930,null,26378,null,2218,null,1926,null,619,null,1765,null,640,null,1518,null,489,null,977,null,460,null,1448,null,576,null,1318,null,515,null,1139,null,479,null,1418,null,585,null,1205,null,487,null,598,null,332,null,1077,null,623,null,841,null,458,null,622,null,488,null,937,null,481,null,6327,null,1298,null,3262,null,1104,null,56900,null,2084,null,0400000US47,Tennessee,47
842704,null,6417,null,270573,null,5540,null,16782,null,2017,null,13460,null,1792,null,11681,null,1562,null,12620,null,1916,null,13688,null,2095,null,13558,null,1491,null,14800,null,2178,null,11744,null,1653,null,13007,null,1800,null,11526,null,1517,null,10390,null,1826,null,11017,null,1368,null,10684,null,1389,null,11338,null,1756,null,60725,null,4010,null,33553,null,3317,null,572131,null,6623,null,0400000US48,Texas,48
54711,null,2352,null,21258,null,1933,null,1229,null,479,null,1110,null,567,null,1220,null,605,null,651,null,440,null,233,null,242,null,995,null,532,null,430,null,252,null,634,null,369,null,427,null,279,null,962,null,511,null,726,null,716,null,640,null,250,null,992,null,403,null,607,null,307,null,8260,null,1542,null,2142,null,725,null,33453,null,1703,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
374147,null,4267,null,113239,null,3888,null,7138,null,1360,null,5794,null,1087,null,4916,null,817,null,4954,null,1092,null,6148,null,1220,null,4971,null,1112,null,4526,null,953,null,4224,null,1125,null,3675,null,887,null,5140,null,1226,null,4290,null,945,null,5115,null,845,null,5205,null,1250,null,3894,null,895,null,29999,null,2580,null,13250,null,2224,null,260908,null,4175,null,0400000US51,Virginia,51
425546,null,5570,null,111934,null,4805,null,5871,null,1058,null,5951,null,1208,null,4872,null,907,null,5139,null,1089,null,6578,null,1398,null,3884,null,1067,null,4967,null,1114,null,4081,null,1065,null,3768,null,841,null,4396,null,1009,null,4330,null,1048,null,4563,null,735,null,5308,null,1001,null,6399,null,1209,null,31914,null,2317,null,9913,null,1879,null,313612,null,4746,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
113052,null,2827,null,46743,null,2542,null,2450,null,798,null,2439,null,706,null,2334,null,730,null,2687,null,649,null,1685,null,555,null,2457,null,571,null,2256,null,838,null,2006,null,652,null,2037,null,644,null,1398,null,434,null,1835,null,545,null,1615,null,493,null,1554,null,604,null,2894,null,764,null,13609,null,1634,null,3487,null,1139,null,66309,null,2155,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
